,Acidic 1,Acidic 2,Neutral 1,Neutral 2,Neautral 3,Basic 1,Basic 2
fig|6666666.230262.peg.1407,82,60,117,64,133,195,163
fig|6666666.230262.peg.1408,13,8,15,13,16,40,35
fig|6666666.230262.peg.1409,13,15,21,13,22,55,21
fig|6666666.230262.peg.141,1,0,3,1,3,4,2
fig|6666666.230262.peg.1410,575,461,811,511,748,1152,991
fig|6666666.230262.peg.1411,45,34,67,41,71,87,62
fig|6666666.230262.peg.1412,17,12,27,22,49,67,52
fig|6666666.230262.peg.1413,95,74,179,112,198,299,308
fig|6666666.230262.peg.1414,125,72,48,31,70,67,61
fig|6666666.230262.peg.1415,236,164,112,70,138,154,111
fig|6666666.230262.peg.1416,111,72,99,50,101,125,97
fig|6666666.230262.peg.1417,110,70,113,79,143,175,137
fig|6666666.230262.peg.1418,90,74,91,47,81,131,89
fig|6666666.230262.peg.1419,87,50,70,36,97,137,117
fig|6666666.230262.peg.142,5,1,5,1,5,5,3
fig|6666666.230262.peg.1420,27,12,26,22,36,50,32
fig|6666666.230262.peg.1421,79,59,75,45,90,138,122
fig|6666666.230262.peg.1422,30,26,44,25,54,91,55
fig|6666666.230262.peg.1423,6,1,3,7,9,8,7
fig|6666666.230262.peg.1424,38,35,76,43,83,167,114
fig|6666666.230262.peg.1425,32,28,63,37,68,95,83
fig|6666666.230262.peg.1426,106,82,172,101,156,208,155
fig|6666666.230262.peg.1427,39,23,57,31,66,68,74
fig|6666666.230262.peg.1428,660,518,892,523,994,1404,1100
fig|6666666.230262.peg.1429,279,181,325,194,397,549,441
fig|6666666.230262.peg.143,2,0,1,1,1,0,2
fig|6666666.230262.peg.1430,200,177,288,173,271,363,301
fig|6666666.230262.peg.1431,27,24,54,36,48,90,86
fig|6666666.230262.peg.1432,25,16,28,5,35,50,39
fig|6666666.230262.peg.1433,8,10,18,11,23,33,23
fig|6666666.230262.peg.1434,21,17,29,23,48,57,32
fig|6666666.230262.peg.1435,8,4,9,4,7,20,12
fig|6666666.230262.peg.1436,4,2,4,6,16,19,17
fig|6666666.230262.peg.1437,99,65,143,88,148,249,181
fig|6666666.230262.peg.1438,39,35,51,31,57,108,72
fig|6666666.230262.peg.1439,30,26,40,28,58,78,61
fig|6666666.230262.peg.144,39,30,64,44,47,117,80
fig|6666666.230262.peg.1440,27,18,29,21,47,52,43
fig|6666666.230262.peg.1441,17,18,15,15,15,33,27
fig|6666666.230262.peg.1442,27,22,39,31,46,57,55
fig|6666666.230262.peg.1443,9,4,5,6,8,6,11
fig|6666666.230262.peg.1444,6,5,14,8,18,16,19
fig|6666666.230262.peg.1445,7,6,11,9,11,20,13
fig|6666666.230262.peg.1446,26,20,43,29,54,82,56
fig|6666666.230262.peg.1447,10,13,15,10,16,24,22
fig|6666666.230262.peg.1448,10,8,9,7,17,22,18
fig|6666666.230262.peg.1449,3,1,4,3,0,4,2
fig|6666666.230262.peg.145,40,31,46,30,56,75,68
fig|6666666.230262.peg.1450,2,0,5,3,6,13,8
fig|6666666.230262.peg.1451,1,1,1,0,3,3,4
fig|6666666.230262.peg.1452,30,10,39,23,37,73,43
fig|6666666.230262.peg.1453,0,0,0,0,1,1,2
fig|6666666.230262.peg.1454,4,2,2,4,2,3,5
fig|6666666.230262.peg.1455,18,15,20,9,27,31,22
fig|6666666.230262.peg.1456,4,1,8,3,6,10,12
fig|6666666.230262.peg.1457,2,1,3,1,8,2,4
fig|6666666.230262.peg.1458,23,17,26,18,29,55,46
fig|6666666.230262.peg.1459,1,0,2,2,2,0,3
fig|6666666.230262.peg.146,26,22,33,14,39,43,26
fig|6666666.230262.peg.1460,140,125,228,128,250,378,301
fig|6666666.230262.peg.1461,121,78,195,122,179,306,208
fig|6666666.230262.peg.1462,49,39,77,41,86,110,81
fig|6666666.230262.peg.1463,26,18,34,12,44,66,58
fig|6666666.230262.peg.1464,23,16,38,22,43,60,47
fig|6666666.230262.peg.1465,7,4,10,8,7,21,16
fig|6666666.230262.peg.1466,3,0,0,1,1,2,5
fig|6666666.230262.peg.1467,17,16,32,16,47,47,46
fig|6666666.230262.peg.1468,5,5,3,6,9,8,13
fig|6666666.230262.peg.1469,20,9,39,24,39,40,35
fig|6666666.230262.peg.147,1,0,2,0,0,3,0
fig|6666666.230262.peg.1470,3,1,11,8,21,29,29
fig|6666666.230262.peg.1471,10,4,19,15,22,33,33
fig|6666666.230262.peg.1472,5,5,21,24,23,34,30
fig|6666666.230262.peg.1473,44,38,94,54,98,121,103
fig|6666666.230262.peg.1474,25,23,139,71,191,244,162
fig|6666666.230262.peg.1475,89,69,278,191,397,493,346
fig|6666666.230262.peg.1476,3,1,11,7,18,15,23
fig|6666666.230262.peg.1477,4,12,38,23,56,85,49
fig|6666666.230262.peg.1478,12,11,59,32,67,90,79
fig|6666666.230262.peg.1479,36,22,52,34,90,107,102
fig|6666666.230262.peg.148,5,4,4,4,3,6,7
fig|6666666.230262.peg.1480,46,30,95,67,102,178,128
fig|6666666.230262.peg.1481,39,26,99,49,108,182,127
fig|6666666.230262.peg.1482,51,37,58,29,78,112,71
fig|6666666.230262.peg.1483,18,6,26,13,26,45,24
fig|6666666.230262.peg.1484,56,36,48,30,67,106,64
fig|6666666.230262.peg.1485,9,9,5,9,16,17,9
fig|6666666.230262.peg.1486,110,71,105,63,128,140,117
fig|6666666.230262.peg.1487,24,16,17,14,24,31,26
fig|6666666.230262.peg.1488,33,26,55,34,67,81,78
fig|6666666.230262.peg.1489,8,5,16,6,22,29,18
fig|6666666.230262.peg.149,12,4,11,7,8,19,17
fig|6666666.230262.peg.1490,0,3,2,3,2,6,1
fig|6666666.230262.peg.1491,16,16,22,14,32,55,36
fig|6666666.230262.peg.1492,12,11,26,14,26,29,26
fig|6666666.230262.peg.1493,10,7,18,22,33,48,34
fig|6666666.230262.peg.1494,0,2,5,2,6,8,1
fig|6666666.230262.peg.1495,1,1,1,2,2,5,2
fig|6666666.230262.peg.1496,2,3,8,4,8,19,11
fig|6666666.230262.peg.1497,31,14,34,17,49,73,47
fig|6666666.230262.peg.1498,21,15,35,18,36,61,36
fig|6666666.230262.peg.1499,10,6,12,6,17,19,15
fig|6666666.230262.peg.15,109,65,161,99,203,314,209
fig|6666666.230262.peg.150,2,1,8,3,8,14,3
fig|6666666.230262.peg.1500,26,14,19,7,22,26,21
fig|6666666.230262.peg.1501,120,125,205,137,201,314,241
fig|6666666.230262.peg.1502,104,68,143,89,167,207,187
fig|6666666.230262.peg.1503,28,28,53,27,65,86,54
fig|6666666.230262.peg.1504,19,15,24,15,23,45,20
fig|6666666.230262.peg.1505,354,252,294,182,313,490,351
fig|6666666.230262.peg.1506,147,98,293,199,307,459,362
fig|6666666.230262.peg.1507,57,33,51,27,54,105,79
fig|6666666.230262.peg.1508,3,5,3,4,7,14,7
fig|6666666.230262.peg.1509,8,3,5,11,9,17,16
fig|6666666.230262.peg.151,103,87,156,108,131,273,246
fig|6666666.230262.peg.1510,3,1,2,0,3,10,4
fig|6666666.230262.peg.1511,6,12,9,6,9,13,7
fig|6666666.230262.peg.1512,4,1,1,1,3,2,4
fig|6666666.230262.peg.1513,6,3,10,7,9,16,8
fig|6666666.230262.peg.1514,2,1,0,1,3,1,1
fig|6666666.230262.peg.1515,20,28,34,22,36,39,24
fig|6666666.230262.peg.1516,10,8,20,8,16,31,15
fig|6666666.230262.peg.1517,4,0,2,0,2,1,4
fig|6666666.230262.peg.1518,16,5,14,16,26,29,25
fig|6666666.230262.peg.1519,4,1,7,1,5,13,10
fig|6666666.230262.peg.152,41,30,74,37,90,97,83
fig|6666666.230262.peg.1520,0,0,4,0,3,3,3
fig|6666666.230262.peg.1521,5,2,2,3,7,8,7
fig|6666666.230262.peg.1522,55,48,41,27,52,66,53
fig|6666666.230262.peg.1523,17,8,15,20,21,37,40
fig|6666666.230262.peg.1524,24,29,44,36,53,68,59
fig|6666666.230262.peg.1525,3,2,4,1,4,8,3
fig|6666666.230262.peg.1526,36,34,46,22,55,114,85
fig|6666666.230262.peg.1527,1,0,7,2,3,10,9
fig|6666666.230262.peg.1528,2,2,5,1,3,22,4
fig|6666666.230262.peg.1529,26,11,33,16,30,54,27
fig|6666666.230262.peg.153,204,141,317,190,352,523,354
fig|6666666.230262.peg.1530,32,20,64,30,72,84,64
fig|6666666.230262.peg.1531,123,90,196,132,188,348,271
fig|6666666.230262.peg.1532,4,3,12,2,10,15,7
fig|6666666.230262.peg.1533,69,55,86,50,91,141,106
fig|6666666.230262.peg.1534,178,98,143,79,192,347,247
fig|6666666.230262.peg.1535,170,109,181,79,228,332,274
fig|6666666.230262.peg.1536,264,196,310,195,308,527,415
fig|6666666.230262.peg.1537,37,31,58,40,72,140,95
fig|6666666.230262.peg.1538,212,150,304,177,316,581,385
fig|6666666.230262.peg.1539,35,16,36,17,50,83,63
fig|6666666.230262.peg.154,105,95,146,81,182,256,191
fig|6666666.230262.peg.1540,72,50,52,24,56,106,82
fig|6666666.230262.peg.1541,19,10,19,13,21,46,30
fig|6666666.230262.peg.1542,13,17,22,10,30,30,26
fig|6666666.230262.peg.1543,40,30,46,43,76,88,64
fig|6666666.230262.peg.1544,2,1,6,6,6,9,9
fig|6666666.230262.peg.1545,36,26,38,21,61,85,49
fig|6666666.230262.peg.1546,76,39,125,69,124,157,124
fig|6666666.230262.peg.1547,9,4,4,8,9,12,10
fig|6666666.230262.peg.1548,21,12,30,17,30,52,30
fig|6666666.230262.peg.1549,7,10,12,8,6,13,18
fig|6666666.230262.peg.155,98,76,138,84,140,209,168
fig|6666666.230262.peg.1550,17,20,39,19,37,49,35
fig|6666666.230262.peg.1551,4,5,6,3,5,19,14
fig|6666666.230262.peg.1552,45,36,79,34,85,120,90
fig|6666666.230262.peg.1553,4,2,3,2,4,8,7
fig|6666666.230262.peg.1554,4,2,8,4,6,7,5
fig|6666666.230262.peg.1555,11,10,20,7,24,29,18
fig|6666666.230262.peg.1556,9,7,25,17,11,29,17
fig|6666666.230262.peg.1557,6,4,6,3,4,7,12
fig|6666666.230262.peg.1558,5,3,14,8,10,19,10
fig|6666666.230262.peg.1559,2,0,2,0,4,3,5
fig|6666666.230262.peg.156,36,32,50,38,69,110,96
fig|6666666.230262.peg.1560,1,1,0,0,1,2,1
fig|6666666.230262.peg.1561,0,2,2,2,2,3,3
fig|6666666.230262.peg.1562,88,70,139,86,158,245,192
fig|6666666.230262.peg.1563,21,9,16,10,17,29,20
fig|6666666.230262.peg.1564,20,12,12,7,11,17,9
fig|6666666.230262.peg.1565,18,15,16,15,29,45,32
fig|6666666.230262.peg.1566,15,12,23,12,19,34,14
fig|6666666.230262.peg.1567,8,7,9,13,15,16,13
fig|6666666.230262.peg.1568,0,0,1,0,2,1,0
fig|6666666.230262.peg.1569,5,0,3,2,6,5,3
fig|6666666.230262.peg.157,44,32,63,28,57,92,71
fig|6666666.230262.peg.1570,4,0,1,3,5,4,5
fig|6666666.230262.peg.1571,12,7,19,4,10,16,15
fig|6666666.230262.peg.1572,2,2,6,3,9,4,8
fig|6666666.230262.peg.1573,8,7,7,8,9,25,17
fig|6666666.230262.peg.1574,8,3,11,2,9,13,17
fig|6666666.230262.peg.1575,0,0,2,3,5,4,1
fig|6666666.230262.peg.1576,0,0,2,0,3,5,3
fig|6666666.230262.peg.1577,27,28,44,21,44,55,40
fig|6666666.230262.peg.1578,4,0,8,7,17,16,18
fig|6666666.230262.peg.1579,5,1,4,0,9,6,2
fig|6666666.230262.peg.158,10,6,14,10,18,32,17
fig|6666666.230262.peg.1580,31,21,55,29,60,94,75
fig|6666666.230262.peg.1581,0,0,0,0,0,1,2
fig|6666666.230262.peg.1582,12,12,36,20,38,44,49
fig|6666666.230262.peg.1583,6,3,14,7,13,16,5
fig|6666666.230262.peg.1584,17,6,16,13,21,33,24
fig|6666666.230262.peg.1585,21,16,26,18,35,43,50
fig|6666666.230262.peg.1586,13,8,15,7,22,52,31
fig|6666666.230262.peg.1587,196,197,300,175,478,761,523
fig|6666666.230262.peg.1588,70,58,122,104,167,327,252
fig|6666666.230262.peg.1589,41,18,60,40,80,127,84
fig|6666666.230262.peg.159,31,15,66,33,65,96,64
fig|6666666.230262.peg.1590,21,17,42,29,66,95,53
fig|6666666.230262.peg.1591,18,7,29,20,56,68,36
fig|6666666.230262.peg.1592,55,41,69,35,81,123,85
fig|6666666.230262.peg.1593,6,5,11,15,16,24,21
fig|6666666.230262.peg.1594,26,23,49,25,45,67,67
fig|6666666.230262.peg.1595,21,11,24,22,37,60,44
fig|6666666.230262.peg.1596,1,0,1,1,0,3,0
fig|6666666.230262.peg.1597,14,9,11,9,24,32,25
fig|6666666.230262.peg.1598,8,10,26,9,21,39,37
fig|6666666.230262.peg.1599,78,66,131,85,133,222,144
fig|6666666.230262.peg.16,109,88,196,86,185,318,234
fig|6666666.230262.peg.160,26,12,58,31,63,71,59
fig|6666666.230262.peg.1600,6,3,10,9,19,26,13
fig|6666666.230262.peg.1601,31,22,49,26,60,87,82
fig|6666666.230262.peg.1602,252,187,328,201,300,548,401
fig|6666666.230262.peg.1603,46,44,96,61,118,205,112
fig|6666666.230262.peg.1604,59,49,97,49,100,136,126
fig|6666666.230262.peg.1605,11,7,20,12,21,47,21
fig|6666666.230262.peg.1606,0,0,0,0,1,0,1
fig|6666666.230262.peg.1607,7,5,4,0,3,15,6
fig|6666666.230262.peg.1608,10,7,18,10,20,34,22
fig|6666666.230262.peg.1609,33,21,30,17,34,50,32
fig|6666666.230262.peg.161,23,16,43,45,52,94,50
fig|6666666.230262.peg.1610,155,132,150,90,194,274,209
fig|6666666.230262.peg.1611,73,67,85,54,115,186,121
fig|6666666.230262.peg.1612,34,39,59,42,46,96,87
fig|6666666.230262.peg.1613,123,100,26,28,19,36,25
fig|6666666.230262.peg.1614,135,79,118,79,157,173,162
fig|6666666.230262.peg.1615,65,41,86,43,89,122,99
fig|6666666.230262.peg.1616,12,3,9,5,15,22,10
fig|6666666.230262.peg.1617,30,23,62,44,111,124,92
fig|6666666.230262.peg.1618,9,10,30,13,29,45,31
fig|6666666.230262.peg.1619,17,6,20,11,20,29,20
fig|6666666.230262.peg.162,15,15,42,19,53,68,44
fig|6666666.230262.peg.1620,234,172,232,135,207,368,325
fig|6666666.230262.peg.1621,43,32,45,28,54,91,58
fig|6666666.230262.peg.1622,21,11,35,19,29,59,26
fig|6666666.230262.peg.1623,0,0,0,1,1,3,2
fig|6666666.230262.peg.1624,13,12,17,10,16,28,20
fig|6666666.230262.peg.1625,1,1,0,2,3,10,2
fig|6666666.230262.peg.1626,26,14,29,18,30,62,47
fig|6666666.230262.peg.1627,0,0,0,0,0,1,2
fig|6666666.230262.peg.1628,1,0,2,0,2,4,3
fig|6666666.230262.peg.1629,20,22,25,22,29,58,32
fig|6666666.230262.peg.163,28,26,62,47,59,98,77
fig|6666666.230262.peg.1630,1,0,1,1,0,1,1
fig|6666666.230262.peg.1631,2,0,6,2,10,9,11
fig|6666666.230262.peg.1632,5,2,8,10,6,22,17
fig|6666666.230262.peg.1633,12,10,19,8,38,50,24
fig|6666666.230262.peg.1634,10,7,18,10,15,19,19
fig|6666666.230262.peg.1635,85,72,148,108,261,383,280
fig|6666666.230262.peg.1636,203,142,154,104,225,304,203
fig|6666666.230262.peg.1637,358,226,491,274,475,521,389
fig|6666666.230262.peg.1638,1318,764,805,538,928,1341,938
fig|6666666.230262.peg.1639,240,164,358,186,411,532,461
fig|6666666.230262.peg.164,10,9,39,27,36,51,61
fig|6666666.230262.peg.1640,369,279,582,394,687,842,622
fig|6666666.230262.peg.1641,1213,941,2248,1255,2257,2934,2197
fig|6666666.230262.peg.1642,263,215,464,290,565,616,498
fig|6666666.230262.peg.1643,674,492,938,567,1050,1325,1060
fig|6666666.230262.peg.1644,636,483,988,561,1139,1370,1084
fig|6666666.230262.peg.1645,861,609,968,597,999,1280,1042
fig|6666666.230262.peg.1646,203,176,245,181,316,367,257
fig|6666666.230262.peg.1647,218,157,337,184,374,426,322
fig|6666666.230262.peg.1648,124,95,151,101,169,214,155
fig|6666666.230262.peg.1649,1748,1150,2259,1475,2360,2843,2248
fig|6666666.230262.peg.165,8,9,63,40,62,91,80
fig|6666666.230262.peg.1650,900,654,1212,755,1264,1653,1398
fig|6666666.230262.peg.1651,990,654,1235,832,1407,1697,1310
fig|6666666.230262.peg.1652,869,673,838,535,975,1229,956
fig|6666666.230262.peg.1653,651,421,715,416,868,1134,806
fig|6666666.230262.peg.1654,1437,1086,1968,1132,2023,2697,2094
fig|6666666.230262.peg.1655,166,107,231,143,323,348,261
fig|6666666.230262.peg.1656,160,93,202,130,247,311,229
fig|6666666.230262.peg.1657,1864,1455,1723,928,2138,2631,1803
fig|6666666.230262.peg.1658,1626,1149,2236,1262,2431,2966,2470
fig|6666666.230262.peg.1659,16,19,42,21,42,46,47
fig|6666666.230262.peg.166,11,10,227,111,246,370,221
fig|6666666.230262.peg.1660,88,62,45,28,61,64,46
fig|6666666.230262.peg.1661,65,34,55,51,72,107,87
fig|6666666.230262.peg.1662,0,0,0,0,1,4,0
fig|6666666.230262.peg.1663,0,0,1,2,1,2,1
fig|6666666.230262.peg.1664,1357,958,1872,1082,2035,2653,1990
fig|6666666.230262.peg.1665,2947,2403,4407,2492,4366,5530,4553
fig|6666666.230262.peg.1666,2917,2169,2714,1714,2882,3941,2932
fig|6666666.230262.peg.1667,4541,3582,3341,1981,3159,4106,3779
fig|6666666.230262.peg.1668,3,2,4,1,3,3,1
fig|6666666.230262.peg.1669,65,40,83,81,114,160,142
fig|6666666.230262.peg.167,416,308,520,338,464,785,706
fig|6666666.230262.peg.1670,136,114,225,154,271,345,217
fig|6666666.230262.peg.1671,202,182,187,128,237,382,252
fig|6666666.230262.peg.1672,104,84,181,116,202,302,195
fig|6666666.230262.peg.1673,27,16,29,20,36,67,39
fig|6666666.230262.peg.1674,44,31,44,34,59,71,69
fig|6666666.230262.peg.1675,12,3,14,8,21,20,15
fig|6666666.230262.peg.1676,48,31,77,31,72,100,97
fig|6666666.230262.peg.1677,66,58,135,85,158,206,186
fig|6666666.230262.peg.1678,48,36,42,41,64,96,76
fig|6666666.230262.peg.1679,57,37,79,32,72,100,84
fig|6666666.230262.peg.168,686,542,681,441,600,1055,949
fig|6666666.230262.peg.1680,52,47,57,39,52,81,98
fig|6666666.230262.peg.1681,144,79,196,95,171,251,196
fig|6666666.230262.peg.1682,12,5,8,12,19,27,25
fig|6666666.230262.peg.1683,14,10,19,13,26,33,23
fig|6666666.230262.peg.1684,23,11,22,14,19,38,30
fig|6666666.230262.peg.1685,46,44,76,56,116,140,111
fig|6666666.230262.peg.1686,78,36,96,54,113,155,123
fig|6666666.230262.peg.1687,502,388,848,496,933,1313,978
fig|6666666.230262.peg.1688,606,405,817,459,833,1204,920
fig|6666666.230262.peg.1689,160,104,165,106,208,391,267
fig|6666666.230262.peg.169,117,101,162,105,186,278,202
fig|6666666.230262.peg.1690,203,147,212,148,232,276,217
fig|6666666.230262.peg.1691,22,8,24,11,28,36,22
fig|6666666.230262.peg.1692,37,25,42,27,68,83,66
fig|6666666.230262.peg.1693,24,19,41,20,46,65,56
fig|6666666.230262.peg.1694,1,3,13,0,12,17,7
fig|6666666.230262.peg.1695,24,33,47,27,42,67,42
fig|6666666.230262.peg.1696,10,12,12,6,19,29,19
fig|6666666.230262.peg.1697,350,297,487,271,556,716,540
fig|6666666.230262.peg.1698,74,63,113,71,121,137,129
fig|6666666.230262.peg.1699,10,18,13,6,18,24,16
fig|6666666.230262.peg.17,365,335,429,250,460,657,448
fig|6666666.230262.peg.170,27,26,49,30,50,64,53
fig|6666666.230262.peg.1700,67,52,107,57,90,136,114
fig|6666666.230262.peg.1701,40,26,73,62,106,141,101
fig|6666666.230262.peg.1702,69,67,77,54,107,146,106
fig|6666666.230262.peg.1703,551,404,1026,644,1106,1517,1216
fig|6666666.230262.peg.1704,173,140,254,163,292,351,262
fig|6666666.230262.peg.1705,91,52,128,72,132,178,173
fig|6666666.230262.peg.1706,104,87,195,113,214,257,193
fig|6666666.230262.peg.1707,78,66,117,71,140,182,135
fig|6666666.230262.peg.1708,115,61,131,94,185,197,160
fig|6666666.230262.peg.1709,222,141,212,130,272,306,251
fig|6666666.230262.peg.171,52,58,107,55,79,129,78
fig|6666666.230262.peg.1710,49,36,38,18,54,67,46
fig|6666666.230262.peg.1711,101,61,131,83,114,153,120
fig|6666666.230262.peg.1712,364,247,196,140,221,304,225
fig|6666666.230262.peg.1713,12,5,13,10,18,33,27
fig|6666666.230262.peg.1714,2,2,8,4,6,14,5
fig|6666666.230262.peg.1715,23,25,43,27,55,67,50
fig|6666666.230262.peg.1716,34,28,83,38,106,100,74
fig|6666666.230262.peg.1717,44,24,51,34,65,82,62
fig|6666666.230262.peg.1718,13,13,25,18,44,46,23
fig|6666666.230262.peg.1719,140,88,202,120,247,295,186
fig|6666666.230262.peg.172,46,37,45,29,55,74,59
fig|6666666.230262.peg.1720,406,317,665,381,670,925,651
fig|6666666.230262.peg.1721,170,120,211,123,294,332,235
fig|6666666.230262.peg.1722,65,48,129,67,146,179,147
fig|6666666.230262.peg.1723,252,170,247,166,281,393,271
fig|6666666.230262.peg.1724,13,10,24,18,39,43,29
fig|6666666.230262.peg.1725,63,45,103,70,134,183,112
fig|6666666.230262.peg.1726,60,47,101,75,107,146,121
fig|6666666.230262.peg.1727,172,117,258,159,348,426,325
fig|6666666.230262.peg.1728,0,1,2,3,3,2,1
fig|6666666.230262.peg.1729,115,94,166,119,200,272,206
fig|6666666.230262.peg.173,107,89,137,82,154,281,174
fig|6666666.230262.peg.1730,48,47,85,47,94,111,135
fig|6666666.230262.peg.1731,42,25,48,40,86,94,67
fig|6666666.230262.peg.1732,220,148,267,172,333,415,320
fig|6666666.230262.peg.1733,33,24,29,13,29,45,37
fig|6666666.230262.peg.1734,37,30,62,32,74,91,57
fig|6666666.230262.peg.1735,206,115,154,87,126,179,154
fig|6666666.230262.peg.1736,154,133,229,103,279,365,260
fig|6666666.230262.peg.1737,169,125,199,152,200,306,248
fig|6666666.230262.peg.1738,1612,1441,2894,1791,3329,4458,3110
fig|6666666.230262.peg.1739,429,362,465,286,496,729,555
fig|6666666.230262.peg.174,58,41,79,51,107,127,81
fig|6666666.230262.peg.1740,30,27,47,28,33,59,38
fig|6666666.230262.peg.1741,362,266,388,278,391,574,495
fig|6666666.230262.peg.1742,428,347,634,371,716,986,749
fig|6666666.230262.peg.1743,83,72,166,96,199,240,187
fig|6666666.230262.peg.1744,377,321,460,267,407,675,521
fig|6666666.230262.peg.1745,33,28,55,42,65,83,60
fig|6666666.230262.peg.1746,124,94,184,136,220,332,248
fig|6666666.230262.peg.1747,271,222,313,166,303,531,426
fig|6666666.230262.peg.1748,12,7,18,10,27,19,12
fig|6666666.230262.peg.1749,47,41,69,41,83,121,91
fig|6666666.230262.peg.175,111,90,128,73,106,150,149
fig|6666666.230262.peg.1750,56,27,85,47,66,118,89
fig|6666666.230262.peg.1751,26,19,37,26,40,49,43
fig|6666666.230262.peg.1752,65,34,68,55,89,140,78
fig|6666666.230262.peg.1753,214,143,303,167,340,366,260
fig|6666666.230262.peg.1754,41,29,44,34,55,84,55
fig|6666666.230262.peg.1755,340,193,220,136,285,446,288
fig|6666666.230262.peg.1756,276,186,265,131,297,430,319
fig|6666666.230262.peg.1757,55,36,68,50,101,144,85
fig|6666666.230262.peg.1758,26,17,17,22,30,35,28
fig|6666666.230262.peg.1759,0,1,0,1,0,0,1
fig|6666666.230262.peg.176,138,126,172,121,155,295,261
fig|6666666.230262.peg.1760,6,9,19,15,33,38,19
fig|6666666.230262.peg.1761,14,20,47,22,28,53,41
fig|6666666.230262.peg.1762,14,6,28,12,24,29,31
fig|6666666.230262.peg.1763,291,197,399,248,396,583,525
fig|6666666.230262.peg.1764,42,23,58,31,78,125,78
fig|6666666.230262.peg.1765,33,17,34,19,37,76,52
fig|6666666.230262.peg.1766,9,5,18,8,13,11,10
fig|6666666.230262.peg.1767,10,11,11,8,14,25,19
fig|6666666.230262.peg.1768,161,127,148,70,149,186,163
fig|6666666.230262.peg.1769,87,41,51,46,83,116,56
fig|6666666.230262.peg.177,593,473,677,419,621,1163,967
fig|6666666.230262.peg.1770,79,58,146,83,156,203,160
fig|6666666.230262.peg.1771,20,17,29,19,34,36,44
fig|6666666.230262.peg.1772,5,2,4,7,11,10,9
fig|6666666.230262.peg.1773,2,2,1,5,6,4,4
fig|6666666.230262.peg.1774,355,216,449,247,451,687,579
fig|6666666.230262.peg.1775,177,94,197,126,211,230,193
fig|6666666.230262.peg.1776,65,44,69,42,105,145,103
fig|6666666.230262.peg.1777,52,29,43,40,79,111,79
fig|6666666.230262.peg.1778,223,169,346,206,382,434,364
fig|6666666.230262.peg.1779,34,17,27,18,24,40,34
fig|6666666.230262.peg.178,248,180,448,265,392,654,486
fig|6666666.230262.peg.1780,62,42,49,38,57,78,76
fig|6666666.230262.peg.1781,103,76,99,66,128,163,140
fig|6666666.230262.peg.1782,123,77,128,74,140,239,180
fig|6666666.230262.peg.1783,287,198,142,94,139,296,252
fig|6666666.230262.peg.1784,154,135,173,84,170,217,190
fig|6666666.230262.peg.1785,143,120,190,101,201,268,199
fig|6666666.230262.peg.1786,92,58,93,71,134,195,150
fig|6666666.230262.peg.1787,410,272,416,262,463,644,466
fig|6666666.230262.peg.1788,285,220,393,230,456,662,488
fig|6666666.230262.peg.1789,162,122,141,79,220,323,251
