,273_lact_rep1,273_lact_rep2,273_scfm_rep1,273_scfm_rep2,275_lact_rep1,275_lact_rep2,275_scfm_rep1,275_scfm_rep2,K297A_lact_rep1,K297A_lact_rep2,K297A_scfm_rep1,K297A_scfm_rep2
SMLT_RS20145,171,161,68,85,248,182,64,59,458,592,88,106
SMLT_RS20150,582,643,329,422,256,233,180,92,374,479,234,230
SMLT_RS20155,473,382,568,612,513,379,761,285,551,572,460,459
SMLT_RS20160,200,195,114,132,182,158,257,70,282,266,166,129
SMLT_RS20170,186,203,93,98,305,286,96,72,322,279,82,83
SMLT_RS20180,815,764,299,287,1105,818,517,262,446,379,450,428
SMLT_RS20185,4178,3997,2072,2645,6123,4754,3929,2472,2005,1457,2821,2694
SMLT_RS20190,10561,10610,5917,6528,13404,10220,8952,5142,6442,4913,8476,8001
SMLT_RS20195,1382,1147,1522,1356,1272,1112,1215,465,518,690,862,687
SMLT_RS20205,1417,1637,1290,1335,1429,1285,558,402,874,822,1337,1415
SMLT_RS20210,1328,1433,880,920,1405,1141,655,320,1082,904,890,1044
SMLT_RS20215,1772,1847,1334,1364,1156,1064,1131,333,1475,1231,1199,1181
SMLT_RS20220,62,57,37,64,82,83,32,7,233,197,108,109
SMLT_RS20225,53,80,53,57,91,96,30,39,242,217,147,82
SMLT_RS20230,48,48,40,38,82,84,38,37,267,199,78,74
SMLT_RS20240,292,318,245,295,587,627,264,202,1466,1422,482,384
SMLT_RS20245,314,260,165,214,254,269,141,103,1115,1247,296,334
SMLT_RS20250,2735,3023,3519,3744,1981,1762,1911,1064,2097,1812,3479,3767
SMLT_RS20255,1433,1672,1797,2203,1306,1182,1251,921,1098,941,1811,1790
SMLT_RS20260,953,786,1094,1094,1356,1035,1780,1490,3093,3463,1217,1326
SMLT_RS20265,873,829,1026,985,937,723,1100,354,2375,2862,1244,1239
SMLT_RS20270,17580,16401,10115,11560,11271,7140,6622,2990,10042,9318,7621,5795
SMLT_RS20275,1430,1610,2136,2214,1590,1330,1622,1148,2064,1903,1998,1752
SMLT_RS20280,1579,1724,1915,1884,1914,1730,1521,820,1981,1717,1746,1761
SMLT_RS20285,1357,1347,1684,1996,2137,1872,1863,1210,1702,1691,1612,1425
SMLT_RS20290,1006,1164,1169,1291,1503,1333,1715,780,1605,1460,1352,1492
SMLT_RS20295,6623,7911,12973,15129,9228,7253,8360,6583,5261,4640,9926,10607
SMLT_RS20300,2806,2750,2501,2255,2609,2276,2694,1134,2966,2981,2730,2000
SMLT_RS20310,432,412,375,406,730,598,476,190,410,437,456,379
SMLT_RS20320,465,422,371,469,492,436,284,195,756,600,448,414
SMLT_RS20325,510,434,76,92,853,618,125,58,308,316,135,133
SMLT_RS20330,169,161,6,17,372,280,28,20,101,58,15,17
SMLT_RS20335,423,381,24,52,879,596,58,51,198,103,52,46
SMLT_RS20340,423,380,28,50,1330,850,145,69,174,99,127,79
SMLT_RS20345,21116,23746,19027,21729,19383,14717,15318,10726,22532,18379,19567,17996
SMLT_RS20350,6746,11463,7177,5615,71095,29128,2016,1403,5934,4411,1421,973
SMLT_RS20355,5572,9971,4879,3415,76364,30327,1547,1607,5243,3883,854,624
SMLT_RS20360,1107,1127,1594,1669,1062,802,1182,524,1207,1159,1802,1811
SMLT_RS20365,1814,2050,1175,1299,3478,2476,1478,872,11543,8261,4687,4912
SMLT_RS20370,1654,1952,759,937,2298,2022,651,603,2078,2035,1134,1184
SMLT_RS20375,2387,2512,1311,1454,2439,2011,767,475,2699,2310,2024,1845
SMLT_RS20380,1401,1354,763,832,1406,1134,384,215,1518,1286,1217,1157
SMLT_RS20385,330,357,580,638,520,379,612,255,411,326,504,419
SMLT_RS20390,167,193,344,374,292,207,186,150,213,131,163,132
SMLT_RS20395,1462,1604,797,869,1261,1184,515,285,1828,1768,973,1027
SMLT_RS20400,630,586,641,677,1187,1017,908,972,1753,1464,950,896
SMLT_RS20405,347,388,777,757,499,435,709,277,892,659,1136,912
SMLT_RS20410,131,169,166,202,327,275,392,169,465,394,314,245
SMLT_RS20415,821,830,488,648,832,827,476,297,1065,1119,445,499
SMLT_RS20420,1504,1667,1993,2977,1657,1564,2330,1763,3124,3048,2155,2080
SMLT_RS20425,2878,3140,2441,3216,3435,3047,3634,1049,3561,3459,3191,2895
SMLT_RS20430,4067,4318,2504,2626,2887,2477,1268,1147,2515,2208,2667,2798
SMLT_RS20435,5825,5607,2912,3268,4841,4020,1903,2094,3092,2911,2768,2942
SMLT_RS20440,766,859,374,431,916,830,401,230,1214,1126,367,424
SMLT_RS20445,3122,3762,3519,4142,3498,2973,2804,1652,4514,3519,2851,3099
SMLT_RS20455,78150,73564,43928,46953,36795,30637,50541,38836,157332,134342,68001,35814
SMLT_RS20460,166,357,129,112,857,494,135,44,138,169,143,194
SMLT_RS20465,1405,1134,943,916,1371,1201,1073,627,1477,1762,795,745
SMLT_RS20480,14482,12238,19768,18112,12107,10711,14275,6416,6954,6698,18257,20845
SMLT_RS20485,23341,20196,29869,29010,19177,16809,22421,11457,11025,10938,25016,28748
SMLT_RS20490,1508,1662,1259,1396,2294,1753,1371,758,2674,2251,1289,1363
SMLT_RS20495,172,267,519,444,117,131,249,204,118,134,264,256
SMLT_RS20500,28089,32193,33030,29880,31387,23581,21562,9743,14261,12773,30868,26530
SMLT_RS20505,5173,5468,5069,5190,7230,5585,4967,2876,6098,5533,5040,4863
SMLT_RS20510,600,659,628,710,813,685,535,362,1075,1088,742,809
SMLT_RS20515,775,1002,897,947,651,566,517,256,1245,1261,959,937
SMLT_RS20520,840,1190,775,907,960,876,591,437,1616,1310,728,662
SMLT_RS20525,1096,1256,837,1037,1110,1225,541,549,5336,4380,1069,1305
SMLT_RS20530,1020,1134,741,812,1237,1247,425,365,4247,3310,978,1003
SMLT_RS20535,790,860,515,569,1030,978,282,188,3978,3380,630,753
SMLT_RS20540,2442,2237,1775,1880,2368,2182,1462,852,5922,5404,2234,2531
SMLT_RS20545,851,1118,687,685,1630,1197,279,209,926,1012,384,315
SMLT_RS20550,313,327,701,759,280,234,533,281,404,358,787,623
SMLT_RS20555,2281,2520,3586,3562,2035,1557,1726,1277,2596,2192,2833,2619
SMLT_RS20565,4267,5205,4431,4899,5386,4314,2918,1750,5355,4521,4203,4179
SMLT_RS20570,1000,994,551,549,1289,992,1004,253,1314,1023,653,585
SMLT_RS20575,1041,1372,1975,1842,1264,946,1113,417,1385,1258,1597,1428
SMLT_RS20580,333,436,544,514,506,354,459,228,463,373,440,364
SMLT_RS20585,519,751,928,935,834,650,730,289,917,814,763,715
SMLT_RS20590,279,402,392,444,355,276,291,87,504,352,394,362
SMLT_RS20595,183,244,298,253,239,180,223,57,255,183,246,161
SMLT_RS20600,629,780,916,953,806,561,677,224,886,871,624,645
SMLT_RS20605,559,457,259,353,747,689,270,155,475,471,325,286
SMLT_RS20610,510,669,291,333,1698,1424,260,198,399,384,126,126
SMLT_RS20615,10,10,3,3,7,8,6,7,266,406,70,17
SMLT_RS20620,677,644,3446,3592,682,635,2732,1698,852,657,2593,2429
SMLT_RS20625,1618,1572,16088,18546,1498,1115,14816,11307,1431,965,9446,8408
SMLT_RS20645,2243,2439,1928,2034,4244,2672,1843,877,1478,1344,2310,2297
SMLT_RS20650,7489,8790,6848,6714,8111,6313,5588,3260,4465,3332,8744,8972
SMLT_RS20655,543,456,476,461,671,533,390,241,378,326,494,426
SMLT_RS20660,3324,3692,17822,20061,4766,3577,12807,12112,4868,3129,12763,11532
SMLT_RS20670,1085,1352,6443,6768,1519,1332,4388,5432,1920,1178,5253,5267
SMLT_RS20675,1018,1292,7718,7330,1316,1125,4473,3082,1657,1089,6134,5768
SMLT_RS20680,46,43,29,33,32,22,65,30,97,96,52,43
SMLT_RS20685,126,191,87,102,212,212,82,73,272,285,118,91
SMLT_RS20695,499,420,314,418,533,434,189,151,400,411,395,383
SMLT_RS20700,647,797,478,656,1160,924,524,364,1157,1130,616,529
SMLT_RS20705,683,852,1188,1458,3947,2524,698,519,529,583,264,219
SMLT_RS20710,2093,5538,707,540,2558,1476,126,79,1276,1196,182,166
SMLT_RS20725,148,199,223,279,1080,612,51,26,66,63,23,19
SMLT_RS20730,148,261,410,501,687,474,52,18,112,75,32,38
SMLT_RS20735,9543,10246,1897,2535,1394,1433,588,155,3430,3476,731,695
SMLT_RS20740,1234,1118,412,482,76,113,41,50,2995,1150,727,473
SMLT_RS20745,353,311,120,129,149,142,63,45,565,385,140,165
SMLT_RS20750,628,590,183,227,461,396,209,124,1043,802,259,293
SMLT_RS20755,649,655,222,274,366,371,148,88,1530,1154,405,429
SMLT_RS20760,59,103,128,145,41,47,78,20,84,97,256,209
SMLT_RS20765,2752,2920,3058,3916,3537,2989,2188,1520,2297,2243,4291,4086
SMLT_RS20770,4312,5130,4525,4719,5882,4156,2833,1708,2659,2198,4278,4203
SMLT_RS20775,2153,1935,2673,2928,1309,1098,1793,1119,970,1075,1778,1385
SMLT_RS20780,54,30,430,629,71,48,360,94,134,113,403,463
SMLT_RS20785,594,576,447,565,1,1,3,0,972,856,751,548
SMLT_RS20790,1250,1160,708,769,1476,1161,1286,918,1472,1570,1033,804
SMLT_RS20795,1558,1532,451,540,845,753,430,151,427,456,275,235
SMLT_RS20805,435,507,381,378,420,290,376,196,593,490,537,367
SMLT_RS20815,2400,2541,1131,1267,2488,1967,2155,812,2911,2800,1608,1423
SMLT_RS20820,215,267,104,77,206,225,174,82,566,620,260,261
SMLT_RS20825,77,56,22,20,27,16,19,8,149,162,21,22
SMLT_RS20835,52,65,35,72,17,14,15,17,81,92,34,50
SMLT_RS20840,1861,1662,592,570,1398,1043,611,178,2114,1824,687,738
SMLT_RS20845,2071,2292,978,1049,2110,1808,698,520,3711,3005,994,879
SMLT_RS20850,1483,2067,1095,1417,956,824,1050,622,4573,4715,1595,1015
SMLT_RS20855,40,62,17,33,106,89,74,53,128,119,47,40
SMLT_RS20860,1681,14512,126,209,12032,9983,1094,430,31368,31435,11658,53
SMLT_RS20865,7553,144449,51,664,115349,95565,2529,27,258985,216862,82467,50
SMLT_RS20870,696,1053,292,351,956,789,544,211,812,719,504,265
SMLT_RS20880,784,1607,154,211,843,842,151,95,675,646,90,61
SMLT_RS20885,1374,2180,648,839,5134,3320,274,168,1191,1054,242,208
SMLT_RS20900,1068,1313,2104,2965,3101,2863,3113,2775,2046,1730,3075,2785
SMLT_RS20910,41,54,23,13,57,44,7,3,70,49,28,34
SMLT_RS20915,24,24,19,16,22,17,8,1,35,26,16,24
SMLT_RS20920,27,21,16,21,29,31,17,9,27,41,25,38
SMLT_RS20925,99,89,64,66,86,84,67,24,180,227,102,146
SMLT_RS20930,8,9,12,31,17,6,10,3,21,13,23,59
SMLT_RS20935,686,903,795,948,1085,886,741,529,1448,1317,983,829
SMLT_RS20945,8,6,6,11,4,6,6,5,28,13,16,24
SMLT_RS20955,231,257,347,410,618,483,281,126,888,962,347,204
SMLT_RS20960,70,69,27,49,40,51,20,14,946,1020,238,64
SMLT_RS20970,186,166,80,112,108,124,59,35,487,490,179,177
SMLT_RS20975,125,145,58,78,195,197,62,51,348,352,109,104
SMLT_RS20980,296,277,122,159,202,169,114,34,471,373,172,196
SMLT_RS20985,94,93,67,63,205,189,65,72,331,361,81,95
SMLT_RS20990,459,420,235,268,882,872,285,451,1477,1442,340,438
SMLT_RS20995,466,443,192,253,423,369,230,113,832,623,235,237
SMLT_RS21000,679,638,437,492,481,469,448,190,498,534,400,323
SMLT_RS21010,440,438,543,504,560,485,694,284,497,458,524,475
SMLT_RS21020,99,91,46,36,90,94,72,38,117,126,58,76
SMLT_RS22925,159,173,150,173,185,131,357,178,233,226,116,126
SMLT_RS21030,171,149,55,84,38,25,16,10,301,366,102,89
SMLT_RS21035,1726,1526,410,532,4042,3264,835,412,3215,3226,644,619
SMLT_RS21045,230,268,61,71,362,286,99,46,283,239,98,100
SMLT_RS21055,345,439,210,326,491,436,198,175,353,256,246,255
SMLT_RS21065,271,361,227,298,359,298,171,99,321,217,208,201
SMLT_RS21070,340,410,236,342,394,293,322,104,453,306,262,289
SMLT_RS21075,472,559,426,601,572,465,348,287,618,484,392,330
SMLT_RS21085,1177,1219,1044,1067,1273,1080,524,555,1418,1574,621,597
SMLT_RS21090,722,645,530,532,753,611,347,202,771,833,333,378
SMLT_RS21120,458,427,702,1032,381,306,685,698,262,284,1303,1269
SMLT_RS21125,17,15,4,6,9,8,12,4,53,61,18,26
SMLT_RS21130,91,85,70,96,74,58,57,21,229,252,105,133
SMLT_RS21140,71,48,46,47,95,90,35,10,145,140,56,65
SMLT_RS21145,3378,3447,4646,5079,5767,4676,4946,4998,1677,1486,4356,3851
SMLT_RS21150,999,1111,1322,1375,1688,1398,1254,764,1071,1277,1501,1398
SMLT_RS21155,277,336,508,436,468,463,315,291,463,458,521,571
SMLT_RS21160,475,617,703,677,647,570,336,242,659,526,858,955
SMLT_RS21165,320,405,553,581,507,422,362,228,413,372,657,689
SMLT_RS21170,394,369,359,393,253,273,341,199,413,468,347,261
SMLT_RS21175,841,904,817,977,646,636,737,206,918,809,659,692
SMLT_RS21180,6823,7746,1973,2149,1211,1190,291,222,3306,2874,556,619
SMLT_RS22955,458,350,146,214,61,30,41,30,207,210,274,306
SMLT_RS21185,2883,2961,2285,2736,3364,2804,1956,1338,3104,2783,2767,3089
SMLT_RS21190,166,248,23,23,61,57,13,4,365,386,46,52
SMLT_RS21195,291,433,36,35,154,186,73,35,499,621,86,68
SMLT_RS21200,182,271,1,10,57,69,13,2,179,222,17,10
SMLT_RS21205,554,561,188,255,484,428,235,80,971,893,238,278
SMLT_RS21210,167,196,82,92,146,130,38,17,357,290,88,81
SMLT_RS21215,265,316,205,230,413,425,384,299,1588,1494,486,559
SMLT_RS21220,672,662,440,484,638,508,381,233,1081,974,572,567
SMLT_RS21225,224,251,141,194,221,225,144,79,565,631,284,252
SMLT_RS21230,261,217,147,145,281,280,129,104,763,727,296,284
SMLT_RS21235,421,404,260,313,498,486,290,139,1045,1010,452,405
SMLT_RS21240,235,214,157,198,314,283,131,73,531,496,242,288
SMLT_RS21245,783,828,505,666,1034,1043,299,324,1759,1464,612,742
SMLT_RS21250,219,211,164,191,180,227,90,49,330,332,199,264
SMLT_RS21255,106,164,324,292,150,138,170,92,262,248,349,274
SMLT_RS21260,2781,4292,6197,7174,3298,2940,3209,2498,4623,4859,4734,4022
SMLT_RS21265,3123,4418,4136,4782,4631,3674,3575,2957,4123,3936,2915,2713
SMLT_RS21270,8698,12276,976,1302,15947,14338,1282,576,16884,17085,1239,1219
SMLT_RS21275,3136,3316,2915,3275,2268,2085,1719,1262,3003,2691,2679,2614
SMLT_RS21280,162,190,232,272,283,247,220,143,265,236,233,174
SMLT_RS21285,1626,1701,2046,2378,2004,1674,1387,890,2412,1984,1811,1835
SMLT_RS21290,303,353,291,340,223,214,180,153,465,382,273,282
SMLT_RS21300,3390,3165,6209,6956,1839,1407,2256,1466,3768,2650,4378,4900
SMLT_RS21305,2315,1897,2914,3618,1145,901,1661,884,2702,1889,2466,2542
SMLT_RS21310,306,310,134,153,350,314,279,139,515,397,138,178
SMLT_RS21315,1948,1812,841,1132,1138,1066,404,341,1111,1263,372,355
SMLT_RS21320,3440,3161,1157,1420,3245,3110,866,536,4540,3319,1388,1440
SMLT_RS21325,558,564,623,844,535,482,541,313,1217,1053,710,606
SMLT_RS21330,3738,4037,4068,5614,4533,3601,3674,1957,5199,4586,3469,3744
SMLT_RS21335,896,1101,752,838,1473,957,439,254,1441,970,477,648
SMLT_RS21340,346,379,339,364,393,310,326,179,375,394,401,310
SMLT_RS21345,756,848,726,1000,1163,876,650,543,1347,1061,1096,1174
SMLT_RS21350,31,31,13,12,20,15,13,4,40,27,12,19
SMLT_RS21355,51,52,31,30,44,31,22,6,72,59,38,27
SMLT_RS21365,564,642,327,379,875,859,310,207,974,802,436,499
SMLT_RS21370,403,471,196,255,578,522,206,136,670,471,342,323
SMLT_RS21375,668,721,371,400,912,846,264,204,1078,752,482,524
SMLT_RS21385,51,31,7,11,40,39,11,1,36,37,15,12
SMLT_RS21390,52,43,28,27,27003,16692,245,130,70,64,15,14
SMLT_RS21395,58,63,37,37,730,531,35,31,83,87,46,45
SMLT_RS21400,1188,1320,2123,2411,945,730,1606,830,1348,1179,1689,1741
SMLT_RS21410,1055,1263,1251,1210,1107,949,901,379,920,885,1182,1031
SMLT_RS21415,249,230,219,308,46,51,51,21,289,237,328,345
SMLT_RS21420,764,865,554,727,465,437,291,177,1127,824,645,676
SMLT_RS21425,376,469,361,485,73,72,40,48,674,656,458,509
SMLT_RS21435,555,598,509,722,538,542,422,303,1027,904,602,658
SMLT_RS21440,2331,3447,2146,2089,4550,2677,1193,723,1932,1651,575,529
SMLT_RS21445,449,460,362,374,621,533,314,286,733,736,459,442
SMLT_RS21455,1960,3110,771,842,5822,4190,441,371,3724,3121,774,896
SMLT_RS21460,1700,2014,1630,1851,4274,2715,1430,1011,2410,1956,1358,1107
SMLT_RS21470,566,678,133,165,2120,1833,736,281,15532,14845,1738,1370
SMLT_RS21475,328,333,119,145,813,884,399,182,9491,8043,1218,819
SMLT_RS21480,93,96,179,132,119,114,88,61,133,138,130,144
SMLT_RS21490,82863,102716,15670,21003,623,432,487,354,3601,2973,2727,2912
SMLT_RS21495,95,111,139,178,246,226,168,71,186,170,144,149
SMLT_RS21500,31,31,16,18,23,23,26,1,137,121,31,33
SMLT_RS21505,808,829,2457,2614,994,756,2632,2227,1340,1002,2454,2023
SMLT_RS21510,183,117,92,85,205,172,98,40,430,494,108,136
SMLT_RS21515,50,40,18,28,55,51,25,7,136,154,57,45
SMLT_RS21520,99,61,37,50,66,51,31,11,144,145,56,64
SMLT_RS21525,132,103,155,131,101,87,219,64,260,314,228,202
SMLT_RS21555,1395,1384,1057,1351,1753,1656,1221,716,2829,2651,2044,1482
SMLT_RS21560,239,146,252,344,161,180,163,114,765,789,1044,442
SMLT_RS21565,584,510,562,570,408,367,319,168,781,754,498,466
SMLT_RS21570,4064,4287,4398,5027,3259,3152,2388,1098,4815,4352,3422,3128
SMLT_RS21575,509,500,379,359,460,369,382,74,510,388,320,267
SMLT_RS21580,1195,1110,826,941,1304,1255,668,823,2171,1380,1221,1691
SMLT_RS21585,1545,1463,1291,1815,1381,1343,843,863,1802,1347,1842,2075
SMLT_RS21590,619,519,549,708,437,432,340,204,577,460,651,766
SMLT_RS21595,512,452,344,426,302,301,273,134,441,398,517,594
SMLT_RS21600,673,617,521,667,383,423,209,189,724,619,763,903
SMLT_RS21605,420,438,339,444,311,310,207,120,487,485,508,611
SMLT_RS21610,1091,1074,662,845,784,786,417,228,1174,881,1017,1051
SMLT_RS21615,893,948,846,963,453,498,365,231,1051,1070,1269,1487
SMLT_RS21620,818,747,565,749,487,473,334,284,640,673,747,851
SMLT_RS21625,886,760,560,724,458,428,374,246,647,572,764,694
SMLT_RS21630,941,855,786,860,603,611,438,287,1262,1028,1514,1672
SMLT_RS21635,145,177,160,151,102,99,86,68,296,247,423,384
SMLT_RS21640,157,163,167,238,113,116,129,68,310,236,399,368
SMLT_RS21650,513,507,559,623,320,377,502,295,898,878,878,813
SMLT_RS21655,1659,1619,1124,1368,1002,861,1250,473,1784,1603,1396,1475
SMLT_RS21660,3643,3638,2276,2350,2125,1949,2746,1757,4082,3496,2529,2912
SMLT_RS21665,3528,3560,2435,2263,1920,1765,2450,997,4039,3376,2755,3110
SMLT_RS21670,500,548,467,513,466,428,350,178,359,389,496,507
SMLT_RS21675,1203,778,558,571,193,180,264,79,2161,1091,1685,1772
SMLT_RS21680,3493,1782,1635,1861,598,476,1094,275,5107,2957,6036,6089
SMLT_RS21685,222,177,112,140,161,160,166,67,367,372,218,203
SMLT_RS21695,151,134,62,99,54,53,54,15,242,230,111,105
SMLT_RS21700,179,185,92,134,120,121,62,28,546,511,159,161
SMLT_RS21705,84,85,34,46,55,57,11,3,239,199,44,45
SMLT_RS21710,4472,4425,2072,2436,2809,2746,1069,709,2868,2119,2043,2248
SMLT_RS21715,193,218,104,125,119,121,51,29,155,154,124,108
SMLT_RS21720,68,64,58,67,86,80,64,48,186,158,215,135
SMLT_RS21725,13,18,12,22,47,43,25,31,101,128,70,65
SMLT_RS21730,108,99,290,331,89,73,108,94,268,236,436,426
SMLT_RS21735,482,510,461,409,546,431,426,133,495,450,536,431
SMLT_RS21745,414,419,131,153,430,369,209,112,427,532,113,126
SMLT_RS21750,4551,5297,4912,5639,4183,3850,3107,2493,6622,5178,5778,5817
SMLT_RS21755,946,849,674,587,784,637,697,222,749,731,555,536
SMLT_RS21760,1338,1383,4053,4639,2745,1440,5299,1889,14708,5372,4131,3926
SMLT_RS21765,915,803,752,905,566,487,655,305,901,952,850,890
SMLT_RS21770,573,422,530,625,64,44,39,53,1104,828,1480,1251
SMLT_RS21780,2829,3108,7117,8867,2559,2033,5921,3701,3539,3290,7291,6843
SMLT_RS21790,598,546,349,378,644,546,450,202,788,746,485,461
SMLT_RS21795,22184,18347,34422,30913,17571,12678,23010,10327,15148,16419,30331,26080
SMLT_RS21800,22546,19167,36753,32556,21357,17052,30402,15740,16546,18860,31391,27669
SMLT_RS21805,300,266,295,348,111,90,63,69,464,448,320,286
SMLT_RS21810,400,445,326,364,320,255,326,121,495,522,414,322
SMLT_RS21815,171,187,146,183,121,119,109,40,335,366,208,191
SMLT_RS21820,17,18,8,8,10,6,9,2,25,24,10,15
SMLT_RS21825,274,287,138,115,108,121,115,20,298,284,108,124
SMLT_RS21830,41,454,6,7,27,82,28,18,323,326,21,14
SMLT_RS21835,103,755,17,16,23,86,14,15,559,465,40,12
SMLT_RS21840,595,2106,34,43,70,151,50,11,1953,1358,150,53
SMLT_RS21845,2885,2824,1421,1793,1800,1805,791,462,2743,2198,958,1130
SMLT_RS21855,3094,3709,1755,2205,3072,2652,1650,738,6582,6430,1692,1706
SMLT_RS21860,1508,1507,833,943,1100,1028,834,331,2406,2355,886,888
SMLT_RS21865,1357,1292,1002,1172,1144,1015,821,724,2437,2038,1527,1420
SMLT_RS21870,2151,2388,2447,2505,2020,1804,1426,1115,2056,1869,2286,2406
SMLT_RS21875,3641,3446,4123,4831,3209,2659,2976,2040,2968,2619,3941,3695
SMLT_RS21880,1499,1506,2426,2570,1324,1019,2557,1112,1490,1267,2284,2286
SMLT_RS21885,214,296,158,236,123,133,110,80,466,395,257,269
SMLT_RS21895,1061,966,1339,1339,461,387,700,276,1313,1255,1678,1461
SMLT_RS21900,364,503,229,283,423,391,139,98,968,945,255,239
SMLT_RS21905,4587,10622,142,177,4462,3285,137,66,20969,15981,365,246
SMLT_RS21910,6563,16173,158,139,6544,4847,194,86,48480,43976,357,493
SMLT_RS21915,9762,13461,4292,5455,9318,7265,4130,2496,27088,23349,5293,5141
SMLT_RS21920,1405,2009,653,899,1093,990,543,335,3497,2994,1106,721
SMLT_RS21925,3992,4273,53,103,1154,716,99,10,4383,4712,1880,119
SMLT_RS21930,671,634,380,412,671,595,398,224,1433,1247,634,674
SMLT_RS21935,2822,2825,1618,2147,3987,3586,2052,1721,2659,2083,1994,2043
SMLT_RS21940,539,525,430,610,716,560,534,316,1477,1368,1033,970
SMLT_RS21945,436,411,397,583,436,375,341,261,1154,1010,690,637
SMLT_RS21950,220,221,149,232,199,189,165,111,557,507,336,311
SMLT_RS21955,3806,4232,4912,5390,4877,4115,3170,1873,5262,4771,3079,2878
SMLT_RS21965,3995,4468,5261,6483,3916,3583,3812,2675,4584,3781,5717,6356
SMLT_RS21970,1968,2235,2861,2929,2242,1778,1808,1793,1862,1447,2275,2830
SMLT_RS21975,1423,1406,1032,1254,1191,1118,921,525,1774,1607,1176,1268
SMLT_RS21980,563,610,317,467,292,267,369,135,598,527,312,358
SMLT_RS21990,1030,1065,611,613,758,726,347,170,763,603,436,400
SMLT_RS21995,3486,3337,1408,1452,2650,2406,982,871,2043,1775,1073,985
SMLT_RS22000,6856,5930,2105,2006,3734,3248,1823,839,2393,2297,1459,1261
SMLT_RS22005,9689,10493,2274,2840,3648,4447,1372,924,3203,2861,1273,1213
SMLT_RS22010,1040,1231,1609,1656,1757,1255,1007,676,1148,1065,1140,1223
SMLT_RS22015,963,1034,1718,1413,1055,825,913,511,1080,999,1356,1328
SMLT_RS22020,1139,1646,1237,1738,295,255,568,332,390,367,660,712
SMLT_RS22085,1129,1085,763,1081,1218,1026,554,593,1569,1459,738,693
SMLT_RS22090,1185,1355,675,813,1303,1184,520,334,923,804,292,311
SMLT_RS22095,499,692,707,655,2260,1784,142,78,258,255,74,74
SMLT_RS22100,568,750,692,783,3647,2551,263,146,382,368,121,107
SMLT_RS22110,122,136,172,202,64,61,178,25,123,119,153,179
SMLT_RS22120,2124,2997,4276,5545,3089,2532,2847,1884,2591,2424,5120,5276
SMLT_RS22125,556,855,1012,1152,891,813,756,518,528,463,995,1174
SMLT_RS22130,668,871,1892,2024,850,734,1130,721,620,652,1887,1958
SMLT_RS22135,2434,2782,3075,3235,2488,2083,1871,1368,1713,1534,2352,2242
SMLT_RS22145,35,40,175,235,36,24,105,83,88,81,195,147
SMLT_RS22155,57,110,398,416,103,74,186,115,212,221,546,528
SMLT_RS22160,87,102,319,333,93,96,122,77,284,294,384,407
SMLT_RS22170,954,894,1040,1062,944,875,695,414,1108,940,783,894
SMLT_RS22175,1805,1821,2152,2335,1967,1680,1465,1030,2179,1900,1642,1800
SMLT_RS22180,1853,2047,2047,2549,2530,2246,2051,1355,2391,2036,1756,1706
SMLT_RS22185,7545,6298,3010,3803,3020,3039,2132,945,2096,2060,1457,1290
SMLT_RS22190,3556,3064,1520,1606,1225,1301,840,357,913,834,677,570
