gene_id,MMGlucose_1,MMGlucose_2,MMGlucose_3,MMAAGP_1,MMAAGP_2,MMAAGP_3
BT_3859,48,43,51,48,54,58
BT_3860,91,65,79,162,176,125
BT_3861,66,63,72,63,69,77
BT_3862,71,58,63,94,120,95
BT_3863,940,807,1025,1582,1850,1370
BT_3864,8173,6989,8877,6993,8709,7770
BT_3865,398,375,496,561,654,375
BT_3866,72479,62309,77123,74237,81663,70314
BT_3867,20,19,25,20,21,17
BT_3868,1250,1142,1457,4685,4722,3870
BT_3869,949,828,1047,1076,1531,1302
BT_3870,753,648,762,848,1202,992
BT_3871,10282,9234,11408,13695,14947,12732
BT_3872,10629,8124,11509,7176,8211,8329
BT_3873,25183,21282,27290,32452,37884,30288
BT_3874,990,854,1079,1783,1934,1411
BT_3875,62331,53131,65857,66033,72359,64887
BT_3876,34775,30695,36861,39197,41897,36064
BT_3877,69294,63114,75699,84252,86888,74551
BT_3878,71967,65632,79038,100698,107869,87568
BT_3879,1960,1689,2223,2389,3090,2360
BT_3880,189,130,162,245,326,240
BT_3881,91,73,98,116,156,104
BT_3882,3554,3159,3919,4823,5420,4200
BT_3883,2334,2136,2597,2605,2807,2508
BT_3884,1411,1247,1542,1451,1703,1474
BT_3885,3217,2852,3481,6696,7026,5349
BT_3886,448,358,490,818,941,777
BT_3887,8,5,9,15,19,16
BT_3888,2522,1954,2587,1881,2474,2322
BT_3889,5525,4757,6011,5805,6793,5612
BT_3890,3494,3144,3782,3945,4053,3423
BT_3891,261,203,280,198,245,239
BT_3892,6614,4963,7134,3156,4076,4398
BT_3893,7650,6602,8808,11077,13485,10596
BT_3894,3242,2812,3592,3620,4288,3593
BT_3895,2824,2168,3044,1809,2192,1948
BT_3896,523,410,551,869,934,623
BT_3897,1855,1611,2032,2749,3195,2516
BT_3898,1790,1572,2009,3243,3271,2673
BT_3899,404,316,458,655,682,548
BT_3900,0,0,1,0,1,1
BT_3901,1593,1240,1667,1081,1332,1188
BT_3901a,0,0,0,0,0,0
BT_3902,1833,1520,1878,1951,2396,1763
BT_3903,1854,1643,2084,2052,2231,1691
BT_3904,1712,1412,1825,1719,1764,1421
BT_3905,1991,1633,2075,1517,1841,1520
BT_3906,779,619,860,1197,1527,1347
BT_3907,565,450,598,1476,1617,1448
BT_3908,708,710,804,2058,2229,2149
BT_3909,1483,1388,1691,5021,5484,4644
BT_3910,650,611,823,2196,2528,2099
BT_3911,81836,70957,90249,80726,88370,72191
BT_3912,5218,4350,5461,8600,9689,6857
BT_3913,253,228,257,458,527,405
BT_3914,276,234,333,583,685,498
BT_3915,10,8,9,19,22,25
BT_3916,112,104,125,254,322,272
BT_3917,1502,1391,1728,2007,2463,1873
BT_3918,5403,4708,5806,7682,7956,6291
BT_3919,4312,3765,4654,5692,6213,4781
BT_3920,1737,1530,1855,2406,2750,2172
BT_3921,3368,2943,3670,3133,3934,3355
BT_3922,5437,4628,5776,5621,6904,6165
BT_3923,3267,2759,3411,2822,3320,3197
BT_3924,4841,3960,5446,4177,5106,4467
BT_3925,11717,10256,12933,28885,32649,24261
BT_3926,12688,11427,14217,26477,29934,22894
BT_3927,6117,5305,7201,8510,10085,7505
BT_3928,5623,5153,6398,7358,8661,6625
BT_3929,42069,38192,46938,47024,53720,44096
BT_3930,3761,3206,3920,3776,3967,3808
BT_3931,2290,2035,2487,2363,2591,2435
BT_3932,9280,8178,10621,11712,13803,10194
BT_3933,4338,4209,4993,4217,4400,3599
BT_3934,6140,5650,6760,5416,5205,4762
BT_3935,3668,3561,4369,3090,3072,2846
BT_3936,2391,2392,3224,1627,1907,1738
BT_3937,4620,4165,5004,6678,7375,5856
BT_3938,2177,1830,2326,2805,2943,2468
BT_3939,8062,7426,9200,12046,13794,10781
BT_3940,10,6,12,12,19,14
BT_3941,712,632,808,1076,1368,990
BT_3942,1617,1335,1672,2229,2723,2008
BT_3943,2378,2088,2600,2500,3067,2603
BT_3944,2667,2333,2996,3445,3705,2937
BT_3945,2209,1726,2372,1713,2023,1777
BT_3946,4993,4210,5344,6150,7112,5249
BT_3947,808,694,918,773,932,724
BT_3948,4911,4299,5524,5612,6271,5202
BT_3949,6360,5177,6810,9637,11806,8926
BT_3950,27633,24373,30730,31520,38346,32330
BT_3951,3442,3048,3948,5158,6787,5156
BT_3952,180,150,192,263,274,220
BT_3953,76,64,70,88,120,92
BT_3954,42,36,49,44,43,46
BT_3955,30,38,58,38,44,37
BT_3956,171,186,209,302,299,223
BT_3957,5664,4934,6124,11281,13646,9852
BT_3958,201,140,187,231,273,218
BT_3959,119,102,132,81,94,83
BT_3960,40,43,51,36,39,52
BT_3961,151,144,162,250,287,190
BT_3962,169,120,173,234,233,171
BT_3963,189,141,153,265,243,224
BT_3964,125,98,126,203,197,148
BT_3965,336,286,339,447,475,445
BT_3966,508,418,538,586,769,562
BT_3967,598,467,650,786,943,715
BT_3968,24,19,23,62,85,52
BT_3969,94,74,96,249,285,233
BT_3970,446,405,598,1111,700,442
BT_3971,4249,3507,4686,2570,2873,2137
BT_3972,3772,3178,4098,2607,2890,2176
BT_3973,6708,6069,7636,8800,9520,7435
BT_3974,8193,6986,9054,13413,16076,13091
BT_3975,4575,4218,5266,5606,6712,5449
BT_3976,982,868,1082,1481,1744,1242
BT_3977,645,577,744,631,713,600
BT_3978,1843,1582,1933,2587,3181,2365
BT_3979,1463,1309,1656,1922,2234,1926
BT_3980,3255,2974,3828,3971,4820,3884
BT_3981,37965,33579,43812,54444,65805,49901
BT_3982,909,739,1046,1167,1279,1041
BT_3983,636,581,661,391,378,288
BT_3984,209,199,207,107,89,75
BT_3985,101,74,104,57,48,48
BT_3986,154,144,148,80,93,77
BT_3987,228,161,196,125,138,116
BT_3988,470,460,534,533,511,401
BT_3989,530,484,626,865,886,789
BT_3990,3159,2888,3689,12168,13360,10332
BT_3991,2234,2108,2627,6370,7491,6484
BT_3992,1224,1143,1463,4750,5198,4145
BT_3993,944,904,1125,2219,2367,1880
BT_3994,3228,2966,3834,5816,6665,5494
BT_3995,26024,23835,29017,29984,29834,25963
BT_3996,1592,1408,1890,2424,2718,2267
BT_3997,248,191,276,373,431,371
BT_3998,11001,9811,12561,17498,20206,16325
BT_3999,4739,4278,5220,7653,8100,6610
BT_4000,2850,2565,3098,4279,4565,3910
BT_4001,4746,4342,5389,7597,7458,6415
BT_4002,5310,4608,5972,8007,8611,7355
BT_4003,7119,5878,7933,7355,8527,6919
BT_4004,6242,5607,6840,6588,7274,5650
BT_4005,2828,2403,3266,2054,2477,2147
BT_4006,4456,4020,5176,6451,7324,5439
BT_4007,6446,4992,6965,6181,7055,6096
BT_4008,2272,1827,2573,3103,3582,2765
BT_4009,2594,2228,3137,6606,7164,5171
BT_4010,11956,10585,13516,17966,21632,16684
BT_4011,5506,4862,6459,8530,9935,7724
BT_4012,6762,5844,7745,10931,13004,10221
BT_4013,145,118,158,236,309,244
BT_4014,17,16,12,25,35,23
BT_4015,116,105,132,226,271,202
BT_4016,4,5,2,9,15,13
BT_4017,1,0,0,0,1,4
BT_4018,6,12,21,14,18,12
BT_4019,27,26,19,49,50,30
BT_4020,6,5,9,8,10,2
BT_4021,5,0,5,15,12,7
BT_4022,1,2,3,5,6,3
BT_4023,2,0,2,2,1,0
BT_4024,0,0,0,0,1,0
BT_4025,0,0,0,0,1,3
BT_4026,3,1,7,3,9,6
BT_4027,0,0,0,0,3,0
BT_4028,3,1,0,3,3,3
BT_4029,7,9,19,18,26,12
BT_4030,8,8,13,22,22,20
BT_4031,3,7,5,10,18,12
BT_4032,7,4,4,9,12,3
BT_4033,145,138,211,276,345,282
BT_4034,1629,1307,1665,2893,3471,2666
BT_4035,3201,2712,3562,6584,7766,6083
BT_4036,1070,935,1129,1631,2096,1687
BT_4037,120,127,162,125,132,125
BT_4038,1078,1093,1310,1782,2002,1453
BT_4039,1200,1106,1200,1524,1488,1266
BT_4040,923,892,1093,1137,1223,973
BT_4041,32416,29799,37088,47268,54043,43204
BT_4042,4133,3623,4594,4044,4623,3925
BT_4043,4401,3956,4899,4690,5557,4523
BT_4044,968,733,938,603,889,836
BT_4045,13006,11206,14341,11973,14994,13798
BT_4046,4129,3727,4801,5646,6331,5322
BT_4047,7700,6360,8224,9454,10965,8796
BT_4048,3679,3002,3949,4624,5687,4406
BT_4049,3408,2685,3598,2550,3374,3337
BT_4050,4146,3763,4904,15150,16621,12972
BT_4051,1094,926,1225,1008,1284,1001
BT_4052,2635,2236,2799,4574,4685,4026
BT_4053,1177,1046,1276,2025,2466,1779
BT_4054,1289,1107,1402,2651,3234,2447
BT_4055,94,71,111,179,221,189
BT_4056,98,89,114,191,187,157
BT_4057,1917,1655,2119,2915,3369,2747
BT_4058,5124,4482,5279,6262,6838,5323
BT_4059,3317,2940,3500,3836,3796,3158
BT_4060,4020,3390,4055,4324,4129,3769
BT_4061,820,755,870,1091,1095,919
BT_4062,1511,1255,1425,1754,1846,1602
BT_4063,1270,1044,1265,1474,1471,1310
BT_4064,3037,2717,3126,3501,3548,3042
BT_4065,5962,4976,6161,4690,5413,5294
BT_4066,2566,2040,2636,2749,2973,2521
BT_4067,1478,1285,1563,1814,1965,1527
BT_4068,2704,2145,3027,3868,4512,3548
BT_4069,2123,1846,2360,6638,7445,4927
BT_4070,20,26,25,53,60,41
BT_4071,31,10,40,59,44,37
BT_4072,322,257,316,497,546,422
BT_4073,249,195,273,352,396,334
BT_4074,408,390,450,527,668,511
BT_4075,132,105,139,131,188,156
BT_4076,141,89,120,93,111,79
BT_4077,123,106,148,163,235,158
BT_4078,75,83,104,162,164,145
BT_4079,121,96,122,142,185,135
BT_4080,191,165,217,227,222,173
BT_4081,276,206,278,270,329,244
BT_4082,120,121,144,124,107,102
BT_4083,43,40,31,44,37,33
BT_4084,259,238,250,358,398,284
BT_4085,78,76,79,64,85,70
BT_4086,9,20,18,13,14,18
BT_4087,36,36,34,29,31,34
BT_4088,102,96,100,90,95,77
BT_4089,59,51,75,74,92,66
BT_4090,154,181,206,202,246,181
BT_4091,179,137,158,141,172,152
BT_4092,295,256,304,222,241,234
BT_4093,217,155,201,182,217,196
BT_4094,169,125,133,189,212,157
BT_4095,211,180,223,323,338,247
BT_4096,503,413,538,713,753,658
BT_4097,1391,1232,1533,1551,1706,1434
BT_4098,4154,3757,4662,5521,6043,4979
BT_4099,8953,7850,9785,11216,12700,10503
BT_4100,4459,3947,4929,5377,6104,4833
BT_4101,9465,8026,10263,14627,15598,13000
BT_4102,5511,4993,6198,8947,9874,8089
BT_4103,13212,12163,15301,21893,25286,18814
BT_4104,4910,4487,5802,6045,7105,6142
BT_4105,1931,1831,2169,2736,2706,2352
BT_4106,2332,2011,2450,2587,2789,2192
BT_4107,916,805,967,1116,1203,927
BT_4108,66,47,70,48,69,51
BT_4109,48,35,57,51,64,44
BT_4110,114,95,149,206,206,190
BT_4111,1549,1301,1785,1809,2229,1811
BT_4112,284,267,317,551,584,411
BT_4113,243,228,302,391,394,363
BT_4114,499,442,577,867,868,676
BT_4115,238,228,300,314,362,318
BT_4116,272,219,310,532,525,394
BT_4117,415,343,451,338,346,343
BT_4118,390,360,452,347,393,373
BT_4119,6,17,15,2,12,13
BT_4120,19,11,16,16,16,12
BT_4121,50,41,31,60,49,41
BT_4122,25,23,41,13,31,28
BT_4123,19,25,24,13,30,29
BT_4124,463,432,560,1116,1325,994
BT_4125,1270,1072,1397,1171,1536,1477
BT_4126,10552,8902,11420,8698,10397,10203
BT_4127,21529,19197,23151,26007,28419,23227
BT_4128,2832,2546,3032,4770,4968,3879
BT_4129,7575,6500,7941,9291,9805,8104
BT_4130,1940,1762,2152,2270,2576,2126
BT_4131,2279,2102,2507,3179,3252,2921
BT_4132,22,20,25,34,28,27
BT_4133,20,19,21,27,33,23
BT_4134,20,21,36,37,33,25
BT_4135,66,76,63,94,92,80
BT_4136,33,30,38,55,94,54
BT_4137,1355,1186,1564,3343,4109,3056
BT_4138,2177,1755,2288,3975,4250,3327
BT_4139,643,541,679,914,1019,741
BT_4140,1120,893,1240,2184,2596,1743
BT_4141,64,50,66,98,122,86
BT_4142,250,174,258,339,426,324
BT_4143,226,193,236,303,362,307
BT_4144,37,29,43,85,100,58
BT_4145,657,618,714,1188,1263,1017
BT_4146,129,114,165,143,174,176
BT_4147,64,78,86,125,167,127
BT_4148,54,48,45,63,76,74
BT_4149,73,60,96,132,128,90
BT_4150,81,87,80,132,114,127
BT_4151,262,213,333,444,448,399
BT_4152,244,275,325,499,617,480
BT_4153,125,95,134,179,195,186
BT_4154,213,161,200,272,340,301
BT_4155,953,798,1036,815,909,880
BT_4156,466,424,540,606,602,480
BT_4157,276,202,260,326,355,263
BT_4158,71,87,70,123,166,90
BT_4159,171,140,190,225,259,244
BT_4160,223,187,265,392,406,302
BT_4161,949,862,1048,1785,2034,1394
BT_4162,442,403,528,442,544,462
BT_4163,391,416,489,588,615,528
BT_4164,387,358,415,438,427,352
BT_4165,141,104,115,88,84,80
BT_4166,192,142,245,247,229,202
BT_4167,187,164,205,221,234,208
BT_4168,369,330,353,409,405,348
BT_4169,202,191,237,355,180,185
BT_4170,181,168,187,202,187,178
BT_4171,184,158,214,250,292,218
BT_4172,266,272,368,552,595,460
BT_4173,530,449,520,409,541,477
BT_4174,373,331,415,398,473,404
BT_4175,424,336,485,333,383,375
BT_4176,264,247,331,436,486,392
BT_4177,103,109,103,157,176,141
BT_4178,3356,3070,3764,5973,7036,5368
BT_4179,480,443,515,842,963,737
BT_4180,476,400,494,946,1112,860
BT_4181,437,358,499,728,919,695
BT_4182,862,747,980,1677,1994,1467
BT_4183,143,132,168,207,220,187
BT_4184,1869,1628,2068,2300,2642,2061
BT_4185,893,778,928,1265,1503,1160
BT_4186,874,790,976,1375,1571,1213
BT_4187,255,220,315,400,424,351
BT_4188,21178,19263,24756,27198,29662,23204
BT_4189,6313,5857,7373,8848,10213,8225
BT_4190,1141,1100,1350,962,1344,1305
BT_4191,3296,2635,3390,2605,3040,2353
BT_4192,1717,1545,1812,2809,2944,2430
BT_4193,7951,6894,8839,12291,13763,10710
BT_4194,1117,933,1273,1054,1301,1211
BT_4195,299,235,282,311,356,310
BT_4196,1226,1180,1417,2382,2856,1922
BT_4197,195,171,188,404,372,318
BT_4198,482,396,491,783,809,551
BT_4199,1090,952,1148,1652,2013,1531
BT_4200,1215,1117,1441,2127,2250,1850
BT_4201,901,786,1105,1703,1844,1385
BT_4202,478,441,578,1532,1692,1204
BT_4203,1330,1205,1394,1749,1916,1660
BT_4204,10001,8890,11310,14469,16103,13163
BT_4205,10604,8967,11242,14703,15429,12253
BT_4206,20944,18784,23414,25411,27068,24512
BT_4207,10181,9231,11244,13365,14553,12527
BT_4208,5035,4462,5328,6112,6342,5771
BT_4209,4845,4293,5443,5783,6472,5858
BT_4210,5194,4209,5574,6151,6782,5659
BT_4211,6091,4994,6555,4523,5085,5293
BT_4212,4106,3274,4370,5495,6048,4414
BT_4213,1006,898,1178,1639,1872,1348
BT_4214,2068,1733,2281,2486,2641,2108
BT_4215,3345,3100,3637,5068,4948,4474
BT_4216,6433,5721,6702,9621,9916,8137
BT_4217,14018,12584,15310,19873,20341,17412
BT_4218,2819,2525,3157,3986,4365,3664
BT_4219,597,510,675,777,876,746
BT_4220,5020,4595,5415,9340,9877,8390
BT_4221,620,636,726,1365,1449,1181
BT_4222,2148,1908,2421,3688,4231,3183
BT_4223,6,5,9,40,37,22
BT_4224,73,48,47,233,290,239
BT_4225,5,10,6,86,90,75
BT_4226,8,8,8,82,76,87
BT_4227,43,52,48,794,1005,804
BT_4228,1,0,0,0,0,0
BT_4229,1376,1206,1494,1866,2100,1730
BT_4230,184,214,240,342,378,294
BT_4231,576,451,626,972,1086,857
BT_4232,33,21,29,40,55,28
BT_4233,41,41,62,297,328,270
BT_4234,23,18,18,147,193,141
BT_4235,2229,1827,2621,10393,11066,6740
BT_4236,806,671,947,1399,1713,1488
BT_4237,2358,2004,2629,2881,3468,2692
BT_4238,716,607,739,737,793,635
BT_4239,1119,983,1193,1872,2104,1512
BT_4240,5630,5298,6616,17920,18491,15347
BT_4241,4349,4004,4999,14139,13251,12138
BT_4242,1112,1066,1268,3446,3368,3323
BT_4243,6108,5433,7060,17422,18441,16934
BT_4244,294,264,344,480,484,411
BT_4245,249,256,250,355,328,315
BT_4246,368,363,384,627,512,549
BT_4247,814,745,840,1240,1192,1009
BT_4248,92,83,118,144,169,165
BT_4249,150,119,134,212,243,175
BT_4250,3432,2873,3874,5877,8034,5514
BT_4251,2849,2745,3261,8486,9198,7284
BT_4252,3352,3045,3974,6453,7160,6086
BT_4253,4763,4179,5230,6577,7926,6279
BT_4254,26523,23633,31090,39102,45256,33098
BT_4255,2280,1600,2324,1443,1985,1936
BT_4256,297,266,325,438,513,434
BT_4257,1595,1432,1724,2858,3047,2688
BT_4258,1271,1103,1310,2096,2316,1906
BT_4259,5697,4762,6139,8433,9390,8004
BT_4260,1020,975,1220,1823,1994,1536
BT_4261,1416,1107,1368,2263,2466,1939
BT_4262,6159,5549,6756,11051,11715,9632
BT_4263,316962,289228,356719,397892,424251,349037
BT_4264,4566,3719,4995,6609,8531,6573
BT_4265,20849,17227,22690,11279,14558,15305
BT_4266,9,2,2,8,14,16
BT_4267,15,9,13,32,26,22
BT_4268,7,15,18,13,14,21
BT_4269,6,6,4,3,5,3
BT_4270,6,6,12,12,14,10
BT_4271,34,29,33,41,58,36
BT_4272,139,110,160,200,196,198
BT_4273,68,47,83,129,184,117
BT_4274,6,9,7,37,23,17
BT_4275,2,4,5,0,4,0
BT_4276,0,0,0,0,0,0
BT_4277,0,0,0,0,0,0
BT_4278,3,2,6,11,17,8
BT_4279,59,50,62,123,151,112
BT_4280,65,52,59,144,191,170
BT_4281,38,38,45,76,103,102
BT_4282,92,75,92,204,197,180
BT_4283,52,57,44,175,169,133
BT_4284,71,54,65,211,231,166
BT_4285,73,49,80,168,250,151
BT_4286,130,114,125,327,397,288
BT_4287,1282,1143,1631,3295,3913,2945
BT_4288,355,316,360,475,637,467
BT_4289,91,74,85,193,195,151
BT_4290,0,3,4,13,14,9
BT_4291,11,15,13,21,27,20
BT_4292,1628,1377,1716,2687,3321,2701
BT_4293,4100,3701,4870,5687,6553,5723
BT_4294,146,140,169,416,446,341
BT_4295,2048,1918,2498,6193,5837,4732
BT_4296,645,679,799,1736,1571,1383
BT_4297,1247,1332,1455,2563,2422,2228
BT_4298,2276,2117,2446,4527,4425,4068
BT_4299,1586,1526,1988,3649,3622,3223
BT_4300,2019,1788,2320,3929,4472,3426
BT_4301,624,509,683,1925,2386,1814
BT_4302,485,453,551,1144,1313,927
BT_4303,13012,12075,14982,25683,27276,22738
BT_4304,5870,5416,6349,11487,11452,10068
BT_4305,8917,8428,10138,18144,19131,15579
BT_4306,13668,12455,15767,21006,25048,19120
BT_4307,9166,8179,10510,13607,15332,12922
BT_4308,6396,5474,6856,8854,10285,7787
BT_4309,7562,6694,8569,14063,15815,11522
BT_4310,25741,22935,28353,20859,23426,20683
BT_4311,1784,1689,2067,7453,7576,6454
BT_4312,15719,14589,18829,20467,22942,19335
BT_4313,34635,31310,40087,63354,67900,49000
BT_4314,55548,50178,64122,83458,91944,70025
BT_4315,564,478,664,540,665,576
BT_4316,1129,990,1243,1339,1508,1277
BT_4317,616,536,703,887,974,754
BT_4318,1396,1270,1532,1907,2256,1856
BT_4319,2088,1885,2335,3505,3933,2875
BT_4320,9806,8374,10571,13404,14017,11381
BT_4321,5874,5191,6636,7644,7867,6360
BT_4322,4749,4002,5483,6261,7390,5880
BT_4323,3471,2968,3790,4513,5173,4168
BT_4324,1054,938,1208,1594,1760,1466
BT_4325,842,782,938,1181,1206,952
BT_4326,634,587,677,945,866,784
BT_4327,4151,3652,4600,5937,6569,5156
BT_4328,850,746,902,1249,1287,1128
BT_4329,864,778,1037,1232,1371,1129
BT_4330,1921,1724,2206,3005,3414,2682
BT_4331,7137,6389,8071,12671,13307,9700
BT_4332,3111,2839,3597,4663,5149,4291
BT_4333,3950,3476,4409,5687,6712,5221
BT_4334,7010,6253,8026,9414,11538,9061
BT_4335,2990,2456,3184,2129,2680,2229
BT_4336,5663,3763,6039,1479,1851,1807
BT_4337,4312,3642,4781,10419,11390,9555
BT_4338,5685,4855,6333,7865,8618,6914
BT_4339,8791,7869,9668,7359,7612,6737
BT_4340,6,1,5,8,8,11
BT_4341,1374,1142,1519,2352,2705,1993
BT_4342,1977,1676,2227,2628,3205,2608
BT_4343,247,223,326,389,524,435
BT_4344,1017,881,1058,2343,2556,2073
BT_4345,159981,143536,181347,198174,215989,183466
BT_4346,2120,1794,2344,3386,3879,3093
BT_4347,916,854,1138,1330,1516,1225
BT_4348,939,842,1042,1281,1421,1160
BT_4349,1611,1311,1767,2327,2474,1965
BT_4350,4295,3685,4603,7552,8770,6080
BT_4351,1001,765,1001,1815,2253,1640
BT_4352,612,547,737,862,1039,806
BT_4353,12680,11169,14083,15215,17630,14519
BT_4354,139,108,138,304,317,279
BT_4355,745,682,909,1535,1576,1104
BT_4356,121,95,123,131,133,116
BT_4357,184,139,225,191,260,181
BT_4358,110,112,150,168,233,172
BT_4359,753,664,928,1615,2025,1728
BT_4360,2854,2651,3227,4824,5552,4208
BT_4361,1624,1336,1657,3162,3666,3019
BT_4362,10485,9110,11989,11867,12871,11618
BT_4363,5193,4598,5896,9091,10549,7922
BT_4364,1734,1527,1937,3103,3412,2665
BT_4365,0,1,2,2,2,3
BT_4366,3136,2785,3657,5435,5970,4460
BT_4367,12465,10752,13240,19827,24737,18753
BT_4368,40402,35952,45372,65657,73090,55765
BT_4369,2502,2408,2949,3791,4281,3722
BT_4370,4809,4402,5635,7919,9275,7113
BT_4371,57802,52992,66680,78791,87369,70530
BT_4372,7518,6246,8349,8221,9813,8346
BT_4373,5779,4901,6045,7830,8624,7179
BT_4374,12403,10831,13679,18837,20856,16632
BT_4375,6675,5808,7419,10811,11239,9131
BT_4376,2296,2008,2475,3695,4289,3335
BT_4377,1790,1435,1887,2695,3111,2544
BT_4378,20883,19151,24502,34788,39630,28699
BT_4379,6588,6052,7594,9151,10752,8546
BT_4380,318,300,355,505,555,459
BT_4381,504,398,512,845,868,710
BT_4382,2485,2075,2576,4342,4648,3925
BT_4383,3248,2676,3346,4477,4822,3909
BT_4384,32,34,48,114,153,104
BT_4385,1787,1594,2112,3598,4309,3285
BT_4386,4132,3729,4664,5706,6477,5297
BT_4387,13425,11376,14573,11848,15007,13594
BT_4388,28416,23841,31092,25439,31802,27289
BT_4389,1572,1070,1716,490,659,801
BT_4390,1100,867,1235,745,1012,955
BT_4391,2092,1706,2426,3215,3709,2960
BT_4392,1601,1645,2211,4778,2904,2350
BT_4393,47,39,64,248,282,184
BT_4394,779,665,919,2190,2446,2362
BT_4395,5319,4878,5932,17786,18134,15076
BT_4396,555,523,619,1287,1459,1085
BT_4397,38,25,40,28,32,30
BT_4398,298,300,327,374,491,428
BT_4399,2067,1934,2406,2982,3451,2625
BT_4400,569,529,677,816,985,778
BT_4401,27180,23401,33185,31662,41970,30821
BT_4402,712,610,757,1475,1732,1153
BT_4403,1035,883,1166,9606,11176,8948
BT_4404,738,650,813,37552,34419,34573
BT_4405,220,196,241,10214,8744,9977
BT_4406,198,169,235,7614,6696,7845
BT_4407,492,469,527,19783,19892,17494
BT_4408,179,176,232,886,1028,841
BT_4409,685,610,786,1026,1195,920
BT_4410,420,348,499,600,648,493
BT_4411,332,234,356,401,575,483
BT_4412,3407,2934,3674,7033,8058,6363
BT_4413,336,291,351,770,847,652
BT_4414,54,35,42,67,82,72
BT_4415,329,274,338,431,494,450
BT_4416,1371,1182,1502,1952,2436,2121
BT_4417,29823,27261,34309,45574,51973,38762
BT_4418,6148,5194,7263,15284,18508,11164
BT_4419,7565,6598,8845,19650,23376,14674
BT_4420,51,49,64,73,81,73
BT_4421,3,8,7,14,4,10
BT_4422,10,9,7,18,15,13
BT_4423,57,39,65,91,120,87
BT_4424,28,30,23,19,31,31
BT_4425,34,23,40,44,39,40
BT_4426,62,33,70,85,88,66
BT_4427,118,111,142,292,242,212
BT_4428,30,27,32,37,43,30
BT_4429,57,50,79,103,131,98
BT_4430,147,120,155,143,225,185
BT_4431,36,30,44,50,63,50
BT_4432,131,142,176,278,360,256
BT_4433,2,1,1,4,7,3
BT_4434,113,82,108,208,252,164
BT_4435,1,2,3,1,3,1
BT_4436,1380,1131,1537,2414,3034,2497
BT_4437,107,104,103,226,251,182
BT_4438,0,1,5,7,7,2
BT_4439,1,3,2,1,3,1
BT_4440,89,64,94,125,127,92
BT_4441,12,9,8,4,5,8
BT_4442,8,5,3,2,12,9
BT_4443,9,5,9,2,1,8
BT_4444,11,3,13,30,31,16
BT_4445,2323,1853,2462,3740,4206,3397
BT_4446,148,147,188,253,251,207
BT_4447,118,110,158,147,131,123
BT_4448,161,146,185,150,156,155
BT_4449,100,95,113,112,139,86
BT_4450,18,18,18,24,40,27
BT_4451,1841,1670,1927,2555,3035,2368
BT_4452,890,838,1117,1340,1593,1247
BT_4453,1396,1168,1553,2038,2217,1918
BT_4454,1261,1069,1387,1825,2047,1709
BT_4455,4891,3912,5098,3313,3577,3025
BT_4456,6943,5485,7128,4215,4657,4101
BT_4457,1643,1364,1796,1008,1127,1025
BT_4458,1758,1486,1932,1613,1971,1701
BT_4459,1757,1478,1842,3855,3839,3061
BT_4460,270,228,297,498,543,449
BT_4461,91,74,79,147,201,159
BT_4462,88,82,82,170,213,178
BT_4463,307,261,282,656,725,550
BT_4464,495,424,526,1150,1290,970
BT_4465,43,42,53,50,50,53
BT_4466,275,209,307,568,458,335
BT_4467,789,638,885,1589,1897,1217
BT_4468,1669,1453,1834,2344,2733,2012
BT_4469,1501,1284,1603,2061,2421,1929
BT_4470,5246,4302,5728,5649,7609,6273
BT_4471,1751,1511,1917,2351,2947,2240
BT_4472,1259,1224,1567,2481,2738,2173
BT_4473,2387,2219,2876,4549,4675,3849
BT_4474,2712,2156,2906,1605,2176,2507
BT_4475,7425,6370,8308,9670,11858,9327
BT_4476,1636,1333,1795,1427,1860,1510
BT_4477,1075,857,1206,1522,1824,1484
BT_4478,58527,50759,64265,168326,179792,115113
BT_4479,565,481,607,525,584,578
BT_4480,10715,9384,9641,8471,8308,8082
BT_4481,1435,1236,1450,1475,1446,1191
BT_4482,1819,1652,2010,2787,3153,2572
BT_4483,131,111,139,194,206,182
BT_4484,138,119,142,305,318,284
BT_4485,314,286,368,595,672,541
BT_4486,938,887,1049,1487,1628,1331
BT_4487,1476,1345,1707,2196,2368,2008
BT_4488,1489,1314,1657,2319,2685,2044
BT_4489,40,42,44,76,76,50
BT_4490,2,2,5,2,5,6
BT_4491,19,12,30,32,34,38
BT_4492,169,148,167,262,361,289
BT_4493,3644,3023,3508,2350,2531,1995
BT_4494,2008,1632,2027,1568,1745,1269
BT_4495,2034,1932,2410,3237,3670,2950
BT_4496,1396,1192,1572,2005,2239,1819
BT_4497,412,360,449,539,667,543
BT_4498,214,176,198,291,347,277
BT_4499,5948,5288,6864,1731,1674,1287
BT_4500,1614,1158,1626,2291,2577,2338
BT_4501,1635,1461,1838,2296,2646,2175
BT_4502,267,254,295,466,564,425
BT_4503,9688,8710,11720,18120,22241,17335
BT_4504,396,389,477,645,715,636
BT_4505,739,644,850,1280,1367,1165
BT_4506,3739,3426,4338,6419,6894,5681
BT_4507,1938,1678,2277,2114,2765,2517
BT_4508,1940,1689,1982,3045,3548,2803
BT_4509,2180,1841,2361,3476,4051,2998
BT_4510,220,242,280,501,591,489
BT_4511,282,232,289,408,480,423
BT_4512,815,751,932,1367,1682,1312
BT_4513,641,560,718,1160,1267,966
BT_4514,847,753,960,1452,1660,1369
BT_4515,456,368,422,842,850,657
