,CF AU1054,Soil AU1054,CF HI2424,Soil HI2424,CF AU1054,Soil AU1054,CF HI2424,Soil HI2424
Bcen_5657,0,6,3,8,79,51,1,25
Bcen_5658,0,4,16,15,166,165,4,48
Bcen_5659,0,1,9,9,37,55,1,10
Bcen_5660,0,5,22,7,111,129,3,41
Bcen_5661,0,4,43,5,97,177,8,41
Bcen_5662,1,3,15,1,43,74,1,15
Bcen_5663,0,4,33,0,70,117,6,33
Bcen_5664,0,11,56,0,239,262,7,52
Bcen_5665,0,0,5,0,23,25,0,5
Bcen_5666,0,3,24,0,139,130,1,29
Bcen_5667,0,1,6,1,19,44,0,8
Bcen_5668,0,9,26,6,117,122,3,30
Bcen_5669,4,3,30,8,102,149,10,30
Bcen_5670,3,8,24,5,42,97,9,11
Bcen_5671,27,42,15,6,45,32,42,40
Bcen_5672,2,20,34,8,27,48,8,17
Bcen_5673,1,8,31,1,94,134,4,24
Bcen_5674,2,3,21,1,79,92,2,16
Bcen_5675,0,3,24,0,76,76,1,11
Bcen_5676,1,4,16,0,89,101,3,31
Bcen_5677,3,7,27,0,144,157,4,37
Bcen_5678,8,9,27,1,77,129,9,22
Bcen_5679,0,7,34,2,75,141,5,25
Bcen_5680,0,5,25,1,49,66,3,17
Bcen_5681,1,9,24,1,128,176,5,30
Bcen_5682,1,9,32,1,66,115,4,43
Bcen_5683,6,5,24,3,27,43,1,14
Bcen_5684,4,3,53,2,79,173,2,29
Bcen_5685,2,6,16,4,47,49,3,23
Bcen_5686,0,11,34,1,191,194,3,51
Bcen_5687,0,1,8,0,25,34,0,5
Bcen_5688,0,7,21,1,80,92,2,28
Bcen_5689,0,1,15,0,33,48,3,10
Bcen_5690,0,2,19,0,31,67,3,11
Bcen_5691,2,5,33,1,102,148,5,25
Bcen_5692,0,5,32,3,83,107,3,26
Bcen_5693,0,12,14,2,23,63,1,15
Bcen_5694,1,2,22,0,110,120,2,33
Bcen_5695,0,0,2,0,31,29,1,2
Bcen_5696,1,3,16,0,105,93,1,29
Bcen_5697,0,3,22,1,82,126,3,19
Bcen_5698,2,7,50,0,249,299,8,61
Bcen_5699,0,1,22,2,127,108,4,30
Bcen_5700,0,7,13,6,151,157,6,44
Bcen_5701,0,1,4,2,37,24,1,7
Bcen_5702,0,12,18,5,151,129,9,43
Bcen_5703,0,13,32,23,79,125,0,64
Bcen_5704,4,9,34,1,112,123,5,37
Bcen_5705,2,3,11,4,39,47,4,16
Bcen_5706,2,26,35,11,112,148,7,36
Bcen_5707,1,3,13,0,34,36,0,15
Bcen_5708,0,5,20,0,140,151,3,34
Bcen_5709,0,13,74,2,359,400,8,96
Bcen_5710,0,1,25,0,145,124,3,28
Bcen_5711,0,1,22,0,81,126,0,16
Bcen_5712,0,6,18,0,86,84,3,25
Bcen_5713,0,4,26,1,123,157,2,30
Bcen_5714,5,9,23,0,176,155,7,34
Bcen_5715,1,5,22,3,140,88,13,21
Bcen_5716,30,28,67,12,270,242,63,76
Bcen_5717,1,6,24,1,85,98,6,32
Bcen_5718,7,14,7,2,49,45,7,17
Bcen_5719,0,2,5,0,11,43,0,4
Bcen_5720,1,7,73,6,254,353,3,89
Bcen_5721,0,12,41,1,128,167,4,43
Bcen_5722,0,5,25,1,134,137,7,27
Bcen_5723,2,47,36,4,217,225,2,52
Bcen_5724,0,22,8,4,55,84,0,22
Bcen_5725,0,44,19,2,107,129,3,35
Bcen_5726,1,25,12,0,128,126,4,44
Bcen_5727,0,34,22,3,101,123,3,32
Bcen_5728,1,80,35,5,96,171,10,35
Bcen_5729,4,16,27,0,72,105,3,23
Bcen_5730,1,8,29,2,198,204,2,47
Bcen_5731,0,5,45,2,152,216,5,45
Bcen_5732,1,3,53,1,195,248,10,42
Bcen_5733,1,8,26,1,165,169,4,49
Bcen_5734,1,2,8,0,34,31,1,25
Bcen_5735,3,4,36,2,92,93,4,30
Bcen_5736,1,4,39,0,103,121,9,35
Bcen_5737,9,2,32,1,77,122,9,35
Bcen_5739,0,1,8,2,34,39,3,9
Bcen_5740,1,6,21,5,121,116,7,36
Bcen_5741,2,3,25,6,82,98,2,23
Bcen_5742,2,6,37,2,147,214,8,40
Bcen_5743,19,31,15,10,39,58,10,22
Bcen_5744,1,9,27,3,175,152,2,38
Bcen_5745,4,12,14,4,49,81,7,33
Bcen_5746,1,5,22,0,82,109,3,23
Bcen_5747,1,7,31,0,185,147,7,45
Bcen_5748,1,7,22,1,108,119,4,34
Bcen_5749,2,5,25,0,100,128,2,30
Bcen_5750,1,6,22,3,65,114,1,19
Bcen_5751,13,15,50,1,98,138,11,36
Bcen_5752,0,6,19,1,114,110,3,33
Bcen_5753,0,1,11,0,19,59,1,11
Bcen_5754,9,24,77,7,191,337,9,75
Bcen_5755,0,43,17,27,103,139,1,51
Bcen_5756,0,12,33,9,132,203,5,51
Bcen_5757,7,20,52,1,172,152,21,52
Bcen_5758,1,4,18,0,80,68,4,26
Bcen_5759,0,4,25,0,114,131,6,36
Bcen_5760,1,7,29,1,162,177,6,38
Bcen_5761,0,11,9,1,109,91,1,32
Bcen_5762,1,9,30,4,156,129,13,36
Bcen_5763,2,5,27,1,129,125,7,35
Bcen_5764,3,6,23,2,82,119,4,39
Bcen_5765,0,6,19,0,46,72,0,14
Bcen_5766,3,5,14,3,57,100,3,24
Bcen_5767,4,6,4,4,38,43,2,12
Bcen_5769,0,3,9,0,32,41,1,10
Bcen_5770,1,3,33,4,112,119,5,27
Bcen_5771,2,0,10,0,50,50,2,11
Bcen_5772,1,7,40,4,44,92,2,24
Bcen_5773,2,7,17,0,59,73,1,15
Bcen_5774,1,7,14,0,147,119,3,39
Bcen_5775,1,11,63,5,220,288,3,57
Bcen_5776,0,8,25,0,123,132,4,44
Bcen_5777,1,1,20,0,88,108,5,30
Bcen_5778,3,7,47,4,102,148,6,53
Bcen_5779,0,2,13,2,40,35,3,16
Bcen_5780,10,3,57,11,59,90,8,21
Bcen_5781,1,6,15,6,111,90,13,39
Bcen_5782,1,2,19,2,111,81,3,16
Bcen_5783,141,130,252,130,253,230,116,154
Bcen_5784,8,11,12,2,16,25,6,5
Bcen_5785,4,14,78,0,381,489,9,106
Bcen_5786,0,7,30,0,81,114,3,24
Bcen_5787,1,4,35,6,104,113,3,35
Bcen_5788,0,3,22,1,70,85,1,20
Bcen_5789,0,4,38,2,101,127,3,40
Bcen_5790,0,4,5,0,66,53,1,27
Bcen_5791,0,5,32,0,154,185,5,43
Bcen_5792,2,10,28,3,248,151,13,35
Bcen_5793,1,12,14,0,47,57,3,10
Bcen_5794,0,2,40,0,134,195,1,47
Bcen_5795,2,7,42,4,109,214,2,33
Bcen_5796,0,5,33,0,54,113,0,24
Bcen_5798,1,3,35,0,92,162,1,25
Bcen_5799,0,4,42,0,156,182,4,38
Bcen_5800,0,10,37,0,190,180,6,44
Bcen_5801,0,3,14,0,45,98,0,13
Bcen_5802,0,5,37,0,83,109,1,33
Bcen_5803,0,3,24,0,110,135,1,35
Bcen_5804,0,2,8,0,120,108,1,10
Bcen_5805,0,1,16,1,110,87,2,27
Bcen_5806,0,4,39,1,134,164,0,40
Bcen_5807,0,2,17,0,125,100,3,27
Bcen_5808,0,8,18,0,201,134,7,36
Bcen_5809,0,7,31,1,128,132,3,32
Bcen_5810,2,15,38,1,118,161,4,29
Bcen_5811,1,6,12,0,74,65,3,14
Bcen_5812,1,10,14,0,54,42,1,14
Bcen_5813,1,11,58,1,209,230,14,64
Bcen_5814,0,3,7,0,21,27,2,5
Bcen_5816,3,8,24,3,58,74,3,12
Bcen_5817,0,11,12,1,65,76,2,22
Bcen_5818,0,2,11,3,35,37,2,16
Bcen_5819,2,7,31,2,124,153,3,52
Bcen_5820,8,5,26,6,105,65,11,34
Bcen_5821,2,7,18,11,74,82,5,16
Bcen_5822,3,5,18,1,68,96,3,21
Bcen_5823,3,3,30,1,72,69,2,29
Bcen_5824,1,15,39,10,98,179,5,52
Bcen_5825,1,19,37,3,86,158,6,57
Bcen_5826,59,18,87,9,78,125,11,20
Bcen_5827,24,18,63,9,91,147,11,36
Bcen_5828,16,18,88,12,99,229,15,50
Bcen_5829,1,3,9,1,24,46,0,3
Bcen_5830,14,57,21,34,27,51,7,63
Bcen_5831,7,13,21,2,95,97,3,24
Bcen_5832,18,5,43,0,183,193,5,46
Bcen_5833,2,4,26,2,107,116,7,41
Bcen_5834,0,7,24,0,132,133,1,18
Bcen_5835,2,6,22,0,124,137,5,30
Bcen_5836,1,6,12,0,118,79,1,21
Bcen_5837,14,13,62,8,199,216,16,52
Bcen_5838,7,19,133,7,412,546,24,94
Bcen_5839,18,16,100,17,322,318,68,63
Bcen_5840,10,8,46,28,112,133,22,39
Bcen_5841,0,2,3,0,42,44,2,7
Bcen_5842,2,6,21,1,116,137,1,24
Bcen_5843,0,5,16,1,60,90,1,17
Bcen_5844,0,1,13,0,19,41,0,8
Bcen_5845,4,13,11,4,50,59,5,19
Bcen_5846,0,4,14,5,57,69,7,24
Bcen_5847,0,5,15,1,121,109,3,25
Bcen_5848,0,5,16,0,52,52,0,25
Bcen_5849,0,4,20,0,197,135,6,37
Bcen_5850,0,6,27,1,104,111,7,31
Bcen_5851,1,4,22,3,99,116,3,35
Bcen_5852,2,45,46,19,206,277,8,82
Bcen_5853,0,1,7,0,48,44,1,18
Bcen_5854,3,1,3,0,9,24,0,5
Bcen_5855,3,11,26,2,127,161,8,46
Bcen_5856,4,26,40,9,414,333,28,101
Bcen_5857,3,10,28,11,53,58,11,24
Bcen_5858,3,5,16,3,80,100,4,17
Bcen_5859,1,4,31,1,41,66,1,17
Bcen_5860,3,5,10,4,26,58,0,11
Bcen_5861,78,10,25,4,11,10,17,25
Bcen_5862,3,10,13,5,38,51,3,12
Bcen_5863,3,23,35,18,61,150,4,36
Bcen_5864,3,25,29,7,76,92,1,42
Bcen_5865,33,37,66,63,178,195,71,84
Bcen_5866,37,27,109,28,174,193,35,61
Bcen_5867,21,38,79,24,217,309,20,89
Bcen_5868,18,2,101,7,84,57,66,25
Bcen_5869,8,4,41,0,28,23,15,4
Bcen_5870,6,6,54,3,87,97,17,33
Bcen_5871,6,9,94,2,194,214,17,63
Bcen_5872,15,80,279,19,539,912,44,201
Bcen_5873,3,6,39,0,78,27,25,16
Bcen_5874,23,25,21,6,53,79,9,18
Bcen_5875,2,3,20,1,67,132,1,28
Bcen_5876,5,6,20,6,85,107,10,38
Bcen_5877,6,1,49,1,51,58,37,9
Bcen_5878,13,4,188,0,100,108,53,23
Bcen_5879,4,3,81,1,92,99,26,22
Bcen_5880,3,5,29,0,40,30,22,14
Bcen_5881,13,35,18,16,87,90,9,27
Bcen_5882,88,223,74,98,64,169,8,57
Bcen_5883,42,12,66,11,149,203,10,55
Bcen_5884,6,7,40,3,54,99,2,18
Bcen_5885,8,10,35,4,74,127,10,44
Bcen_5886,35,56,142,67,338,405,59,132
Bcen_5887,0,3,4,0,50,36,3,7
Bcen_5888,4,15,44,3,251,224,10,79
Bcen_5889,2,12,34,7,56,76,6,21
Bcen_5890,6,7,35,2,54,93,5,25
Bcen_5891,0,6,84,1,189,252,2,51
Bcen_5892,1,2,17,1,75,90,3,21
Bcen_5893,1,12,49,0,130,192,5,44
Bcen_5894,1,4,30,1,128,165,5,27
Bcen_5895,1,4,21,0,133,98,5,25
Bcen_5896,0,8,32,1,130,192,2,40
Bcen_5897,0,2,13,0,25,52,0,11
Bcen_5898,2,9,29,2,102,102,3,36
Bcen_5899,1,4,18,0,199,164,9,39
Bcen_5900,0,2,12,2,156,139,7,37
Bcen_5901,1,9,21,1,108,100,7,31
Bcen_5902,1,5,19,0,114,112,5,30
Bcen_5903,0,0,8,0,110,73,4,20
Bcen_5904,1,7,26,2,89,108,4,25
Bcen_5905,58,10,90,0,218,229,18,50
Bcen_5906,16,3,24,0,52,78,6,16
Bcen_5907,52,5,97,0,201,224,54,49
Bcen_5908,2,2,6,0,74,62,11,12
Bcen_5909,8,0,38,0,154,127,11,29
Bcen_5910,1,4,22,0,185,160,7,36
Bcen_5911,7,5,32,0,65,92,5,26
Bcen_5912,1,7,1,0,25,23,2,14
Bcen_5913,0,3,14,1,112,72,6,23
Bcen_5914,2,10,41,5,143,212,4,40
Bcen_5915,6,13,83,14,198,326,16,46
Bcen_5916,2,4,32,0,93,127,1,27
Bcen_5917,0,7,31,0,231,203,3,43
Bcen_5918,0,5,21,1,175,158,4,24
Bcen_5919,0,10,45,0,173,186,2,39
Bcen_5920,22,10,12,5,24,31,5,8
Bcen_5921,14,26,86,8,167,201,22,62
Bcen_5922,23,31,117,9,487,518,36,120
Bcen_5923,15,30,61,11,94,115,17,45
Bcen_5924,6,7,48,12,90,133,12,42
Bcen_5925,5,6,30,3,104,123,4,36
Bcen_5926,3,8,25,5,104,95,9,31
Bcen_5927,6,4,10,3,79,52,7,20
Bcen_5928,110,239,327,973,213,529,86,581
Bcen_5929,2,35,52,58,121,189,7,107
Bcen_5930,4,29,37,58,166,159,10,114
Bcen_5931,0,9,33,11,264,216,24,74
Bcen_5932,4,4,35,3,64,104,6,34
Bcen_5933,1,8,22,0,58,89,1,22
Bcen_5934,5,4,26,2,78,100,2,21
Bcen_5935,1,8,14,0,129,122,6,37
Bcen_5936,52,53,122,29,230,210,79,101
Bcen_5937,28,13,64,11,111,119,20,33
Bcen_5938,19,65,54,22,56,97,24,50
Bcen_5939,36,98,122,24,251,280,15,110
Bcen_5940,326,47,406,301,411,460,144,151
Bcen_5941,115,18,180,84,224,209,51,76
Bcen_5942,146,34,204,88,274,291,61,71
Bcen_5943,146,870,125,895,82,249,63,699
Bcen_5944,27,62,53,20,106,119,37,72
Bcen_5945,10,18,36,8,85,87,10,50
Bcen_5946,4,9,31,5,76,69,4,39
Bcen_5947,3,15,29,7,144,155,9,46
Bcen_5948,1,2,3,0,18,24,1,5
Bcen_5949,2,3,10,3,49,42,3,12
Bcen_5950,2,13,21,4,46,48,5,30
Bcen_5951,19,50,111,41,110,151,12,77
Bcen_5952,23,24,53,24,56,90,19,25
Bcen_5953,6,14,23,6,35,52,3,19
Bcen_5954,4,6,18,0,53,39,6,20
Bcen_5955,6,13,72,6,206,196,15,73
Bcen_5956,2,13,28,0,30,61,5,14
Bcen_5957,5,8,17,0,19,30,5,6
Bcen_5958,0,2,7,1,66,66,4,21
Bcen_5959,46,7,110,10,155,225,16,52
Bcen_5960,46,8,96,11,145,119,22,54
Bcen_5961,7,11,35,0,208,169,17,34
Bcen_5962,5,10,12,3,132,99,13,35
Bcen_5963,6,10,41,4,124,177,11,29
Bcen_5964,6,13,26,3,74,82,8,28
Bcen_5965,2,4,19,4,85,68,11,29
Bcen_5966,1,16,23,3,292,241,20,60
Bcen_5967,6,5,16,2,76,59,6,24
Bcen_5968,92,51,323,67,154,224,40,79
Bcen_5969,23,23,96,13,70,96,12,27
Bcen_5970,154,28,213,48,204,161,103,70
Bcen_5971,5,9,31,7,38,47,6,22
Bcen_5972,10,9,8,6,38,32,1,19
Bcen_5973,16,1,80,8,91,101,15,30
Bcen_5974,23,11,38,6,61,72,15,28
Bcen_5975,0,1,11,1,106,99,3,18
Bcen_5976,1,5,23,3,118,114,4,14
Bcen_5977,13,16,44,13,97,113,9,57
Bcen_5978,3,4,27,4,62,87,4,31
Bcen_5979,6,7,21,2,71,65,3,24
Bcen_5980,40,18,82,13,123,129,11,52
Bcen_5981,3,3,19,2,71,41,3,23
Bcen_5982,49,33,111,22,106,103,29,53
Bcen_5983,27,16,64,10,137,140,18,53
Bcen_5984,6,9,23,3,69,73,5,14
Bcen_5985,108,91,807,183,288,39,56,71
Bcen_5986,7,25,67,59,97,133,14,41
Bcen_5987,93,51,103,35,84,84,28,75
Bcen_5988,8,15,61,7,131,134,16,47
Bcen_5989,30,22,103,14,295,337,57,93
Bcen_5990,3,9,24,5,24,65,5,15
Bcen_5991,11,16,52,4,151,200,8,53
Bcen_5992,15,29,44,18,53,80,9,63
Bcen_5993,2,4,24,1,93,117,6,27
Bcen_5994,1,5,13,2,96,73,9,41
Bcen_5995,6,9,29,10,87,97,12,38
Bcen_5996,85,17,121,20,81,94,30,25
Bcen_5997,72,16,93,19,70,76,48,17
Bcen_5998,23,22,31,13,97,84,33,24
Bcen_5999,17,22,111,13,168,196,28,63
Bcen_6000,6,12,55,9,81,72,7,16
Bcen_6001,24,30,80,15,134,123,17,54
Bcen_6002,4,7,41,3,188,129,8,45
Bcen_6003,64,24,159,28,153,208,22,44
Bcen_6004,1,7,63,4,130,204,2,34
Bcen_6005,0,17,39,27,129,163,5,73
Bcen_6006,1,3,27,0,67,132,2,26
Bcen_6007,3,10,98,6,198,321,8,62
Bcen_6008,0,1,20,1,65,75,4,17
Bcen_6009,0,2,13,0,25,26,2,12
Bcen_6010,0,3,6,0,25,16,0,4
Bcen_6011,0,2,18,0,66,99,0,16
Bcen_6012,0,2,16,0,156,165,3,42
Bcen_6013,0,2,8,1,91,79,3,11
Bcen_6014,5,7,9,0,33,26,1,25
Bcen_6015,4,16,58,4,199,212,22,71
Bcen_6016,1,6,49,3,118,147,5,35
Bcen_6017,2,7,41,3,129,171,1,51
Bcen_6018,6,16,35,6,169,174,13,51
Bcen_6019,13,134,21,20,55,76,7,66
Bcen_6020,2,4,17,1,112,122,2,27
Bcen_6021,29,16,109,15,133,211,11,66
Bcen_6022,2,16,19,4,38,79,3,18
Bcen_6023,2,9,20,3,87,76,2,29
Bcen_6024,2,5,3,1,33,24,2,10
Bcen_6025,8,79,43,44,136,267,7,106
Bcen_6026,0,34,18,4,91,100,5,23
Bcen_6027,4,6,23,0,83,92,3,21
Bcen_6028,1,12,14,5,44,51,5,15
Bcen_6029,42,171,72,1,165,157,10,35
Bcen_6030,94,40,224,93,164,147,23,167
Bcen_6031,6,11,9,0,22,45,1,4
Bcen_6032,5,7,10,2,57,62,9,19
Bcen_6033,10,3,18,2,62,48,7,26
Bcen_6034,10,7,10,4,111,99,8,41
Bcen_6035,1,4,16,0,109,105,6,18
Bcen_6036,4,0,22,1,104,99,3,23
Bcen_6037,15,35,54,18,105,153,8,55
Bcen_6038,7,23,36,20,105,170,17,47
Bcen_6039,9,10,41,5,144,157,12,51
Bcen_6040,2,3,7,3,21,29,2,30
Bcen_6041,14,14,64,4,186,205,12,59
Bcen_6042,1,7,17,5,46,62,7,13
Bcen_6043,5,20,51,3,169,178,15,48
Bcen_6044,4,9,39,2,104,126,7,27
Bcen_6045,15,10,51,6,122,123,6,35
Bcen_6046,15,4,21,7,40,51,6,16
Bcen_6047,58,36,78,17,86,116,20,41
Bcen_6048,18,13,46,8,107,119,14,26
Bcen_6049,11,28,97,9,238,437,22,48
Bcen_6050,0,8,16,0,78,127,3,25
Bcen_6051,36,32,159,24,448,416,87,130
Bcen_6052,9,11,45,6,116,133,16,54
Bcen_6053,25,16,98,14,256,288,23,79
Bcen_6054,10,11,20,8,48,90,3,20
Bcen_6055,14,13,68,11,218,279,14,64
Bcen_6056,15,29,92,23,237,289,21,98
Bcen_6057,42,50,83,21,66,107,12,33
Bcen_6058,285,26,374,30,142,96,50,56
Bcen_6059,258,17,336,10,162,125,58,46
Bcen_6060,60,28,101,9,75,100,18,36
Bcen_6061,74,17,145,23,82,96,35,29
Bcen_6062,16,11,69,10,81,88,17,38
Bcen_6063,2,7,35,6,108,120,6,48
Bcen_6064,16,13,50,5,122,172,19,52
Bcen_6065,9,18,59,6,151,155,12,62
Bcen_6066,109,45,387,58,245,346,62,102
Bcen_6067,28,9,65,8,58,74,17,41
Bcen_6068,21,9,66,7,130,113,20,32
Bcen_6069,29,14,79,5,75,83,23,18
Bcen_6070,24,10,69,6,88,115,35,32
Bcen_6071,9,4,38,3,114,135,20,35
Bcen_6072,0,5,29,4,82,69,9,21
Bcen_6073,0,6,24,1,107,108,9,23
Bcen_6074,4,7,29,7,45,97,3,30
Bcen_6075,94,81,288,100,308,381,56,143
Bcen_6076,6,8,10,0,38,31,4,20
Bcen_6077,13,12,75,4,96,138,25,35
Bcen_6078,10,14,25,3,32,89,5,21
Bcen_6079,8,12,40,4,42,95,8,27
Bcen_6080,0,1,15,4,21,47,2,19
Bcen_6081,2,3,24,1,87,107,1,26
Bcen_6082,1,7,7,1,60,79,3,23
Bcen_6083,1,9,12,0,150,115,10,18
Bcen_6084,2,2,16,0,91,118,3,17
Bcen_6085,2,3,8,0,70,52,0,20
Bcen_6086,181,114,188,70,199,245,47,159
Bcen_6087,5,7,31,10,74,66,7,27
Bcen_6088,43,30,151,38,170,247,42,83
Bcen_6089,9,16,39,10,52,141,1,30
Bcen_6090,3,7,19,0,54,85,3,18
Bcen_6091,0,3,8,1,26,64,0,18
Bcen_6092,0,3,13,0,34,56,0,6
Bcen_6093,0,9,48,3,99,169,4,37
Bcen_6094,1,8,24,1,45,75,3,25
Bcen_6095,0,6,17,3,47,138,3,19
Bcen_6096,1,1,13,0,39,66,1,12
Bcen_6097,2,4,10,3,46,66,2,23
Bcen_6098,2,8,31,3,112,154,3,28
Bcen_6099,0,0,5,0,31,37,0,15
Bcen_6100,0,2,8,0,142,100,6,21
Bcen_6101,0,1,14,1,95,111,1,25
Bcen_6102,0,10,14,0,74,110,0,19
Bcen_6103,1,19,38,0,157,168,0,39
Bcen_6104,0,9,4,1,27,57,2,12
Bcen_6105,0,30,51,1,155,218,4,58
Bcen_6106,0,10,19,0,73,121,1,19
Bcen_6107,0,1,12,2,135,119,1,39
Bcen_6108,3,5,3,1,39,39,2,20
Bcen_6109,0,3,5,0,40,45,2,8
Bcen_6110,3,10,21,2,73,118,6,37
Bcen_6111,1,7,16,5,66,109,1,23
Bcen_6112,0,22,30,11,116,163,3,42
Bcen_6113,0,9,4,4,72,56,1,37
Bcen_6114,6,21,31,7,90,150,4,24
Bcen_6115,1,6,11,5,44,77,3,17
Bcen_6116,2,18,20,5,97,136,5,50
Bcen_6117,1,5,18,3,41,79,2,17
Bcen_6119,2,0,15,0,47,48,1,15
Bcen_6120,5,14,59,7,95,208,7,32
Bcen_6121,7,16,15,2,31,53,3,16
Bcen_6122,0,8,19,1,184,170,9,49
Bcen_6123,8,11,22,3,109,108,5,24
Bcen_6124,2,2,9,1,14,43,0,13
Bcen_6125,8,11,7,1,70,62,1,24
Bcen_6126,2,3,0,0,14,13,2,7
Bcen_6127,3,32,15,19,43,49,5,63
Bcen_6128,20,41,23,15,30,54,12,20
Bcen_6129,12,19,43,6,129,121,31,47
Bcen_6130,19,18,32,9,58,58,19,45
Bcen_6131,9,15,90,9,270,356,14,79
Bcen_6132,0,3,7,0,50,42,3,14
Bcen_6133,4,8,31,7,125,182,15,39
Bcen_6134,15,23,60,27,141,188,38,59
Bcen_6135,27,22,153,16,403,482,32,129
Bcen_6136,1,2,19,0,71,76,3,19
Bcen_6137,6,2,15,1,51,64,2,9
Bcen_6138,18,4,22,1,41,54,13,23
Bcen_6139,323,43,348,65,168,109,217,57
Bcen_6140,8,13,55,8,112,130,10,51
Bcen_6141,35,28,36,13,65,85,18,49
Bcen_6142,3,10,10,6,15,34,1,37
Bcen_6143,1,11,32,5,160,169,13,41
Bcen_6144,1,12,22,0,142,144,5,34
Bcen_6145,1,9,8,5,86,92,2,24
Bcen_6146,5,5,8,3,28,50,5,17
Bcen_6147,8,14,17,2,20,20,5,14
Bcen_6148,0,4,25,0,134,139,3,33
Bcen_6149,0,3,1,0,110,104,2,9
Bcen_6150,1,5,13,0,116,95,4,29
Bcen_6151,0,6,16,1,150,129,2,36
Bcen_6152,0,8,17,2,95,113,1,36
Bcen_6153,6,6,14,7,46,51,3,23
Bcen_6154,8,9,7,3,113,89,5,31
Bcen_6155,245,41,266,34,216,218,66,68
Bcen_6156,70,49,95,36,66,91,41,51
Bcen_6157,55,47,128,39,101,123,51,67
Bcen_6158,284,171,519,342,397,426,292,327
Bcen_6159,24,20,106,20,213,341,19,78
Bcen_6160,6,6,8,2,51,51,6,24
Bcen_6161,8,7,15,3,83,85,11,32
Bcen_6162,24,20,95,19,165,241,35,55
Bcen_6163,1,7,7,3,181,148,15,24
Bcen_6164,4,11,27,0,171,132,12,41
Bcen_6165,64,28,205,19,466,560,59,160
Bcen_6166,4,6,5,1,41,47,2,14
Bcen_6167,37,15,45,10,97,88,14,18
Bcen_6168,7,7,10,2,32,29,2,7
Bcen_6169,8,14,20,6,22,47,2,20
Bcen_6170,9,9,23,4,55,78,13,19
Bcen_6171,19,17,43,8,167,162,25,57
Bcen_6172,2,36,26,2,161,175,4,51
Bcen_6173,11,20,58,8,194,290,15,62
Bcen_6174,0,3,20,1,71,86,9,30
Bcen_6175,7,16,20,1,139,168,8,35
Bcen_6176,0,30,34,5,112,176,2,39
Bcen_6177,3,14,46,0,180,228,10,66
Bcen_6178,2,12,65,3,136,273,7,43
Bcen_6179,19,6,17,8,38,53,13,22
Bcen_6180,7,3,18,4,31,34,17,13
Bcen_6181,4,3,15,2,92,105,6,33
Bcen_6182,2,3,2,4,52,39,3,10
Bcen_6183,3,4,25,10,94,105,7,31
Bcen_6184,9,10,8,7,105,74,25,34
Bcen_6185,10,6,29,2,64,94,7,29
Bcen_6186,7,4,16,4,53,54,4,22
Bcen_6187,5,3,20,3,136,99,8,30
Bcen_6188,31,23,35,4,78,126,8,29
Bcen_6189,41,24,34,5,74,95,30,27
Bcen_6190,11,9,15,5,38,41,14,14
Bcen_6191,5,6,39,4,128,166,6,40
Bcen_6192,0,5,17,2,120,116,3,20
Bcen_6193,6,9,30,3,73,132,5,30
Bcen_6194,139,187,89,62,177,67,141,125
Bcen_6195,1,12,7,5,42,47,2,13
Bcen_6196,23,69,29,96,34,58,13,137
Bcen_6197,1,6,5,0,89,95,5,23
Bcen_6198,8,43,44,46,71,96,41,38
Bcen_6199,0,6,22,1,106,128,1,29
Bcen_6200,2,5,15,2,69,101,4,22
Bcen_6201,1,12,46,2,189,269,3,51
Bcen_6202,5,5,17,0,87,116,6,26
Bcen_6203,1,5,15,2,71,53,2,22
Bcen_6204,3,5,8,1,65,44,2,18
Bcen_6205,222,21,127,10,49,89,23,20
Bcen_6206,121,10,154,12,58,41,40,15
Bcen_6207,191,9,242,23,121,71,43,10
Bcen_6208,122,12,134,15,52,59,32,20
Bcen_6209,12,36,71,7,114,244,11,58
Bcen_6210,15,9,60,17,60,121,11,27
Bcen_6211,11,9,40,3,86,139,17,39
Bcen_6212,8,35,106,8,230,368,15,97
Bcen_6213,3,39,18,6,88,119,4,44
Bcen_6214,44,73,111,73,186,220,49,93
Bcen_6215,21,14,55,27,46,95,19,29
Bcen_6216,14,11,41,13,115,116,18,31
Bcen_6217,62,21,192,43,141,230,30,55
Bcen_6218,11,13,36,5,97,87,11,28
Bcen_6219,4,9,37,4,107,127,14,34
Bcen_6220,9,31,53,5,124,153,12,33
Bcen_6221,4,5,32,1,30,55,2,17
Bcen_6222,8,8,43,1,160,183,6,48
Bcen_6223,6,11,17,0,31,53,4,19
Bcen_6224,20,20,84,30,131,237,15,58
Bcen_6225,42,15,136,21,159,199,21,64
Bcen_6226,46,17,151,14,173,220,32,34
Bcen_6227,6,7,21,5,157,119,8,35
Bcen_6228,0,2,8,3,45,44,2,30
Bcen_6229,5,6,5,0,41,53,5,13
Bcen_6230,5,15,8,2,67,64,6,16
Bcen_6231,4,4,12,2,47,59,3,18
Bcen_6232,183,51,288,56,290,360,109,137
Bcen_6233,3,38,7,13,35,43,5,33
Bcen_6234,13,131,13,14,39,53,8,44
Bcen_6235,4,4,7,3,34,55,0,17
Bcen_6236,4,2,9,1,51,48,5,18
Bcen_6237,1,21,38,7,255,228,8,78
Bcen_6238,0,2,6,5,145,110,12,38
Bcen_6239,0,2,12,0,83,97,2,19
Bcen_6240,1,6,20,0,85,100,4,24
Bcen_6241,1,9,23,2,83,118,1,35
