,SN148_R1 TPM,SN148_R2 TPM,SN148-w-Ca_R1 TPM,SN148-w-Ca_R2 TPM,crz1_R1 TPM,crz1_R2 TPM,crz1-w-Ca_R1 TPM,crz1-w-Ca_R2 TPM
C3_00980W_A,13.2238,12.1279,21.6144,19.4908,6.84181,8.20216,11.2814,10.3818
C3_00980W_B,15.5674,15.9609,26.7744,29.1817,11.2816,9.54238,12.6802,12.6655
C3_00990C_A,0.852318,0.835126,1.68174,1.64356,0,0,1.41154,1.37963
C3_00990C_B,0.852318,0.835126,1.68174,1.64356,0,0,1.41154,1.37963
C3_01000W_A,38.0962,36.7928,7.975,7.79395,15.1017,14.5864,9.07959,9.01663
C3_01000W_B,36.5455,36.6599,5.16294,5.04573,20.0828,20.1932,10.2827,9.66594
C3_01010W_A,0,0,0,0,0,0,0,0
C3_01010W_B,0,0,0,0,0,0,0,0
C3_01020W_A,13.127,13.2609,14.7061,13.1445,10.1846,9.97164,12.921,11.5454
C3_01020W_B,9.35707,8.93973,20.1665,20.4536,12.0385,11.7869,3.3719,4.37922
C3_01030W_A,37.365,35.4575,19.3977,18.2643,32.7535,27.5049,15.5311,17.31
C3_01030W_B,30.0537,30.6014,22.5899,22.77,35.4543,38.3733,15.5311,13.0499
C3_01040C_A,1.63612,1.55476,1.08213,1.05756,0,0,3.12541,2.87327
C3_01040C_B,0.670069,0.887648,1.76731,1.72719,0,0,1.0919,1.2487
C3_01050C_A,0,0,0,0,0,0,0,0
C3_01050C_B,0,0,0,0,0,0,0,0
C3_01060W_A,0,0,0,0,0,0,0,0
C3_01060W_B,5.04189,4.94019,14.3561,0,0,0,0,0
C3_01070C_A,4.74585,4.18118,7.17434,6.77136,6.82336,7.371,5.28963,6.14784
C3_01070C_B,3.47605,3.87488,3.82318,3.9765,4.78606,3.9957,6.87194,5.44152
C3_01080W_A,111.619,121.889,131.518,167.029,142.445,154.205,91.7492,99.4698
C3_01080W_B,167.629,169.048,131.518,104.091,191.511,193.476,122.081,124.681
C3_01090W_A,133.487,129.745,201.698,197.647,190.509,196.801,177.429,169.974
C3_01090W_B,100.134,99.163,268.652,251.445,166.886,168.709,247.996,188.797
C3_01100W_A,37.3052,27.6867,40.0186,34.8354,14.1513,10.592,5.83655,9.13543
C3_01100W_B,26.0588,34.3993,25.6261,29.319,32.0018,34.5962,5.83655,2.2738
C3_01110C_A,0.658912,0.645621,1.47324,1.15215,1.8701,1.47396,1.37107,1.12753
C3_01110C_B,0.660227,0.64691,1.47498,1.72959,1.8716,2.19006,1.37216,1.12803
C3_01120W_A,11.6648,14.1761,12.5873,17.9521,12.1775,12.2027,5.17187,5.13199
C3_01120W_B,16.7064,14.1761,17.314,13.0433,12.1775,12.2027,21.551,21.4143
C3_01130C_A,0.946035,1.02146,9.8282,9.45962,4.12891,4.04259,12.4226,13.2198
C3_01130C_B,2.01974,1.77387,10.4895,10.7108,2.62265,2.56782,14.3288,13.264
C3_01140W_A,12.7606,13.7177,30.0762,34.407,20.2646,21.1398,48.4131,49.9685
C3_01140W_B,14.7693,15.3548,8.68626,6.45435,14.3274,14.9235,6.5257,2.12242
C3_01150C_A,29.5321,27.8027,69.7466,73.6636,16.9372,16.5831,22.9991,20.9148
C3_01150C_B,35.866,34.4119,50.3688,43.725,25.8543,25.3138,16.5514,16.5998
C3_01160W_A,20.1323,20.1826,41.5113,42.4669,29.7555,31.9266,19.2178,23.2361
C3_01160W_B,22.4477,22.6462,18.9709,20.1814,16.5859,15.7633,21.6988,16.7556
C3_01170W_A,25.2282,24.9039,23.4279,26.2921,23.217,23.7726,18.9074,17.1096
C3_01170W_B,30.7304,29.71,29.2275,24.5547,40.3764,39.3949,25.6865,26.4762
C3_01180C_A,16.2383,17.7248,13.2081,14.4999,18.187,19.0295,12.4237,13.3665
C3_01180C_B,10.9004,12.8477,14.6933,15.2811,13.7743,14.8549,14.0556,15.4943
C3_01190C_A,19.0343,16.5172,27.6779,27.3664,10.6402,10.4177,13.3644,11.5382
C3_01190C_B,12.9935,15.0859,18.5142,17.7771,17.5817,17.2141,11.4854,13.4274
C3_01200W_A,12.8399,12.5287,4.18996,4.01269,5.97754,4.75199,2.577,2.64181
C3_01200W_B,12.1823,11.9887,3.24837,3.25674,7.81396,8.75072,2.07265,1.90278
C3_01210C_A,36.8904,35.9294,40.776,40.7267,22.4099,16.7395,38.7442,39.3632
C3_01210C_B,25.8348,25.5306,42.5695,40.7267,40.3482,43.1655,23.4227,21.3983
C3_01220W_A,15.242,15.7472,25.9703,19.5162,19.3659,16.8554,12.3823,12.5162
C3_01220W_B,20.7129,18.1406,9.14044,11.9392,19.3659,16.8554,20.2183,17.2928
C3_01230C_A,0.724198,0.709591,4.79204,5.57259,0,0,7.12902,6.96787
C3_01230C_B,0.724198,0.709591,4.79204,5.57259,0,0,7.12902,6.96787
C3_01250W_A,14.135,13.771,54.7986,53.1067,10.1557,9.77843,8.5575,8.00183
C3_01250W_B,14.135,13.771,54.7986,53.1067,10.1557,9.77843,8.5575,8.00183
C3_01260C_A,4.14939,4.27118,5.24616,5.12706,5.95875,6.12078,4.36867,4.26991
C3_01260C_B,4.14939,4.27118,5.24616,5.12706,5.95875,6.12078,4.36867,4.26991
C3_01270W_A,0.999858,0.979691,0,0,0,0,0,0
C3_01270W_B,0.999858,0.979691,0,0,0,0,0,0
C3_01280W_A,27.5383,26.1156,52.369,51.1801,32.5391,30.6492,52.8406,50.7608
C3_01280W_B,27.5383,26.1156,52.369,51.1801,32.5391,30.6492,52.8406,50.7608
C3_01290W_A,6.09107,3.4493,5.38474,3.38763,5.232,5.1561,0,0
C3_01290W_B,6.09107,3.4493,5.38474,3.38763,5.232,5.1561,0,0
C3_01300C_A,26.1149,25.8068,23.5074,21.8173,20.2311,18.041,7.68662,6.8703
C3_01300C_B,26.1149,25.8068,23.5074,21.8173,20.2311,18.041,7.68662,6.8703
C3_01310W_A,2.72442,2.66947,5.2916,5.17147,2.70519,2.64863,3.75571,3.67081
C3_01310W_B,2.72442,2.66947,5.2916,5.17147,2.70519,2.64863,3.75571,3.67081
C3_01320C_A,7.34347,7.01408,10.111,9.8815,5.96098,5.45712,7.20999,6.76946
C3_01320C_B,7.34347,7.01408,10.111,9.8815,5.96098,5.45712,7.20999,6.76946
C3_01330W_A,6.70159,6.56642,7.18428,7.02118,7.83858,7.6747,4.74729,4.47715
C3_01330W_B,6.70159,6.56642,7.18428,7.02118,7.83858,7.6747,4.74729,4.47715
C3_01340W_A,2.77198,2.71607,1.91643,1.87292,2.81835,2.75942,5.28811,4.4688
C3_01340W_B,2.77198,2.71607,1.91643,1.87292,2.81835,2.75942,5.28811,4.4688
C3_01350C_A,0,0,0,0,0,0,0,0
C3_01350C_B,0,0,0,0,0,0,2.51225,2.45546
C3_01360C_A,10.5674,10.6097,11.2807,10.7827,11.4943,11.6103,8.16021,8.23655
C3_01360C_B,10.5674,10.6097,11.2807,10.7827,11.4943,11.6103,8.16021,8.23655
C3_01370C_A,0.80962,0.83752,1.1842,0,0,0,1.27679,0
C3_01370C_B,6.01049,5.84503,4.09062,4.17254,6.27877,6.1475,4.41045,4.49923
C3_01390C_A,12.9305,12.7122,15.3034,14.956,11.5953,11.1749,12.6338,12.218
C3_01390C_B,12.9305,12.7122,15.3034,14.956,11.5953,11.1749,12.6338,12.218
C3_01400W_A,24.9701,24.3293,39.6103,38.7111,28.3568,26.6161,27.6659,27.0405
C3_01400W_B,24.9701,24.3293,39.6103,38.7111,28.3568,26.6161,27.6659,27.0405
C3_01410C_A,61.5349,55.028,51.8931,43.0943,69.7235,66.8824,58.6159,44.6193
C3_01410C_B,61.5349,60.9,74.4999,67.1964,63.6557,61.9357,71.0236,58.7403
C3_01420C_A,72.7356,70.5396,84.2416,78.1886,83.3892,84.6959,115.952,111.098
C3_01420C_B,72.7356,70.5396,84.2416,78.1886,83.3892,84.6959,115.952,111.098
C3_01430W_A,22.0714,24.7316,4.55676,7.02801,4.182,2.04143,5.83655,5.70461
C3_01430W_B,32.8698,31.4594,4.55676,1.87861,4.182,6.14769,5.83655,5.70461
C3_01440C_A,43.5177,27.2638,48.5285,61.205,17.1728,21.3273,34.0891,19.1421
C3_01440C_B,40.5527,41.7655,33.8291,19.0302,17.5812,3.11393,26.5775,19.5471
C3_01450C_A,7.3545,6.51263,5.92523,4.83077,5.55722,7.16177,4.82262,5.23663
C3_01450C_B,5.91966,6.67135,8.65215,9.6678,9.05133,8.25577,7.0003,7.40651
C3_01460C_A,6.35499,6.09563,17.3325,16.939,6.42818,6.29378,19.9208,18.2653
C3_01460C_B,6.35499,6.09563,17.3325,16.939,6.42818,6.29378,19.9208,18.2653
C3_01470W_A,66.3384,60.3965,72.1673,57.651,44.3263,25.8326,28.5763,14.8364
C3_01470W_B,56.9412,60.3965,72.1673,71.663,65.4379,85.0973,28.5763,41.0242
C3_01480C_A,10.1709,15.138,20.3539,19.8919,19.3263,24.0726,21.1684,13.8488
C3_01480C_B,10.1709,3.75672,2.91613,2.84992,19.3263,13.7719,12.0428,13.8488
C3_01490W_A,794.473,794.226,419.349,422.632,684.134,683.978,345.024,337.225
C3_01490W_B,794.473,794.226,419.349,422.632,684.134,683.978,345.024,337.225
C3_01500C_A,13.4991,12.5248,27.6171,27.9293,13.9425,17.067,22.8857,19.3532
C3_01500C_B,12.2324,12.5248,36.6527,33.9559,30.4349,26.3825,23.945,25.92
C3_01510W_A,14.3943,13.7718,10.4303,10.0858,11.2076,10.8129,10.4692,9.13795
C3_01510W_B,12.2686,12.0342,13.114,12.4711,7.74006,7.07126,13.4169,12.7429
C3_01520C_A,60.6944,57.8734,22.9205,21.7064,29.7603,29.4759,27.7002,27.8865
C3_01520C_B,61.9354,61.9685,24.7085,24.8413,22.8146,21.9998,21.6825,21.3428
C3_01530C_A,8.3983,8.10422,12.1291,11.575,7.47224,7.4094,7.56021,7.55625
C3_01530C_B,9.27249,9.14481,9.79993,9.94901,7.88356,7.62536,5.64274,5.34825
C3_01540W_A,52.8545,51.0894,103.776,101.42,212.36,206.458,57.1362,54.7744
C3_01540W_B,52.8545,51.0894,103.776,101.42,212.36,206.458,57.1362,54.7744
C3_01550C_A,126.284,122.515,247.325,225.001,118.909,112.341,80.7685,71.2005
C3_01550C_B,142.327,135.062,323.44,311.721,129.731,121.696,106.431,106.248
C3_01560W_A,27.4462,26.6857,7.70618,6.02013,19.1466,20.0847,15.6406,12.9305
C3_01560W_B,30.5983,29.8017,6.74303,7.73529,16.4127,14.7312,7.20165,9.39543
C3_01570W_A,6.65878,7.66308,10.9841,10.0458,7.17893,7.66693,6.63542,6.48543
C3_01570W_B,3.67505,2.46231,9.57418,10.0458,8.48236,7.66693,7.65815,7.48504
C3_01580W_A,5.60394,5.22053,7.50362,7.33327,3.02349,3.48466,7.70562,7.85214
C3_01580W_B,6.10926,6.25641,8.72708,8.52896,5.73862,5.09427,1.67188,2.03508
C3_01590W_A,6.78459,6.27666,9.69131,9.74888,7.76748,6.63901,4.39641,3.07067
C3_01590W_B,9.32221,9.32253,11.7437,10.6806,6.57501,6.63901,9.55401,9.44522
C3_01600W_A,54.6654,52.0381,49.9796,48.0584,55.2434,60.0841,35.7096,31.7605
C3_01600W_B,51.5887,51.4589,34.9105,34.9045,45.985,39.028,23.1179,25.7371
C3_01610W_A,143.565,139.819,137.664,121.878,169.039,145.863,187.813,182.439
C3_01610W_B,119.615,117.206,133.063,141.903,120.622,137.742,165.939,163.317
C3_01620W_A,22.1578,21.8479,26.5053,24.6694,24.9109,24.3901,23.9181,23.3774
C3_01620W_B,30.8463,30.0871,23.9796,24.6694,17.2236,16.8635,16.3893,16.0189
C3_01630W_A,36.6097,39.4278,50.2966,45.1837,46.8283,44.2,45.7002,36.5753
C3_01630W_B,60.8242,56.3685,60.4964,63.5595,61.4933,61.8569,57.3291,65.1285
C3_01640C_A,0.73143,0.716677,0,0,0,0,2.24548,2.19472
C3_01640C_B,0,0,0,0,0,0,0,0
C3_01660W_A,86.9542,72.9738,76.1768,73.1095,136.825,127.959,64.0675,65.8254
C3_01660W_B,56.0522,58.4667,63.5966,58.5597,31.628,29.7071,43.1136,44.2501
C3_01670W_A,54.3841,51.7983,44.0926,41.3525,51.4025,50.0385,43.9943,41.8736
C3_01670W_B,42.1321,41.8645,26.5178,26.3674,35.0014,32.662,30.7166,28.3717
C3_01680C_A,7.62354,7.66748,6.59591,7.0462,25.6183,21.9505,10.4086,8.89454
C3_01680C_B,9.49049,8.80416,4.86572,4.15721,5.29168,7.05659,10.359,11.3994
C3_01690W_A,15.4865,15.1742,23.3281,19.2672,15.7344,15.9301,23.8243,18.1987
C3_01690W_B,9.44591,9.25538,20.9649,21.718,10.1403,9.40365,10.3854,13.5828
C3_01700W_A,19.673,20.9284,28.443,24.7645,30.4892,24.7755,19.4074,22.5148
C3_01700W_B,23.5109,21.3844,22.2365,24.7645,17.6076,21.2145,20.8029,17.1895
C3_01710C_A,11.7528,10.0483,4.57396,5.65148,5.20109,5.09235,4.09892,4.00626
C3_01710C_B,12.947,14.1504,10.3882,8.97337,5.17967,5.07138,4.08026,3.98802
C3_01720C_A,40.94,41.4194,48.087,48.1339,52.6232,49.928,43.6409,41.7348
C3_01720C_B,34.9594,33.0273,39.2212,35.8602,46.3753,46.6736,31.1443,31.3598
C3_01730C_A,51.1709,49.0217,295.356,276.912,50.522,47.1286,48.2406,45.4397
C3_01730C_B,51.1709,49.0217,295.356,276.912,50.522,47.1286,48.2406,45.4397
C3_01740C_A,3.49877,3.4282,0,0,0,8.33502,0,0
C3_01740C_B,0,0,0,0,0,0,0,0
C3_01750C_A,7.25642,7.12979,13.3355,11.2598,10.0755,9.44829,7.49149,8.90302
C3_01750C_B,10.0062,9.57924,17.61,18.3998,14.8027,14.48,13.6444,11.4406
C3_01760W_A,22.82,22.098,18.9272,22.376,24.4528,23.9281,21.6798,21.4217
C3_01760W_B,29.9835,29.8882,26.6974,23.268,19.8859,20.5199,32.9443,35.0017
C3_01770C_A,7.58137,7.62019,6.44808,5.1069,8.22289,4.52768,5.52082,5.39602
C3_01770C_B,9.41332,9.19379,9.91553,10.8852,8.22289,11.5743,5.52082,5.39602
C3_01780C_A,66.4489,64.9911,35.5018,59.1445,62.0626,63.2774,42.8845,51.2209
C3_01780C_B,69.9115,77.2326,2.32868,2.29009,91.7355,87.3052,42.8845,41.402
C3_01790C_A,2.79514,2.38331,5.25014,5.29313,3.66733,3.59066,6.39056,6.2461
C3_01790C_B,2.14744,2.38331,6.82869,6.51149,3.66733,3.59066,4.00444,3.91392
C3_01800C_A,10.6225,9.01363,11.2581,10.5279,10.4498,10.2313,4.76636,4.26858
C3_01800C_B,6.45388,7.91249,14.7998,13.8358,10.4498,10.2313,2.64916,2.38484
C3_01810C_A,134.337,134.1,150.399,148.74,153.018,152.923,129.618,130.853
C3_01810C_B,134.337,134.1,150.399,148.74,153.018,152.923,129.618,130.853
C3_01820W_A,8.57432,7.69421,5.73712,7.76273,5.48999,6.35937,27.9364,22.712
C3_01820W_B,1.81682,2.48823,7.12715,4.80679,10.5348,9.32916,6.79461,11.5857
C3_01830C_A,16.0192,16.1672,32.8483,29.5398,17.27,14.6094,16.3108,19.4623
C3_01830C_B,17.7437,18.2857,39.3811,39.7519,5.94471,8.12003,18.6082,16.067
C3_01850W_A,54.2881,52.2649,23.8618,17.0494,23.7572,21.4609,32.1277,25.5886
C3_01850W_B,46.8993,46.5649,13.9683,19.9219,23.7572,25.0601,26.5185,30.7621
C3_01860C_A,77.2454,80.3744,50.9687,55.9137,76.5679,67.8137,79.7695,77.9131
C3_01860C_B,82.178,77.1664,87.521,79.432,74.197,79.7992,67.1617,65.6968
C3_01880W_A,11.1811,9.62454,8.19204,7.07791,11.6728,13.1944,8.01503,6.06066
C3_01880W_B,9.42491,10.5659,11.2071,11.8809,11.6728,9.66302,8.01503,9.60704
C3_01890C_A,51.9312,55.3689,77.4961,77.2664,53.4006,48.249,53.7152,51.1991
C3_01890C_B,73.3348,70.4829,96.8992,93.8498,94.614,96.671,48.0506,51.1991
C3_01900C_A,10.7798,10.2014,22.0987,22.4168,16.3897,17.7857,29.3719,25.8908
C3_01900C_B,8.1995,7.5467,35.3939,33.7706,20.2993,16.7162,31.021,33.1369
C3_01910C_A,827.011,983.783,598.261,756.345,823.659,971.386,422.713,477.543
C3_01910C_B,827.011,983.783,598.261,756.345,823.659,971.386,422.713,477.543
C3_01930W_A,1.42048,1.39183,1.46524,1.43198,1.43118,1.40126,3.08438,3.28548
C3_01930W_B,1.7091,1.67463,1.46524,1.43198,3.46479,3.39235,3.08438,2.74383
C3_01940C_A,45.2567,44.1207,69.541,72.6262,61.9316,52.7603,46.806,43.0856
C3_01940C_B,34.0565,32.8937,66.9143,60.7313,43.1493,44.274,25.8539,27.9318
C3_01950C_A,108.352,103.846,70.5453,76.7631,134.521,120.588,82.3626,67.8403
C3_01950C_B,157.955,157.09,62.8583,53.6119,123.917,132.447,41.9118,53.6248
C3_01960C_A,16.3809,16.0253,27.4747,26.6663,17.2024,16.6505,23.9173,25.0889
C3_01960C_B,23.2048,22.762,26.4877,25.6724,22.5548,22.2755,28.1058,26.1881
C3_01970C_A,3.58393,3.51164,12.7861,10.5918,0,0,11.4178,11.1597
C3_01970C_B,0.683619,0.66983,4.1718,5.98115,0,0,1.68352,1.64546
C3_01980C_A,775.296,762.145,429.754,434.911,564.225,543.741,569.667,556.789
C3_01980C_B,817.729,809.073,475.533,449.824,833.298,824.565,519.632,507.885
C3_01990W_A,66.3246,64.4177,64.8214,62.4828,85.9676,86.0514,60.169,66.1989
C3_01990W_B,59.2701,58.6438,70.4565,68.9875,73.0736,69.6647,66.1835,57.2974
C3_02000W_A,9.23306,9.11309,12.143,12.1418,11.3989,12.0621,12.6236,12.4538
C3_02000W_B,9.61894,10.1432,10.4473,10.7458,10.8503,10.3188,13.7441,13.9731
C3_02010C_A,3.40225,1.40102,3.83923,1.88815,4.24366,0,5.16759,3.04092
C3_02010C_B,2.64355,0.91313,2.88562,0,2.84126,2.78186,2.08307,0
C3_02020W_A,26.4312,28.3583,7.61547,7.80623,15.0124,15.2542,9.26368,8.66896
C3_02020W_B,30.3689,27.4246,8.2743,7.72468,13.8232,12.9814,6.4214,6.65957
C3_02030W_A,29.0349,31.3228,14.9391,8.53577,11.0581,10.8269,28.6896,29.1917
C3_02030W_B,23.5302,17.7618,9.14212,14.9988,11.0581,10.8269,28.6896,24.773
C3_02040C_A,57.9329,58.0527,13.33,13.0274,20.9798,20.5412,20.4271,19.9653
C3_02040C_B,57.9329,58.0527,13.33,13.0274,20.9798,20.5412,20.4271,19.9653
C3_02060W_A,0.715245,0.700818,1.66921,1.63132,2.45478,2.40346,10.3183,8.33998
C3_02060W_B,0.715245,0.700818,0,0,2.45478,2.40346,6.74739,8.33998
C3_02070C_A,0,0,4.20852,4.11298,1.99677,1.95502,1.56938,1.75398
C3_02070C_B,0.61988,0.607377,2.57952,2.52096,1.99677,1.95502,4.87122,3.6827
C3_02080W_A,4.87818,5.03692,10.0229,9.01086,5.46193,6.56757,10.7051,10.1706
C3_02080W_B,7.54321,7.02036,8.18459,8.46076,14.0345,12.0461,10.7051,10.7556
C3_02090C_A,24.8278,20.0784,46.3252,48.5195,11.0901,29.4699,36.24,35.4216
C3_02090C_B,8.31234,13.124,32.1122,29.1748,34.0052,17.7398,7.1234,6.96159
C3_02100W_A,7.61655,7.24879,5.79455,4.73021,2.5449,2.69264,9.32321,5.34335
C3_02100W_B,7.99372,8.04662,8.02997,8.12986,7.9954,7.62729,7.01779,10.6283
C3_02110W_A,1457.26,1434.24,866.369,846.701,1297.44,1276.03,797.201,786.15
C3_02110W_B,1457.26,1434.24,866.369,846.701,1297.44,1276.03,797.201,786.15
C3_02120W_A,23.6471,22.4036,19.5925,19.7573,23.623,20.3511,16.2255,19.0189
C3_02120W_B,17.7305,15.2282,33.0818,30.8944,20.2486,25.0396,28.7092,24.9001
C3_02130W_A,22.1617,22.736,6.87643,7.09419,19.5109,19.4113,3.06324,2.81362
C3_02130W_B,27.3048,25.466,7.64154,7.09419,9.24815,8.74651,8.4117,8.40193
C3_02140C_A,10.1317,9.07267,110.451,104.785,19.2559,13.9384,33.4827,31.3531
C3_02140C_B,9.27875,9.68,98.779,98.9391,14.236,18.8533,46.9613,47.2725
C3_02150C_A,78.9886,78.7451,56.9316,62.2803,86.7484,93.7918,11.46,20.6222
C3_02150C_B,109.464,106.197,86.2657,78.493,77.8068,69.7593,31.6504,20.6222
C3_02160C_A,16.5882,16.2205,17.2321,15.6838,27.9737,27.4391,14.467,11.8581
C3_02160C_B,16.0142,15.2039,5.66355,7.06154,17.9278,16.414,7.77335,9.87947
C3_02170C_A,58.3701,55.2622,97.5955,94.6985,77.9961,74.95,108.272,101.15
C3_02170C_B,66.4599,66.8497,107.199,105.447,76.0595,76.7222,111.909,113.44
C3_02180C_A,61.6045,61.2509,25.5068,27.1378,45.1494,39.7656,30.3984,22.0629
C3_02180C_B,72.9615,70.6008,30.0296,27.1378,45.1494,48.6454,33.9975,40.8772
C3_02190C_A,135.541,133.523,168.401,158.539,203.6,204.658,194.296,203.005
C3_02190C_B,135.541,144.227,173.173,192.515,210.55,210.99,143.564,142.084
C3_02200W_A,5.98295,10.843,0,0,25.053,24.5292,18.3676,17.9524
C3_02200W_B,11.0662,10.843,17.0356,16.6489,0,0,18.3676,17.9524
C3_02210C_A,12.7194,13.5673,16.7826,16.4016,17.2236,16.8635,12.4502,13.5148
C3_02210C_B,18.2211,16.6262,14.9185,14.5798,9.44928,9.25173,18.6507,16.507
C3_02220W_A,32.5245,30.7348,43.3461,44.0459,28.0858,24.1439,14.9396,14.0111
C3_02220W_B,34.0682,33.2639,32.9839,32.3273,21.8042,22.9585,34.0473,32.5917
C3_02230C_A,9.31132,8.74754,8.7198,9.02326,11.6302,9.90386,10.342,10.1573
C3_02230C_B,11.1237,11.1996,9.21802,8.50734,10.2214,11.4909,6.38987,6.19643
C3_02240C_A,24.6451,21.515,18.7473,21.655,23.4975,23.7501,27.7032,22.7083
C3_02240C_B,24.9567,25.6431,40.1817,35.3407,41.0551,38.5849,17.6536,19.7312
C3_02250C_A,1.42646,1.39769,4.06165,3.96944,0,0,0,0
C3_02250C_B,0,0,0,0,0,0,0,0
C3_02260C_A,28.8502,29.8021,31.1832,30.9381,18.0166,18.4069,28.7431,30.4468
C3_02260C_B,34.1388,31.5692,25.077,24.0448,23.1748,21.9233,25.9328,21.93
C3_02270W_A,50.2788,54.8523,56.5611,44.6977,43.3809,42.474,60.9835,42.4935
C3_02270W_B,50.2788,54.8523,56.5611,44.6977,43.3809,42.474,60.9835,42.4935
C3_02280C_A,106.409,103.639,101.821,91.8747,77.068,70.5516,66.9838,68.5303
C3_02280C_B,119.63,116.724,204.432,205.049,100.802,103.015,52.4919,49.0992
C3_02290W_A,13.5045,13.1771,11.4937,14.675,13.5143,12.2078,15.8455,12.4417
C3_02290W_B,12.7485,12.5464,9.83276,5.37619,19.0392,19.6652,17.6217,20.2689
C3_02300W_A,1.49358,1.50325,1.75673,1.71685,1.81584,2.09581,3.40428,3.1502
C3_02300W_B,2.43586,2.34693,0.919603,0.898727,6.9064,6.44408,4.61004,4.68296
C3_02310W_A,63.5713,62.8893,77.3022,78.3293,92.1101,89.4005,98.2929,100.604
C3_02310W_B,61.926,57.1821,67.2627,61.3045,92.5104,88.1335,99.8466,92.4563
C3_02320W_A,42.6745,44.1868,32.8158,29.9485,43.9922,43.0724,54.8224,53.1085
C3_02320W_B,51.4177,48.0075,25.4795,27.4389,29.2323,28.6212,52.9576,52.2351
C3_02330C_A,2.54674,1.8243,0,0,0,0,3.10922,3.03894
C3_02330C_B,1.17696,1.8243,5.30136,5.18101,0,0,1.37031,1.33933
C3_02340W_A,5.50948,5.28626,7.24613,7.51383,8.70187,6.72789,14.2114,13.8901
C3_02340W_B,2.16931,2.53001,6.348,5.76336,5.12683,6.84625,2.14075,2.09236
C3_02350W_A,53.8785,48.9974,10.3669,10.0889,36.228,30.4115,12.9229,9.84037
C3_02350W_B,55.8262,57.4476,15.852,15.9622,19.0133,24.3129,12.986,15.0268
C3_02360C_A,1.81207,1.77552,2.6469,1.92869,0,0,2.31202,2.25976
C3_02360C_B,1.81207,1.77552,2.6469,3.24493,0,0,2.31202,2.25976
C3_02370C_A,16.2591,13.8633,20.249,19.1388,11.2107,12.5202,8.90873,10.1305
C3_02370C_B,45.3029,46.7709,55.6272,55.0148,26.1572,24.5042,34.2214,32.6654
C3_02390W_A,5.27401,5.78326,7.13598,4.59299,5.57797,5.79614,8.26692,5.69104
C3_02390W_B,7.36679,7.36243,4.59242,7.94131,3.5553,4.73389,3.78553,4.92245
C3_02400C_A,673.497,726.31,938.33,1045.1,734.837,834.768,1069.75,1151.54
C3_02400C_B,663.918,681.973,697.484,792.548,767.636,824.617,969.868,979.811
C3_02410C_A,14.8118,14.041,20.3837,19.63,15.3124,13.2418,12.8427,11.744
C3_02410C_B,14.4516,15.1465,13.6218,11.4126,25.9056,24.9625,14.9592,13.8546
C3_02420C_A,1.85012,1.29864,2.55593,2.2303,1.93102,1.89065,1.45856,1.59751
C3_02420C_B,1.69245,2.17332,3.34028,3.84788,2.47184,2.42016,3.85697,3.59758
C3_02430W_A,17.2377,17.1733,20.9086,19.3446,28.1874,28.6544,9.90205,10.2608
C3_02430W_B,15.3605,14.8951,14.5156,14.9122,14.1094,11.694,9.12377,8.33574
C3_02440C_A,9.31295,8.77672,16.4663,16.416,2.0592,4.80433,3.95561,2.50837
C3_02440C_B,7.6464,8.2197,10.89,10.3193,10.6273,7.61697,5.34554,6.58252
C3_02450W_A,101.632,102.417,121.947,130.466,58.4006,18.7725,95.0617,94.3514
C3_02450W_B,105.25,92.5398,61.6246,57.7451,92.2983,141.75,102.863,94.3514
C3_02460C_A,5.37731,5.45129,3.4088,3.74402,2.12755,1.91384,7.37199,5.81747
C3_02460C_B,12.7607,12.3208,9.38922,7.70887,19.8674,19.6212,15.7344,16.7666
C3_02470C_A,910.086,880.932,431.571,425.364,788.493,801.512,368.26,358.544
C3_02470C_B,845.116,861.95,359.02,357.522,713.269,692.999,350.799,344.261
C3_02480C_A,347.186,338.503,473.843,456.639,453.292,424.856,547.375,523.922
C3_02480C_B,252.177,250.274,322.723,321.843,315.761,330.635,371.796,377.235
C3_02490C_A,21.3368,19.6142,14.5342,14.0131,18.4855,19.4148,8.06798,6.32749
C3_02490C_B,17.4042,18.3443,13.0142,12.9097,23.2731,21.1664,9.50727,10.6257
C3_02500W_A,118.169,113.51,69.4822,64.8186,68.6032,64.2855,99.0402,105.307
C3_02500W_B,121.63,130.543,69.4822,81.7498,80.7164,85.0826,88.7718,80.5797
C3_02510C_A,0.672622,0.850151,1.32918,1.299,2.41132,2.36091,1.4331,1.40071
C3_02510C_B,4.33676,3.79196,1.32918,1.299,4.91148,4.8088,1.4331,1.40071
C3_02530W_A,142.81,156.152,103.567,140.707,182.021,197.61,111.665,109.141
C3_02530W_B,142.81,156.152,103.567,140.707,182.021,197.61,111.665,109.141
C3_02540C_A,11.4703,11.4772,12.4922,13.7985,13.276,14.8822,17.7737,14.9922
C3_02540C_B,13.3132,12.8064,20.4774,18.4226,10.3283,8.22864,17.7737,18.7612
C3_02550C_A,9.50908,8.34775,12.9467,9.52729,7.42874,7.27343,9.77895,11.181
C3_02550C_B,6.7942,7.6267,12.9467,15.7784,7.42874,7.27343,18.1391,16.106
C3_02560W_A,4.3886,4.3423,5.00407,5.59956,1.57051,0,5.67439,5.54612
C3_02560W_B,3.67407,3.34385,3.65698,4.0798,3.85378,3.99794,5.67439,5.54612
C3_02570W_A,1.68388,1.49781,40.8117,39.2011,2.41179,2.4849,4.5495,4.70429
