Gene,CanAlb_plus_plus_1,CanAlb_plus_plus_2
C7_01530W_A-T,0,3
C7_01550W_A-T,328,304
C7_01560C_A-T,93,86
C7_01570C_A-T,72,69
C7_01580W_A-T,211,184
C7_01590C_A-T,60,59
C7_01600W_A-T,720,594
C7_01610W_A-T,598,508
C7_01620C_A-T,41,40
C7_01630W_A-T,98,82
C7_01640W_A-T,6280,5383
C7_01650W_A-T,615,555
C7_01660C_A-T,347,332
C7_01670W_A-T,0,3
C7_01680C_A-T,59,63
C7_01690W_A-T,25,30
C7_01700W_A-T,91,64
C7_01710W_A-T,673,643
C7_01720W_A-T,106,121
C7_01730C_A-T,3,5
C7_01740C_A-T,114,107
C7_01750W_A-T,71,74
C7_01760C_A-T,720,544
C7_01780W_A-T,106,132
C7_01790C_A-T,24245,19598
C7_01800C_A-T,2480,2408
C7_01810W_A-T,1020,975
C7_01820C_A-T,670,579
C7_01830W_A-T,59,40
C7_01840W_A-T,408,332
C7_01850C_A-T,736,551
C7_01870W_A-T,173,172
C7_01880C_A-T,22,36
C7_01890C_A-T,1388,1269
C7_01900W_A-T,2648,2361
C7_01910C_A-T,32,27
C7_01920W_A-T,535,436
C7_01930C_A-T,116,130
C7_01940C_A-T,96,86
C7_01950W_A-T,216,188
C7_01960W_A-T,61,77
C7_01970C_A-T,3368,3018
C7_02010C_A-T,6,1
C7_02020W_A-T,89,67
C7_02030W_A-T,27758,20924
C7_02040C_A-T,302,276
C7_02050C_A-T,128,122
C7_02060W_A-T,481,350
C7_02070W_A-T,2,0
C7_02080W_A-T,145,118
C7_02090C_A-T,41,39
C7_02100W_A-T,2426,1878
C7_02110W_A-T,148,112
C7_02120C_A-T,598,464
C7_02140W_A-T,4,3
C7_02150C_A-T,73,53
C7_02160W_A-T,21,17
C7_02170C_A-T,96,87
C7_02180C_A-T,95,88
C7_02200W_A-T,206,203
C7_02210W_A-T,1,4
C7_02220C_A-T,33,30
C7_02240W_A-T,0,1
C7_02260W_A-T,7,2
C7_02270W_A-T,1,4
C7_02280W_A-T,5,8
C7_02290W_A-T,13,19
C7_02300W_A-T,175,164
C7_02310C_A-T,44,22
C7_02320W_A-T,207,205
C7_02330W_A-T,568,511
C7_02340C_A-T,572,454
C7_02350C_A-T,111,100
C7_02360W_A-T,2,0
C7_02370W_A-T,95,113
C7_02380C_A-T,10492,7904
C7_02390W_A-T,321,290
C7_02420C_A-T,1,0
C7_02450W_A-T,111,106
C7_02460C_A-T,497,449
C7_02470C_A-T,143,160
C7_02480W_A-T,197,220
C7_02490W_A-T,224,212
C7_02500C_A-T,57,65
C7_02510W_A-T,648,509
C7_02520W_A-T,5,7
C7_02530C_A-T,113,69
C7_02540W_A-T,86,93
C7_02550C_A-T,278,247
C7_02560W_A-T,140,106
C7_02570C_A-T,3266,2573
C7_02600C_A-T,35,46
C7_02610C_A-T,130,126
C7_02630W_A-T,48,46
C7_02640W_A-T,2797,2384
C7_02650W_A-T,6,8
C7_02660C_A-T,108,125
C7_02670W_A-T,62,71
C7_02680W_A-T,2205,1767
C7_02690C_A-T,596,557
C7_02750W_A-T,2,0
C7_02770W_A-T,520,492
C7_02780W_A-T,960,882
C7_02790C_A-T,424,390
C7_02800W_A-T,229,192
C7_02810W_A-T,1294,1105
C7_02840C_A-T,2174,1962
C7_02850W_A-T,63,67
C7_02860C_A-T,503,462
C7_02870C_A-T,120,124
C7_02890C_A-T,1733,1615
C7_02910W_A-T,406,414
C7_02920W_A-T,8,2
C7_02930C_A-T,708,484
C7_02940C_A-T,249,216
C7_02950C_A-T,198,242
C7_02960C_A-T,136,90
C7_02970W_A-T,305,306
C7_02980C_A-T,32,26
C7_02990W_A-T,118,84
C7_03000C_A-T,724,663
C7_03010W_A-T,532,476
C7_03020C_A-T,62,59
C7_03030W_A-T,115,104
C7_03040W_A-T,27,17
C7_03050W_A-T,304,258
C7_03060C_A-T,235,172
C7_03070C_A-T,227,202
C7_03080W_A-T,483,423
C7_03090C_A-T,13,12
C7_03120W_A-T,564,446
C7_03130C_A-T,48,44
C7_03140W_A-T,1,2
C7_03160W_A-T,158,151
C7_03170W_A-T,13,8
C7_03180C_A-T,1671,1127
C7_03190C_A-T,9,11
C7_03200C_A-T,118,126
C7_03210W_A-T,104,93
C7_03220C_A-T,221,190
C7_03230C_A-T,10,11
C7_03240W_A-T,109,85
C7_03250C_A-T,4640,3662
C7_03260C_A-T,42,35
C7_03270W_A-T,2451,2193
C7_03280C_A-T,13,12
C7_03290C_A-T,3,1
C7_03300C_A-T,0,1
C7_03310W_A-T,22,20
C7_03320C_A-T,234,229
C7_03330C_A-T,2489,2001
C7_03340C_A-T,28,19
C7_03350C_A-T,216,198
C7_03360W_A-T,924,782
C7_03370C_A-T,385,374
C7_03380W_A-T,221,208
C7_03390C_A-T,874,659
C7_03400C_A-T,950,817
C7_03410C_A-T,58,59
C7_03420C_A-T,89,71
C7_03440W_A-T,56,81
C7_03450C_A-T,103,94
C7_03460W_A-T,0,1
C7_03480W_A-T,345,274
C7_03490W_A-T,119,105
C7_03500W_A-T,117,115
C7_03520W_A-T,59,47
C7_03530C_A-T,116,87
C7_03540C_A-T,645,534
C7_03560W_A-T,3,0
C7_03570W_A-T,138,103
C7_03590C_A-T,462,410
C7_03600W_A-T,342,336
C7_03610C_A-T,527,471
C7_03620C_A-T,123,119
C7_03630C_A-T,1407,1429
C7_03640C_A-T,141,151
C7_03650W_A-T,72,59
C7_03660C_A-T,5286,4075
C7_03670W_A-T,5797,4591
C7_03680W_A-T,10,6
C7_03700C_A-T,681,644
C7_03710C_A-T,78,58
C7_03720C_A-T,1516,1428
C7_03730C_A-T,69,72
C7_03740C_A-T,1,0
C7_03760W_A-T,29,19
C7_03770C_A-T,99,99
C7_03780C_A-T,32,29
C7_03790W_A-T,1215,953
C7_03800W_A-T,446,445
C7_03810W_A-T,726,681
C7_03820C_A-T,58,49
C7_03830C_A-T,406,422
C7_03840W_A-T,225,192
C7_03850W_A-T,635,563
C7_03860W_A-T,719,621
C7_03870W_A-T,358,293
C7_03880C_A-T,344,239
C7_03890C_A-T,302,295
C7_03910W_A-T,77,45
C7_03920C_A-T,10991,8736
C7_03930C_A-T,2171,1584
C7_03940C_A-T,196,176
C7_03960C_A-T,351,298
C7_03970C_A-T,101,109
C7_03980W_A-T,123,104
C7_03990C_A-T,397,284
C7_04000W_A-T,87,80
C7_04010W_A-T,263,249
C7_04020C_A-T,984,787
C7_04030C_A-T,377,331
C7_04040C_A-T,339,355
C7_04050W_A-T,279,264
C7_04060W_A-T,4,2
C7_04080C_A-T,2,0
C7_04090C_A-T,134,108
C7_04100C_A-T,157,115
C7_04110W_A-T,78,63
C7_04120W_A-T,60,47
C7_04130C_A-T,2829,2083
C7_04140C_A-T,409,321
C7_04150W_A-T,116,90
C7_04170W_A-T,23,25
C7_04180W_A-T,7,0
C7_04190C_A-T,618,546
C7_04200C_A-T,766,714
C7_04210C_A-T,741,653
C7_04230W_A-T,723,844
C7_04240C_A-T,156,153
C7_04250W_A-T,1,0
C7_04260W_A-T,337,265
C7_04270C_A-T,96,90
C7_04280C_A-T,165,107
C7_04290W_A-T,48,41
C7_04300W_A-T,1610,1326
C7_04310C_A-T,114,94
C7_04320W_A-T,1,0
C7_04330C_A-T,48,51
C7_04340C_A-T,2,8
C7_04360C_A-T,6,8
CR_00010C_A-T,8,2
CR_00020W_A-T,22,17
CR_00050W_A-T,48,41
CR_00060C_A-T,459,387
CR_00070W_A-T,82,76
CR_00080W_A-T,3538,2927
CR_00090C_A-T,101,91
CR_00100C_A-T,162,155
CR_00110W_A-T,104,104
CR_00120C_A-T,420,340
CR_00130C_A-T,241,213
CR_00140W_A-T,49,67
CR_00150C_A-T,179,118
CR_00160C_A-T,103,105
CR_00170W_A-T,8,14
CR_00180C_A-T,86,92
CR_00190W_A-T,101,107
CR_00200W_A-T,57,32
CR_00210W_A-T,12,9
CR_00220W_A-T,1,0
CR_00230W_A-T,748,613
CR_00240W_A-T,421,353
CR_00250W_A-T,3275,2415
CR_00260W_A-T,466,475
CR_00270C_A-T,11,8
CR_00280C_A-T,68,59
CR_00290W_A-T,138,128
CR_00310C_A-T,331,241
CR_00320C_A-T,1925,1525
CR_00330C_A-T,72,58
CR_00340C_A-T,108,94
CR_00350W_A-T,479,476
CR_00360C_A-T,1002,791
CR_00370W_A-T,145,134
CR_00380W_A-T,93,88
CR_00390W_A-T,47,40
CR_00400C_A-T,286,228
CR_00410W_A-T,74,77
CR_00420W_A-T,22,33
CR_00430C_A-T,244,183
CR_00440C_A-T,254,257
CR_00460C_A-T,401,416
CR_00480W_A-T,706,639
CR_00490W_A-T,875,787
CR_00510C_A-T,1071,946
CR_00520C_A-T,1683,1505
CR_00540C_A-T,661,519
CR_00550W_A-T,1,0
CR_00560W_A-T,238,212
CR_00570W_A-T,575,566
CR_00580W_A-T,3625,2542
CR_00590W_A-T,135,136
CR_00600C_A-T,22,23
CR_00610W_A-T,2,0
CR_00620C_A-T,83,43
CR_00630W_A-T,61,47
CR_00640W_A-T,12687,10813
CR_00670C_A-T,92,61
CR_00680W_A-T,394,361
CR_00690C_A-T,131,99
CR_00700W_A-T,17,16
CR_00710C_A-T,18,20
CR_00740C_A-T,32,24
CR_00750C_A-T,46,36
CR_00760C_A-T,1,0
CR_00780C_A-T,595,510
CR_00800C_A-T,928,842
CR_00810W_A-T,237,143
CR_00820C_A-T,79,60
CR_00830W_A-T,139,116
CR_00850C_A-T,0,1
CR_00860C_A-T,16041,12031
CR_00870C_A-T,21,19
CR_00880W_A-T,87,69
CR_00890C_A-T,184,135
CR_00900W_A-T,344,316
CR_00910W_A-T,4495,3752
CR_00920W_A-T,19,20
CR_00930W_A-T,15,3
CR_00970W_A-T,0,1
CR_00980C_A-T,355,368
CR_00990W_A-T,182,189
CR_01000C_A-T,154,154
CR_01010W_A-T,33,24
CR_01020C_A-T,64,69
CR_01030W_A-T,115,107
CR_01040C_A-T,358,347
CR_01050C_A-T,221,201
CR_01060W_A-T,906,810
CR_01070W_A-T,43,45
CR_01080W_A-T,274,247
CR_01090W_A-T,35,30
CR_01100C_A-T,312,276
CR_01110W_A-T,937,915
CR_01120C_A-T,269,251
CR_01130W_A-T,80,66
CR_01140C_A-T,473,386
CR_01150C_A-T,109,121
CR_01170W_A-T,263,211
CR_01180W_A-T,350,348
CR_01190C_A-T,111,110
CR_01200W_A-T,9,15
CR_01210C_A-T,252,206
CR_01220W_A-T,4,0
CR_01230C_A-T,72,79
CR_01240C_A-T,541,461
CR_01260W_A-T,155,189
CR_01270C_A-T,242,201
CR_01280C_A-T,290,274
CR_01290C_A-T,596,558
CR_01300W_A-T,888,707
CR_01310W_A-T,7838,4999
CR_01320C_A-T,250,230
CR_01330W_A-T,205,162
CR_01350C_A-T,491,412
CR_01360W_A-T,45,33
CR_01370C_A-T,1132,862
CR_01380W_A-T,135,121
CR_01390W_A-T,1629,1135
CR_01400W_A-T,1951,1395
CR_01410C_A-T,234,195
CR_01420W_A-T,300,222
CR_01430W_A-T,24,22
CR_01440C_A-T,146,135
CR_01470W_A-T,469,424
CR_01480W_A-T,176,140
CR_01490C_A-T,1065,986
CR_01500W_A-T,323,311
CR_01520W_A-T,1008,1004
CR_01540W_A-T,61,62
CR_01550C_A-T,197,142
CR_01560W_A-T,58,48
CR_01570W_A-T,162,163
CR_01580C_A-T,304,319
CR_01590C_A-T,968,899
CR_01600C_A-T,45,48
CR_01610C_A-T,963,708
CR_01620C_A-T,10297,7954
CR_01640C_A-T,0,1
CR_01650W_A-T,619,552
CR_01660C_A-T,477,451
CR_01670W_A-T,111,81
CR_01680C_A-T,593,622
CR_01690C_A-T,4712,3728
CR_01700C_A-T,134,113
CR_01710W_A-T,147,132
CR_01720W_A-T,25,24
CR_01730W_A-T,324,374
CR_01740W_A-T,1308,1183
CR_01750C_A-T,834,711
CR_01760C_A-T,3291,2629
CR_01770C_A-T,73,72
CR_01780W_A-T,100,129
CR_01800C_A-T,27,34
CR_01820W_A-T,460,319
CR_01850C_A-T,1,2
CR_01860W_A-T,0,1
CR_01900C_A-T,2,1
CR_01910C_A-T,2,4
CR_01920W_A-T,3,2
CR_01930C_A-T,37,31
CR_01950W_A-T,756,596
CR_01960C_A-T,65,82
CR_01970C_A-T,1497,1146
CR_01980C_A-T,378,306
CR_01990C_A-T,93,70
CR_02000C_A-T,608,537
CR_02020C_A-T,357,367
CR_02030C_A-T,205,165
CR_02040W_A-T,148,140
CR_02050C_A-T,379,317
CR_02060W_A-T,140,127
CR_02070C_A-T,16,10
CR_02090C_A-T,409,340
CR_02100C_A-T,65,67
CR_02110W_A-T,467,443
CR_02120C_A-T,62,63
CR_02130W_A-T,172,160
CR_02140W_A-T,209,207
CR_02150W_A-T,249,207
CR_02160W_A-T,62,49
CR_02170W_A-T,461,425
CR_02180W_A-T,13,16
CR_02190C_A-T,109,110
CR_02200C_A-T,384,338
CR_02210W_A-T,368,378
CR_02220C_A-T,6,7
CR_02240C_A-T,2,3
CR_02250C_A-T,239,215
CR_02260C_A-T,20,16
CR_02270C_A-T,12,13
CR_02280W_A-T,15,15
CR_02290W_A-T,0,1
CR_02300C_A-T,136,100
CR_02330C_A-T,1,0
CR_02350C_A-T,33,26
CR_02360W_A-T,393,327
CR_02370W_A-T,887,756
CR_02380C_A-T,154,143
CR_02390W_A-T,182,149
CR_02400W_A-T,5,3
CR_02410W_A-T,22,15
CR_02420W_A-T,271,236
CR_02430C_A-T,426,363
CR_02440W_A-T,0,1
CR_02460W_A-T,40,29
CR_02490W_A-T,2,0
CR_02500W_A-T,69,67
CR_02510W_A-T,154,143
CR_02520W_A-T,731,625
CR_02530W_A-T,3855,3258
CR_02540W_A-T,467,419
CR_02550C_A-T,297,254
CR_02560C_A-T,282,258
CR_02570C_A-T,33,24
CR_02580W_A-T,524,386
CR_02590C_A-T,70,88
CR_02600W_A-T,50,39
CR_02610C_A-T,692,592
CR_02620C_A-T,1369,1168
CR_02630C_A-T,115,96
CR_02640W_A-T,567,541
CR_02650C_A-T,289,245
CR_02670C_A-T,119,101
CR_02680W_A-T,122,119
CR_02690W_A-T,227,204
CR_02700W_A-T,190,133
CR_02710W_A-T,565,488
CR_02720C_A-T,260,195
CR_02740W_A-T,210,176
CR_02750C_A-T,0,3
CR_02760C_A-T,110,106
CR_02770C_A-T,205,192
CR_02780W_A-T,1,0
CR_02790C_A-T,98,86
CR_02800C_A-T,4,6
CR_02810W_A-T,15,13
CR_02820W_A-T,1457,1183
CR_02850C_A-T,357,298
CR_02860W_A-T,2270,1901
CR_02870W_A-T,456,384
CR_02880W_A-T,45,44
CR_02890C_A-T,441,421
CR_02910W_A-T,41,42
CR_02920C_A-T,13,3
CR_02930W_A-T,295,207
CR_02940C_A-T,61,51
CR_02950C_A-T,560,492
CR_02960W_A-T,17,16
CR_02970C_A-T,304,227
CR_02980C_A-T,1253,1076
CR_02990C_A-T,253,216
CR_03000C_A-T,100,129
CR_03010C_A-T,140,109
CR_03020C_A-T,325,272
CR_03030C_A-T,17989,15099
CR_03040C_A-T,58,43
CR_03050C_A-T,95,86
CR_03060W_A-T,2585,2025
CR_03070W_A-T,256,202
CR_03080C_A-T,75,81
CR_03090C_A-T,1480,1030
CR_03100W_A-T,175,153
CR_03110W_A-T,111,114
CR_03120W_A-T,225,195
CR_03130W_A-T,84,75
CR_03140C_A-T,53,56
CR_03150W_A-T,200,156
CR_03160W_A-T,134,109
CR_03170W_A-T,3960,2971
CR_03180W_A-T,104,115
CR_03200C_A-T,140,162
CR_03210C_A-T,196,152
CR_03220C_A-T,11,18
CR_03230W_A-T,145,91
CR_03240C_A-T,123,117
CR_03250C_A-T,83,84
CR_03260W_A-T,35,30
CR_03270W_A-T,75,110
CR_03280W_A-T,1625,1239
CR_03310C_A-T,117,76
CR_03330W_A-T,143,98
CR_03340C_A-T,107,78
CR_03350C_A-T,310,239
CR_03360W_A-T,424,333
CR_03370C_A-T,335,285
CR_03380W_A-T,220,184
CR_03390C_A-T,65,60
CR_03400W_A-T,292,269
CR_03410W_A-T,63,71
CR_03420C_A-T,422,383
CR_03430W_A-T,143,136
CR_03450W_A-T,86,58
CR_03460W_A-T,103,90
CR_03470W_A-T,190,170
CR_03480W_A-T,1,0
CR_03490W_A-T,9,13
CR_03500W_A-T,8520,6336
CR_03510W_A-T,0,1
CR_03520C_A-T,693,537
CR_03530W_A-T,1698,1431
CR_03540W_A-T,129,115
CR_03550W_A-T,240,202
CR_03560W_A-T,62,46
CR_03570C_A-T,172,131
CR_03590C_A-T,1,0
CR_03600C_A-T,458,399
CR_03610C_A-T,999,767
CR_03620C_A-T,28,21
CR_03640C_A-T,229,180
CR_03650W_A-T,434,381
CR_03660C_A-T,152,138
CR_03680C_A-T,329,277
CR_03690W_A-T,37,41
CR_03700C_A-T,72,83
CR_03710C_A-T,25,14
CR_03720W_A-T,7798,6401
CR_03730C_A-T,1,2
CR_03740C_A-T,301,286
CR_03750C_A-T,147,113
CR_03760W_A-T,497,452
CR_03770C_A-T,8461,6240
CR_03780C_A-T,29,36
CR_03790C_A-T,160,199
CR_03800C_A-T,63,51
CR_03810W_A-T,40,23
CR_03820C_A-T,54,52
CR_03830C_A-T,590,503
CR_03840C_A-T,162,161
CR_03850W_A-T,42,53
CR_03860C_A-T,205,195
CR_03870W_A-T,155,197
CR_03880W_A-T,1,0
CR_03890W_A-T,10,11
CR_03900W_A-T,204,215
CR_03910C_A-T,198,216
CR_03920C_A-T,151,114
CR_03930C_A-T,69,56
CR_03940W_A-T,214,179
CR_03950W_A-T,374,311
CR_03960C_A-T,41,36
CR_03970C_A-T,301,257
CR_03980W_A-T,118,106
CR_03990C_A-T,379,339
CR_04000W_A-T,1078,833
CR_04010C_A-T,1120,861
CR_04020C_A-T,202,181
CR_04030W_A-T,62,53
CR_04040C_A-T,35,38
CR_04050C_A-T,555,516
CR_04060C_A-T,86,83
CR_04070W_A-T,221,139
CR_04080C_A-T,1044,1012
CR_04090C_A-T,5013,4076
CR_04100C_A-T,23164,19380
CR_04110W_A-T,281,284
CR_04120C_A-T,116,84
CR_04130C_A-T,154,154
CR_04140W_A-T,1358,1129
CR_04150W_A-T,26,15
CR_04160C_A-T,504,416
CR_04170W_A-T,1525,1203
CR_04180C_A-T,315,254
CR_04190W_A-T,930,739
CR_04200W_A-T,5911,4519
CR_04210C_A-T,6,7
CR_04230W_A-T,139,135
CR_04240C_A-T,1713,1535
CR_04260W_A-T,314,309
CR_04270C_A-T,44,42
CR_04280C_A-T,40,45
CR_04290W_A-T,100,84
CR_04300W_A-T,1901,1392
CR_04310C_A-T,140,73
CR_04330W_A-T,55,57
CR_04340W_A-T,1088,923
CR_04350C_A-T,116,80
CR_04360C_A-T,1960,1508
CR_04370W_A-T,86,81
CR_04380C_A-T,1547,1330
CR_04390C_A-T,176,166
CR_04400W_A-T,7,5
CR_04410W_A-T,20,17
CR_04420C_A-T,47,33
CR_04440C_A-T,3,3
CR_04450C_A-T,497,412
CR_04460C_A-T,47,52
CR_04470W_A-T,12,12
CR_04480C_A-T,13,9
CR_04490C_A-T,28,30
CR_04500C_A-T,215,185
CR_04510W_A-T,5752,5488
CR_04520W_A-T,243,199
CR_04530W_A-T,1387,1170
CR_04540C_A-T,116,58
CR_04550W_A-T,887,744
CR_04560C_A-T,252,222
CR_04570C_A-T,824,643
CR_04580W_A-T,948,808
CR_04590C_A-T,399,386
CR_04600W_A-T,225,176
CR_04610C_A-T,1,0
CR_04640W_A-T,0,1
CR_04650W_A-T,868,698
CR_04660C_A-T,1911,1549
CR_04710W_A-T,102,68
CR_04720C_A-T,417,358
CR_04730W_A-T,500,430
CR_04740C_A-T,3330,2833
CR_04750W_A-T,190,172
CR_04760C_A-T,27,26
CR_04770C_A-T,58,47
CR_04780W_A-T,795,713
CR_04790W_A-T,93,87
CR_04800W_A-T,36,39
CR_04810W_A-T,26703,19532
CR_04820W_A-T,13,7
CR_04830C_A-T,29,14
CR_04840C_A-T,101,117
CR_04850C_A-T,14,8
CR_04860C_A-T,45,30
CR_04870C_A-T,107,105
CR_04880W_A-T,145,126
CR_04890W_A-T,38,25
CR_04900C_A-T,1,6
CR_04910W_A-T,83,85
CR_04920W_A-T,90,85
CR_04930W_A-T,338,256
CR_04940W_A-T,200,172
CR_04950W_A-T,140,129
CR_04960C_A-T,45,19
CR_05010W_A-T,53,49
CR_05020W_A-T,8,6
CR_05030W_A-T,438,382
CR_05050W_A-T,5298,4893
CR_05080W_A-T,801,603
CR_05090C_A-T,2,0
CR_05100W_A-T,46,35
CR_05120W_A-T,239,181
CR_05130C_A-T,160,180
CR_05140W_A-T,86,89
CR_05150W_A-T,464,413
CR_05160C_A-T,29,29
CR_05170C_A-T,170,7
CR_05180C_A-T,3030,2699
CR_05200C_A-T,975,833
CR_05210W_A-T,202,204
CR_05220C_A-T,768,570
CR_05240C_A-T,16,21
CR_05250C_A-T,12,13
CR_05260C_A-T,109,92
CR_05280W_A-T,1,0
CR_05290W_A-T,20,19
CR_05300C_A-T,86,76
CR_05310W_A-T,264,217
CR_05330W_A-T,48,39
CR_05340C_A-T,27,14
CR_05360C_A-T,63,53
CR_05380C_A-T,976,889
CR_05390W_A-T,2585,2266
CR_05430W_A-T,1,0
CR_05440W_A-T,197,155
CR_05450C_A-T,242,204
CR_05460W_A-T,90,60
CR_05480W_A-T,642,579
CR_05490W_A-T,5,6
CR_05500C_A-T,99,98
CR_05510W_A-T,90,70
CR_05520W_A-T,1527,1272
CR_05530C_A-T,250,227
CR_05540C_A-T,70,49
CR_05550C_A-T,799,772
CR_05560W_A-T,91,72
CR_05570C_A-T,6,17
CR_05610C_A-T,67,64
CR_05620C_A-T,229,213
CR_05630W_A-T,338,283
CR_05640C_A-T,55,38
CR_05650W_A-T,230,186
CR_05660W_A-T,558,513
CR_05670C_A-T,954,744
CR_05680C_A-T,11,18
CR_05690W_A-T,46,34
CR_05700C_A-T,310,321
CR_05710C_A-T,1,1
CR_05720W_A-T,426,333
CR_05730C_A-T,86,90
CR_05740C_A-T,41,43
CR_05750W_A-T,17,17
CR_05760C_A-T,95,90
CR_05770W_A-T,13,18
CR_05780W_A-T,2474,1972
CR_05790C_A-T,2092,1872
CR_05800C_A-T,180,168
CR_05830C_A-T,67,68
CR_05840W_A-T,121,105
CR_05860W_A-T,119,110
CR_05880W_A-T,17,17
CR_05890C_A-T,448,318
CR_05900W_A-T,47,45
CR_05910W_A-T,423,321
CR_05920C_A-T,189,161
CR_05940W_A-T,1,0
CR_05950C_A-T,333,296
CR_05960W_A-T,55,41
CR_05970C_A-T,311,255
CR_05980W_A-T,255,212
CR_05990C_A-T,344,286
CR_06000W_A-T,567,520
CR_06010W_A-T,31,29
CR_06020W_A-T,16,11
CR_06030C_A-T,0,1
CR_06040W_A-T,355,285
CR_06050W_A-T,529,437
CR_06060W_A-T,159,153
CR_06070W_A-T,357,332
CR_06080W_A-T,1640,1462
CR_06090W_A-T,93,82
CR_06110C_A-T,31,34
CR_06120W_A-T,1165,869
CR_06140W_A-T,882,690
CR_06150C_A-T,1975,1648
CR_06160C_A-T,55,39
CR_06170W_A-T,185,210
CR_06180W_A-T,624,586
CR_06230W_A-T,167,157
CR_06240C_A-T,17,11
CR_06250W_A-T,0,1
CR_06290C_A-T,29,30
CR_06300C_A-T,87,93
CR_06310W_A-T,1,1
CR_06320C_A-T,39,36
CR_06330C_A-T,393,359
CR_06340C_A-T,5176,4572
CR_06380C_A-T,4,3
CR_06420W_A-T,174,165
CR_06430W_A-T,39,38
CR_06440C_A-T,205,230
CR_06450W_A-T,119,123
CR_06460W_A-T,0,2
CR_06470W_A-T,121,128
CR_06480C_A-T,66,44
CR_06490C_A-T,8604,7093
CR_06500C_A-T,49,31
CR_06510W_A-T,16,16
CR_06520C_A-T,280,245
CR_06530W_A-T,419,405
CR_06540W_A-T,109,103
CR_06550C_A-T,16,11
CR_06560C_A-T,332,362
CR_06570C_A-T,2,2
CR_06590C_A-T,15,15
CR_06620W_A-T,130,125
CR_06640C_A-T,104,95
CR_06650C_A-T,12,11
CR_06660W_A-T,141,114
CR_06670W_A-T,0,1
CR_06680C_A-T,572,432
CR_06690C_A-T,47,31
CR_06700C_A-T,787,665
CR_06710C_A-T,149,127
CR_06720W_A-T,998,787
CR_06730W_A-T,27,29
CR_06740W_A-T,89,85
CR_06750C_A-T,760,711
CR_06760C_A-T,6015,4467
CR_06770C_A-T,149,152
CR_06780W_A-T,134,133
CR_06790C_A-T,17,11
CR_06800C_A-T,3874,3096
CR_06810W_A-T,3947,3686
CR_06820W_A-T,243,213
CR_06830C_A-T,80,70
CR_06840W_A-T,451,360
CR_06850C_A-T,121,130
CR_06860C_A-T,557,552
CR_06900C_A-T,202,180
CR_06910W_A-T,191,183
CR_06920W_A-T,35,26
CR_06930W_A-T,94,106
CR_06940W_A-T,125,109
CR_06950C_A-T,325,237
CR_06960W_A-T,118,85
CR_06970C_A-T,77,62
CR_06980W_A-T,56,43
CR_07000C_A-T,298,272
CR_07010W_A-T,4934,4343
CR_07020W_A-T,1348,1046
CR_07030C_A-T,333,282
CR_07040W_A-T,77,53
CR_07050C_A-T,9154,7419
CR_07060C_A-T,38,30
CR_07070C_A-T,3,2
CR_07080W_A-T,2192,2033
CR_07090W_A-T,384,298
CR_07100W_A-T,319,357
CR_07110C_A-T,4,0
CR_07120C_A-T,94,84
CR_07130C_A-T,1,3
CR_07150W_A-T,67,63
CR_07170W_A-T,0,2
CR_07180W_A-T,282,276
CR_07190W_A-T,18,22
CR_07200W_A-T,177,151
CR_07210W_A-T,523,457
CR_07220C_A-T,7,5
CR_07230W_A-T,505,401
CR_07240C_A-T,181,204
CR_07250C_A-T,3,2
CR_07260C_A-T,1,0
CR_07270C_A-T,53,51
CR_07280W_A-T,538,491
CR_07290W_A-T,499,423
CR_07300W_A-T,1,2
CR_07310W_A-T,89,91
CR_07320C_A-T,910,732
CR_07330W_A-T,437,368
CR_07340C_A-T,123,130
CR_07350W_A-T,196,121
CR_07360W_A-T,155,144
CR_07370W_A-T,394,329
CR_07380C_A-T,115,111
CR_07390C_A-T,957,875
CR_07400C_A-T,5201,4361
CR_07420W_A-T,4688,3740
CR_07440W_A-T,316,275
CR_07450C_A-T,175,164
CR_07460C_A-T,164,156
CR_07470W_A-T,171,195
CR_07480W_A-T,1,2
CR_07490C_A-T,19,25
CR_07510W_A-T,141,97
CR_07520C_A-T,669,624
CR_07530C_A-T,118,122
CR_07560W_A-T,15,22
CR_07570W_A-T,151,138
CR_07580C_A-T,48,44
CR_07590W_A-T,659,538
CR_07600W_A-T,322,272
CR_07610C_A-T,0,1
CR_07620W_A-T,1121,779
CR_07630C_A-T,12901,11131
CR_07640C_A-T,61,42
CR_07650W_A-T,1961,1482
CR_07660C_A-T,229,200
CR_07670W_A-T,295,235
CR_07680C_A-T,9,6
CR_07690W_A-T,69,60
CR_07700W_A-T,13,4
CR_07710W_A-T,2372,2035
CR_07720C_A-T,130,95
CR_07730W_A-T,36,22
CR_07740W_A-T,9,4
CR_07750C_A-T,270,263
CR_07760W_A-T,400,354
CR_07770C_A-T,66,64
CR_07780W_A-T,152,119
CR_07790C_A-T,221,195
CR_07800W_A-T,1,1
CR_07810W_A-T,158,149
CR_07820W_A-T,1,1
CR_07830C_A-T,105,100
CR_07840C_A-T,9,9
CR_07850W_A-T,87,67
CR_07860C_A-T,229,191
CR_07870W_A-T,43,34
CR_07890W_A-T,1765,1738
CR_07910C_A-T,113,85
CR_07920W_A-T,168,145
CR_07940W_A-T,0,1
CR_07950W_A-T,650,558
CR_07960C_A-T,62,74
CR_08000C_A-T,747,640
CR_08010W_A-T,105,74
CR_08020C_A-T,1521,1220
CR_08030C_A-T,329,241
