,WT_1_FPKM,WT_2_FPKM,WT_3_FPKM,YCK2_1_FPKM,YCK2_2_FPKM,YCK2_3_FPKM
CAALFM_C601440CA,2.692746,1.893503,3.70696,1.738842,1.626624,1.850485
CAALFM_C601450CA,9.359661,9.005289,7.41898,76.482864,55.280523,52.530031
CAALFM_C601460CA,45.893865,37.569423,61.035645,83.60572,88.315499,79.115082
CAALFM_C601470WA,5.427304,3.898097,7.23583,6.065113,6.14698,4.550036
CAALFM_C601480WA,7.405346,6.751778,7.024942,9.85407,9.896707,8.403224
CAALFM_C601490CA,1.587753,2.597083,0,14.188997,11.626955,9.95634
CAALFM_C601500CA,0.531922,0.650897,0.288874,5.823033,6.716745,5.082602
CAALFM_C601510WA,10.177971,16.656809,9.612309,0,0.489377,0
CAALFM_C601520WA,3.155685,2.28263,3.01777,4.282213,5.978421,3.33828
CAALFM_C601540CA,140.261266,128.663226,168.377768,194.243725,164.837935,141.699827
CAALFM_C601540CA,29.170347,22.106055,28.591728,35.245564,27.101125,22.186884
CAALFM_C601550CA,12.051095,8.09831,16.594697,15.265994,18.229703,16.310593
CAALFM_C601560WA,7.774307,7.279501,10.809997,19.813376,20.134081,19.55726
CAALFM_C601570CA,6.180525,5.093265,8.025648,10.002312,11.169822,10.324619
CAALFM_C601590WA,49.286952,36.245852,65.915207,66.568631,65.52694,69.623977
CAALFM_C601610WA,4302.221943,4102.92392,4434.61624,3327.162475,3546.33782,3927.762247
CAALFM_C601620WA,9.238853,3.932724,15.763666,7.971941,4.929554,5.178816
CAALFM_C601630WA,393.081658,346.731219,469.755152,290.979377,332.727566,336.366682
CAALFM_C601640WA,47.203646,42.867934,46.908012,41.779572,47.888323,43.01114
CAALFM_C601650CA,11.940519,13.444754,9.417183,15.005493,13.25127,11.860445
CAALFM_C601670WA,285.646292,344.800087,124.915157,186.751754,125.95566,127.145154
CAALFM_C601680CA,1.200958,2.289745,1.950189,2.693311,3.115502,3.1199
CAALFM_C601690WA,13.036886,11.185102,14.802489,18.293094,17.556412,19.595312
CAALFM_C601700WA,6139.41751,5866.965921,6247.409401,4300.210947,4423.120316,5107.783014
CAALFM_C601710CA,30.802624,23.34467,40.871963,44.49364,47.203201,43.494558
CAALFM_C601720CA,232.183961,330.0854,314.861185,487.45463,503.650323,503.42817
CAALFM_C601730WA,0,0,0.682744,0.437587,0.074717,0
CAALFM_C601740CA,27.492146,37.242661,20.513521,43.704678,30.098965,28.345783
CAALFM_C601750CA,18.702289,22.032118,18.52765,31.83017,25.179965,30.082142
CAALFM_C601760WA,52.202262,57.359287,57.310705,77.96068,78.072064,68.838261
CAALFM_C601770WA,18.677496,17.286139,23.020332,18.913343,19.885114,20.916972
CAALFM_C601780CA,61.006453,56.645269,41.936912,64.39267,40.291355,35.128696
CAALFM_C601790CA,14.638523,15.283444,12.039434,17.569408,13.936265,13.079685
CAALFM_C601800WA,0,0,0,0.930734,0.384041,0
CAALFM_C601810WA,1.066923,1.385725,1.664227,1.974095,1.343477,1.51638
CAALFM_C601820CA,37.80739,42.999065,36.952889,37.877873,37.417289,33.160722
CAALFM_C601830WA,91.871283,94.531578,79.376246,72.773339,74.74903,75.34314
CAALFM_C601840CA,89.732237,90.683036,100.034385,77.879676,77.308997,83.885642
CAALFM_C601850WA,28.951609,25.056817,32.364253,28.421126,26.943459,28.026019
CAALFM_C601860CA,325.61061,312.419025,365.524765,292.670694,281.981998,307.948636
CAALFM_C601870CA,14.274177,14.595548,13.354661,7.500721,13.445366,9.486311
CAALFM_C601880WA,20.819752,22.882525,30.728715,33.27451,35.849506,34.908746
CAALFM_C601890CA,100.177195,73.380841,128.398517,93.078672,108.049099,121.936868
CAALFM_C601900CA,41.16375,50.898036,43.456333,63.22529,77.993512,61.117339
CAALFM_C601910WA,540.276762,569.497748,576.869543,590.338416,687.646058,633.016006
CAALFM_C601920CA,41.954114,37.115239,47.272373,46.303463,44.915674,49.764982
CAALFM_C601930WA,120.710313,109.434315,167.160315,262.812112,325.992,289.762242
CAALFM_C601940WA,34.54333,32.941786,32.943793,69.093484,66.472047,77.203895
CAALFM_C601950CA,55.726931,50.669762,63.816444,50.510036,53.427491,56.295934
CAALFM_C601960WA,17.642734,15.532209,21.606921,22.343018,21.192668,20.086496
CAALFM_C601970CA,6508.484555,6549.144101,7207.462422,4748.719272,5129.234913,5744.245769
CAALFM_C601980CA,236.73211,218.320113,296.831565,227.871674,267.826904,276.651163
CAALFM_C601990WA,0.381632,0.511439,0.349748,0.578722,0.487418,0.250732
CAALFM_C602000WA,2.898587,2.266235,3.1698,3.901709,3.987015,3.114714
CAALFM_C602010CA,234.669386,237.229224,219.15919,343.7703,243.939572,491.291887
CAALFM_C602020CA,11.731485,10.703873,12.182978,29.137658,29.607836,32.841641
CAALFM_C602030CA,21.57214,23.271808,20.705222,35.52304,31.933315,34.243226
CAALFM_C602040WA,651.504764,612.818846,675.982633,681.839782,748.52014,731.02894
CAALFM_C602050WA,11.774469,11.614286,15.965445,12.550488,13.642755,11.291758
CAALFM_C602060WA,58.426887,57.090655,53.477018,57.749089,56.303159,48.915203
CAALFM_C602070CA,4495.890944,4435.365047,4882.786328,3336.852367,3491.41427,3937.1395
CAALFM_C602090CA,13.670196,9.555872,23.509915,24.858271,28.486921,24.125125
CAALFM_C602100WA,0.930073,1.301393,1.176474,55.063321,28.015336,34.072151
CAALFM_C602110WA,3.863914,6.737054,9.441752,8.957126,10.811876,12.467557
CAALFM_C602120WA,84.163428,85.097284,89.608643,105.948472,102.49121,85.852364
CAALFM_C602130CA,9.751601,8.069341,12.474707,12.473518,14.137559,12.990978
CAALFM_C602140WA,17.717926,16.46553,19.484068,23.570224,21.902447,17.660111
CAALFM_C602150CA,8.849055,7.582637,10.266257,10.129152,12.29814,13.234721
CAALFM_C602160WA,9.943972,12.808524,8.336179,18.497268,17.925455,14.565422
CAALFM_C602170CA,19.269877,15.967097,22.804756,15.759597,20.131045,25.417001
CAALFM_C602180WA,41.526529,44.863934,50.41556,73.006117,70.480057,73.354284
CAALFM_C602190CA,49.364706,46.52164,54.504561,60.705189,65.769688,58.095016
CAALFM_C602200CA,4.610585,6.926361,2.634211,23.829275,22.222038,15.483258
CAALFM_C602210WA,32.005661,27.720467,32.452109,52.508325,66.125148,68.003965
CAALFM_C602220WA,252.202034,257.52039,284.026719,318.506903,332.29009,348.539564
CAALFM_C602230WA,84.712252,61.454335,102.059081,75.834375,81.396499,87.773694
CAALFM_C602240CA,6536.918125,6413.919786,6707.753227,4792.453863,4801.199938,5473.375608
CAALFM_C602250WA,19.782645,11.290633,29.276002,23.875838,28.529702,27.181019
CAALFM_C602260CA,97.874127,97.938461,102.187012,120.838233,117.742762,104.401957
CAALFM_C602270CA,15.562144,10.784613,22.737719,15.726673,20.878284,18.710528
CAALFM_C602280WA,47.02281,33.178188,42.122141,35.669969,40.859107,34.978616
CAALFM_C602300CA,16.166344,13.61209,32.717593,18.845458,21.310088,22.594528
CAALFM_C602300CA,27.986071,19.955722,33.204339,26.917844,34.743733,32.74241
CAALFM_C602310WA,19.121998,17.630516,25.628488,27.94064,29.132711,27.195722
CAALFM_C602320CA,15.278933,10.093461,19.272243,20.516971,20.864551,20.544095
CAALFM_C602330WA,821.553828,1046.242954,770.381111,908.136049,1082.668437,825.2163
CAALFM_C602340WA,93.87692,90.16121,102.194957,101.014766,111.622661,107.398155
CAALFM_C602350CA,43.732115,30.270461,59.635644,46.614767,58.887946,51.547431
CAALFM_C602360WA,208.800845,151.703284,235.070274,153.193954,162.081491,208.838255
CAALFM_C602370CA,115.943234,94.476629,132.285727,126.066587,142.227517,132.241211
CAALFM_C602380WA,291.22704,229.657112,364.911394,212.485131,233.897588,257.782971
CAALFM_C602390WA,4.469903,6.230848,15.160079,3.467652,4.914626,3.601559
CAALFM_C602400WA,8.553254,5.513935,7.10997,3.119593,6.427322,5.240213
CAALFM_C602410WA,37.046748,33.222579,40.962704,50.914656,61.049265,56.773287
CAALFM_C602420WA,7.4492,5.854849,4.140115,13.601083,12.713174,11.864484
CAALFM_C602430WA,3.966069,2.581525,6.122252,4.538724,6.781696,3.977526
CAALFM_C602440CA,14.005606,9.882682,21.634683,19.603083,24.822286,27.418805
CAALFM_C602450WA,4.805653,6.973254,4.955592,4.25463,6.377674,3.39329
CAALFM_C602460CA,90.722801,87.266914,107.113001,107.191056,121.683777,115.717611
CAALFM_C602470WA,87.765692,73.38541,87.089853,73.58824,72.504906,78.185331
CAALFM_C602480WA,73.25704,62.749108,92.740832,95.525206,89.568767,95.108491
CAALFM_C602490CA,28.709348,27.213194,37.867611,54.602867,58.2235,51.616442
CAALFM_C602500CA,86.83863,89.816918,90.832489,35.887435,42.634858,40.973423
CAALFM_C602510CA,0,0,0,0,0,0
CAALFM_C602520WA,118.612217,87.982079,133.753715,184.578735,185.397913,182.20612
CAALFM_C602530CA,75.821033,73.0037,81.455614,77.357018,80.959568,75.980888
CAALFM_C602540CA,27.946097,25.743596,22.301518,22.998528,18.724686,20.451217
CAALFM_C602550WA,0.664556,0.673472,0.333668,0,0.313673,0.096766
CAALFM_C602560WA,55.303283,61.701162,54.398702,65.586826,71.749917,77.881176
CAALFM_C602570CA,18.740443,24.012409,19.003171,29.829468,27.330088,23.807081
CAALFM_C602580WA,15.505342,17.30565,13.905062,18.296409,16.087158,17.594111
CAALFM_C602590CA,55.674479,62.997048,55.519021,62.582344,63.33714,68.333785
CAALFM_C602600WA,49.533937,41.170309,53.68622,51.472241,52.433469,48.963073
CAALFM_C602610CA,94.829754,90.888929,88.52989,87.223894,79.686018,80.725033
CAALFM_C602620CA,1.255268,0.430221,0.911988,3.012484,2.300952,1.412241
CAALFM_C602630CA,20.286327,20.143925,19.752135,17.451778,17.664243,14.957884
CAALFM_C602640CA,16.240702,19.738691,24.712169,31.134327,25.97866,28.984192
CAALFM_C602650CA,11.793778,15.584019,13.996487,12.347753,14.107215,13.582229
CAALFM_C602660CA,0.683085,0.731512,0.584577,1.734797,1.153454,1.445427
CAALFM_C602670CA,16.032898,17.751871,23.943072,64.959765,62.483158,55.940606
CAALFM_C602680WA,17.62579,19.390269,13.56766,30.441851,26.390415,22.013635
CAALFM_C602690CA,70.844422,54.204451,96.200357,85.307774,99.895216,96.17289
CAALFM_C602710CA,0.977284,0.694263,0.998591,7.966538,2.701733,3.700813
CAALFM_C602720CA,10.041049,12.325953,9.553375,9.814147,8.493688,8.912468
CAALFM_C602730WA,170.932702,156.383993,162.809831,171.590142,165.706143,165.958244
CAALFM_C602740WA,421.210974,412.836975,473.583979,506.005477,532.097668,562.003245
CAALFM_C602750CA,4.95101,3.58999,8.177939,7.02468,5.98125,7.574389
CAALFM_C602760WA,1.121345,0.665655,0.656994,1.404948,0.893474,0.348164
CAALFM_C602770WA,305.674721,232.855175,332.361257,223.977939,221.367017,284.991538
CAALFM_C602780CA,32.886967,30.60203,30.911812,35.215404,26.174831,26.624191
CAALFM_C602790CA,9.159499,16.007694,3.834124,9.840189,6.336299,5.296307
CAALFM_C602800WA,54.542089,57.676447,52.669616,55.606745,54.472871,68.344653
CAALFM_C602810CA,17.53333,12.714731,23.633353,19.811225,18.971951,18.763874
CAALFM_C602830WA,4.958545,3.989892,4.725691,3.721087,3.547373,3.678056
CAALFM_C602840CA,30.11926,30.569156,41.140916,36.290628,39.791466,40.919846
CAALFM_C602850WA,20.636999,19.337908,14.807454,22.402199,23.110266,21.636392
CAALFM_C602860WA,30.772453,31.12304,31.907948,35.922299,33.671908,27.52484
CAALFM_C602870WA,64.276242,61.790822,71.101133,294.524625,341.879836,391.143594
CAALFM_C602880WA,134.461588,117.335024,141.681827,121.686129,123.621544,134.379283
CAALFM_C602890CA,0.66241,0.919381,0.637867,26.095404,38.344132,29.277335
CAALFM_C602900CA,25.283076,16.274968,37.822579,23.977464,28.366323,29.783353
CAALFM_C602910WA,44.017439,21.240329,54.853319,44.207357,41.657184,48.154302
CAALFM_C602920CA,24.670603,29.313021,25.112791,32.198047,34.714665,29.278342
CAALFM_C602930WA,26.900054,17.774995,17.489461,22.447023,20.077378,20.477679
CAALFM_C602940CA,69.568277,57.163221,44.54681,37.023305,27.982915,29.402246
CAALFM_C602950CA,1.633886,1.670999,0.65114,0.500028,0.846637,1.10736
CAALFM_C602960WA,25.605136,23.497227,31.774073,22.507351,23.998743,22.472414
CAALFM_C602970CA,9.521397,6.254561,12.995137,14.025554,17.327251,12.670358
CAALFM_C602980CA,78.407663,63.369316,61.888984,87.479578,90.541236,79.484098
CAALFM_C602990WA,11.051053,7.690068,13.97172,12.645886,10.183842,10.395704
CAALFM_C603000CA,5.874378,7.083365,8.370613,9.308718,9.091593,11.343168
CAALFM_C603010WA,8.527045,7.322632,9.108845,8.224957,8.505385,7.660727
CAALFM_C603020WA,10.882146,11.484177,10.548875,17.238643,16.589413,14.950358
CAALFM_C603030WA,2.519046,5.817428,1.581571,19.019934,12.986949,14.461665
CAALFM_C603040CA,5.267047,5.773421,8.783527,7.347783,9.231841,7.794591
CAALFM_C603050CA,3.042913,4.240416,2.345164,10.698513,7.311355,8.964385
CAALFM_C603060WA,0.210321,0.050313,0.238388,0.183136,0.2225,0.184055
CAALFM_C603070CA,33.239914,30.676236,32.549001,27.920152,6.820417,23.767779
CAALFM_C603080CA,219.079415,219.756821,238.735061,186.753273,229.175991,189.389822
CAALFM_C603090WA,0.232117,0.082809,0.290921,0.782165,0.835161,0.765207
CAALFM_C603100WA,70.363971,72.715499,90.210564,117.021083,130.112404,115.374507
CAALFM_C603110CA,10.757793,7.692242,18.17064,11.737992,13.209406,17.056114
CAALFM_C603120WA,30.961366,24.318,38.840268,32.377915,35.706548,36.88882
CAALFM_C603130WA,1429.722079,1386.899565,1442.029867,1408.749552,1505.055695,1533.838305
CAALFM_C603140CA,44.890152,40.195479,55.024367,52.46411,52.11986,56.26081
CAALFM_C603150CA,20.975771,20.062207,17.518239,29.063862,28.731078,27.710835
CAALFM_C603160CA,44.210018,49.935583,43.225432,37.281774,40.809594,39.046241
CAALFM_C603170CA,1.617007,1.280936,2.009812,1.843499,1.24989,1.484301
CAALFM_C603180CA,35.652015,25.581905,23.600671,32.892991,21.961191,23.183776
CAALFM_C603200WA,105.911076,88.419626,142.680183,109.684325,118.781259,123.825186
CAALFM_C603210CA,52.509764,43.542236,54.389081,46.254295,49.395412,50.115797
CAALFM_C603220WA,23.359887,16.806778,30.929764,25.172056,32.631533,32.430093
CAALFM_C603230WA,4.472712,3.523204,3.311924,141.09444,177.876775,185.237055
CAALFM_C603240WA,0,0.054262,0.084276,3.826355,11.551266,7.490447
CAALFM_C603250WA,11.181467,7.954298,11.698476,3.249417,3.518254,2.678008
CAALFM_C603260WA,69.282131,57.04656,67.328183,107.76898,102.269519,107.028389
CAALFM_C603270CA,15.265103,19.782464,13.048026,32.59551,28.571758,37.81751
CAALFM_C603280WA,0.144678,0.138268,0,0,0.273495,0.169162
CAALFM_C603290WA,35.21911,34.981692,32.883331,30.653081,28.768669,29.596915
CAALFM_C603300CA,42.121369,49.910626,23.818443,41.338777,33.493574,29.200334
CAALFM_C603310WA,56.051061,66.700321,42.073042,58.350627,44.229986,41.193722
CAALFM_C603320WA,10.388418,10.778059,9.745717,9.75451,8.263623,7.859929
CAALFM_C603330CA,10.187863,9.680649,11.984873,14.029352,16.679956,14.962291
CAALFM_C603340CA,23.720908,31.85596,19.22078,8.919986,6.528365,6.778253
CAALFM_C603350CA,47.298842,42.377414,48.809545,55.408323,52.370464,53.104258
CAALFM_C603360CA,3.514471,3.038578,2.943742,5.49817,3.23374,6.108675
CAALFM_C603370WA,413.110033,358.230839,91.106939,386.9151,163.182898,118.507569
CAALFM_C603380WA,273.116485,198.209011,329.101182,271.430881,288.269989,310.621179
CAALFM_C603390WA,122.964326,114.173484,134.229695,127.429074,133.863276,161.769974
CAALFM_C603400CA,988.68361,939.759702,896.529987,1108.861756,1198.269994,1204.692027
CAALFM_C603410CA,112.701815,112.371012,93.920588,83.562485,83.440354,90.214172
CAALFM_C603420WA,2.116039,1.818129,0.951105,2.302321,0.52734,1.030121
CAALFM_C603430CA,17.208817,14.888033,17.294503,19.862478,20.153568,15.939757
CAALFM_C603440WA,20.023962,14.852837,33.550037,26.003229,29.270909,31.589686
CAALFM_C603450CA,23.490099,24.073969,28.696203,29.476388,33.566243,29.910895
CAALFM_C603460WA,42.622963,34.936236,46.933608,38.91713,42.070268,37.831255
CAALFM_C603470WA,29.521793,29.596274,33.407163,30.248449,32.784054,33.309319
CAALFM_C603480WA,6.244887,7.940149,10.235684,12.441687,12.436161,14.837037
CAALFM_C603490CA,1.727774,1.840118,2.805349,2.880176,3.109854,2.523514
CAALFM_C603500CA,0.304534,0.712283,0.154646,2.149556,1.504456,1.083474
CAALFM_C603520CA,7.285389,7.762588,7.654755,11.920713,12.934837,11.272695
CAALFM_C603530CA,18.667139,12.458346,23.364369,17.969014,17.760127,16.779155
CAALFM_C603540WA,12.583123,13.082879,16.916285,16.393298,16.168726,16.483967
CAALFM_C603550CA,50.770822,41.28592,55.095116,54.600675,58.837121,63.719004
CAALFM_C603560WA,12.225794,14.236747,13.764146,19.408247,19.708118,20.277086
CAALFM_C603570WA,0,0,0,0,0,0
CAALFM_C603580WA,5.18707,6.151034,4.416156,6.54259,7.007289,5.062969
CAALFM_C603590CA,13.650526,15.247097,12.741024,18.161178,19.28111,17.423991
CAALFM_C603600CA,0.074492,0.070839,0,1.289677,0.488859,1.158851
CAALFM_C603610WA,3.160828,2.799004,4.018179,3.564842,3.148286,3.505519
CAALFM_C603620CA,35.148213,37.220102,28.55191,20.354448,20.701642,19.721885
CAALFM_C603630WA,11.903123,9.535563,10.179192,14.107378,10.44679,10.672243
CAALFM_C603640WA,195.6152,98.789976,246.976871,138.412495,129.260678,180.072934
CAALFM_C603650CA,55.628395,49.976065,59.333205,56.369696,57.650661,58.60754
CAALFM_C603660CA,28.443678,29.878304,37.482071,46.836551,42.393301,39.76747
CAALFM_C603690WA,7.455473,9.536934,8.426234,0.026382,1.325229,2.614467
CAALFM_C603700WA,11.010061,33.751323,6.67581,12.632425,13.959281,9.481418
CAALFM_C603710WA,5.27051,5.513761,7.806561,5.845228,6.508257,6.338054
CAALFM_C603720WA,207.358214,187.966746,221.288755,166.033923,181.133152,168.836076
CAALFM_C603730CA,128.495699,110.934888,139.037777,145.437831,157.951019,143.464541
CAALFM_C603740WA,4.733116,5.291402,7.057555,9.602968,8.974071,9.780768
CAALFM_C603750CA,154.25542,132.555243,139.156679,150.921037,128.164689,132.701295
CAALFM_C603760CA,351.743763,347.724839,395.29452,397.465955,432.720367,494.824048
CAALFM_C603770CA,60.71178,57.584795,71.408356,98.834797,97.502175,83.950368
CAALFM_C603780CA,23.731547,26.529977,16.433131,23.659725,20.539273,18.633969
CAALFM_C603790CA,20.975609,9.749155,43.933327,78.559724,91.513697,123.653173
CAALFM_C603800CA,61.823632,53.116599,29.20873,38.841918,38.789706,33.036153
CAALFM_C603810WA,8.891874,8.069214,14.150694,15.053988,13.956677,15.49998
CAALFM_C603820CA,44.432342,44.223429,37.244668,40.829372,39.068376,40.127905
CAALFM_C603830WA,61.25153,49.507021,70.827736,91.477377,87.142049,81.109512
CAALFM_C603840CA,19.23534,21.734958,27.342678,23.704279,39.174457,25.300994
CAALFM_C603850CA,24.897244,158.094841,39.080746,85.549231,127.262108,86.885448
CAALFM_C603860CA,0.762625,1.869585,2.800102,4.497737,5.074139,4.934984
CAALFM_C603870CA,0,0,0,0,0.421692,0
CAALFM_C603880WA,2.726023,3.165901,3.206205,14.265201,16.453245,13.593267
CAALFM_C603890CA,60.751306,60.312499,68.299149,55.48884,56.101344,61.875756
CAALFM_C603900WA,60.108848,59.069476,66.771685,59.551959,65.332585,61.468806
CAALFM_C603910CA,26.989126,22.261543,27.284534,24.437793,23.842495,25.703731
CAALFM_C603920WA,100.754185,106.577498,90.35459,125.772523,113.583452,120.189553
CAALFM_C603930WA,8.192705,5.834342,9.95988,13.097075,16.264087,16.639767
CAALFM_C603940CA,166.237123,154.493808,176.294403,149.967866,144.548263,149.360649
CAALFM_C603950CA,60.016054,52.767739,50.315794,36.787959,30.040823,35.865615
CAALFM_C603960WA,119.08439,134.859922,82.457126,70.04389,60.151289,62.659339
CAALFM_C603990CA,12.027546,8.544716,14.701484,23.169156,23.334857,20.123677
CAALFM_C604030WA,36.783903,35.898735,40.755053,30.686516,34.561683,32.921973
CAALFM_C604040CA,93.263339,97.341289,89.867553,121.876673,115.251952,100.55705
CAALFM_C604050WA,16.378175,14.847283,20.594274,19.72607,18.30066,12.752201
CAALFM_C604060WA,37.252947,30.680897,37.108008,30.175705,31.804522,29.89395
CAALFM_C604070CA,2.314337,1.746238,2.447247,2.737383,2.875318,2.608304
CAALFM_C604080WA,208.89335,184.636434,198.639769,98.16369,161.37292,177.191293
CAALFM_C604100WA,158.825472,146.636355,167.266483,161.487619,185.246194,166.716531
CAALFM_C604110WA,25.372681,29.369039,29.740747,28.804034,26.383699,29.916901
CAALFM_C604120CA,6.548698,6.505479,8.918538,8.805407,8.436758,6.871438
CAALFM_C604130CA,5.459932,8.144235,5.733477,3.962796,7.029763,8.827647
CAALFM_C604140CA,13.189489,12.484766,23.439877,60.399141,82.776256,80.5254
CAALFM_C604150WA,0,0.314622,0,0.10411,0.800563,0.775223
CAALFM_C604160CA,103.021231,69.069681,97.040896,187.194595,207.4829,224.634236
CAALFM_C604170CA,9.27849,9.873843,7.731325,28.215214,22.980733,20.515664
CAALFM_C604180WA,40.007438,35.013296,38.219373,106.870725,113.617338,92.681996
CAALFM_C604190CA,4.984711,3.95995,5.727245,13.378599,22.739656,23.69069
CAALFM_C604200CA,19.855179,19.905207,11.909033,160.836969,182.092904,127.736428
CAALFM_C604210CA,10.141838,11.442428,9.57305,33.022432,33.306329,26.44276
CAALFM_C604220CA,48.625776,49.038189,50.158147,101.466773,89.961821,74.674218
CAALFM_C604230WA,0.585206,0.849244,0.953111,3.058146,3.317033,3.758605
CAALFM_C604240WA,38.528621,19.196944,46.535151,69.493649,78.011269,80.625499
CAALFM_C604250WA,1285.636177,1370.029757,1265.66016,2702.317982,3142.784676,2872.450784
CAALFM_C604260CA,39.018738,33.392846,41.862625,49.352608,52.507295,66.129315
CAALFM_C604270WA,56.957033,52.044322,57.10695,110.71207,103.353848,90.319539
CAALFM_C604280WA,95.058212,116.31737,107.528939,244.754238,250.791394,266.78376
CAALFM_C604290WA,106.77419,97.415594,111.399291,180.291265,188.407418,196.129722
CAALFM_C604300WA,7.580364,5.383174,8.67427,13.761487,15.548869,16.143525
CAALFM_C604310WA,13.145844,11.959524,10.370742,78.55375,103.703604,83.789135
CAALFM_C604320CA,9.76074,6.884296,12.367756,10.662815,13.284542,18.37313
CAALFM_C604330WA,40.767826,24.065949,57.142849,83.71878,91.572546,104.24076
CAALFM_C604340WA,11.039465,11.342916,20.604059,39.505665,45.547656,42.401559
CAALFM_C604350CA,57.070604,55.715731,70.406109,111.579685,122.786904,108.037444
CAALFM_C604360CA,80.624756,76.099759,92.367809,134.110737,130.930989,151.399151
CAALFM_C604370WA,7.559524,6.786848,9.591896,16.817711,19.863098,17.103442
CAALFM_C604380WA,3.566685,3.956671,2.38395,10.303154,8.39075,5.140847
CAALFM_C604400WA,8.012509,10.817481,7.69174,48.294002,50.161574,57.409606
CAALFM_C604410CA,17.174096,24.373613,15.270778,103.325754,97.51391,82.876716
CAALFM_C604420WA,28.633718,32.736272,22.432666,822.750442,761.467066,854.304594
CAALFM_C604430WA,2.411582,3.197655,3.426452,14.134468,15.21376,14.77467
CAALFM_C604440CA,12.335692,14.814093,12.87672,36.942771,36.757309,37.342877
CAALFM_C604450WA,62.948236,58.661696,68.77774,135.152832,138.947571,152.953039
CAALFM_C604460WA,0,0,0,0,0,0
CAALFM_C604470CA,31.05871,37.600586,25.35787,77.154263,68.98199,62.263485
CAALFM_C604480CA,65.40659,83.221269,59.805948,182.454431,160.182686,188.627229
CAALFM_C604490WA,7.530392,8.535562,5.877394,41.622617,27.980393,24.482457
CAALFM_C604500CA,23.840481,24.385116,28.03212,71.533536,68.195828,67.683011
CAALFM_C604510CA,20.967024,22.90883,22.919322,75.79599,78.629805,80.835539
CAALFM_C604520WA,286.112336,288.409382,313.044637,680.667058,704.060986,665.916251
CAALFM_C604530CA,76.326808,62.451102,97.637785,158.547024,161.654114,185.79734
CAALFM_C604540CA,85.033695,84.104045,93.596076,191.680933,177.935122,191.120504
CAALFM_C604550CA,11.9288,18.691196,14.504807,56.532951,60.472409,54.646461
CAALFM_C604560WA,295.471771,314.914004,337.327731,818.986493,847.935253,874.729976
CAALFM_C604570WA,32.27234,47.697718,34.107964,144.425094,156.108178,134.954059
CAALFM_C604580WA,35.706507,36.029612,34.454696,106.425924,116.476299,110.904502
CAALFM_C604590CA,35.400976,35.852293,39.671772,98.945779,92.435839,94.135816
CAALFM_C604600WA,11.529645,16.544808,11.229305,47.154044,39.251696,32.710124
CAALFM_C604610CA,53.297171,39.599043,67.775416,161.949171,146.485686,148.211036
CAALFM_C604620CA,0,0.058429,0.135302,0.542867,0.253759,0.299921
CAALFM_C604650WA,44.017319,51.804843,49.529617,136.674339,131.438034,119.892084
CAALFM_C700010CA,92.76082,95.51414,113.755476,93.968111,86.264564,81.94034
CAALFM_C700020CA,305.665077,334.128473,296.319628,281.43163,283.000013,286.993586
CAALFM_C700030WA,87.602746,105.348088,92.864889,92.918543,90.763925,92.750691
CAALFM_C700040CA,30.341789,37.224683,38.490913,27.580403,34.24867,33.862768
CAALFM_C700050CA,76.380337,79.066794,82.207138,59.645645,57.411184,58.312544
CAALFM_C700060CA,60.819964,71.320524,62.363373,61.183289,66.530762,67.469075
CAALFM_C700070CA,175.583338,175.075155,207.911302,143.695888,136.489382,159.755868
CAALFM_C700080CA,23.435148,17.822758,34.542894,42.449593,35.865161,37.417539
CAALFM_C700090CA,22.532966,26.25825,22.843906,28.747681,24.422388,20.10574
CAALFM_C700100WA,7.278413,4.825222,7.919722,9.980589,11.175978,14.625542
CAALFM_C700110WA,41.582959,114.55835,30.580728,40.127437,122.358546,26.513489
CAALFM_C700120WA,66.81533,82.630621,72.711147,72.638045,66.214063,68.272593
CAALFM_C700130WA,24.995491,24.122384,23.934524,22.863712,20.606048,18.950744
CAALFM_C700140CA,111.2414,117.966222,118.722739,118.515769,133.105268,138.784899
CAALFM_C700150WA,218.02155,245.032836,234.724996,220.353283,252.16398,264.509788
CAALFM_C700160CA,294.00149,223.730893,328.477051,197.412257,192.249282,257.421185
CAALFM_C700170WA,5.698215,7.809084,6.536377,8.120677,8.745419,7.26545
CAALFM_C700180WA,0.305036,0.145159,0.410619,0.605339,0.52278,0.294615
CAALFM_C700190WA,232.459463,182.732019,190.797147,136.959299,118.975941,130.813598
CAALFM_C700200WA,30.510348,23.308755,33.997001,29.064691,28.840697,28.48079
CAALFM_C700210CA,23.845147,21.171546,25.489345,22.313913,21.862104,22.038846
CAALFM_C700220WA,14.403808,14.45645,21.895621,14.154592,16.449466,15.043727
CAALFM_C700230WA,14.708742,18.566048,21.397329,24.988816,27.075238,25.162737
CAALFM_C700240WA,30.191954,28.949501,30.206337,38.475793,51.778824,40.22914
CAALFM_C700250CA,244.858476,246.448529,296.282935,197.940891,202.094639,219.811945
CAALFM_C700260CA,10.141076,13.618489,8.847694,13.163603,12.873718,10.324544
CAALFM_C700270WA,48.497428,51.367697,57.954823,40.159492,48.405924,45.142728
CAALFM_C700280WA,0.2976,0.275992,0.224506,11.041185,15.715797,19.621527
CAALFM_C700290CA,1.217371,1.305162,0.982257,9.301543,12.554419,9.382003
CAALFM_C700300WA,71.088996,73.754345,71.484719,58.138471,53.306307,52.166325
