,WT_1_FPKM,WT_2_FPKM,WT_3_FPKM,YCK2_1_FPKM,YCK2_2_FPKM,YCK2_3_FPKM
CAALFM_C106470WA,10265.33014,9916.863406,10633.21763,7621.683649,7579.726804,8688.473004
CAALFM_C106480CA,96.183528,100.758942,154.213595,163.231173,194.71643,200.226619
CAALFM_C106490CA,0,0.448109,0.193201,0,1.897613,3.280098
CAALFM_C106500WA,32.82618,28.429543,48.762182,37.785198,44.745393,53.818163
CAALFM_C106510CA,39.303284,47.650498,45.174968,46.572307,47.991468,51.670269
CAALFM_C106520CA,4.980717,4.8878,4.320662,5.394881,5.494635,4.569466
CAALFM_C106530CA,19.632882,18.677802,30.374749,21.127196,26.607559,24.888851
CAALFM_C106540CA,61.299081,55.174903,77.146198,60.66216,63.09443,72.371079
CAALFM_C106550WA,47.916435,41.506267,54.102772,127.063465,166.533637,111.426988
CAALFM_C106560WA,16.224586,20.261529,21.315656,17.91739,20.329052,21.921007
CAALFM_C106570WA,8.597739,5.42849,10.933311,81.047758,112.299266,125.916029
CAALFM_C106580WA,7955.715066,7810.829996,8363.27659,5900.072274,6191.724901,6927.082493
CAALFM_C106590CA,108.190257,106.084673,120.621999,96.117901,98.216282,104.876934
CAALFM_C106600WA,222.967402,233.329972,244.915006,229.193832,224.823107,218.235338
CAALFM_C106610CA,2.98482,1.564402,0.493707,8.680627,1.976402,0.881509
CAALFM_C106620CA,0.560606,0.15875,0.080363,1.096266,0.46905,0.389406
CAALFM_C106630WA,22.489033,14.560405,28.975887,17.996751,19.153319,16.787396
CAALFM_C106640CA,556.077736,470.623221,492.384823,470.671696,523.052159,482.747549
CAALFM_C106650WA,115.028787,128.121569,78.392237,123.866149,102.521473,90.080249
CAALFM_C106660WA,47.25908,43.46209,33.128701,56.818752,42.038714,37.743096
CAALFM_C106670WA,22.772602,20.882708,23.309016,26.189854,24.458567,26.125858
CAALFM_C106680WA,8.490589,7.156854,9.11641,10.665822,8.502574,8.942404
CAALFM_C106690WA,31.197816,25.791634,31.330344,37.245236,38.504298,35.276328
CAALFM_C106700WA,47.840918,48.093109,47.50427,51.97437,50.591274,57.926176
CAALFM_C106710WA,37.304931,35.219826,35.126002,35.743503,35.843764,34.416882
CAALFM_C106720CA,13.886117,13.519945,18.740941,20.924419,20.993896,22.381758
CAALFM_C106730WA,96.324731,98.226315,110.765789,138.998015,145.458494,136.433062
CAALFM_C106740CA,109.952204,86.529585,139.592111,95.312111,91.641091,133.585007
CAALFM_C106750WA,11.704306,6.733508,18.423793,14.507557,15.633217,17.532922
CAALFM_C106760CA,90.465554,69.183194,106.446222,70.717275,74.118189,82.53224
CAALFM_C106770WA,46.347889,44.708809,64.426408,38.475039,47.671418,53.079474
CAALFM_C106780WA,36.275606,42.603455,23.766173,55.813831,57.987303,44.225308
CAALFM_C106790CA,198.806764,192.056958,235.800323,184.238028,222.635694,238.236521
CAALFM_C106800WA,53.298238,41.551875,66.05662,54.542012,63.241339,72.799485
CAALFM_C106810WA,94.167074,63.678829,107.941756,514.946784,659.922986,512.923871
CAALFM_C106820WA,75.338388,44.770602,111.29862,71.840928,85.92562,89.940664
CAALFM_C106830WA,3.944568,0.918291,2.708718,6.569419,7.910602,2.289332
CAALFM_C106840CA,91.978066,107.163426,67.366355,102.064057,93.973413,95.749333
CAALFM_C106850WA,43.30231,50.891378,28.511952,48.677251,39.198395,35.858567
CAALFM_C106860WA,0,0,0,0.090956,0.146073,0.36504
CAALFM_C106870CA,12.626618,19.617389,14.31975,8.333011,7.690483,6.976062
CAALFM_C106880CA,0.956055,0.474663,0.648518,0.495793,0.552568,0.483145
CAALFM_C106890CA,5085.686678,5027.217984,5485.748197,3845.299082,3850.390025,4337.700049
CAALFM_C106900CA,717.061568,751.818726,793.704282,537.63115,583.033573,604.864212
CAALFM_C106910CA,38.214785,34.139476,46.141419,35.413598,35.484623,36.348371
CAALFM_C106920CA,8.941956,6.918232,10.260979,20.683801,21.244323,20.408145
CAALFM_C106930WA,95.168037,92.746492,105.420796,138.75896,138.555817,117.488763
CAALFM_C106940CA,8.614699,10.625993,7.767673,14.168441,13.934356,12.625102
CAALFM_C106950CA,0,0,0,0,0,0
CAALFM_C106960WA,444.447691,427.03536,495.596799,351.786284,357.752775,402.70684
CAALFM_C106970CA,52.612544,58.136168,30.823811,40.431971,29.443088,25.922823
CAALFM_C106980CA,26.612064,32.603694,36.459146,23.698664,34.721896,27.844254
CAALFM_C106990CA,0,0,0,0,0,0
CAALFM_C107000WA,31.703579,27.729775,41.781695,32.104715,36.127206,35.518115
CAALFM_C107010WA,11.663053,6.818974,26.659973,19.476209,24.882058,25.0929
CAALFM_C107020CA,23.031801,18.057335,30.415154,28.76888,30.322316,26.474827
CAALFM_C107030CA,20.844028,22.177081,26.564477,145.857186,114.596945,100.167856
CAALFM_C107040CA,0,0.343474,0,1.066885,0.383756,0.284411
CAALFM_C107050CA,16.19908,13.327862,15.227589,14.984269,15.016623,14.328266
CAALFM_C107060CA,131.721042,126.332329,116.300908,101.387088,104.512712,114.512251
CAALFM_C107070CA,11.469453,9.892888,17.007424,10.272462,17.576241,14.174845
CAALFM_C107080WA,5.586607,7.264434,6.952353,16.379917,21.047796,17.752379
CAALFM_C107090CA,62.555948,48.301265,74.532166,56.79736,56.834848,63.173344
CAALFM_C107100CA,10.415951,7.701535,9.452997,13.122099,11.868847,7.164851
CAALFM_C107110WA,24.858259,23.872133,31.866607,30.944766,29.958424,27.138381
CAALFM_C107120WA,187.190932,245.922651,262.084738,232.470185,285.40551,252.553167
CAALFM_C107130CA,31.105629,22.130932,41.209329,31.73053,30.779535,34.807685
CAALFM_C107140CA,62.342453,59.099936,72.50715,54.114297,57.092367,54.889875
CAALFM_C107150WA,77.766236,60.402006,68.54756,70.083485,54.868722,70.835651
CAALFM_C107160CA,288.814316,526.819684,33.237947,123.778356,121.57248,33.745628
CAALFM_C107170CA,12.125738,12.646836,13.988657,18.038948,17.452575,15.320234
CAALFM_C107180WA,123.638438,133.060378,115.542093,111.650696,105.563263,111.207343
CAALFM_C107190WA,34.486531,35.440983,43.335325,37.68395,36.74398,33.769415
CAALFM_C107200WA,164.237189,159.639263,201.500082,138.873186,144.454588,173.982435
CAALFM_C107210CA,35.115647,36.443208,40.426425,40.512642,37.731287,38.766233
CAALFM_C107220WA,49.292766,37.721311,19.541575,94.744933,39.79373,28.360382
CAALFM_C107230WA,173.584685,224.693498,70.877938,98.55651,68.332449,80.267936
CAALFM_C107240WA,90.462218,73.447803,106.416228,98.291793,107.781837,127.151499
CAALFM_C107250CA,28.523474,38.69417,24.047381,27.501903,30.731558,25.835429
CAALFM_C107260CA,18.843542,15.864324,16.714625,21.362331,17.25958,17.504219
CAALFM_C107270WA,41.886368,33.239994,41.573035,47.758564,40.487752,38.823624
CAALFM_C107280CA,57.947708,53.54305,59.887556,34.823874,39.201834,44.523668
CAALFM_C107310CA,0,0,0,0.400743,0,0
CAALFM_C107320WA,0.136648,2.157118,2.194521,2.322946,5.91792,2.5649
CAALFM_C107330WA,15.5253,12.667713,3.82168,0.989283,0.871088,0.443312
CAALFM_C107340WA,72.644802,61.544824,72.596268,60.677905,56.108092,58.688505
CAALFM_C107350CA,45.065117,47.715138,27.633411,23.56435,25.073376,14.516849
CAALFM_C107360WA,28.100983,21.871463,35.989612,29.989349,27.578565,27.812703
CAALFM_C107370CA,7.460783,10.43731,9.060787,16.500299,20.64839,16.651376
CAALFM_C107380CA,13.703166,10.164342,8.651267,14.106363,13.106028,11.813191
CAALFM_C107390WA,73.010664,75.836295,72.424704,72.234785,68.908781,64.231713
CAALFM_C107400CA,23.556065,18.147511,26.11878,18.267304,21.747712,20.716098
CAALFM_C107410CA,333.206237,359.055257,319.116406,326.67267,349.843516,354.771261
CAALFM_C107420CA,24.209181,21.693258,32.123826,29.035197,39.986315,35.045102
CAALFM_C107430WA,0.081577,0.729556,1.532617,0.939854,0.137426,0.554101
CAALFM_C107440WA,17.743173,21.021739,19.812444,22.2284,23.33688,20.116773
CAALFM_C107450WA,15.197471,19.080087,8.041268,9.304656,6.700647,4.94205
CAALFM_C107460CA,30.408701,33.469977,30.606478,40.824412,36.191788,34.637334
CAALFM_C107470CA,10.202744,9.881031,13.055896,10.35554,11.113654,11.571432
CAALFM_C107480CA,0.309891,0.238421,0.567877,0.259453,0.578776,0.548236
CAALFM_C107490CA,23.102632,15.360347,30.537397,19.415816,19.80895,19.541071
CAALFM_C107500CA,260.209936,209.721015,284.110004,199.379059,221.698085,250.587615
CAALFM_C107510WA,78.349837,67.252756,76.328104,60.801066,54.832768,64.686083
CAALFM_C107520CA,20.989314,25.802761,20.394597,29.732914,31.038562,27.804506
CAALFM_C107530WA,63.465332,69.408943,25.774144,47.128131,31.80274,32.333281
CAALFM_C107540CA,24.792953,31.448256,18.838572,30.968539,27.728933,25.620393
CAALFM_C107550WA,40.819078,38.896362,45.878887,44.733578,44.960868,49.579969
CAALFM_C107560WA,17.470875,13.918174,15.588139,22.275759,19.373674,26.064467
CAALFM_C107570CA,12.748555,8.553692,16.007622,9.896437,13.767637,13.902486
CAALFM_C107580CA,0.798653,0.063853,1.2916,0.439743,0.828793,0.974295
CAALFM_C107590CA,16.151595,15.287713,15.444438,23.113323,20.933639,19.844892
CAALFM_C107600WA,400.584373,377.415156,424.713885,477.333414,518.176209,508.412236
CAALFM_C107610CA,2.677006,1.692655,2.473123,3.132188,2.922454,2.917855
CAALFM_C107620CA,0.456225,0.401958,1.208651,0.38857,0.453539,0.643042
CAALFM_C107630WA,244.171767,208.581747,240.707813,203.68287,230.582598,227.518733
CAALFM_C107640CA,1.007622,1.323871,1.487463,2.704999,3.038775,2.015019
CAALFM_C107650WA,5.217728,7.787016,7.851426,7.884983,9.91291,9.922257
CAALFM_C107660WA,5.698217,3.474888,5.238796,5.517778,7.403634,4.733029
CAALFM_C107670WA,0,0,0,9.041926,7.409915,8.419625
CAALFM_C107680WA,18.370901,15.895839,24.645782,33.094161,31.157587,27.136637
CAALFM_C107690CA,25.92146,21.137801,29.859052,27.185311,28.36465,23.012967
CAALFM_C107700CA,133.365167,112.933837,196.085353,167.555041,201.324115,194.541254
CAALFM_C107710CA,244.649554,192.416224,276.851252,132.906244,152.184499,153.103543
CAALFM_C107770WA,10.026544,8.075422,11.740002,14.255828,11.173144,11.838228
CAALFM_C107780WA,26.317608,27.797727,27.806737,31.557257,27.771739,23.96759
CAALFM_C107790CA,73.590399,43.686882,106.182793,74.777695,68.998644,93.196874
CAALFM_C107800WA,10.042482,6.237449,23.048822,21.662953,25.92355,23.555721
CAALFM_C107810CA,2.557275,4.102758,6.612468,6.254026,6.48899,7.09175
CAALFM_C107820WA,14.416078,13.415918,24.023971,20.98665,21.854689,21.667114
CAALFM_C107830CA,13.956999,15.660979,12.05404,11.259061,16.115559,13.793384
CAALFM_C107840WA,98.567072,110.844382,62.001092,72.446156,69.983619,66.487427
CAALFM_C107850CA,7.3223,4.527541,11.215625,9.32729,11.266284,10.415989
CAALFM_C107860WA,3.717635,1.631044,5.847018,5.215905,6.900685,5.321625
CAALFM_C107870CA,122.278739,139.770931,115.904768,155.455958,145.953662,140.477172
CAALFM_C107880CA,45.152332,37.327025,46.549104,38.798075,44.422532,48.565003
CAALFM_C107890CA,150.986351,148.81107,175.792024,95.844901,102.433199,111.343688
CAALFM_C107900WA,148.602007,118.457618,173.831359,163.823201,181.159355,183.968536
CAALFM_C107910CA,105.598636,85.777094,137.11785,116.378563,140.623192,133.077561
CAALFM_C107920WA,335.98364,335.823095,392.938631,362.453213,418.941233,410.638313
CAALFM_C107930CA,8.932746,10.263456,10.509131,11.933867,11.44906,10.983576
CAALFM_C107940WA,7.826555,2.760146,4.96951,8.511224,6.727914,4.910451
CAALFM_C107950CA,54.732836,32.906457,72.054031,52.536769,54.682286,71.321895
CAALFM_C107960WA,35.195379,16.159662,44.722247,38.628286,46.285337,56.815899
CAALFM_C107970CA,14.220903,15.286355,12.315931,18.339549,19.88819,17.155488
CAALFM_C107980CA,6.97805,6.482099,2.393165,40.684157,25.889466,19.156069
CAALFM_C107990CA,12.892359,7.698415,10.970905,26.195661,18.659437,22.802249
CAALFM_C108000WA,21.861111,16.273488,29.467831,19.031016,23.562494,25.36836
CAALFM_C108010WA,170.580247,160.447201,181.488833,351.102408,371.205254,344.319291
CAALFM_C108020WA,67.522118,54.414063,61.261144,53.364618,48.808838,49.990961
CAALFM_C108030WA,437.129309,467.841039,466.788653,591.407877,681.188633,660.118068
CAALFM_C108040WA,20.009617,29.124111,18.329586,28.080346,23.373466,23.207607
CAALFM_C108050WA,460.361578,406.198586,464.8239,448.799926,491.127049,519.102078
CAALFM_C108060WA,179.039052,218.333801,132.711896,165.008129,181.173682,153.820822
CAALFM_C108070WA,26.562378,42.29448,3.465229,9.742166,8.533642,6.262751
CAALFM_C108080CA,437.741626,448.358487,440.813543,461.185948,475.912622,495.589394
CAALFM_C108090CA,327.710467,293.556123,362.041917,253.598092,254.399221,254.005756
CAALFM_C108100WA,270.550531,236.866032,286.737519,215.7954,236.337979,242.137154
CAALFM_C108110WA,137.765948,121.812607,151.582674,116.092916,122.722695,114.82418
CAALFM_C108120WA,39.644716,41.848135,40.01307,41.369658,40.28907,36.041882
CAALFM_C108130CA,6.846805,6.795934,6.778108,9.967659,9.814053,9.429542
CAALFM_C108140WA,29.351829,26.916615,33.961738,28.045977,29.750763,28.009591
CAALFM_C108150CA,3.93158,5.705785,5.792854,7.299781,5.737064,6.369372
CAALFM_C108160WA,73.054483,66.998746,78.291181,67.268941,76.111072,73.121546
CAALFM_C108170CA,2.413318,2.38987,1.491575,90.071306,105.923697,98.232454
CAALFM_C108180CA,47.19632,44.710244,47.018718,53.642084,51.065208,47.334502
CAALFM_C108190CA,0.940829,1.145073,1.233129,28.871093,31.828989,27.705042
CAALFM_C108200WA,20.407288,18.315515,26.563433,27.261806,32.332142,33.051047
CAALFM_C108210CA,71.753424,59.116104,83.125455,70.291125,71.055639,62.188673
CAALFM_C108220WA,55.393598,55.561258,58.092994,62.019222,54.910062,57.881633
CAALFM_C108230CA,4.23772,7.915394,4.551791,17.518635,14.597403,13.235786
CAALFM_C108240CA,8.497102,15.962062,6.619838,5.124236,5.011562,4.384834
CAALFM_C108260CA,129.132696,127.907208,137.361561,96.270291,99.724323,128.086187
CAALFM_C108270CA,36.647167,38.271513,42.198458,43.638779,42.051891,37.75215
CAALFM_C108290CA,85.554327,61.164167,112.779735,73.066048,78.373481,89.069061
CAALFM_C108300WA,58.84566,51.767237,63.980143,58.222595,61.48407,58.274523
CAALFM_C108310WA,20.457978,14.905822,26.800222,31.540428,32.322945,34.682565
CAALFM_C108320WA,578.03121,571.82894,572.968299,568.97011,572.435039,598.572897
CAALFM_C108330CA,63.432585,91.662629,30.607408,79.154718,107.57579,88.478398
CAALFM_C108340CA,25.877219,27.132464,19.566155,31.329198,27.914355,25.977962
CAALFM_C108350CA,3804.9015,5390.622467,736.355132,1478.143634,1166.777898,434.792884
CAALFM_C108360CA,1470.315457,1754.59825,1087.939323,1420.952247,1349.185816,1306.174729
CAALFM_C108370WA,168.207948,205.252062,65.119678,166.073432,107.449746,81.862546
CAALFM_C108380WA,10059.70132,10289.14055,11009.79147,9826.067136,10306.68821,9958.424239
CAALFM_C108390CA,46.303145,36.685273,47.897146,44.525917,50.144786,47.170987
CAALFM_C108400CA,97.303177,115.94225,136.799032,15.173387,24.360555,18.332067
CAALFM_C108410CA,312.885742,303.919553,384.790417,105.948708,113.21754,107.790651
CAALFM_C108420WA,66.277742,68.250694,79.325583,56.512314,60.172372,62.090163
CAALFM_C108430WA,78.672836,103.6129,43.058024,45.078452,40.474399,39.388377
CAALFM_C108440CA,32.748464,25.128647,46.241432,46.181796,45.496972,46.811411
CAALFM_C108450CA,210.077346,208.593574,249.745883,230.817258,251.872821,264.81117
CAALFM_C108460CA,43.599475,58.0757,36.880722,28.55756,26.153016,25.0671
CAALFM_C108470WA,74.256682,82.526147,83.698162,69.95704,78.724101,67.863242
CAALFM_C108480CA,47.688168,57.067406,41.565404,78.782058,60.162524,59.570158
CAALFM_C108490WA,60.847218,69.757414,59.28481,77.176071,79.559714,70.42543
CAALFM_C108500CA,3966.542522,6104.217463,2731.53507,2305.539558,1856.361748,2106.620074
CAALFM_C108510WA,65.246282,89.005038,41.60333,40.36991,34.098142,39.925993
CAALFM_C108520CA,187.452288,153.509917,228.44923,161.31821,174.370459,186.411343
CAALFM_C108530WA,1.992637,1.642265,0.953388,6.651866,4.97286,4.723916
CAALFM_C108540CA,78.334375,80.681765,61.677589,78.415037,61.425125,64.504512
CAALFM_C108550CA,255.81701,254.657702,289.581296,245.011719,260.579629,273.104906
CAALFM_C108560WA,216.641638,202.895693,254.951898,170.010207,174.887804,188.336426
CAALFM_C108570CA,12.385403,7.282369,24.464082,17.898442,25.87998,26.096279
CAALFM_C108580CA,28.044201,32.414571,44.619909,61.400377,78.454054,77.442947
CAALFM_C108590CA,269.400518,363.841598,140.091468,133.227417,148.414871,119.311171
CAALFM_C108600CA,132.41348,133.302328,151.130276,107.189167,110.068034,109.686193
CAALFM_C108610CA,1836.962981,1499.26853,829.893075,1649.470619,1031.975646,845.443121
CAALFM_C108620WA,64.325351,68.005623,51.569352,81.778785,73.777408,70.353909
CAALFM_C108630WA,63.143364,50.185096,69.195619,54.705072,56.978708,58.708186
CAALFM_C108640WA,69.919176,60.31634,57.033798,50.857574,48.394047,48.537332
CAALFM_C108650CA,22.009104,26.613057,22.772289,33.985488,36.403724,31.916967
CAALFM_C108660CA,38.370386,27.549404,38.727249,32.809152,34.404699,32.610415
CAALFM_C108670WA,30.909151,24.606751,35.281519,38.140111,38.916116,40.206136
CAALFM_C108680CA,57.446755,61.460046,59.779527,66.865584,72.372127,67.743732
CAALFM_C108690WA,103.053187,101.522921,125.160294,141.254405,145.930294,143.182163
CAALFM_C108700WA,36.715895,33.191105,42.038108,38.666781,37.355424,32.538446
CAALFM_C108710WA,39.014677,31.478846,48.769602,46.813255,35.732357,47.852092
CAALFM_C108730WA,34.301645,39.579276,37.96466,45.979853,48.432488,53.033017
CAALFM_C108740CA,127.880179,133.421277,142.655945,210.746987,206.393505,188.277636
CAALFM_C108750WA,14.248015,16.142191,24.929725,21.358678,25.059664,27.090288
CAALFM_C108760WA,24.743827,29.13608,26.208817,24.703777,26.949167,24.496418
CAALFM_C108770WA,10.873829,9.491295,9.291968,225.842217,225.17293,267.250582
CAALFM_C108780WA,21.683042,24.968208,25.877721,32.279854,36.035565,34.16794
CAALFM_C108790WA,204.147684,141.455655,27.84839,56.378175,19.970435,9.741501
CAALFM_C108800WA,16.333208,24.93591,18.213776,20.498956,20.978613,21.043713
CAALFM_C108810CA,103.434084,85.267163,146.243607,99.778053,124.677908,125.124962
CAALFM_C108820CA,21.693719,19.97385,23.988915,15.334139,16.895837,22.568893
CAALFM_C108830CA,0,0,0,0,0,0
CAALFM_C108840WA,7.104217,3.845678,8.238194,5.723391,5.606993,7.135423
CAALFM_C108850CA,2.79302,3.050895,3.924233,10.131959,10.245208,9.554573
CAALFM_C108860CA,14.460643,13.276676,19.81736,19.243179,17.127251,19.052882
CAALFM_C108870CA,80.270352,58.233205,97.570794,72.194132,75.440548,87.364276
CAALFM_C108880WA,39.636963,50.136861,26.080651,37.788427,34.97241,29.738578
CAALFM_C108890CA,13.387625,12.266282,18.333029,13.717477,12.683476,14.03918
CAALFM_C108900WA,17.047307,24.92467,21.996909,31.164813,29.213373,34.077823
CAALFM_C108910CA,8.412777,6.761636,11.36299,9.945401,10.859227,10.420591
CAALFM_C108920WA,114.123682,95.861908,125.757328,107.960613,125.858353,128.509661
CAALFM_C108930CA,289.248066,275.004637,309.667634,289.787849,322.10038,334.463295
CAALFM_C108940CA,13.552261,18.119993,4.818299,13.803244,10.131836,7.259581
CAALFM_C108950WA,34.622786,31.453998,27.344005,33.940721,30.612867,27.997266
CAALFM_C108960WA,34.652453,24.564506,55.212931,27.037558,22.727361,33.046092
CAALFM_C108970WA,418.601035,363.296735,473.9532,223.756755,246.490649,349.791211
CAALFM_C108980CA,186.621121,171.805419,176.190602,209.785716,206.864096,219.709539
CAALFM_C108990CA,29.358741,32.907417,31.137099,53.319864,55.169988,49.514504
CAALFM_C109000WA,2.966204,3.302198,1.052289,6.957008,3.910569,3.148967
CAALFM_C109010WA,25.816375,21.869067,33.988899,54.487542,59.369073,55.690713
CAALFM_C109020WA,250.351399,223.260428,229.196979,264.387972,296.31993,277.520634
CAALFM_C109030CA,954.599367,1005.71612,873.053519,978.072189,1060.402357,1018.969644
CAALFM_C109040CA,41.928826,29.524423,52.909382,38.843729,40.017031,46.664751
CAALFM_C109050WA,7.030804,5.32779,12.614038,9.152894,9.647783,9.26578
CAALFM_C109060CA,6.835415,7.468248,6.833529,22.466092,24.44372,20.741071
CAALFM_C109070WA,17.076945,14.01819,13.813244,21.417848,18.722902,15.414753
CAALFM_C109080CA,161.845816,139.754976,267.156483,231.162501,260.778489,232.344315
CAALFM_C109090CA,8.320557,7.245521,12.567429,12.074097,12.632891,12.626835
CAALFM_C109100WA,7.985398,6.885979,6.067668,8.684384,9.528224,9.486418
CAALFM_C109110WA,5.771494,3.438847,5.272319,6.728349,7.245707,5.870278
CAALFM_C109120WA,17.419979,17.877008,23.681512,37.365143,33.007218,31.359924
CAALFM_C109130WA,14.496328,12.560507,13.86681,36.821352,28.531283,29.711783
CAALFM_C109140CA,19.596729,14.951348,20.175624,26.346884,26.116886,22.735655
CAALFM_C109150WA,36.290745,29.054064,6.851684,44.200865,14.530642,6.217321
CAALFM_C109160WA,29.589325,13.828412,9.373084,53.806052,12.122446,9.353684
CAALFM_C109170WA,43.865725,17.426851,36.13082,99.306266,40.310991,33.452524
CAALFM_C109180WA,2.321265,2.308375,3.336518,9.562892,9.631854,9.186848
CAALFM_C109190CA,272.62918,465.802058,56.162059,60.907958,61.766514,43.343092
CAALFM_C109200WA,10.292043,16.3991,7.343974,8.096549,7.2901,7.890474
CAALFM_C109210CA,57.911571,66.224175,29.358736,59.841085,34.461472,32.551376
CAALFM_C109220WA,12.389193,17.878869,16.766535,33.624653,37.391555,34.511906
CAALFM_C109230CA,31.46699,29.166054,32.830395,35.576591,29.531748,36.84806
CAALFM_C109240CA,2.853782,2.765974,1.492848,5.118249,4.688503,3.877137
CAALFM_C109250WA,74.038428,103.253541,16.260722,44.421592,14.629898,18.482442
CAALFM_C109260CA,34.630376,31.486582,36.197516,40.617162,37.809777,41.895315
CAALFM_C109270WA,6.333851,6.135802,5.566303,7.229698,7.96825,6.821094
CAALFM_C109280WA,15.896297,12.692704,23.093228,19.918673,19.198949,20.605727
CAALFM_C109290CA,16.427244,12.315501,17.25475,227.799883,267.626569,252.317862
CAALFM_C109300CA,0.134997,0.375208,0,2.33341,2.165617,2.66017
CAALFM_C109310CA,1.306896,1.484749,1.18393,3.661453,3.131125,2.182382
CAALFM_C109320CA,36.104723,32.840792,29.459236,62.172889,43.310137,52.097371
CAALFM_C109330WA,77.426494,56.798672,87.627068,63.944302,71.623839,83.177931
CAALFM_C109340CA,1.224515,1.35894,1.052943,2.861076,3.444411,3.218002
CAALFM_C109350WA,301.081076,293.513789,330.448655,267.976127,272.707635,315.769092
CAALFM_C109360CA,40.187175,37.488579,41.612328,42.803618,44.990611,41.863012
CAALFM_C109370WA,35.843831,27.800337,38.461372,33.428068,30.618851,33.148154
CAALFM_C109380WA,26.974447,32.953669,20.886893,29.448255,25.168712,22.236429
CAALFM_C109390WA,17.063869,11.440578,22.584332,15.871205,16.701917,19.857617
CAALFM_C109400CA,1.386013,1.67854,1.365201,1.548021,1.742673,2.38822
CAALFM_C109420WA,0,0.079545,0.066274,0.095552,0.157731,0.291954
CAALFM_C109430WA,24.579647,18.981413,39.333066,32.899866,34.583242,39.39762
CAALFM_C109440WA,15.769936,16.401185,18.5096,43.314835,44.969268,43.272678
CAALFM_C109450CA,46.737567,39.546671,54.042842,47.724906,46.930705,45.195499
CAALFM_C109460WA,135.973495,130.762688,171.50524,108.869769,113.49928,122.000347
CAALFM_C109470CA,66.193195,56.768579,80.22402,67.805878,70.932581,70.690348
CAALFM_C109480WA,20.044542,23.910222,30.843204,37.336969,35.910032,33.166215
CAALFM_C109490CA,536.3876,457.44211,653.202139,396.098161,441.62788,481.163945
CAALFM_C109500WA,4.768359,2.49828,5.124484,1.781877,1.78327,3.536957
CAALFM_C109510WA,189.873286,154.08165,231.568453,147.009605,148.452197,175.867566
CAALFM_C109520CA,34.830264,37.036996,40.36923,36.034251,34.071949,37.883449
CAALFM_C109530WA,32.555402,30.063163,28.97371,34.595181,31.851863,31.143092
CAALFM_C109540WA,27.086779,10.818767,39.167653,32.804004,31.7021,40.334118
CAALFM_C109550WA,2.550363,1.209001,3.533753,3.103923,2.07392,3.082747
CAALFM_C109560CA,2.061732,0.200884,1.422294,3.587778,2.589191,4.256708
CAALFM_C109570WA,43.812809,36.506604,53.444302,44.402074,48.956955,54.890476
CAALFM_C109580CA,0.459546,0.386571,0.249346,0.423611,0.564942,0.19477
CAALFM_C109590CA,0,0,0,0.097201,0,0
CAALFM_C109600CA,4.611891,6.388008,6.175857,6.410544,7.329009,7.872807
CAALFM_C109610WA,54.131457,50.833811,56.754914,47.119981,41.002372,53.534315
CAALFM_C109620CA,98.2852,83.318603,85.528322,83.342066,91.305444,94.184442
CAALFM_C109630WA,1193.530191,1181.541312,1290.905473,950.726245,1014.875331,1019.14469
CAALFM_C109640WA,282.588281,292.010161,324.477351,202.06552,207.366142,231.986151
CAALFM_C109650WA,30.038662,49.010317,16.364056,34.244379,27.122025,21.319216
CAALFM_C109660WA,77.688981,87.744596,75.962398,74.061787,70.792219,71.081528
CAALFM_C109670CA,71.604233,68.803823,76.952692,82.553248,83.26301,87.301687
CAALFM_C109680WA,354.095565,360.15148,458.965113,393.192425,457.572887,451.913275
CAALFM_C109690WA,9.899201,9.726135,9.962441,59.023264,116.698166,61.228673
CAALFM_C109700WA,0.148032,0.279186,0.452619,0.262404,0.402337,0.371393
CAALFM_C109710CA,94.495162,72.932296,132.633615,83.255739,80.773005,97.455909
CAALFM_C109720WA,160.86366,194.065584,146.770484,110.471321,126.017554,125.769271
CAALFM_C109730WA,34.461037,25.492932,43.128459,32.32469,32.552566,32.735884
CAALFM_C109740CA,20.020053,25.170051,22.518692,15.063755,16.380715,18.568639
CAALFM_C109750WA,39.032514,50.666657,64.187947,56.47301,69.286146,72.215808
CAALFM_C109760CA,37.100733,39.146535,40.160723,43.187881,48.231034,47.271407
CAALFM_C109770WA,4.072692,5.262315,5.364492,11.892384,15.812867,11.0118
CAALFM_C109780CA,22.120922,18.118015,13.533975,21.448556,13.866289,12.442364
CAALFM_C109790CA,66.209609,40.895991,86.003137,51.546727,46.476475,58.501894
CAALFM_C109800CA,81.03123,79.699143,91.52207,94.933086,97.521073,110.642918
CAALFM_C109810WA,71.936239,67.802822,81.530631,55.124181,50.733985,61.100737
CAALFM_C109820CA,0,0,0,0,0,0
CAALFM_C109830WA,36.276087,37.255114,40.295764,31.926683,33.161362,31.306358
CAALFM_C109840CA,49.629315,42.473813,60.525393,71.452711,61.007222,64.243301
CAALFM_C109850CA,84.65601,97.597596,50.804306,74.679358,65.710117,56.709581
CAALFM_C109860CA,84.62901,69.884691,85.539136,62.068569,57.016725,60.306989
CAALFM_C109870WA,7.636363,2.303793,12.85105,8.162969,8.583299,11.359141
CAALFM_C109880CA,41.764569,32.899215,49.586078,37.163801,33.37548,45.375605
CAALFM_C109890CA,0,0,0,0,0,0
CAALFM_C109900WA,1.082477,0.434233,0.835,0.861314,0.783019,0.36934
CAALFM_C109910CA,20.227395,13.561776,28.236103,19.073215,21.468708,28.026485
