,Untreated_1,Untreated_2,Untreated_3,SH9051_3,SH9051_2,SH9051_1,SH1009_1,SH1009_2,SH1009_3
CAALFM_C105660CA,4395.173688,4138.123031,4594.533921,4221.466067,4311.674964,4319.233493,5488.934762,5229.774693,5292.16714
CAALFM_C105670WA,3141.66581,3312.198177,2967.349691,2396.469726,2393.985624,2330.032723,2528.401957,2394.168879,2452.931838
RIM1,3479.224624,3265.068695,3172.841728,2597.072541,2604.283507,2369.593574,3483.236533,3270.295897,3269.307136
CAALFM_C105690CA,0.987014078,6.180915655,1.116804551,0.978550317,3.410235932,0,1.091239515,0,0
AUT7,400.7277156,462.7960597,402.0496382,363.0421675,350.1175557,396.622897,285.904753,336.3787999,288.3003674
UGA4,37.50653496,24.72366262,61.42425028,65.56287122,69.34146396,50.71904054,56.74445479,79.03456042,60.8951271
CAALFM_C105720WA,42635.0601,45497.72014,45610.29784,46123.96918,46872.55614,41680.90752,44630.60493,47645.31007,43501.95642
CAALFM_C105730WA,74.02605583,88.85066254,89.34436404,148.7396482,136.4094373,127.8119822,89.48164025,140.720071,125.5961996
CAALFM_C105740CA,102.6494641,116.664783,80.40992764,101.7692329,102.307078,43.61837487,113.4889096,133.0093822,128.4506587
CAALFM_C105750CA,895.2217686,770.2966135,904.6116859,1049.98449,1035.574978,1156.394124,1314.943616,1023.593941,1190.309438
PGA26,936.6763598,970.4037579,882.2755949,74.36982408,97.76009673,49.70465973,605.6379309,740.2261269,646.0592391
PRC3,1221.923428,1269.405553,1327.880611,1732.034061,1652.827682,1872.546977,1082.509599,895.4037394,949.5833882
CAALFM_C105780WA,2069.768521,2077.560275,2240.309928,2019.727854,1957.475425,2117.012752,2385.44958,2175.378084,2316.869289
CAALFM_C105790WA,737.2995161,723.9397461,618.709721,1064.662745,1009.429836,824.6915992,631.8276793,809.6223263,591.8245165
CAALFM_C105800CA,230.9612942,233.329566,243.463392,259.3158339,298.9640167,230.2644441,254.258807,236.1398452,252.1438856
GIM5,1235.741625,1156.603842,1273.157188,1186.002984,1187.89885,1080.315564,1102.15191,1149.856471,1125.608365
RAD10,308.9354063,376.2632405,326.1069288,397.2914286,419.4590197,306.3430049,240.0726933,333.4872915,288.3003674
PRN1,437.2472365,485.2018789,385.2975699,1779.983026,1468.674942,1659.527007,336.1017707,373.9684079,452.9075078
POL32,1364.053455,1416.2023,1441.794675,1305.386123,1432.299092,1330.867624,1319.308574,1439.971137,1253.107537
PRN2,246.7535194,222.5129636,179.8055326,321.9430542,304.6477433,295.184816,123.3100652,138.7923988,109.4209315
PRN3,297.0912374,287.412578,260.2154603,401.2056299,383.0831697,384.4503273,164.7771668,253.488895,206.4725403
PRN4,895.2217686,1057.709192,905.7284905,1243.737453,1179.941633,1210.156307,686.3896551,892.5122311,756.4316569
CAALFM_C105900WA,1328.520949,1410.021384,1475.298811,1081.2981,958.276297,1081.329944,1096.695713,1162.38634,1052.343915
SIP5,551.7408695,598.7762041,475.7587385,951.1509079,780.9440285,1079.301183,438.6782851,382.6429328,402.4787307
CAALFM_C105920WA,12.83118301,10.8166024,11.16804551,23.4852076,32.96561401,38.54647081,27.28098788,20.24055816,39.96242716
CAALFM_C105930CA,587.2733763,586.4143728,607.5416755,847.4245743,917.3534658,905.8420641,1349.86328,1121.905224,1265.47686
PHO87,3038.029331,2618.390394,3061.161273,4918.193892,5268.814515,4980.609781,5672.263,5860.123505,6084.755278
CAALFM_C105950CA,4657.719433,4383.814429,4557.679371,1484.460831,1746.040797,1512.441789,4205.637092,4347.864659,4396.818474
PGA45,9640.166498,9496.20429,9155.563705,5151.088868,5598.470656,4889.315508,8909.970642,11472.54113,10983.00706
CAALFM_C105980WA,487.5849544,540.8301198,519.314116,394.3557777,422.8692556,422.9967981,554.3496737,501.1947734,559.4739802
CAALFM_C105990CA,276.3639418,276.5959756,285.9019649,501.0177622,385.3566603,528.4924025,254.258807,250.5973867,281.6399628
CHS7,1053.144021,1055.391348,926.947777,1004.971175,1013.976817,976.8487209,1090.148276,1180.699226,1062.810265
RGD1,1107.429795,1117.973119,1245.237074,966.807713,1011.703327,1126.977081,1157.805126,932.0295113,1178.891601
CAALFM_C106030CA,268.4678292,254.1901563,246.8138057,227.0236735,265.9984027,244.4657754,229.1602982,232.2845008,183.6368677
RTT101,315.8445049,308.2731683,346.2094107,329.7714568,372.8524619,480.8165043,429.948369,331.5596193,402.4787307
CAALFM_C106050CA,3798.030171,4203.022646,3876.428595,4008.142098,3991.112786,3241.961072,3246.437558,3909.319233,3371.116177
ACP1,1532.832863,1665.756769,1516.62058,1641.028881,1742.630561,1602.721681,1449.166076,1659.725769,1431.035487
CAALFM_C106070WA,1220.936414,1318.080263,1119.03816,1809.339536,1690.340277,1370.428475,1393.512861,1951.768108,1430.084
ARC35,1364.053455,1099.430372,1448.495502,1035.306235,1118.557386,1444.478275,1200.363467,722.8770771,1132.26877
CAALFM_C106090CA,1146.910358,1077.797167,1190.513651,1264.287009,1344.769703,1348.112098,1606.304566,1532.499403,1613.720868
MSI3,21665.94602,21585.3027,23378.06966,16275.24887,16757.89937,17759.77924,22384.59618,20064.17615,21848.02982
RPS14B,50962.49788,51174.11855,49979.23725,46551.59567,45730.12711,43822.26541,53125.90456,55255.75993,47863.5699
NPL4,939.6374021,903.9589146,1047.562668,945.279606,883.2511065,1116.833273,1108.699347,811.5499985,980.0309518
CAALFM_C106120CA,70.07799952,55.6282409,63.65785938,45.99186489,61.38424678,65.93475271,45.83205964,37.58960801,45.67134532
HAC1,1223.897456,1226.139143,1266.45636,1652.771485,1535.742915,1845.158695,1296.392544,1065.038894,1155.104442
CAALFM_C106150WA,0.987014078,0,0,1.957100634,2.273490622,0,0,1.927672205,0.951486361
CAALFM_C106160WA,1.974028156,0,0,2.93565095,7.957217175,2.028761622,1.091239515,2.891508308,0.951486361
TLO34,2080.625676,2087.604263,2099.592555,1520.667192,1422.068384,1438.39199,1217.823299,1379.249463,1257.864969
CAALFM_C106190CA,1915.794325,1790.147697,1955.524768,1368.013343,1292.479418,1361.299048,1150.166449,1233.710211,1109.433097
CAALFM_C106200WA,567.5330947,566.3263969,550.5846434,532.3313723,492.2107196,547.7656379,646.013793,559.0249396,621.3205937
BUD16,262.5457447,350.7669634,280.3179422,324.8787052,326.2459042,297.2135776,270.6273998,318.0659139,286.3973946
CAALFM_C106220CA,18.75326748,8.498759026,13.40165461,23.4852076,18.18792497,25.35952027,17.45983224,18.31288595,28.54459083
MDM34,382.9614622,353.0848068,407.633661,592.0229417,602.4750147,602.5422017,606.7291705,638.0595,698.3909889
CAALFM_C106250WA,165.8183651,187.745313,160.8198553,87.09097819,86.39264362,79.12170325,168.0508853,199.5140733,173.1705177
PGA50,0,0.772614457,1.116804551,1.957100634,0,3.043142433,1.091239515,0,0.951486361
CAALFM_C106270WA,356.3120821,370.0823249,330.574147,216.25962,273.9556199,254.6095835,344.8316868,340.2341443,320.6509036
UME6,22.70132379,29.35934936,22.33609101,23.4852076,10.2307078,22.31637784,22.91602982,41.44495242,36.15648172
CAALFM_C106470WA,55683.38621,59294.2965,53394.42556,52892.60172,49979.28108,40288.16267,48509.96141,61812.73694,48819.81369
CAALFM_C106300WA,5.922084467,8.498759026,17.86887281,14.67825475,7.957217175,5.071904054,31.64594594,24.09590257,4.757431805
CAALFM_C106310WA,1.974028156,6.180915655,8.934436404,11.7426038,4.546981243,1.014380811,14.1861137,16.38521375,2.854459083
CAALFM_C106320WA,278.3379699,307.5005538,307.1212514,91.00517946,131.862456,112.59627,316.4594594,304.5722085,334.923199
CAALFM_C106340WA,11.84416893,36.31287947,18.98567736,18.59245602,15.91443435,13.18695054,14.1861137,8.674524925,15.22378177
CAALFM_C106350WA,596.156503,583.323915,750.492658,423.7122872,408.0915666,524.4348792,625.2802422,442.4007712,490.9669622
CAALFM_C106360WA,459.9485602,501.4267825,503.6788523,357.1708656,424.0060009,422.9967981,412.4885368,375.8960801,404.3817034
PBR1,0.987014078,6.953530112,5.584022753,4.892751584,7.957217175,1.014380811,6.547437091,10.60219713,2.854459083
CAALFM_C106380CA,305.9743641,312.908855,313.8220787,475.575454,404.6813306,327.6450019,350.2878844,472.2796903,377.7400853
CAALFM_C106390WA,343.4808991,278.1412045,396.4656154,245.6161295,268.2718933,414.8817516,297.9083877,186.9842039,272.1250992
CAALFM_C106400CA,2116.158183,2170.274009,2261.529215,2423.869135,2447.412654,2418.283853,2267.595713,2742.113712,2470.058593
CAALFM_C106410WA,148.0521117,188.5179275,150.7686143,166.3535539,203.4774106,214.0343511,225.8865797,180.2373512,225.5022675
CAALFM_C106420CA,434.2861942,492.1554091,441.1377975,416.8624349,420.595765,483.8596468,445.2257222,453.9668044,472.8887214
CAALFM_C106430CA,0,0,1.116804551,2.93565095,1.136745311,2.028761622,0,0,0
CAALFM_C106440CA,688.9358263,618.0915655,741.5582216,1012.799578,1144.702528,1146.250316,1519.005405,1298.28723,1579.467359
RPS22A,44116.56823,42430.44074,43212.51847,36363.90832,37223.86195,33642.95397,43813.26654,44012.6118,41906.31379
CAALFM_C106480CA,2907.743473,2974.565659,2726.119908,2616.643547,2725.915255,2197.148836,2709.547716,3051.505101,2563.304256
CAALFM_C106490CA,5.922084467,8.498759026,8.934436404,5.871301901,9.093962486,6.086284865,6.547437091,18.31288595,4.757431805
CAALFM_C106500WA,447.1173772,513.0159994,454.5394521,324.8787052,336.476612,286.0553887,377.5688723,421.1963769,387.2549489
CAALFM_C106510CA,1243.637738,1328.124251,1400.472906,1940.465278,1857.441838,1844.144314,1020.308947,1141.181946,1020.944865
BPH1,354.3380539,387.8524574,409.8672701,491.232259,546.7744945,598.4846784,460.5030754,353.7278497,442.4411578
CAALFM_C106530CA,2283.950576,2076.78766,2345.289556,2418.976383,2491.745721,2615.07373,3142.769804,2948.374638,3072.349459
CAALFM_C106540CA,1097.559654,912.4576736,1055.3803,1529.474145,1569.845274,1422.161897,1598.66589,1812.975709,1616.575327
GLT1,5446.343681,5205.876211,5511.430457,7602.357411,7740.098821,8058.241161,4956.409878,4693.88182,4986.740018
CAALFM_C106560WA,400.7277156,416.4391923,454.5394521,449.1545954,428.5529822,454.4426033,414.6710158,416.3771964,435.7807533
ANT1,126.337802,131.3444577,130.6661324,171.2463054,163.6913248,147.0852176,180.05452,215.899287,206.4725403
RPS23A,79164.45112,76881.31938,80482.51994,71761.98748,72142.4044,71428.63918,85881.64109,82393.52924,78438.63262
CAALFM_C106590CA,2523.794997,2491.681624,2566.416857,2131.28259,2200.738922,2276.27054,3067.474277,2770.064959,2788.806524
CAALFM_C106600WA,5655.590666,5320.22315,5971.553932,5021.920226,4934.611394,5347.815635,7141.071388,5630.730512,5993.412588
HAK1,25.66236602,23.95104816,12.28485006,15.65680507,4.546981243,25.35952027,12.00363467,5.783016616,6.660404527
CAALFM_C106620CA,13.81819709,12.36183131,15.63526371,4.892751584,2.273490622,9.129427298,8.729916122,8.674524925,6.660404527
CAALFM_C106630WA,1079.793401,1086.295926,1213.966546,972.6790149,1142.429037,972.7911976,1522.279124,1329.129986,1400.587923
CAALFM_C106640CA,3669.718341,3955.786019,3369.399329,4492.524504,4140.026422,3420.492094,2965.989002,3603.783188,3119.923778
CAALFM_C106650WA,761.9748681,1007.489252,754.9598762,825.8964674,802.5421894,686.735809,423.4009319,550.3504147,417.7025125
CAALFM_C106660WA,2889.97722,3163.083587,3009.788264,2220.330669,2047.278305,2434.513946,1827.826188,1634.66603,1738.365581
CAALFM_C106670WA,663.2734603,745.5729509,658.9146848,851.3387756,737.7477067,864.2524509,590.3605777,479.9903792,618.4661346
VPS34,343.4808991,316.7719273,332.8077561,403.1627305,352.3910463,394.5941354,458.3205964,349.8725053,484.3065577
CYK3,599.1175452,652.8592161,681.2507758,364.9992682,322.8356683,376.3352808,627.4627213,551.3142508,680.3127481
CAALFM_C106700WA,1478.547089,1469.512697,1420.575388,764.2477974,775.2603019,793.2457941,1248.378005,1331.057658,1392.024546
CAALFM_C106710WA,465.8706447,511.4707705,495.8612204,635.0791556,626.3466662,537.6218298,352.4703634,533.0013648,440.5381851
CAALFM_C106720CA,331.6367301,299.7744093,300.4204241,423.7122872,400.1343494,413.8673708,378.6601118,414.4495242,409.1391352
RAC1,2245.457027,2392.786973,2205.688987,1735.948262,1728.989618,1752.850041,1916.216589,2114.656409,2161.777012
NOP6,3614.445553,2935.934936,3573.774562,3918.115468,3957.010427,3984.487825,5014.245572,4939.660027,4742.208023
CAALFM_C106750WA,102.6494641,120.5278553,100.5124095,173.2034061,170.5117966,145.056456,161.5034483,227.4653202,156.0437632
CAALFM_C106760CA,3501.925948,2680.972165,3347.063238,3879.952006,4290.076803,4131.573043,5452.923858,5054.356523,5089.500545
CAALFM_C106770WA,1875.326748,1685.844745,2133.096692,1892.516313,1864.26231,1909.064686,2448.741472,2184.052609,2370.152525
NPR1,1306.806639,1571.497805,1445.145088,1338.656833,1193.582576,1617.937393,895.907642,756.6113406,900.1060974
MRPL19,2197.093337,1977.89301,1980.094468,1842.610246,1886.997216,1724.447378,1895.483038,2216.823036,2049.501621
CAALFM_C106800WA,1147.897372,994.354806,1027.460187,1500.117636,1530.059188,1381.586664,1480.812022,1757.073215,1577.564386
CAT1,4512.628364,4541.427778,4768.755431,2089.204926,1794.920846,2203.235121,3993.936626,4234.131999,4565.23156
CAALFM_C106820WA,2401.405251,2116.963612,2247.010756,2623.493399,2557.676949,2417.269472,2972.536439,3242.34465,2860.168001
CAALFM_C106830WA,170.7534355,36.31287947,595.2568254,35.2278114,151.1871263,399.6660395,800.9698042,225.537648,36.15648172
CAALFM_C106840CA,860.6762758,900.8684568,856.5890903,1606.77962,1393.649751,1433.320086,775.8712953,962.8722666,792.5881387
PCL7,1737.144777,1967.849022,1977.860859,1480.546629,1444.80329,1807.626605,1157.805126,1026.485449,1184.600519
CAALFM_C106860WA,0.987014078,0.772614457,2.233609101,1.957100634,1.136745311,3.043142433,1.091239515,0,0.951486361
CAALFM_C106870CA,147.0650976,187.745313,139.6005688,92.96228009,87.52938893,99.40931946,144.043616,218.7907953,165.5586268
SPO22,10.85715486,10.04398794,11.16804551,11.7426038,14.77768904,16.23009297,29.46346691,25.05973867,31.39904991
CAALFM_C106890CA,50871.69258,51986.90896,53433.51372,45742.33456,45738.08432,42431.54932,49545.54771,54735.28844,46719.88329
MMD1,8622.554984,9007.911953,8609.44628,7768.710965,7438.861314,6643.17993,8174.475208,8529.949509,7885.918959
CAALFM_C106910CA,1462.754863,1368.300203,1373.669597,1333.764082,1326.581778,1478.967222,1668.505219,1618.280816,1689.839777
CAALFM_C106920CA,468.8316869,461.2508308,422.1521201,318.028853,294.4170355,286.0553887,340.4667287,371.0768996,313.0390127
PGA63,4820.576756,4822.65944,5078.110291,4021.841802,4021.804909,4078.82524,5520.580707,4756.531167,5130.414458
ATC1,955.4296273,907.8219869,936.9990179,759.3550458,821.8668597,901.7845409,629.6452003,575.4101533,681.2642344
tP(AGG)1,8.8831267,13.90706022,12.28485006,12.72115412,4.546981243,0,8.729916122,21.20439426,7.611890887
SUI2,9304.581711,8253.067629,9416.89597,8556.44397,8735.887713,9076.679496,10338.40317,9314.512097,9525.329959
CAALFM_C106970CA,939.6374021,947.9979386,931.4149952,892.4378889,921.900447,808.4615063,676.5684994,678.5406163,735.498957
CAALFM_C106980CA,803.4294593,749.4360232,799.6320582,631.1649543,626.3466662,698.9083787,1646.680428,1392.743168,1626.090191
MEF2,1075.845345,873.8269508,1122.388573,1567.637607,1586.896454,1591.563492,1625.946878,1572.016684,1641.313973
CAALFM_C107010WA,343.4808991,373.1727827,276.9675285,282.8010415,339.8868479,283.0122462,246.6201304,383.6067689,308.2815809
PUT3,750.1306991,686.8542522,818.6177356,948.215257,908.2595033,980.9062441,1013.76151,1049.617516,1178.891601
RBT4,969.2478244,1022.168926,1054.263496,788.7115553,936.6781361,832.8066457,1216.732059,1198.048276,1485.270209
CAALFM_C107050CA,298.0782515,278.9138189,302.6540332,454.047347,456.9716149,432.1262254,424.4921714,386.4982772,359.6618444
CAALFM_C107060CA,938.650388,1003.62618,848.7714584,856.2315272,840.0547847,848.0223579,750.7727865,869.3801647,696.4880162
DHH1,498.4421093,366.991867,615.3593074,407.0769318,454.6981243,626.8873411,776.9625348,397.1004743,452.9075078
CAALFM_C107080WA,94.75335147,96.57680711,65.89146848,100.7906826,90.93962486,87.23674973,57.83569431,71.3238716,69.45850435
CAALFM_C107090CA,2744.88615,2349.520563,2683.681335,3050.141337,3141.964039,3262.248688,4199.089655,3891.006347,4172.267693
CAALFM_C107100CA,159.8962806,176.1560962,195.4407963,146.7825475,130.7257107,125.7832205,169.1421249,132.0455461,145.5774132
TAF145,1975.01517,1833.414106,2028.117064,1836.738945,1897.227924,2244.824734,2845.952656,2308.387466,2641.326138
GAP4,7957.307495,7644.247437,8209.630251,3927.900972,4317.35869,3985.502206,9825.520595,9499.568629,10375.95877
CAALFM_C107130CA,922.8581627,790.3845894,873.3411585,1239.823251,1365.231118,1329.853243,1446.983597,1482.379926,1541.407905
RIA1,2989.665642,2586.713202,3001.970632,2935.65095,3154.468237,3261.234307,4398.786486,3800.405753,4165.607288
CAALFM_C107150WA,270.4418573,326.8159153,262.4490694,327.8143561,396.7241135,280.9834846,282.6310344,459.749821,290.2033401
CAALFM_C107160CA,542.8577428,943.3622519,550.5846434,370.8705701,321.6989229,265.7677724,86.2079217,125.2986934,109.4209315
ZCF23,187.5326748,200.8797588,195.4407963,134.0613934,140.9564185,135.9270287,157.1384902,170.5989902,198.8606494
CCS1,1672.988862,1732.974227,1604.848139,1906.216017,1801.741318,1911.093448,1242.921808,1358.045069,1224.562947
SOG2,1630.547257,1698.979191,1543.423889,1841.631696,1868.809291,1791.396512,1776.537931,1840.926956,1963.867849
YMC1,3306.497161,3061.871093,3273.354138,2208.588065,2482.651759,2206.278264,3091.481547,3118.973628,3100.89405
CAALFM_C107210CA,1273.24816,1184.417962,1205.03211,1184.045883,1023.07078,1064.085471,1253.834203,1314.672444,1381.558196
CAALFM_C107220WA,379.0134059,367.7644815,396.4656154,1623.414976,1440.256309,1524.614359,537.981081,737.3346186,590.8730301
PHO15,3558.18575,4114.944597,3478.846175,2249.687178,2210.969629,2244.824734,1681.600093,2032.730341,1784.036927
YPD1,1629.560242,1539.047998,1417.224975,1811.296636,1798.331082,1741.691852,1653.227866,1647.1959,1693.645722
ALG9,801.4554312,784.2036738,843.1874357,753.4837439,779.8072832,787.1595092,928.6448275,660.2277304,870.6100203
CAALFM_C107260CA,456.0005039,479.0209633,465.7074976,501.9963125,484.2535024,484.8740276,416.8534948,438.5454267,457.6649396
SEC34,1495.326328,1497.326817,1515.503775,1246.673104,1273.154748,1300.4362,1619.399441,1390.815496,1661.295186
CAALFM_C107280CA,383.9484763,362.3561803,398.6992245,498.0821112,481.9800118,393.5797546,385.2075489,454.9306405,374.8856262
tL(AAG)2,17.7662534,16.2249036,23.45289556,8.806952851,5.683726554,0,7.638676607,17.34904985,14.27229541
CAALFM_C107320WA,6.909098544,8.498759026,17.86887281,8.806952851,12.50419842,8.115046487,19.64231127,15.42137764,3.805945444
RME1,698.8059671,881.5530953,771.7119444,1373.884645,1118.557386,1642.282533,250.9850885,233.2483369,169.3645722
CAALFM_C107340WA,3668.731327,3686.143574,3717.842349,2953.264856,2991.913658,2964.020729,3714.57931,3411.979804,3647.047221
GPX3,567.5330947,744.027722,570.6871253,596.9156932,560.4154382,499.0753589,290.269711,390.3536216,264.5132083
CAALFM_C107360WA,1489.404243,1511.233878,1499.868511,1480.546629,1609.63136,1407.960565,1793.997763,1644.304391,1640.362486
CPH1,213.1950408,226.3760359,166.403878,238.7662773,233.0327887,192.7323541,185.5107176,239.0313535,242.629022
KSP1,330.6497161,275.0507467,452.305843,277.90829,288.7333089,436.1837487,480.1453867,322.8850944,345.389549
CAALFM_C107390WA,1923.690438,2018.841576,2060.504396,2182.167206,1896.091178,2256.997304,1885.661882,1684.785508,1810.678545
CAALFM_C107400CA,420.4679971,387.8524574,429.969752,490.2537087,463.7920868,416.9105133,521.6124883,516.6161511,476.6946668
SKP1,3594.705271,3876.979345,3436.407602,3755.676116,3604.61938,3522.944556,3702.575675,3577.759613,3302.609159
PEX3,658.3383899,601.8666619,699.1196486,806.325461,767.3030848,778.0300819,854.4405404,766.2497017,915.3298792
PHO100,48.36368981,30.90457828,49.13940022,56.75591837,75.02519051,60.86284865,36.010904,48.19180514,55.18620893
CAALFM_C107440WA,1418.33923,1600.857155,1607.081748,1844.567347,1623.272304,2043.977334,1250.560484,1058.292041,1207.436192
CAALFM_C107450WA,19.74028156,39.4033373,27.92011376,24.46375792,26.14514215,28.4026627,13.09487418,35.6619358,14.27229541
GPI8,720.5202768,763.3430834,718.105326,674.2211683,622.9364303,627.9017219,594.7255358,676.6129441,655.5741027
CAALFM_C107470CA,218.1301112,178.4739395,186.5063599,214.3025194,260.3146762,253.5952027,258.6237651,258.3080755,313.9904991
CAALFM_C107480CA,22.70132379,6.953530112,27.92011376,11.7426038,18.18792497,25.35952027,22.91602982,14.45754154,22.83567266
CAALFM_C107490CA,767.8969525,770.2966135,839.837022,731.9556369,885.5245971,714.1240908,930.8273065,907.9336088,958.1467655
LHP1,5612.162046,5168.790717,5797.332422,4611.907643,4882.32111,4967.422831,5854.499999,5353.145715,5590.933857
CAALFM_C107510WA,802.4424452,744.8003365,824.2017583,748.5909923,777.5337926,752.6705617,700.5757688,722.8770771,649.8651845
IST2,799.481403,912.4576736,882.2755949,691.835074,727.5169989,805.4183638,733.3129542,612.9997613,688.8761253
CAALFM_C107530WA,32.57146457,21.63320479,21.21928646,22.50665729,14.77768904,27.38828189,21.8247903,13.49370544,1.902972722
BBC1,1346.287202,1383.752492,2014.715409,1704.634652,1481.17914,1815.741651,1155.622647,1026.485449,1175.085656
SWD2,715.5852064,726.2575895,761.6607035,1107.718959,1123.104367,966.7049128,797.6960856,737.3346186,813.5208386
CAALFM_C107560WA,176.6755199,197.0166865,163.0534644,246.5946798,201.20392,196.7898773,177.872041,217.8269592,213.1329448
CAALFM_C107570CA,144.1040554,193.1536142,186.5063599,283.7795919,276.2291105,238.3794906,169.1421249,266.0187644,233.1141584
PRY1,5.922084467,5.408301198,5.584022753,1.957100634,1.136745311,3.043142433,3.273718546,9.638361027,5.708918166
CAALFM_C107590CA,684.0007559,669.8567341,788.4640127,640.9504575,697.9616208,872.3674973,811.8821993,574.4463172,713.6147707
ATP7,3646.030003,3498.398261,3571.540953,3969.978635,3755.806507,3748.137096,3687.298322,3635.58978,3499.566836
CAALFM_C107610CA,49.35070389,41.72118067,39.08815927,56.75591837,40.92283119,57.81970622,67.65684994,63.61318278,66.60404527
CAALFM_C107630WA,1607.845933,1626.353432,1454.079525,1755.519268,1850.621366,1675.7571,1482.994501,1581.655045,1384.412655
CAALFM_C107640CA,87.84425292,98.12203603,102.7460187,68.49852217,82.98240769,98.39493865,86.2079217,83.85374094,93.24566337
CAALFM_C107650WA,120.4157175,125.163542,158.5862462,109.5976355,127.3154748,181.5741651,211.700466,129.1540378,156.0437632
CAALFM_C107660WA,69.09098544,35.54026502,116.1476733,55.77736806,71.61495458,130.8551246,228.0690587,78.07072432,148.4318723
HAP2,499.4291234,471.2948187,471.2915203,495.1464603,554.7317117,521.3917368,597.9992543,573.4824811,524.2689849
CAALFM_C107690CA,1475.586046,1094.022071,1542.307084,1125.332864,1261.787295,1730.533663,2174.840354,1231.782539,1771.667604
VRG4,5224.265514,4852.791404,5517.01448,4457.296693,5184.695362,4940.034549,7048.316029,5769.522911,6788.855185
ADE4,9852.374524,8814.758339,9853.56655,10477.33824,11267.41952,10549.56043,12110.57614,12509.62878,12686.16765
FGR6-3,83.89619661,111.2564818,120.6148915,70.45562281,62.52099209,34.48894757,77.47800558,59.75783837,81.82782704
CAALFM_C107780WA,1058.079091,1118.745734,1112.337332,1018.67088,1038.985214,1010.323288,1186.177353,1060.219713,1224.562947
CAALFM_C107790CA,760.0008399,590.2774451,706.9372805,1424.769261,1523.238716,1395.787996,1804.910158,1847.673809,1987.655008
MTO1,202.3378859,174.6108673,161.9366598,342.4926109,372.8524619,337.78881,362.2915191,455.8944766,507.1422304
CAALFM_C107810CA,370.1302792,303.6374816,343.9758016,268.1227868,273.9556199,259.6814876,309.9120223,310.3552251,320.6509036
CAALFM_C107820WA,390.8575748,366.991867,405.4000518,478.5111049,478.5697758,440.2412719,386.2987884,444.3284434,499.5303395
CAALFM_C107830CA,163.8443369,179.246554,144.067787,177.1176073,195.5201935,157.2290257,154.9560112,169.6351541,146.5288996
CAALFM_C107840WA,1557.508215,1735.29207,1659.571562,1887.623561,1674.425843,1884.719547,1310.578658,1269.372147,1191.260924
CAALFM_C107850CA,157.9222524,137.5253733,168.6374871,176.139057,165.9648154,189.6892116,214.9741845,168.671318,205.521054
CAALFM_C107860WA,68.10397137,65.67222884,75.94270944,43.05621394,70.47820927,48.69027892,91.66411928,79.99839653,84.68228612
SMI1,5180.836894,5232.145102,5524.832112,4787.06815,4623.143179,5104.36424,5514.03327,5007.128554,5143.735267
GCS1,3616.419581,3163.083587,3743.528853,5026.812977,4872.090402,5651.115497,5555.500372,4731.471428,5371.140507
ADE5%2C7,15233.57528,14365.99321,15453.22457,13171.28726,13029.37475,13392.86985,15567.62292,15083.07117,15845.10237
COI1,2039.171085,2033.521251,2082.840487,1482.50373,1658.511408,1573.304638,3398.11985,3233.670125,3157.983232
MRPL3,2485.301448,2315.525527,2708.251035,3031.548881,3305.655364,2944.747494,3778.962441,3957.511038,3934.396102
CAALFM_C107920WA,2213.872576,2267.623431,1976.744054,2321.121351,2273.490622,2024.704098,1894.391798,2235.135922,1926.759881
ERD1,457.9745321,366.991867,548.3510343,280.8439409,277.3658558,312.4292897,458.3205964,288.1869947,447.1985896
CAALFM_C107940WA,20.72729563,30.13196382,13.40165461,28.37795919,12.50419842,16.23009297,24.00726933,23.13206647,16.17526814
CAALFM_C107950CA,1262.391005,981.2203603,1130.206205,1397.369852,1617.588577,1426.21942,1659.775303,2029.838832,1680.324913
CAALFM_C107960WA,554.7019117,407.1678188,490.2771977,926.68715,998.0623829,863.23807,993.0279588,1249.131589,1079.93702
IRE1,850.8061351,1009.807095,1060.964323,856.2315272,908.2595033,941.3453925,883.9040073,809.6223263,789.7336796
CAALFM_C107980CA,25.66236602,31.67719273,16.75206826,147.7610978,80.70891706,148.0995984,40.37586206,35.6619358,54.23472257
CAALFM_C107990CA,390.8575748,429.573638,412.1008792,759.3550458,625.2099209,822.6628376,349.1966449,348.9086692,301.6211764
NRP1,509.2992641,499.1089392,582.9719754,456.0044476,594.5177975,511.2479287,638.3751164,658.3000582,647.0107254
DPM1,3520.679215,3501.488719,3196.294624,3335.87803,3127.18635,2909.244166,2904.87959,3136.322678,3007.648387
UBA2,1578.23551,1503.507733,1559.059153,1350.399437,1472.085177,1405.931804,1564.837465,1532.499403,1477.658319
PFY1,5885.564946,5619.224945,5725.856931,6324.370697,6128.19397,5772.841195,5835.948927,5666.392448,5489.124816
CAALFM_C108040WA,337.5588146,437.2997826,326.1069288,423.7122872,350.1175557,350.9757606,115.6713886,185.0565317,137.014036
CAALFM_C108050WA,3708.21189,3934.925429,3450.926061,3864.295201,4126.385478,3332.240964,3376.29506,3882.331822,3428.205358
OFR1,3478.23761,3537.801598,3259.952483,2867.152428,2815.718135,2748.971997,3343.557875,2841.388831,2681.288565
CDR4,10103.0761,12950.56353,11577.91278,7700.212443,6200.94567,9569.66857,2012.245666,1616.353144,1656.537754
CAALFM_C108080CA,2729.093925,2888.805454,2584.28573,2788.868403,2795.256719,2522.765077,2340.70876,2698.741088,2241.701866
