,Untreated_1,Untreated_2,Untreated_3,SH9051_3,SH9051_2,SH9051_1,SH1009_1,SH1009_2,SH1009_3
CAALFM_C100020CA,2020.417817,2205.04166,2071.672441,1800.532583,1782.416647,1717.346713,1347.680801,1778.27761,1581.370332
CAALFM_C100030CA,76.98709807,84.98759026,73.70910034,89.04807883,71.61495458,107.524366,38.19338303,50.11947734,43.7683726
CTA2,1381.819709,1517.414793,1410.524147,984.4216187,976.4642219,948.4460582,838.0719477,873.2355091,712.6632843
TUP1,10337.98545,10455.79145,10993.824,8790.317496,8211.848125,9118.269109,10621.0342,8869.219817,9839.320458
MVD,5002.187346,5406.755969,4593.417116,4812.510458,4660.655774,3947.970116,3414.488443,4355.575348,4020.029875
RCA1,2077.664634,2353.383636,2038.168305,2071.591021,2021.133163,1449.550179,1166.535042,1681.893999,1598.497086
CAALFM_C100090WA,195.4287874,194.6988431,223.3609101,181.0318086,206.8876466,200.8474006,201.8793103,171.5628263,237.8715902
CAALFM_C100100CA,1199.222105,1052.30089,1084.417219,1253.522956,1233.368662,1124.948319,1240.739329,1289.612705,1274.040237
CCT8,10504.79083,9933.504072,10571.67188,9331.455821,9209.910508,9094.93835,9818.973158,9272.103308,9924.002745
TRP1,3728.939186,3445.087863,3720.075958,3221.387643,3253.365079,3098.933377,3309.72945,3198.008189,3359.69834
VPS53,1421.300272,1272.496011,1326.763806,1416.940859,1474.358668,1419.118754,1331.312209,1411.056054,1526.184123
KEL1,2345.145449,2198.08813,2296.150156,2117.582886,1851.758111,2046.006096,2030.796738,1954.659616,2098.027426
RIM8,468.8316869,498.3363247,415.4512928,1096.954905,1065.130356,1061.042328,505.2438955,533.9652009,526.1719576
CAALFM_C100160CA,35289.70134,33877.59871,35284.32297,28479.72842,29120.00463,29153.3045,31098.1437,35177.12624,32269.65993
LEU4,670.1825588,656.7222884,649.9802484,559.7307812,521.7660976,507.1904054,629.6452003,587.9400227,726.9355798
RPL16A,88017.9674,84146.98573,87013.59295,80650.16001,79027.67075,75509.49318,91800.52422,95280.98177,86139.01174
CAALFM_C100190CA,25.66236602,24.72366262,39.08815927,16.63535539,20.46141559,27.38828189,32.73718546,26.98741088,20.93269994
CAALFM_C100200CA,110.5455767,124.3909276,128.4325233,104.7048839,132.9992014,90.27989217,115.6713886,123.3710211,128.4506587
CAALFM_C100210CA,6055.331367,6061.933029,5859.873477,5267.536355,5215.387486,4873.085415,4474.082012,4597.49821,4437.732387
PHR2,7458.865386,7112.68869,7815.398245,14053.93965,14033.12086,13808.76598,8955.802701,8672.597252,9660.441023
BFA1,675.1176292,801.2011918,743.7918307,640.9504575,629.7569022,592.3983935,567.4445479,661.1915665,637.4958618
tT(AGU)6,3.948056311,6.180915655,11.16804551,3.914201267,4.546981243,2.028761622,15.27735321,10.60219713,3.805945444
CAALFM_C100270WA,136.2079427,115.1195541,132.8997415,157.546601,125.0419842,159.2577873,142.9523765,133.9732183,120.8387678
POL93,765.9229244,798.8833484,722.5725442,691.835074,660.4490256,735.4260879,563.0795899,613.9635974,481.4520986
CAALFM_C100310WA,1557.508215,1605.492841,1603.731335,694.7707249,638.8508646,657.3187654,1129.432898,1212.505817,1182.697547
CAALFM_C100320WA,855.7412054,907.0493724,801.8656673,897.3306405,883.2511065,793.2457941,628.5539608,862.6333119,745.965307
CAALFM_C100330CA,1644.365454,1494.23636,1557.942348,1322.021478,1355.00041,1306.522484,1656.501584,1601.895603,1539.504932
HBR1,3532.523384,3167.719273,3362.698502,3200.838086,3274.96324,2992.423392,3578.17437,3975.823924,3572.831285
HMX1,4841.304052,4804.116693,4678.294262,2739.940887,2841.863277,2482.189844,5830.49273,6377.703492,5949.644215
CDC13,318.8055471,320.6349996,368.5455017,324.8787052,355.8012823,312.4292897,338.2842497,394.208966,411.0421079
CAALFM_C100370WA,403.6887578,388.6250718,340.6253879,460.8971992,439.9204353,395.6085162,297.9083877,465.5328376,331.1172536
CAALFM_C100380CA,1522.962722,1496.554203,1580.278439,1534.366897,1575.529001,1621.994917,1606.304566,1538.28242,1633.702082
ENA2,3446.65316,3411.865442,3519.051139,4757.71164,4392.383881,5152.040138,4503.545479,4114.616323,4845.920036
SVF1,3489.094765,3665.282984,3439.758016,3914.201267,3705.789713,3424.549617,2934.343056,3895.825527,3306.415104
CAALFM_C100410CA,620.8318549,584.0965294,582.9719754,553.8594793,550.1847304,665.4338119,632.9189188,590.831531,665.0889663
CAALFM_C100430WA,1016.6245,1032.212914,979.4375908,1177.196031,1013.976817,1090.459372,902.4550791,922.3911503,915.3298792
UBP6,4262.913802,4301.144682,4480.619857,3756.654666,3451.158763,4029.120581,3878.265237,3537.278497,3749.807748
CAALFM_C100420WA,2310.599956,2603.71072,2035.934696,1808.360985,1725.579382,1536.786928,1615.034483,1668.400294,1588.030736
CAALFM_C100450CA,2191.171253,2293.119708,2244.777147,2385.705672,2396.259115,2031.804764,2126.825815,2499.227014,2146.55323
CAALFM_C100460WA,2618.548348,2617.61778,2544.080766,2938.586601,2913.478231,2537.980789,2603.697483,2798.980042,2582.333984
CAALFM_C100470CA,1195.274048,1128.789722,1094.46846,1185.024434,1200.403048,1116.833273,951.5608573,1105.52001,1085.645938
GCN20,3773.354819,3370.916875,3816.121149,3162.674624,3282.920457,3433.679045,4406.425162,3375.354032,3981.970421
TTR1,3661.822229,4558.425296,3283.405379,5066.93354,4315.0852,3956.085162,1942.406337,3492.942036,2387.27928
GLO1,4308.31645,4197.614344,4121.008792,3643.142829,3495.491831,3522.944556,3662.199813,3087.167037,3456.749949
CAALFM_C100510WA,1617.716073,1543.683685,1494.284489,972.6790149,973.053986,968.7336744,1165.443802,1118.049879,1137.026201
CAALFM_C100520WA,765.9229244,736.3015774,699.1196486,712.3846306,663.8592615,623.8441987,673.2947809,619.7466141,609.9027574
CAALFM_C100530CA,998.8582467,1096.339914,952.6342816,950.1723576,859.3794549,946.4172965,686.3896551,705.5280272,714.5662571
CAALFM_C100540CA,743.2216006,662.903204,701.3532577,1408.133906,1462.991215,1295.364295,1747.074464,1713.700591,1909.633126
CIS2,639.5851224,532.3313608,572.9207344,663.4571148,704.7820927,788.17389,1000.666635,787.4540959,1039.023106
CNS1,1806.235762,1342.803926,1743.331903,2346.56366,2447.412654,2427.41328,3550.893383,3001.385624,3484.343054
CAALFM_C100570CA,503.3771797,545.4658066,528.2485524,649.7574103,639.98761,629.9304835,814.0646784,717.0940604,803.0544886
CAALFM_C100580WA,303.0133219,360.0383369,339.5085834,170.2677551,172.7852872,195.7754965,141.861137,123.3710211,164.6071404
TUF1,13781.67757,13043.27726,14031.53237,13503.99437,13748.93453,13876.72949,15568.71416,13422.38157,14549.17795
APC1,644.5201928,543.1479632,634.3449847,668.3498664,707.0555833,806.4327446,939.5572226,770.1050461,922.9417701
PSD1,4305.355407,4698.268512,4365.588988,4136.332189,4020.668164,3990.57411,3648.013699,3648.119649,3579.49169
MOB2,1053.144021,1056.163963,981.6711999,895.3735399,795.7217175,827.7347417,811.8821993,936.8486919,818.2782704
CAALFM_C100630WA,231.9483083,204.7428311,208.842451,330.7500071,326.2459042,360.1051879,164.7771668,172.5266624,146.5288996
RPO41,4268.835886,3313.743406,4374.523425,5562.080001,5929.263541,5972.674214,7568.837278,7050.461091,7531.966033
SNF7,2497.145617,2558.126467,2494.941366,2340.692358,2137.081184,2277.28492,2406.183131,2385.494354,2434.853598
CAALFM_C100660CA,942.5984443,1044.574746,905.7284905,838.6176215,816.1831331,804.403983,925.3711089,897.3314116,931.5051474
UGA32,272.4158855,288.1851924,275.850724,252.4659817,237.5797699,240.4082522,247.71137,280.4763059,221.6963221
ASM3,224.0521957,262.6889153,209.9592555,215.2810697,263.7249121,188.6748308,158.2297297,217.8269592,187.4428131
RIC1,367.1692369,362.3561803,374.1295244,360.1065166,368.3054807,463.5720306,440.8607641,385.5344411,441.4896715
CAALFM_C100700WA,875.481487,876.1447941,913.5461224,906.1375933,949.1823345,945.4029157,836.9807082,852.0311148,745.965307
TUB2,6646.5528,6985.979919,6734.33144,5555.230148,5964.502646,5260.578885,6022.550884,6305.415784,6137.087028
NMA111,6143.17562,5222.101114,6208.316497,5926.100718,6129.330716,6201.924278,9016.912114,7821.529974,8649.011021
tP(UGG)3,5.922084467,11.58921685,3.350413652,9.785503168,1.136745311,6.086284865,2.18247903,6.746852719,3.805945444
CMP1,1728.26165,1797.873841,1892.983713,1665.492639,1848.347875,1707.202905,1960.957409,1727.194296,2053.307567
SPE1,5887.538974,5910.500595,6088.81841,4813.489008,5006.226349,5377.232678,5973.445106,5381.096962,5745.074647
VPS27,1171.58571,1354.393143,1366.96877,1191.874286,1165.163944,1459.693987,1069.414725,928.1741669,1047.586483
CAALFM_C100760WA,860.6762758,961.9049989,891.2100313,792.6257566,845.7385112,856.1374044,668.9298228,724.8047493,679.3612617
ROT1,324.7276316,305.9553249,301.5372286,426.6479381,420.595765,449.3706992,332.8280521,310.3552251,274.0280719
HGC1,246.7535194,313.6814695,266.9162876,248.5517805,254.6309496,245.4801562,147.3173346,139.7562349,114.1783633
CAALFM_C100790WA,227.0132379,231.7843371,271.3835058,139.9326953,169.3750513,187.66045,315.3682199,229.3929925,269.2706401
ERG2,2964.003276,2715.739816,3038.825182,2723.305532,2797.53021,2687.094768,3180.963187,2921.387227,3175.109986
CAALFM_C100810WA,214.1820549,286.6399635,217.7768874,165.3750035,163.6913248,175.4878803,178.9632805,126.2625295,158.8982223
CAALFM_C100820WA,265.5067869,247.2366262,287.0187695,172.2248558,217.1183544,209.9768278,259.7150046,164.8159736,255.9498311
CAALFM_C100830WA,360.2601384,366.2192526,328.3405379,317.0503026,277.3658558,297.2135776,235.7077353,222.6461397,226.4537539
NRM1,1102.494725,1168.965673,1129.089401,646.8217594,812.7728972,639.0599108,1535.373998,1371.538774,1514.766287
IHD2,182.5976044,200.1071443,177.5719235,199.6242646,197.7936841,192.7323541,117.8538676,104.0942991,145.5774132
CAALFM_C100860WA,313.8704767,339.950361,321.6397106,289.6508938,283.0495824,318.5155746,198.6055918,269.8741088,235.0171312
LRO1,1967.119057,2021.932034,2037.0515,1573.508909,1644.870465,1653.440722,1884.570643,1793.698987,1837.320163
CAALFM_C100880WA,46.38966166,51.76516861,62.54105483,72.41272344,61.38424678,60.86284865,68.74808946,79.03456042,83.73079976
CAALFM_C100890WA,654.3903336,668.3115052,693.5356259,602.7869951,536.5437867,684.7070473,698.3932897,610.108253,649.8651845
RRS1,4221.459211,3912.51961,3968.006568,4547.323322,4427.622985,4061.580767,4459.895899,5471.697555,4583.309801
CAALFM_C100910WA,319.7925612,433.4367103,318.2892969,303.3505982,283.0495824,220.120636,328.4630941,412.521852,385.3519762
CAALFM_C100920WA,511.2732923,523.8326018,577.3879526,340.5355102,373.9892072,403.7235627,485.6015843,390.3536216,507.1422304
SIN3,4321.147633,4755.441982,4822.362049,4193.088107,4273.025623,4459.218045,4583.205964,4443.284434,4824.987336
RPB11,1605.871905,1564.544275,1454.079525,1603.843969,1543.700132,1379.557903,1320.399813,1690.568524,1394.879005
CDC5,5066.343261,5206.648825,5245.630974,2870.088079,2946.443846,2797.662276,5703.908946,5841.810619,5753.638025
SET1,900.1568389,808.9273364,811.9169083,875.8025335,875.2938893,918.0146338,1165.443802,1074.677255,1198.872815
CAALFM_C100970WA,212.2080267,194.6988431,165.2870735,180.0532583,178.4690138,200.8474006,151.6822926,182.1650234,219.7933494
CAALFM_C100980WA,1014.650472,1015.988011,950.4006725,1421.83361,1435.709327,1027.567761,1129.432898,1597.076422,1227.417406
CAALFM_C101000CA,554.7019117,565.5537825,537.1829888,561.6878818,485.3902477,484.8740276,461.5943149,509.8692983,478.5976396
CAALFM_C101010WA,2463.587138,2471.593648,2340.822338,2471.8181,2308.729726,2234.680926,2139.920689,2430.794651,2165.582957
tA(AGC)4,1.974028156,1.545228914,0,0,0,0,1.091239515,1.927672205,1.902972722
HMT1,8587.022477,8539.707592,8686.505794,7371.419536,7389.981265,7161.528525,8140.646784,8227.304973,8281.737286
CAALFM_C101040WA,936.6763598,1023.714155,906.845295,1111.63316,1037.848469,862.2236892,726.7655171,1020.702433,881.0763702
CAALFM_C101050CA,3305.510147,3392.55008,3322.493538,2477.689402,2431.49822,2370.607955,3153.682199,3098.73307,3166.546609
MBF1,11987.28597,11248.49388,11632.6362,12302.33458,11440.20481,12373.41713,12910.4547,11260.49719,11527.25726
CAALFM_C101070CA,532.987602,562.4633246,599.7240436,465.7899508,470.6125587,397.6372779,501.970177,572.518645,602.2908665
CAALFM_C101080WA,324.7276316,304.410096,339.5085834,306.2862492,314.8784511,308.3717665,409.2148182,332.5234554,331.1172536
CAALFM_C101090CA,1629.560242,1633.306962,1580.278439,1941.443828,1728.989618,1333.910766,1335.677167,1984.538536,1525.232637
CCH1,905.0919093,903.1863001,1065.431541,1648.857284,1564.161548,1846.173076,1187.268593,982.1489887,1062.810265
ZPR1,6930.812854,6716.337474,7358.625184,6250.979424,6421.474261,6707.085921,8068.624976,7715.508002,7691.815742
CAALFM_C101130WA,1973.041141,1886.724504,2134.213496,3718.491204,3726.251129,3858.704605,2893.967194,2861.629389,2726.95991
CAALFM_C101140CA,2021.404831,2415.965407,2194.520942,2777.125799,2228.020809,2943.733113,647.1050325,570.5909728,579.4551938
CAALFM_C101150CA,1282.131287,1182.872734,1324.530197,1767.261872,1857.441838,1702.131001,1634.676794,1748.39869,1784.036927
CAALFM_C101160CA,1424.261314,1299.537517,1192.74726,2008.9638,2114.346278,1878.633262,1687.056291,2054.898571,1814.48449
ZCF17,1232.780583,1254.725878,1358.034333,1381.713047,1384.555789,1359.270287,1452.439795,1550.812289,1461.48305
CAALFM_C101180CA,56.25980243,52.53778307,49.13940022,62.62722027,51.15353898,50.71904054,100.3940354,97.34744638,113.226877
CAALFM_C101190CA,670.1825588,733.9837341,724.8061533,833.7248699,743.4314332,751.6561808,563.0795899,661.1915665,579.4551938
STB5,438.2342505,482.8840356,415.4512928,411.9696834,395.5873681,451.3994608,274.9923578,311.3190612,359.6618444
CAALFM_C101210WA,1058.079091,992.0369627,1064.314737,1204.59544,1124.241112,1218.271354,836.9807082,908.8974449,830.6475931
CAALFM_C101220CA,36.51952088,51.76516861,30.15372286,118.4045883,82.98240769,102.4524619,20.73355079,17.34904985,14.27229541
IFD3,254.6496321,237.9652527,276.9675285,336.621309,295.5537808,307.3573857,303.3645852,239.0313535,281.6399628
CAALFM_C101250WA,2062.859423,2129.325443,2069.438832,1632.221928,1616.451832,1714.30357,1833.282386,1689.604688,1828.756786
TRS20,503.3771797,539.2848909,431.0865565,253.444532,265.9984027,307.3573857,213.882945,316.1382417,228.3567266
CTA9,914.9620501,1108.701746,888.9764222,576.3661366,516.0823711,537.6218298,385.2075489,604.3252364,505.2392577
MED22,210.2339986,278.9138189,246.8138057,227.0236735,183.015995,205.9193046,176.7808015,218.7907953,193.1517313
CAALFM_C101290CA,422.4420253,547.7836499,443.3714066,263.2300352,219.391845,285.0410079,194.2406337,212.0439426,184.588354
CAALFM_C101300WA,3555.224708,3605.019056,3291.22301,3102.004504,2885.059599,3024.883578,2777.204566,2721.873154,2784.049092
MRS7,4598.498588,4974.864488,4462.750984,5547.401746,5117.627389,5470.555713,3592.360484,4218.710622,3786.915717
DUT1,2764.626432,2445.324756,2779.726526,2448.332893,2499.702938,2491.319271,2204.303821,2361.398452,2079.949185
CAALFM_C101340CA,246.7535194,243.3735539,198.79121,148.7396482,143.2299092,142.0133135,96.02907734,155.1776125,112.2753906
TIF,40641.29167,40260.93935,41918.142,33338.23074,32945.1526,33245.3167,41966.88928,39170.29922,40218.37699
CAALFM_C101360CA,3933.2511,4175.98114,4147.812101,2839.753019,2658.847282,2951.84816,2717.186393,2294.893761,2569.013175
RPS21B,54893.77495,52119.02603,53268.22665,44302.88704,44484.25425,39499.98877,51818.59962,50572.48031,45570.48777
TRM2,1550.599116,1267.860324,1406.056929,1709.527403,1855.168347,1706.188524,2408.36561,2494.407834,2411.066439
CAALFM_C101390CA,576.4162214,563.2359391,636.5785938,684.9852217,721.8332723,638.04553,1005.031594,1079.496435,1166.522279
CAALFM_C101400CA,1147.897372,1195.234565,1162.593537,1065.641295,1026.481016,1031.625285,902.4550791,871.3078369,991.4487881
CRL1,785.6632059,735.528963,708.054085,1049.98449,1046.942431,914.9714914,779.1450139,865.5248203,723.1296343
ABC1,2155.638746,1856.59254,2027.000259,3728.276707,3741.028818,3602.066259,3076.204193,3143.069531,3166.546609
CAALFM_C101460WA,1051.169993,989.7191193,1036.394623,756.4193949,682.0471865,816.5765527,869.7178936,727.6962576,819.2297568
CAALFM_C101470WA,4298.446309,4117.262441,4265.076579,3916.158368,3612.576598,3945.941354,4848.377166,4667.858246,4265.513356
RPS21,79556.29571,75560.92127,80234.58933,68388.92454,69269.849,67481.68344,81744.75208,77616.75752,77187.42806
CAALFM_C101490WA,6297.149816,6596.582233,6271.974356,6293.057087,6005.425477,5778.927479,6589.995432,7165.157588,6327.3843
CAALFM_C101510WA,266.493801,184.6548552,226.7113238,1037.263336,1326.581778,848.0223579,821.703355,1060.219713,804.9574614
SOD2,2250.392097,2670.155563,2296.150156,4080.554821,3861.523821,3661.914727,1762.351817,2179.233428,1841.126108
CAALFM_C101530CA,10707.12872,10596.40728,11229.46976,9288.399607,9176.944894,9323.174033,10756.3479,9887.030742,10399.74593
CAALFM_C101540WA,1014.650472,1118.745734,964.9191317,1063.684194,893.4818143,1016.409572,827.1595525,803.8393097,842.0654294
VPS17,995.8972045,1012.124939,1026.343382,957.0222098,942.3618626,995.1075755,912.2762347,918.5358059,977.1764927
SIZ1,1692.729143,1776.240636,1722.112617,1638.09323,1649.417446,1662.570149,1883.479403,1842.854628,2121.814585
RPB7,1628.573228,1631.761733,1726.579835,1280.922365,1395.923242,1373.471618,1792.906524,1665.508786,1673.664509
CAALFM_C101580WA,1819.066945,1671.16507,1756.733558,1727.141309,1693.750513,1687.929669,1969.687325,2082.849818,1912.487585
CAALFM_C101590CA,5967.487114,5510.286307,6372.486765,4742.054835,4852.765732,5333.614304,7135.61519,5661.573267,6674.676822
MRP20,3068.626768,2918.164804,2829.982731,3282.057762,3343.167959,3123.278517,3353.37903,3636.553616,3493.857917
CAALFM_C101610CA,76.00008399,68.76268666,74.82590489,53.82026742,34.10235932,48.69027892,34.91966449,40.48111631,41.86539988
CAALFM_C101620CA,163.8443369,156.0681203,129.5493279,117.426038,128.4522201,112.59627,75.29552655,77.10688822,79.92485432
CAALFM_C101630WA,2327.379195,2889.578069,2432.400311,1512.83879,1402.743713,1430.276943,965.746971,1342.623691,788.7821932
RPS42,4691.277912,4311.961284,4190.250674,9733.640001,9822.61623,9068.564449,7251.286579,7295.275462,7177.061621
ISN1,1870.391677,2337.931347,1857.245968,1725.184208,1451.623762,1781.252704,981.0243242,923.3549864,930.553661
tS(UGA)1,1.974028156,0,0,0,0,0,0,0,0
ESP1,532.0005879,492.9280235,616.4761119,446.2189445,500.1679367,494.0034549,755.1377445,557.0972674,616.5631619
CAALFM_C101680CA,1415.378188,1305.718432,1402.706515,1405.198255,1425.47862,1315.651912,1857.289655,1715.628263,1495.736559
LSC1,11153.25908,11304.89473,11085.40197,9899.993555,9937.427507,9410.410782,11262.68304,11332.7849,11204.70339
ARP8,2282.963562,2227.447479,2345.289556,1642.007432,1666.468626,2010.502767,2198.847623,1791.771315,2018.102572
CAALFM_C101710WA,735.3254879,776.4775292,760.5438989,1126.311415,930.9944095,1341.011432,341.5579683,340.2341443,338.7291445
CAALFM_C101720CA,1574.287454,2423.691551,1364.735161,2293.721943,2012.0392,1106.689465,520.5212488,1965.261813,846.8228612
CAALFM_C101750WA,776.7800792,934.0908784,834.2529993,520.5887685,528.5865695,584.2833471,467.0505125,458.7859849,497.6273668
FGR38,387.8965326,366.991867,408.7504655,339.5569599,334.2031214,344.8894757,445.2257222,382.6429328,406.2846761
MAK32,209.2469845,222.5129636,235.6457602,303.3505982,326.2459042,296.1991968,224.7953401,243.850534,238.8230766
HOL4,1180.468837,1212.232083,1199.448087,1425.747812,1462.991215,1589.534731,1042.133737,987.9320053,1060.907292
SWI4,1245.611766,1211.459468,1331.231024,1336.699733,1376.598571,1407.960565,1759.078099,1597.076422,1639.411
CAALFM_C101800WA,820.2086986,829.0153123,768.3615308,723.1486841,754.7988863,780.0588436,733.3129542,788.417932,621.3205937
UGA2,514.2343345,570.1894692,559.5190798,1108.697509,915.0799752,1071.186136,575.0832245,533.0013648,535.6868212
CAALFM_C101820CA,571.481151,573.279927,513.7300933,669.3284167,703.6453474,699.9227595,716.9443615,693.961994,766.8980069
UBC8,1039.325824,1335.077782,1168.17756,1080.31955,998.0623829,1081.329944,536.8898415,670.8299275,597.5334347
CAALFM_C101840CA,215.169069,220.9677347,207.7256464,319.9859536,329.6561401,348.9469989,124.4013047,127.2263656,114.1783633
CAALFM_C101850CA,549.7668413,569.4168547,475.7587385,656.6072626,655.9020443,576.1683006,513.9738117,742.1537991,565.1828984
CAALFM_C101860WA,2324.418153,2127.780214,2340.822338,1921.872822,2043.868069,1855.302503,2602.606244,2573.442394,2549.031961
CYS4,10455.44013,10028.53565,10332.6757,7015.227221,7084.196777,6893.731991,10949.4973,10634.00372,10795.56425
PTR3,212.2080267,266.5519876,280.3179422,260.2943843,203.4774106,234.3219673,264.0799627,228.4291563,274.0280719
CAALFM_C101890CA,2041.145113,2208.904732,2171.068046,2249.687178,1843.800894,2359.449766,1436.071202,1349.370544,1326.371987
CAALFM_C101900CA,880.4165574,953.4062398,797.3984491,1089.126503,945.7720986,1025.539,1025.765144,908.8974449,996.2062199
CAALFM_C101910WA,4608.368729,4552.24438,4466.101398,4361.398762,4413.982042,4196.493415,4076.870829,4264.010918,4118.03297
ROA1,2832.730403,2311.662455,2930.495141,5615.900268,5634.846505,6184.679804,4986.964585,4279.432296,5157.056076
CAALFM_C101930WA,606.0266438,689.1720956,664.4987076,1103.804757,976.4642219,1089.444991,620.9152842,572.518645,588.0185711
CAALFM_C101940CA,1094.598612,1150.422926,1148.075078,1034.327685,1075.361064,912.9427298,954.8345758,1211.541981,922.9417701
CAALFM_C101950CA,1156.780499,1190.598878,1043.09545,932.5584519,1018.523798,867.2955933,948.2871387,1026.485449,944.8259564
CAALFM_C101970WA,0,0,0,0,1.136745311,1.014380811,0,1.927672205,0.951486361
HGT1,143.1170413,148.3419757,173.1047053,412.9482337,345.5705745,412.85299,126.5837838,175.4181707,155.0922768
HSP30,10.85715486,12.36183131,5.584022753,161.4608023,98.89684204,159.2577873,1.091239515,1.927672205,0.951486361
CAALFM_C102000WA,989.97512,1071.616252,934.7654088,942.3439551,796.8584628,863.23807,595.8167753,788.417932,714.5662571
ZCF24,209.2469845,169.2025661,177.5719235,147.7610978,187.5629763,198.8186389,176.7808015,186.0203678,194.1032176
CAALFM_C102020WA,216.156083,184.6548552,209.9592555,227.0236735,209.1611372,231.2788249,172.4158434,201.4417455,178.8794359
CAALFM_C102030CA,251.6885898,261.9163009,254.6314375,395.334328,333.0663761,313.4436706,220.4303821,292.0423391,248.3379402
CAALFM_C102040CA,763.9488962,1041.484288,957.1014998,1171.324729,1001.472619,1351.15524,636.1926374,476.1350348,573.7462756
PHO91,3623.32868,3612.745201,3764.74814,3739.04076,3675.09759,4067.667052,3197.33178,2674.645185,2681.288565
CAALFM_C102060WA,1039.325824,1185.190577,1058.730714,898.3091908,853.6957284,801.3608406,666.7473438,618.782778,596.5819483
HSP31,23.68833787,54.85562644,29.03691831,73.39127376,37.51259526,56.80532541,7.638676607,6.746852719,6.660404527
SET6,702.7540234,615.0011077,716.9885215,1483.48228,1566.435038,1398.831138,1286.571388,1586.474225,1470.997914
CAALFM_C102090CA,710.650136,635.861698,691.3020168,877.7596341,1011.703327,891.6407327,1093.421994,1079.496435,1116.093501
CAALFM_C102100WA,188.5196889,186.2000841,224.4777147,173.2034061,195.5201935,218.0918743,186.6019571,184.0926956,194.1032176
HGT2,111.5325908,119.7552408,107.2132369,427.6264884,341.0235932,392.5653738,79.66048461,85.78141314,77.07039524
SHA3,6389.92914,5677.171029,5992.773218,13123.3383,13241.94613,12488.04216,7454.257128,7341.539595,5557.631834
GAL1,332.6237442,311.3636261,352.910238,1056.834342,903.7125221,1187.83993,274.9923578,229.3929925,254.9983447
GAL10,138.1819709,102.7577228,107.2132369,917.8801971,759.3458676,995.1075755,89.48164025,115.6603323,111.3239042
CAALFM_C102160WA,376.0523636,413.3487344,311.5884696,360.1065166,351.254301,348.9469989,268.4449207,276.6209615,254.9983447
GAL102,215.169069,272.7329033,217.7768874,397.2914286,344.4338292,399.6660395,182.236999,188.9118761,166.5101132
GAL7,771.8450088,870.7364929,813.0337128,1465.868375,1174.257906,1457.665225,542.3460391,545.5312341,516.657094
ABP140,1496.313342,1300.310131,1463.013961,1686.042196,1677.836079,1640.253771,2015.519385,2092.488179,2051.404594
CAALFM_C102200CA,254.6496321,263.4615298,235.6457602,259.3158339,239.8532606,221.1350168,172.4158434,214.9354509,157.9467359
CAALFM_C102210WA,1325.559906,1499.644661,1396.005688,2308.400197,2014.312691,2243.810354,1367.323113,1282.865853,1268.331319
CAALFM_C102220CA,620.8318549,759.4800111,637.6953984,653.6716116,593.3810522,670.505716,565.2620689,542.6397258,599.4364074
7-Sep,1821.040974,1849.63901,2060.504396,1428.683462,1441.393054,1512.441789,2198.847623,1709.845246,1936.274745
CAALFM_C102240WA,2726.132883,2542.674178,2750.689608,2413.105081,2556.540204,2334.090246,3052.196924,2851.991028,3034.290005
CWH8,2173.404999,2080.650732,2220.207446,1379.755947,1435.709327,1501.2836,1852.924697,1525.752551,1878.234076
AGE3,2209.92452,2210.449961,2321.836661,1785.854328,1847.21113,1961.812488,2198.847623,2056.826243,2099.930399
CAALFM_C102270CA,145.0910694,152.9776625,122.8485006,44.03476425,45.46981243,38.54647081,133.1312209,127.2263656,95.14863609
PSY2,321.7665894,347.6765056,350.6766289,289.6508938,350.1175557,349.9613797,410.3060577,356.619358,451.9560214
CAALFM_C102290CA,1365.04047,1225.366529,1276.507601,1185.024434,1282.248711,1249.717159,1264.746598,1358.045069,1314.002664
CAALFM_C102300WA,424.4160534,457.3877585,429.969752,399.2485292,405.8180759,466.615173,487.7840633,451.0752961,504.2877713
CAALFM_C102310CA,472.7797433,591.0500595,427.7361429,466.7685011,444.4674165,384.4503273,353.5616029,435.6539184,351.0984672
CAALFM_C102320CA,1368.988526,1261.679408,1430.626629,1265.26556,1193.582576,1575.333399,1476.447064,1158.530995,1411.054273
CAALFM_C102330CA,39906.95319,36120.49847,38803.37411,33533.94081,34486.57924,35489.12705,45450.12581,36607.45902,37023.28579
tR(CCG)1,34.54549272,28.58673491,55.84022753,25.44230824,22.73490622,26.37390108,96.02907734,76.14305212,45.67134532
TIM21,1155.793485,1043.802131,1167.060755,1250.587305,1210.633756,1219.285735,1241.830568,1421.658252,1255.01051
PGA5,138.1819709,119.7552408,134.0165461,160.482252,161.4178341,122.7400781,168.0508853,194.6948928,177.9279495
CAALFM_C102370CA,1088.676528,925.5921194,1063.197932,1004.971175,1245.872861,1093.502514,1340.042125,1336.840674,1433.889946
CAALFM_C102380CA,137.1949568,106.6207951,137.3669597,117.426038,118.2215123,132.8838862,100.3940354,102.1666269,130.3536314
CAALFM_C102390WA,452.0524476,408.7130477,435.5537747,440.3476425,491.0739743,430.0974638,474.6891891,413.4856881,437.683726
MNN11,412.5718845,336.0872888,470.1747158,482.4253062,536.5437867,604.5709633,655.8349486,584.0846783,707.9058525
CAALFM_C102410CA,1081.767429,847.5580592,1141.374251,584.1945391,662.7225162,788.17389,1021.400186,636.1318278,868.7070475
GSC1,7085.774064,7029.246329,7837.734336,10401.01132,11029.83975,11623.78971,9090.025162,8703.440008,8396.867135
