Gene_name,R1_T36_1,R1_T36_2,R1_T36_3,R1_Ctl_1,R1_Ctl_2,R1_Ctl_3
orf19.5611,8,14,20,6,5,9
orf19.5614,1544,1273,2902,727,757,1120
orf19.5616,5,8,9,4,4,7
orf19.5617,320,242,158,23,22,81
orf19.5618,450,305,383,55,56,116
orf19.5619,878,740,1130,445,501,858
orf19.5620,2348,1491,3312,1672,1773,3105
orf19.5621,142,118,219,49,44,83
orf19.5625,14,21,14,10,8,13
orf19.5626,1300,459,804,86,119,320
orf19.5627,1098,1180,1346,351,362,1282
orf19.5628,379,409,303,134,135,300
orf19.5633,537,1123,913,801,930,1161
orf19.5642,6656,3789,5979,3570,3434,3915
orf19.5644,96,95,104,63,94,106
orf19.5646,161,143,78,62,54,45
orf19.5648,1749,1874,1348,1248,1144,1928
orf19.5649,0,0,0,0,0,0
orf19.5651,1353,1081,1000,584,641,775
orf19.5655,62,51,101,55,99,31
orf19.5660,306,327,464,137,157,277
orf19.5660.1,666,502,568,398,350,362
orf19.5665,1634,1651,1341,1654,1600,1661
orf19.5666,487,397,351,93,116,291
orf19.5669,609,526,682,175,170,239
orf19.5671,3261,2809,1622,1205,1250,1674
orf19.5675,1460,1264,1164,555,576,928
orf19.5676,1193,707,737,174,169,385
orf19.5678,133,337,170,90,116,156
orf19.5680,1083,1162,1062,779,773,749
orf19.5681,371,417,390,184,149,335
orf19.5682,3540,4205,3502,5277,5357,4597
orf19.5683,428,324,591,353,347,361
orf19.5684,2396,1888,2428,1162,1039,1715
orf19.5684.1,413,369,387,240,186,258
orf19.5686,1387,1343,1046,1390,1347,1472
orf19.5688,1976,1124,1370,510,465,800
orf19.5689,11917,9508,9543,7637,8083,5053
orf19.5692,1893,1579,1385,1574,1585,860
orf19.5693,3734,5537,5473,5601,5304,2301
orf19.5694,962,667,636,151,161,291
orf19.5698,1649,2577,1643,719,686,1238
orf19.5701,37,18,16,5,2,6
orf19.5702,963,876,1242,479,559,1084
orf19.5704,100,372,177,78,69,170
orf19.5710,1058,1797,828,1064,1099,979
orf19.5711,490,879,646,533,601,539
orf19.5717,2,0,0,0,0,0
orf19.5718,134,129,162,28,26,85
orf19.5719,18,23,19,7,9,4
orf19.5720,143,332,239,261,321,212
orf19.5722,362,420,123,78,100,83
orf19.5724,0,0,0,0,0,0
orf19.5725,211,118,148,11,28,52
orf19.5727,201,124,267,39,51,168
orf19.5728,2,0,4,5,0,3
orf19.5730,521,685,620,626,682,677
orf19.5735.3,40,45,54,64,51,54
orf19.5747,309,393,431,48,57,301
orf19.5748,30,27,36,8,18,18
orf19.5752,429,259,372,97,116,178
orf19.5754,1457,773,1360,552,565,833
orf19.5755,57,75,24,16,16,15
orf19.5757,335,295,236,90,71,97
orf19.5763,236,251,337,41,43,95
orf19.5767,116,68,88,6,9,59
orf19.577,1364,1328,1758,454,510,651
orf19.5772,730,394,400,65,85,253
orf19.5773,6808,5345,6361,1897,2365,3918
orf19.5775,193,154,157,93,99,120
orf19.5777,148,107,246,114,113,146
orf19.578,297,210,248,45,73,173
orf19.5780,286,306,269,142,220,141
orf19.5782,571,459,554,126,149,230
orf19.5783,598,509,617,175,206,530
orf19.5785,163,94,279,551,717,480
orf19.5799,4537,7355,7436,6637,7812,8389
orf19.580,127,66,96,5,10,50
orf19.5802,165,194,163,49,51,134
orf19.5808,585,578,513,310,392,579
orf19.5809,626,910,636,411,445,253
orf19.581,1703,1259,1838,535,580,1482
orf19.5812,2719,1882,1872,322,361,1464
orf19.5813,4458,4415,4284,4160,4413,2463
orf19.5814,63,62,87,51,33,64
orf19.5814.1,52,75,65,3,10,6
orf19.5817,855,452,722,94,111,255
orf19.5821,426,244,293,63,49,148
orf19.5824,258,455,461,140,137,379
orf19.5825.1,198,114,135,77,62,59
orf19.5826,23,36,36,27,27,35
orf19.5828,1520,1500,995,346,349,712
orf19.583,3174,3016,3077,1186,1369,2946
orf19.5831,6,10,6,4,6,9
orf19.5833,1446,942,1314,297,333,574
orf19.5834,2225,1997,2820,944,1184,2550
orf19.5835,564,617,625,132,131,398
orf19.5837,427,455,497,563,636,594
orf19.584,5,5,4,1,6,1
orf19.5840,372,186,313,138,130,289
orf19.5841,253,95,88,27,25,63
orf19.5842,9,25,17,31,25,9
orf19.5844,0,0,2,0,0,0
orf19.5846,403,422,353,155,162,230
orf19.5847,815,1582,1216,1115,1268,1551
orf19.5848,403,420,369,255,298,333
orf19.585,526,549,519,95,101,470
orf19.5852,258,273,326,145,136,264
orf19.5854.1,4,2,5,6,2,2
orf19.5856,254,311,340,227,269,312
orf19.5857,1041,614,1045,59,80,179
orf19.5860,12,5,7,2,1,13
orf19.5861.1,4,3,8,0,0,2
orf19.5863,5,8,22,1,0,2
orf19.5865,67,106,77,14,12,68
orf19.5866,0,0,0,2,0,1
orf19.5869,775,864,803,239,270,350
orf19.587,364,275,405,40,60,121
orf19.5874,136,189,301,234,246,159
orf19.5876,933,576,1038,449,421,320
orf19.5879,149,103,147,53,77,77
orf19.588,1,7,8,2,2,5
orf19.5880,804,546,621,247,245,390
orf19.5884,456,901,955,475,577,1335
orf19.5885,933,1136,1447,1875,2131,3335
orf19.5890,1707,1457,1273,1220,1354,1461
orf19.5892,2308,1329,1558,844,849,1116
orf19.5894,11,21,13,27,28,14
orf19.5896,4,13,8,2,0,0
orf19.5897,1077,962,1173,668,693,769
orf19.590,2256,1678,1605,1093,1053,1126
orf19.5905,16,32,17,11,16,17
orf19.5910,562,413,454,487,533,466
orf19.5917.3,1093,916,679,379,433,495
orf19.5918,1,0,1,0,0,0
orf19.592,910,694,802,285,298,346
orf19.5920,25,33,51,7,4,42
orf19.5921,214,322,402,105,101,85
orf19.5925,50,77,61,12,14,27
orf19.5929,160,103,75,25,18,49
orf19.5930,298,473,174,208,232,246
orf19.5932,406,396,627,240,299,339
orf19.5933,7,2,1,0,2,5
orf19.5934,283,238,185,74,69,165
orf19.5935,119,113,139,44,51,75
orf19.5941,1699,1954,2593,2328,2450,1822
orf19.5942,230,326,293,136,158,198
orf19.5943,223,296,366,85,90,201
orf19.5943.1,10594,13102,6852,3353,3622,7804
orf19.5952,736,191,977,479,574,817
orf19.5953,650,1365,603,426,452,508
orf19.5954,2,4,6,4,7,2
orf19.5961,205,137,133,26,20,84
orf19.5963,1040,875,1649,426,483,612
orf19.5965,1245,905,1206,369,413,547
orf19.5966,2,0,0,0,1,0
orf19.597,2613,3792,3213,4100,4204,3785
orf19.5970,275,251,332,52,47,148
orf19.5971,155,172,248,97,85,156
orf19.5976,76,82,58,11,15,35
orf19.5978,26,49,32,16,36,31
orf19.598,0,0,0,0,0,0
orf19.5980,436,442,359,197,207,244
orf19.5984,306,277,319,212,203,247
orf19.5985,471,434,297,65,82,285
orf19.5987,450,789,641,352,400,723
orf19.5989,1401,1649,1555,772,783,934
orf19.599,0,0,1,0,0,0
orf19.5991,407,1023,656,217,250,678
orf19.6003,371,410,380,144,191,379
orf19.6007,1163,1366,1347,1656,1589,1588
orf19.6008,54,27,35,20,8,11
orf19.6008.3,34,41,42,8,17,15
orf19.6008.4,194,228,205,126,117,193
orf19.6012,579,320,468,44,44,136
orf19.6013,33,62,48,6,11,25
orf19.6016,258,213,200,59,50,114
orf19.6017,28,11,23,3,2,7
orf19.6020,61,38,89,58,53,51
orf19.6023,202,194,223,158,142,186
orf19.6024,15,12,12,2,4,2
orf19.6025,70,39,48,22,15,25
orf19.6027,103,48,59,43,35,59
orf19.6030,861,692,543,101,109,254
orf19.6035,25,14,13,3,1,5
orf19.6039,1382,752,928,151,146,287
orf19.604,131,386,208,319,335,408
orf19.6043,525,509,772,112,155,195
orf19.6045,3037,2482,2687,756,777,1390
orf19.6048,198,147,325,160,180,168
orf19.6049,438,388,379,104,96,248
orf19.605,0,1,2,4,1,4
orf19.6054,1320,1400,1326,515,537,840
orf19.6055,1581,1229,1492,274,331,517
orf19.6056,322,211,223,51,50,131
orf19.6057,1362,767,1055,543,585,927
orf19.606,955,951,1095,677,841,933
orf19.6061,527,628,546,398,447,434
orf19.6062,758,636,631,703,590,605
orf19.6062.3,425,364,310,133,132,281
orf19.6064,1380,825,917,256,251,508
orf19.6065,3176,2207,2518,551,611,1431
orf19.6066,163,377,247,165,179,237
orf19.607,252,395,289,149,133,247
orf19.6071,467,416,532,110,118,422
orf19.6072.1,38,39,72,13,14,61
orf19.6075,1415,1182,1033,758,819,855
orf19.6076,566,525,547,151,162,275
orf19.6077,305,466,263,284,332,280
orf19.6079,133,83,90,62,74,70
orf19.6080,510,373,281,86,84,110
orf19.6082,5382,4728,5130,1068,1134,2361
orf19.6083,23,21,39,17,16,15
orf19.6084,5,4,3,8,9,0
orf19.609,0,0,0,1,0,0
orf19.6090,1784,2250,2416,1099,1260,3530
orf19.6100,435,750,366,832,828,305
orf19.6103,57,91,59,102,108,37
orf19.6110,0,0,0,0,0,2
orf19.6113,13,16,18,10,9,10
orf19.6114,258,303,357,44,29,23
orf19.6115,0,4,0,1,2,0
orf19.6117,3204,3430,2386,1072,1174,994
orf19.6118,242,217,135,42,38,58
orf19.6119,364,297,110,160,138,98
orf19.612,347,269,237,114,119,168
orf19.6132,125,51,173,15,12,91
orf19.6134,1840,985,2383,365,368,806
orf19.6135,509,253,345,41,56,140
orf19.6136,384,651,505,95,116,384
orf19.6137,257,444,285,188,208,381
orf19.6138,4,7,9,6,2,6
orf19.6142,0,1,0,0,0,1
orf19.6143,89,165,144,157,181,179
orf19.6147,726,695,369,133,85,232
orf19.6148,171,155,288,139,156,344
orf19.6152,162,307,231,40,43,117
orf19.6155,502,473,518,106,84,407
orf19.6156,193,170,163,149,138,172
orf19.6160,1986,2425,2093,736,881,1192
orf19.6164,0,0,0,0,0,0
orf19.6166,417,340,369,78,72,197
orf19.6168,164,143,161,50,41,102
orf19.6170,818,480,533,105,89,125
orf19.6175,278,358,249,186,161,487
orf19.6177,1211,1344,1396,423,355,417
orf19.6179,0,0,0,0,0,0
orf19.6180,925,1424,1066,1146,1054,689
orf19.6181,0,0,0,0,0,0
orf19.6184,388,384,323,243,211,228
orf19.6185,0,0,0,0,0,0
orf19.6186,468,645,426,698,620,465
orf19.6187,739,1303,888,1016,970,619
orf19.6188,0,0,0,0,0,0
orf19.6189,1333,1482,1226,1771,1632,1340
orf19.6192,466,347,279,244,199,111
orf19.6194,83,115,166,28,33,41
orf19.6195,896,767,828,148,191,361
orf19.6196,68,109,99,120,101,81
orf19.6198.1,136,116,198,131,112,147
orf19.6199,223,162,238,185,211,218
orf19.6200,2,8,13,80,85,6
orf19.6205,195,137,84,121,97,102
orf19.6209,532,391,319,849,863,511
orf19.6211,1411,934,690,755,868,709
orf19.6219,1130,1116,1273,1188,1224,659
orf19.6220,758,581,857,180,187,507
orf19.6220.4,10968,10793,6922,4130,3902,8440
orf19.6222.1,74,11,4,35,27,7
orf19.6224,3,0,0,1,1,2
orf19.6225.1,137,77,89,32,22,77
orf19.6227,741,553,344,133,127,313
orf19.6230,166,208,312,42,42,140
orf19.6233,741,972,923,261,309,602
orf19.6234,444,955,886,338,350,1083
orf19.6235,87,73,26,47,60,35
orf19.6238,223,173,191,30,22,99
orf19.6239,390,383,377,165,187,237
orf19.6240,387,274,191,88,76,81
orf19.6244,470,259,332,59,83,166
orf19.6245,868,675,793,190,204,482
orf19.6246,477,301,348,102,97,207
orf19.6247,351,368,330,102,127,311
orf19.6247.1,20,9,17,4,1,12
orf19.6248,4,1,12,7,5,9
orf19.6250,3267,3620,3058,971,1069,1380
orf19.6252,848,658,447,108,109,335
orf19.6255,160,129,125,29,31,76
orf19.6259,215,322,318,63,49,222
orf19.6260,1051,1237,1221,372,436,951
orf19.6263,483,633,700,840,853,1202
orf19.6264,376,333,377,91,80,245
orf19.6264.3,666,1034,1181,562,365,402
orf19.6264.4,4038,1871,1921,932,585,2539
orf19.6266,128,273,232,40,35,154
orf19.6267,0,1,0,0,0,0
orf19.6268,444,259,321,58,60,161
orf19.6269,88,94,101,16,20,32
orf19.6271,429,469,509,74,51,216
orf19.6272,55,41,36,16,10,14
orf19.6273,51,66,72,22,22,48
orf19.6275,57,67,46,15,11,24
orf19.6276,26,84,34,22,26,33
orf19.6277,25,75,68,65,70,105
orf19.6280,0,0,0,0,0,0
orf19.6282,65,72,131,251,262,327
orf19.6283,156,155,171,44,54,153
orf19.6284,941,734,789,355,363,594
orf19.6286,115,92,72,19,31,63
orf19.6288,0,10,5,2,1,1
orf19.6291,568,883,594,164,174,552
orf19.6297,90,147,196,44,47,266
orf19.6305,176,179,292,63,51,206
orf19.6306,143,147,233,119,145,188
orf19.6307,77,74,84,21,25,27
orf19.6308,35,29,45,17,9,6
orf19.6310,55,69,41,25,31,36
orf19.6311,12,27,44,23,25,57
orf19.6315,32,16,16,19,10,8
orf19.6316,45,145,76,68,69,78
orf19.6316.4,0,2,0,0,0,1
orf19.6318,1890,1148,2467,1068,1107,1093
orf19.6319,1049,1075,720,250,256,471
orf19.6325.1,329,267,181,284,226,260
orf19.6326,414,419,262,115,107,135
orf19.6328,164,186,105,129,114,134
orf19.6329,281,373,329,333,326,199
orf19.6338,112,26,31,25,8,17
orf19.634,1,1,3,2,1,4
orf19.6340,130,143,195,46,50,167
orf19.6341,187,189,247,63,42,181
orf19.6342,11,13,12,1,1,12
orf19.6346,95,102,110,10,15,55
orf19.6347,43,71,47,15,14,46
orf19.6348,355,313,410,56,60,140
orf19.635,0,0,0,0,0,0
orf19.6350,18,5,29,16,11,31
orf19.6351,563,216,316,44,40,115
orf19.6353,278,248,355,168,183,214
orf19.6354,10,17,12,1,3,8
orf19.6355,600,914,1047,201,246,1045
orf19.6356,28,63,39,4,8,28
orf19.6357,41,49,49,1,6,10
orf19.6358,98,121,161,66,51,57
orf19.6359,9,12,5,1,0,1
orf19.6360,28,41,30,14,6,18
orf19.6366,28,59,55,66,76,81
orf19.6371,197,121,173,104,114,169
orf19.6374,425,553,421,196,174,347
orf19.6377,627,508,473,206,245,435
orf19.6379,212,230,224,208,223,184
orf19.6382,606,1005,891,609,738,876
orf19.639,40,62,57,22,18,47
orf19.639.1,73,51,54,40,23,73
orf19.6390,0,0,0,0,0,0
orf19.6391,1,3,6,2,2,4
orf19.6392,438,340,277,134,155,242
orf19.6393,661,476,308,79,76,159
orf19.6396,3063,2818,2238,1256,1423,1416
orf19.6398,6,12,10,8,16,3
orf19.640,129,156,318,56,57,80
orf19.6400,444,363,298,169,164,228
orf19.6403,3419,2400,4306,588,678,1179
orf19.6405,3,2,3,1,2,1
orf19.6406,360,297,322,146,114,224
orf19.6407,416,404,274,124,120,202
orf19.6408,919,695,621,133,167,199
orf19.641,434,438,613,42,42,156
orf19.6411,2012,1645,1826,953,1089,1450
orf19.6413,255,168,92,44,59,39
orf19.6414,278,593,284,238,228,277
orf19.6415.1,530,210,278,255,154,385
orf19.6416,622,1148,907,1137,1155,718
orf19.6418,408,598,551,181,211,577
orf19.6419.1,85,70,83,6,8,49
orf19.642,551,437,521,73,100,315
orf19.6423,2083,1610,2607,1094,1225,1303
orf19.6424,2726,2370,1957,1119,1063,1441
orf19.643,151,89,90,11,12,60
orf19.6431,83,96,70,32,32,47
orf19.6432,751,879,625,340,335,597
orf19.6435,889,564,669,794,731,558
orf19.6436,469,341,301,68,67,176
orf19.6438,3508,3454,2452,4112,4523,3003
orf19.6440,855,922,838,290,343,446
orf19.6443,54,309,256,91,122,171
orf19.6444,824,919,700,314,364,598
orf19.6448,4035,1975,2537,321,355,767
orf19.6449,249,169,388,185,184,98
orf19.6450,0,0,0,0,0,0
orf19.6453,225,193,224,43,37,77
orf19.6455,297,246,224,84,99,147
orf19.6456,252,142,243,43,44,83
orf19.6457,104,95,138,31,42,112
orf19.6458,14,9,15,12,7,12
orf19.6458.1,43,22,21,7,6,14
orf19.6461,225,192,209,56,44,120
orf19.6462,349,349,401,157,142,230
orf19.6463,430,406,430,95,119,309
orf19.6464,606,591,833,137,150,383
orf19.6465,46,64,62,29,30,64
orf19.6469,149,212,237,149,178,267
orf19.647.3,3,4,4,3,8,6
orf19.6474,327,549,416,241,222,244
orf19.6475,4,0,1,0,0,0
orf19.6476,449,386,394,124,136,180
orf19.6477,101,197,141,40,43,123
orf19.6480,40,76,88,60,47,28
orf19.6482,0,0,0,0,0,0
orf19.6484,7,0,2,0,0,1
orf19.6487,3,0,1,0,0,0
orf19.6488,0,0,0,0,0,0
orf19.649,1274,1052,1406,128,131,285
orf19.6491,0,2,0,0,0,0
orf19.6492,43,42,24,22,19,15
orf19.6493,1,2,2,0,1,3
orf19.6498,352,298,168,48,51,90
orf19.6499,102,185,162,49,50,132
orf19.6501,9,31,18,24,18,13
orf19.6502,2,0,3,0,3,1
orf19.6503,162,145,195,42,34,184
orf19.6506,583,507,430,131,116,220
orf19.6507,3355,3897,3533,1239,1410,3562
orf19.6508,146,166,188,87,89,128
orf19.6509,663,396,872,160,180,641
orf19.6518,4,25,14,16,12,14
orf19.652,170,142,210,22,22,103
orf19.6520,1,2,1,0,1,0
orf19.6522,95,276,218,245,246,211
orf19.6525,249,213,203,66,61,128
orf19.6526,205,326,231,391,402,399
orf19.6527,2158,1541,1839,717,793,906
orf19.6528,218,179,143,38,33,67
orf19.653,0,0,0,0,0,0
orf19.6530,31,44,24,13,19,18
orf19.6532,12,59,11,25,29,17
orf19.6534,5,3,3,1,4,4
orf19.6537,39,22,35,2,1,12
orf19.6539,2243,1724,1470,433,480,1054
orf19.654,2,2,3,1,1,4
orf19.6547,1,1,1,0,0,0
orf19.6550,48,94,55,18,27,55
orf19.6551,49,33,32,4,1,9
orf19.6552,276,268,387,45,48,166
orf19.6553,722,651,1307,207,155,392
orf19.6554,249,402,269,51,61,75
orf19.6555,27,43,35,14,7,35
orf19.6556,579,1213,812,1769,1651,1175
orf19.6557,81,105,45,46,38,16
orf19.6558,553,758,312,224,280,274
orf19.6559,2617,1168,1285,226,253,562
orf19.6563.1,413,300,326,167,148,259
orf19.6565,820,1168,1390,755,803,1518
orf19.6566,115,190,183,60,77,126
orf19.6569,46,86,79,29,37,101
orf19.6575,0,0,0,0,0,0
orf19.6578,188,320,153,457,505,402
orf19.6579,159,89,105,90,53,61
orf19.6580,206,326,183,52,65,178
orf19.6581,364,245,309,73,70,163
orf19.6583,111,175,88,30,21,49
orf19.6585,27,20,14,10,8,12
orf19.6586,156,225,105,176,238,142
orf19.6592,54,61,125,17,15,69
orf19.6596,1293,998,1107,558,547,1074
orf19.6597,87,102,85,9,15,59
orf19.6599.1,129,59,59,31,23,37
orf19.660,367,546,240,247,243,282
orf19.6600,52,45,48,12,3,25
orf19.6601,245,194,386,40,43,89
orf19.6602,248,149,230,53,50,110
orf19.6604,1010,824,1264,649,601,608
orf19.6605,92,95,137,31,40,69
orf19.6606,51,66,80,41,26,48
orf19.6607,172,193,204,36,45,186
orf19.6608,1500,1072,2149,199,129,726
orf19.6610,439,230,133,93,78,131
orf19.6612,125,132,82,25,17,51
orf19.6623,238,135,167,35,29,93
orf19.6624,226,278,281,130,137,135
orf19.6625,364,345,365,82,87,226
orf19.6626,352,202,263,57,67,105
orf19.6627,729,728,1568,459,626,835
orf19.6628,228,109,99,25,18,65
orf19.6630,2051,1345,1926,670,617,451
orf19.6635,87,38,61,17,17,24
orf19.6636,412,169,313,50,39,109
orf19.6637,880,1601,1273,749,755,680
orf19.6639,387,607,366,212,228,317
orf19.664,1,0,1,1,0,0
orf19.6641,183,99,299,84,94,115
orf19.6642,634,705,1001,582,584,448
orf19.6644,34,27,17,17,20,12
orf19.6650,77,57,105,35,33,52
orf19.6654,359,629,631,563,604,603
orf19.6656,936,669,1133,942,986,1634
orf19.6658,3204,1803,2549,562,622,621
orf19.666,205,190,260,51,75,175
orf19.6660,10341,3523,4351,1740,2053,4291
orf19.6661,5,6,35,7,11,17
orf19.6662,48,56,49,15,36,75
orf19.6665,1966,2334,1351,517,580,1571
orf19.6667,181,94,131,15,12,50
orf19.6668,1326,815,845,288,256,308
orf19.6675,31,137,65,37,38,93
orf19.6676,59,72,92,44,41,72
orf19.6678,13,23,43,22,19,50
orf19.6679,109,104,146,108,119,123
orf19.6681,119,193,244,187,192,185
orf19.6687,1,1,3,0,0,0
orf19.6688,8,3,8,6,8,4
orf19.6690,503,475,671,376,395,513
orf19.6691,185,994,462,963,1041,769
orf19.6693,338,353,349,78,97,266
orf19.6694,145,120,90,39,42,63
orf19.6698,249,286,242,38,43,136
orf19.6699,202,208,261,72,79,143
orf19.670.2,14,18,4,7,2,6
orf19.6701,7190,6493,6889,3044,3393,5237
orf19.6703,155,219,279,91,114,174
orf19.6704,15,19,35,20,16,19
orf19.6705,4864,4660,4953,4855,5471,6593
orf19.6707,252,312,368,74,90,272
orf19.6709,150,230,235,176,221,184
orf19.6712,1266,905,930,183,165,449
orf19.6715,0,0,0,0,0,0
orf19.6717,1159,1362,1208,553,555,1163
orf19.6718,784,633,881,226,257,818
orf19.6719,860,679,664,244,269,549
orf19.672,374,294,228,54,52,137
orf19.6720,1427,1330,3599,3653,3904,3161
orf19.6722,273,270,201,69,90,192
orf19.6723,66,255,112,71,81,125
orf19.6726,1279,911,799,159,180,219
orf19.673,73,64,68,32,30,55
orf19.6730,193,175,125,37,55,164
orf19.6731,119,74,202,26,25,66
orf19.6731.1,170,152,183,80,58,151
orf19.6732,14,27,29,6,4,26
orf19.6736,190,351,298,84,94,347
orf19.6737,168,132,76,65,55,98
orf19.6739,1421,1002,931,189,157,503
orf19.674,475,308,315,40,40,89
orf19.6740,733,577,506,143,158,405
orf19.6741,42,96,53,76,77,48
orf19.6742,984,736,495,173,166,274
orf19.6744,282,144,204,55,59,138
orf19.6747,804,390,608,155,212,361
orf19.6748,1375,1181,1358,233,262,1301
orf19.675,10798,17798,14409,8000,7749,2360
orf19.675.1,0,0,0,0,0,0
orf19.6751,324,647,405,411,452,700
orf19.6752,380,329,394,52,62,342
orf19.6753,1176,824,875,467,501,599
orf19.6754,872,499,732,474,399,520
orf19.6756,1528,1025,1378,986,980,622
orf19.6758,169,222,223,51,32,126
orf19.676,1234,950,1176,620,612,570
orf19.6769,918,1345,956,351,398,628
orf19.6770,3098,2746,2164,2478,2786,2614
orf19.6777,11,10,21,9,13,20
orf19.6778,1597,1674,2048,528,565,919
orf19.6783,459,504,427,232,215,397
orf19.6786,103,56,42,10,9,32
orf19.6787,103,189,177,187,173,123
orf19.6788,16,21,29,5,2,12
orf19.6789,191,117,62,22,24,84
orf19.6790,137,185,274,93,95,123
orf19.6793,29,32,64,17,21,25
orf19.6795,3,3,3,0,1,2
orf19.6797,152,202,218,42,40,114
orf19.68.2,6,12,4,3,2,1
orf19.6802,63,49,76,11,27,35
orf19.6804,259,210,233,59,44,86
orf19.6805,15,24,26,5,4,14
orf19.6807,87,603,361,286,278,325
orf19.6809,862,537,891,90,72,283
orf19.6810,920,715,867,268,313,508
orf19.6813,106,57,175,16,5,13
orf19.6816,746,720,931,115,112,478
orf19.6818,622,710,647,335,410,754
orf19.6820,619,600,442,77,61,139
orf19.6821,270,263,246,89,96,105
orf19.6822,179,141,208,31,31,118
orf19.6828,70,148,201,40,34,194
orf19.6828.1,75,21,88,6,4,19
orf19.6829,203,294,274,72,84,211
orf19.6830,106,117,247,82,64,156
orf19.6832,1537,744,1176,526,634,1047
orf19.6833.2,0,0,0,0,0,0
orf19.6838,108,233,228,80,85,72
orf19.684,480,503,461,144,150,234
orf19.6840,1139,812,1886,157,143,191
orf19.6843,372,419,242,67,63,143
orf19.6845,119,522,267,385,442,405
orf19.6847,513,568,395,172,195,317
orf19.685.1,14,4,23,5,7,7
orf19.6850,251,190,288,51,51,93
orf19.6852,421,276,611,147,167,345
orf19.6852.1,128,30,164,52,15,119
orf19.6853,694,757,624,210,215,586
orf19.6855,691,865,807,376,449,768
orf19.6859,8,6,9,3,12,0
orf19.686,687,487,678,116,118,346
orf19.6860,202,302,307,347,364,406
orf19.6861,93,96,62,53,54,51
orf19.6862,86,227,143,66,61,165
orf19.6864,49,38,29,38,25,99
orf19.6866,391,386,260,92,91,201
orf19.6867,575,575,943,409,476,926
orf19.6868,415,368,404,103,115,231
orf19.6869,105,161,191,195,158,338
orf19.687,517,358,668,81,86,221
orf19.6871,1601,1867,1965,468,541,934
orf19.6872,647,479,553,121,154,247
orf19.6874,1159,993,675,606,781,646
orf19.6879,189,254,240,117,117,152
orf19.688,715,599,532,220,255,545
orf19.6882.1,7558,7467,9917,3859,3973,12752
orf19.6883,4508,3120,4352,955,1072,2054
orf19.6886,115,292,253,30,56,235
orf19.6887,661,473,418,207,192,249
orf19.6888,520,432,717,192,225,184
orf19.6893,832,495,631,59,61,145
orf19.6896,408,380,292,167,153,195
orf19.6897,0,0,0,2,0,0
orf19.6898,44,52,48,35,21,38
orf19.6898.1,107,66,130,24,13,107
orf19.6899,117,206,411,625,608,924
orf19.69,196,65,131,119,122,260
orf19.69.2,0,0,1,0,0,1
orf19.6900,168,172,128,49,32,71
orf19.6901,258,281,341,73,81,189
orf19.6903,369,358,240,81,96,202
orf19.6905,3090,1743,2506,386,359,735
orf19.6907,164,154,128,42,56,182
orf19.6908,101,122,96,27,29,87
orf19.6909,31,14,25,5,8,13
orf19.6911,0,0,0,0,0,0
orf19.6912,924,620,1143,198,168,369
orf19.6916,30,51,35,8,7,13
orf19.6917,10,19,26,14,24,15
