,WT_YPD.30C_1,WT_YPD.30C_2,WT_YPD.30C_3,WT_YPDserum.37C_1,WT_YPDserum.37C_2,WT_YPDserum.37C_3,WT_LI_1,WT_LI_2,WT_LI_3,WT_LI_4,WT_LI_5,ume6_YPD.30C_1,ume6_YPD.30C_2,ume6_YPD.30C_3,ume6_YPDserum.37C_1,ume6_YPDserum.37C_2,ume6_YPDserum.37C_3,ume6_LI_1,ume6_LI_2,ume6_LI_3,ume6_LI_4,ume6_LI_5
orf19.4945,34.5744,27.35,37.6709,30.2214,25.7184,29.6328,30.578,40.2121,27.7626,24.0475,29.0552,26.2603,30.474,34.0566,34.8807,31.3849,27.055,18.5611,22.3529,8.8659,13.6201,17.843
orf19.4947,815.793,683.549,801.736,687.752,969.423,733.033,5183.47,5598.76,4845.28,3702.27,4330.65,788.463,629.929,622.239,560.899,517.258,1056.58,5063.1,5751.31,6514.31,6873.35,5882.93
orf19.4950,11.3444,9.3679,17.7475,7.37427,18.6454,17.4279,30.6264,30.0195,23.9692,30.4769,33.8525,8.32096,14.7274,15.9387,12.5122,12.1766,9.70776,27.4405,19.2624,26.3716,26.9011,28.7879
orf19.4951,5.77128,4.90216,10.6012,5.60687,7.02649,5.59806,133.67,74.1352,81.8321,65.6533,74.3311,5.45991,8.61247,9.49184,5.75549,5.71598,4.29876,89.7272,93.6992,74.0345,115.625,81.5156
orf19.4952,18.421,14.5096,27.7898,8.06077,20.7734,21.7469,273.921,251.786,133.739,201.09,210.185,12.0962,25.8274,27.2825,10.8684,14.1153,8.18619,196.5,210.522,186.719,201.739,119.527
orf19.4952.1,34.3446,47.797,55.8191,33.5209,61.8053,78.9145,165.057,138.909,178.789,168.936,151.549,34.9921,48.9046,44.8865,30.2409,42.247,29.1695,162.439,160.312,220.071,175.097,209.689
orf19.4953,16.6127,23.9412,37.9,19.4152,47.4267,44.4041,122.213,103.714,100.038,127.093,126.466,14.2909,37.8473,33.3596,17.985,18.596,12.934,107.096,106.273,138.907,163.472,155.235
orf19.4954,130.677,57.5848,141.088,44.072,55.461,61.5729,134.195,115.6,140.343,188.821,129.797,94.994,80.2986,108.194,46.0684,54.6356,32.1389,136.484,140.817,134.439,123.377,153.349
orf19.4956,89.4729,117.652,155.788,91.902,114.252,93.6284,111.689,99.9594,111.305,86.2854,117.27,71.288,149.043,155.288,115.999,97.5247,80.4801,133.411,118.945,133.151,127.68,114.953
orf19.4958,2.97622,2.53612,4.93858,4.62809,5.55249,4.41485,29.1075,17.935,20.2832,18.21,26.3857,2.0318,4.54193,5.82624,2.88826,2.89997,1.46152,24.6791,28.8899,28.1105,28.1702,22.8957
orf19.4959,89.3409,108.341,126.849,51.6065,56.2737,48.5114,78.573,78.7695,85.8371,73.2946,78.438,82.4472,123.462,122.354,58.1843,59.8981,41.2495,104.646,94.9783,68.9643,77.1352,74.1641
orf19.496,8.10617,8.24554,9.35396,17.9907,18.5092,27.0496,6.69402,8.79449,6.70652,10.6484,8.84078,7.89886,9.28824,10.0975,16.8872,13.4148,12.6682,8.6999,8.16502,11.5244,5.93815,9.09846
orf19.4960,22.9377,18.9268,29.3088,36.3822,41.2721,48.5507,80.0562,91.2675,77.5642,99.2637,140.106,17.2243,22.8391,28.2491,41.0969,39.6858,26.5313,119.01,123.259,141.497,63.5924,94.6964
orf19.4961,29.1212,32.6572,50.6574,29.3916,45.7751,39.6805,243.295,224.324,156.091,122.219,184.386,22.8237,48.4483,50.5016,34.541,36.8653,20.272,184.563,190.311,120,169.349,141.809
orf19.4962,1,1,1,1.00402,2.00945,3.10669,7.51682,3.8559,1.8179,8.32396,8.22829,1.57292,1.34341,1,3.7924,3.76514,1.59495,3.88532,11.6236,20.5827,9.39309,2.00088
orf19.4963,5.04482,2.85443,9.84717,6.5689,12.6083,11.6217,26.4354,18.9257,28.4643,33.6014,31.5783,3.11815,6.62609,6.78444,5.93611,7.71216,4.26564,26.4674,37.4949,57.2726,25.3781,30.2781
orf19.4964,1,1.33575,1.74333,1,1.25269,3.50002,7.61904,6.57987,1.53482,4.59769,16.2157,1,1.37446,1.23613,2.02063,2.27272,1.1897,12.6461,13.3423,33.6939,12.0917,9.13154
orf19.4965,1,1,1,1,1.60326,1.41068,8.20897,5.89499,4.98774,6.99331,9.37739,1,1,1.58541,1.37597,1.03049,1,9.12899,7.75795,13.4836,11.6644,5.82926
orf19.4966,15.1961,10.2551,30.2627,10.9985,18.1597,14.6075,35.7756,27.987,21.2918,31.4369,28.8116,14.3544,25.182,28.3023,18.1589,13.7987,10.829,28.1059,22.8067,47.107,21.6728,33.6177
orf19.4967,20.0398,9.12053,11.9429,18.5185,29.2865,35.3837,74.6718,100.12,77.8596,97.8975,106.37,10.503,10.9353,12.4794,20.4352,20.2852,14.2409,85.3728,107.723,172.777,114.952,144.718
orf19.4969,37.1819,33.8959,54.2192,21.6045,33.7756,28.3025,54.1956,48.3672,43.931,34.6051,46.6248,25.9991,46.436,55.2332,34.1346,28.3766,21.4109,56.4493,39.6415,41.7715,48.0846,53.4407
orf19.497,40.1345,38.1064,41.8399,43.0579,43.8949,44.2666,67.5979,64.4527,44.8697,60.1684,66.6192,27.2711,43.1748,43.8618,46.7228,45.5234,32.7785,65.6058,70.8496,84.7669,64.4647,83.5898
orf19.4970,1,1,1,1.29764,1.66478,3.8699,31.9274,13.8282,15.8794,10.4048,20.9047,1,1,1,1,1,1,12.4009,17.7014,15.3078,23.8119,23.1814
orf19.4975,5.69291,3.54918,4.9362,439.889,216.432,405.987,189.52,880.639,177.618,422.322,277.563,5.78689,2.0452,2.95734,8.99923,5.4926,11.3394,27.3727,62.4312,17.8017,17.7045,64.7767
orf19.4979,1,1,1,1.12541,1.83419,3.61147,17.7652,7.7635,12.2508,12.6101,17.2987,1,1,1,1.40556,1,1,14.2706,15.3151,18.9157,21.5087,24.9314
orf19.498,25.1225,26.9005,48.487,56.9998,91.7027,77.2977,83.7053,70.2011,90.0037,101.196,95.0601,31.9816,47.6255,47.8097,69.6478,77.0167,48.1095,108.202,113.833,165.165,89.7998,122.42
orf19.4980,664.777,1049.44,656.713,1142.42,649.339,1407.88,2831.25,1536.12,1804.79,1777.9,3715.87,537.145,740.875,731.157,1251.88,1112.89,949.003,4756.05,3991.69,2537.73,4504.94,3492.12
orf19.4981,2.2346,1,3.7331,3.26528,6.44178,4.79002,12.1337,10.1811,8.67416,14.1901,9.84652,1.32922,2.05745,2.16211,1.80859,1.61969,1.2485,9.8584,8.60268,9.42392,7.29061,10.2815
orf19.4982,6.69798,8.6234,10.4583,4.30242,13.1532,13.3799,57.2563,58.4514,31.3642,37.7483,50.6027,4.94532,9.83689,10.075,3.8761,5.88321,1.91245,38.1168,39.6046,30.6845,39.6902,34.1006
orf19.4983,12.1581,8.03384,14.2115,12.6063,16.8397,18.8664,43.7566,42.2244,27.5604,50.2375,58.7876,4.68457,11.6869,11.8131,13.5194,13.4275,6.33466,52.9197,52.1359,94.9084,52.937,69.8846
orf19.4984,4.96794,5.3003,8.67587,5.69906,14.1167,17.1765,47.6169,53.2536,28.6184,35.0817,47.681,3.19032,5.4913,6.17054,4.96554,7.81293,2.29509,31.3055,35.3514,36.505,29.4512,33.8632
orf19.4985,2.10797,3.28621,5.12429,3.63064,6.88963,6.22491,15.7709,18.2171,12.5662,21.5461,15.838,2.99902,5.00273,4.5567,2.03253,2.37482,1.82836,13.6044,11.8486,13.4697,13.5349,14.4925
orf19.4987,17.1815,17.5262,25.2069,18.119,29.1382,21.9301,46.7371,45.8857,40.294,36.0598,52.9122,10.6023,27.0116,27.8408,19.1386,19.5844,11.8281,44.1034,48.8868,60.1595,41.529,46.8523
orf19.4988,3.51473,4.71378,7.6582,5.4716,8.46964,8.35649,16.4786,13.449,7.19199,14.5671,19.3922,2.32831,7.37712,7.49025,6.15985,6.61456,3.60439,15.7626,15.8698,18.9548,17.0896,13.483
orf19.499,1,1,1,1,1.57869,2.14982,11.5157,8.11829,7.49387,18.8367,10.1024,1.09063,1,1,1,1.353,1,6.49652,8.35837,6.57026,12.0687,16.9543
orf19.4991,4.86475,4.6626,7.37289,6.78765,6.02234,8.04363,12.8114,9.39628,8.30999,5.87449,8.82025,4.71192,6.06896,7.37741,6.38808,4.36839,3.9554,9.85018,7.58203,8.08897,10.094,13.1902
orf19.4993,28.9844,35.3463,50.4982,46.6529,52.4666,43.0392,94.2943,77.534,79.4251,81.5992,78.7479,20.7012,50.8623,49.869,34.3083,31.7932,22.5323,78.2952,71.4123,50.1166,64.8529,69.1295
orf19.4997,13.9613,10.4811,16.4477,25.9253,20.1457,24.1505,23.4445,19.2866,20.4303,19.3603,23.3931,11.6427,17.3823,17.2176,17.3685,14.4375,12.3055,26.7782,30.7079,17.5802,21.2999,20.0924
orf19.4998,181.183,211.725,261.765,169.006,182.031,193.266,211.541,120.879,141.772,69.4243,128.087,119.284,273.15,259.758,250.125,212.441,204.927,181.887,216.082,117.324,183.215,93.7263
orf19.50,13.7007,14.2428,22.2513,8.89943,19.4887,16.2826,30.6494,22.7936,20.7816,23.5937,36.2828,8.22178,18.363,18.1017,8.40119,8.85753,7.43141,30.4406,32.4402,34.7065,36.3384,23.0639
orf19.500,13.3065,8.55956,23.2101,8.89045,24.7843,20.4377,26.0811,12.0076,25.6118,16.2638,26.7498,8.00466,19.5321,20.1347,19.8498,27.1867,12.6445,20.36,34.8285,88.8175,39.544,48.1047
orf19.5000,7.07125,11.6104,12.3006,4.8477,8.02543,5.48577,69.8898,54.5802,48.6913,32.8627,48.8935,6.53237,13.325,11.3996,2.2133,3.42981,2.06312,46.3262,53.7788,72.1815,78.1789,86.9491
orf19.5001,22.9671,20.1174,27.9601,31.4988,26.4826,27.5523,30.8753,23.1121,25.1358,22.7448,32.7688,15.8663,25.2791,28.4363,35.539,31.3914,23.1043,34.5387,33.0012,40.6905,34.4315,31.8751
orf19.5003,7.91319,5.1889,7.44827,3.0447,12.9066,11.7268,56.2198,55.2151,38.0053,50.1046,60.8082,3.41711,8.4611,7.21765,4.87231,6.33752,2.40648,50.3706,59.0389,64.5799,56.4621,53.372
orf19.5004,10.3957,10.9212,16.6554,6.28334,10.4175,8.00517,10.5226,11.2963,8.73436,13.1193,12.6136,7.97086,15.1354,15.4381,9.6092,8.96169,6.44966,10.2965,8.9049,7.64683,9.90544,10.3935
orf19.5005,42.3854,31.3607,47.0634,9.53953,10.6112,9.99328,48.7416,35.2043,39.4548,26.4295,39.1801,34.5149,52.1229,47.4472,6.77414,6.90828,5.80784,50.4876,39.9804,62.8261,67.7602,83.7371
orf19.5006,180.449,304.513,279.093,247.912,552,372.427,919.793,984.673,1123.91,1294.12,1106.34,273.403,395.37,253.335,218.949,342.133,290.455,1298.53,1153.74,1196.26,968.546,1202.74
orf19.5006.1,104.845,81.3425,111.713,42.0168,94.6075,84.9006,347.357,211.588,357.583,247.997,289.151,48.6804,89.9989,97.6651,49.6487,52.8279,34.6016,266.13,266.386,265.295,345.736,312.496
orf19.5007,1273.71,1643.96,1560.57,2439.3,2333.46,2330.04,3055,3316.58,2685.22,2678.41,2552.24,2456.05,2073.59,1729.37,1856.11,1738.59,2292.69,2414.32,2273.34,1950.5,2377.02,2523.68
orf19.5008.1,22.0018,10.5847,23.1427,7.61665,15.0957,30.7663,17.8171,36.1905,32.4901,47.9057,41.3155,8.09225,10.6968,9.18182,9.7855,12.3514,5.1319,26.6483,36.758,20.35,13.8198,28.5359
orf19.5009,15.2881,15.4911,30.9199,19.4182,37.6118,30.3376,27.508,20.7804,33.5509,34.4184,44.1046,14.5966,29.5912,30.0646,34.5475,37.3094,23.2125,32.6137,38.6986,50.1829,24.5443,33.0695
orf19.501,62.9059,45.2013,117.131,52.7607,83.7988,60.3836,39.1799,19.279,44.4758,40.5033,46.832,39.2071,114.51,115.92,97.6895,106.404,65.2542,38.4372,51.7244,125.417,55.8692,71.3807
orf19.5010,2.52316,1,3.82504,3.76941,8.40626,9.93196,13.1412,3.05181,12.9422,9.3402,18.9333,1.30291,2.56965,3.09382,10.0469,10.9712,5.12174,11.5789,18.5878,57.5536,13.0796,23.9623
orf19.5011,1.60119,1.1379,2.49104,5.16848,6.22509,8.83215,11.2101,13.4229,10.7611,13.2783,16.658,1,2.38444,2.08001,3.72477,3.03194,2.84813,8.15145,8.51395,7.80564,6.64995,10.899
orf19.5012,1,1.65917,3.30212,1.03927,3.11585,3.40109,6.64878,10.6089,3.83298,10.7915,13.2775,2.75499,2.9144,3.12292,3.55855,5.04003,1.96528,3.83115,7.41797,9.73996,7.67331,1.68685
orf19.5013,30.2785,31.2941,51.0732,40.6913,52.1915,49.645,66.1552,70.7343,62.7588,71.4107,73.7263,20.8966,48.871,45.3665,44.2476,41.0625,30.9939,57.8361,57.1829,44.9711,41.2661,61.9198
orf19.5014,4.74232,3.42657,6.70909,2.24454,5.05024,5.119,15.2811,11.421,11.7019,11.4034,17.8298,3.24208,6.48082,6.42472,3.3894,3.07472,1.90166,12.3103,16.1811,11.9967,7.35396,11.5918
orf19.5015,26.5122,21.6356,44.9598,24.7614,39.6088,38.6468,77.2353,82.9211,56.2463,52.4868,57.8775,20.7715,38.0481,45.2244,32.5551,31.7636,19.029,36.1486,46.5025,25.46,19.7196,35.4481
orf19.5016,44.1422,67.43,76.4806,49.6771,80.5906,72.7112,129.89,105.828,112.742,166.191,137.251,49.5001,67.1633,69.5089,47.9893,58.8436,37.3746,90.6445,137.926,180.586,144.055,58.402
orf19.5019,35.2217,31.7774,39.5422,88.2807,78.8035,66.8097,120.829,196.533,73.9529,84.2768,98.1739,27.7212,37.6736,38.6657,81.8968,70.6513,62.5528,46.754,66.1119,32.0504,62.5178,45.7221
orf19.5020,1.35782,1,1.68019,2.23188,3.55123,6.85607,10.5128,6.79674,4.67683,5.04213,12.7164,1.729,2.23589,2.072,5.57959,10.0584,3.42489,9.92534,15.6698,25.036,9.3293,14.1574
orf19.5021,104.67,79.7691,154.452,141.597,226.208,160.562,138.943,131.823,161.874,193.09,173.192,88.5263,174.071,166.658,139.877,155.361,100.55,179.543,138.493,195.712,179.142,241.345
orf19.5022,15.8837,9.98823,18.1851,31.6383,42.1765,33.5529,52.2102,54.8016,39.9324,40.9482,51.246,16.9068,15.0258,15.7414,33.7298,26.7412,31.5764,38.6407,38.6694,31.039,35.8459,36.6245
orf19.5024,2428,3398.63,3112.04,2606.99,3135.8,2796.33,749.357,814.712,856.466,710.118,1225.99,2002.69,3461.1,3300.88,3115.57,3482.05,3609.08,913.274,556.244,608.219,946.418,980.975
orf19.5025,132.127,73.2526,195.377,52.1445,95.9807,67.9056,23.609,6.98436,5.49956,2.56823,2.49427,112.444,198.215,166.691,85.8875,75.5646,65.7901,10.3795,4.5177,6.35963,11.2354,13.8156
orf19.5026,3.3492,2.33701,7.04374,5.30152,7.98389,8.42427,37.3416,26.5817,19.5148,19.8781,26.2055,2.89447,5.49923,6.01267,10.2558,9.34539,4.70191,19.9318,22.1813,19.4211,19.7733,24.4655
orf19.5027,22.4394,22.6604,32.6726,30.3393,42.1061,44.533,47.8635,47.4599,43.645,52.2901,52.3069,23.2278,32.6249,32.3865,33.7655,33.1217,25.7395,44.7163,50.2035,61.1387,36.2143,48.3871
orf19.5029,3.32777,3.04032,5.32858,3.08678,5.48453,7.4484,25.0922,28.3488,19.6932,23.2182,23.9904,1.75174,4.30014,3.92446,2.77227,3.00271,1.65333,21.1964,17.6327,24.8197,22.951,26.8165
orf19.5030,51.4689,61.8415,52.8349,61.0618,66.4955,53.5525,236.666,313.015,183.077,213.008,221.708,28.2973,62.083,54.528,42.5741,40.0169,29.3462,176.889,161.265,150.504,185.411,165.726
orf19.5031,11.975,12.9993,16.2413,28.3254,37.2621,31.7178,33.3993,39.5942,26.0135,24.6072,36.1429,8.99369,17.0921,16.0664,28.0615,29.3327,20.7847,28.7215,28.2414,31.2121,27.9701,30.7906
orf19.5032,182.95,192.182,243.414,156.064,228.678,294.317,148.472,76.9571,145.016,106.119,135.097,274.785,252.272,232.45,229.393,229.696,333.459,204.814,236.016,332.582,126.201,216.522
orf19.5033,2.57274,1.27403,2.95917,6.33664,7.8915,8.5637,8.04827,13.7092,12.6746,13.1616,14.1865,1.9772,6.02343,3.71967,3.78946,5.50502,4.47108,6.76725,11.2224,7.57836,5.97866,9.14409
orf19.5034,17.0668,20.05,34.2629,19.6592,39.2578,24.5398,30.7575,23.5852,32.1997,40.589,44.352,14.256,36.8503,36.508,20.6699,24.3804,13.3781,40.3163,35.489,36.8368,36.6475,39.0582
orf19.5035,9.87546,8.56462,11.4539,15.5987,13.77,13.9609,12.3526,12.8755,11.4081,10.8534,15.2851,5.51495,11.1069,11.4898,16.7357,16.7192,11.1338,14.0354,11.5736,12.8743,9.30929,12.7808
orf19.5037,1,1,1.37927,1,1.25907,1.29072,118.436,41.5769,79.4237,35.7389,64.1381,1,1,1,1,1,1,119.925,112.583,219.548,154.027,87.2192
orf19.5038,1.58645,1,2.47808,1.28016,4.37809,4.535,8.45858,3.93944,7.74498,5.24945,8.78718,1.01605,1.58969,2.17048,3.66495,4.47387,1.67956,7.46617,8.94343,23.7455,8.65591,11.3209
orf19.5039,6.55795,4.43888,8.20204,8.43666,15.6212,16.4626,24.023,12.3263,20.7312,22.4076,30.2265,4.86499,6.31843,8.13997,12.94,13.7396,8.14141,30.2856,26.1,77.1783,33.79,46.1293
orf19.504,33.4275,32.9807,42.4028,49.6871,49.4697,44.9406,70.3835,68.4911,59.8635,53.5304,59.8121,22.5317,43.055,43.5203,43.6377,40.2703,38.8432,58.5062,63.1264,57.185,57.6707,60.8338
orf19.5040,10.4527,16.1977,23.681,6.41464,24.0198,14.7313,38.719,28.7242,27.6391,23.9215,41.9685,6.13287,24.4919,22.0494,12.784,17.8945,8.50668,35.1529,31.8511,41.446,44.4606,36.2821
orf19.5041,3.57938,4.31922,5.57518,3.14642,9.50121,5.6983,16.4509,27.5678,14.9393,18.9379,21.4844,2.30364,6.83114,7.11442,3.4791,3.79309,2.04811,11.8838,11.6813,7.96649,13.5359,14.7451
orf19.5045,4.86155,4.71823,8.95481,2.83675,8.61866,5.41356,113.42,81.8181,38.6866,35.1009,52.9574,2.96162,8.98269,7.53922,5.00311,4.90512,3.14992,36.3823,43.7518,16.9321,44.6503,37.5175
orf19.5049,1.62866,1,6.1519,1.93874,7.40623,9.83902,18.1707,9.72924,8.61468,25.4682,39.1182,1.80639,3.45426,3.36701,4.13011,9.05225,1.988,24.0244,27.5574,79.1434,22.9463,32.294
orf19.505,60.9225,77.2266,73.6415,88.5269,105.723,100.204,206.479,215.411,192.533,163.317,169.446,59.8518,85.8104,77.3604,73.3481,72.837,64.1615,173.257,167.222,146.308,172.72,169.231
orf19.5050,1.58908,1.43399,3.06189,2.45112,5.06142,5.13262,7.69067,7.45625,8.60249,9.01106,12.9542,1.78849,1.93624,3.08596,4.057,4.2922,1.84313,8.6961,9.51462,21.9263,9.33837,13.4231
orf19.5052,7.90197,7.19553,8.78263,6.27005,9.51543,8.91134,5.25641,3.92583,6.57357,5.1687,6.08742,8.34412,9.23483,9.86986,9.08078,7.62033,4.9767,5.88582,3.97774,12.095,7.026,11.0054
orf19.5053,3.79638,1.69033,4.27425,2.65466,6.67971,6.35512,19.5823,21.8405,9.37706,17.964,24.8687,2.82025,3.61076,3.41794,2.22702,4.60109,1.66223,14.1447,16.3347,13.6292,15.7623,13.5336
orf19.5054,48.2588,65.1181,61.1359,59.8787,98.893,76.8222,212.654,225.107,169.503,179.805,173.862,47.1525,65.7328,62.6818,62.4772,57.0382,54.6272,167.424,171.472,193.44,177.745,181.33
orf19.5056,1.25591,2.30459,3.36709,2.11762,3.28336,5.09101,5.92963,6.55914,4.55095,10.7315,9.70304,1.2527,2.9789,2.62231,4.03958,3.696,1.90105,5.42049,6.49869,3.13447,4.78799,5.04571
orf19.5058,113.791,134.165,136.132,83.6524,121.837,102.724,428.304,645.997,316.791,381.153,456.646,60.5495,139.82,133.896,69.7711,64.157,53.5015,327.175,322.84,226.168,288.963,262.802
orf19.5059,9.51712,7.30573,14.0571,5.39584,16.3278,20.307,22.1445,6.10792,16.175,11.6591,24.8151,6.20446,11.8005,11.9195,8.35191,12.759,4.57137,29.3847,25.8943,57.7308,25.8159,39.0034
orf19.506,136.566,128.709,276.335,158.477,243.706,181.61,177.627,140.438,166.52,303.417,231.08,160.076,313.387,293.513,222.858,273.51,152.319,276.636,278.243,268.011,140.037,195.763
orf19.5061,170.795,173.625,309.614,132.346,168.074,173.733,85.0241,57.9072,98.4977,67.5876,105.961,163.21,288.907,286.573,186.21,172.649,133.1,102.064,80.0136,142.999,98.591,122.41
orf19.5063,26.2833,16.1357,24.6042,14.3114,54.1626,71.3759,101.446,88.2045,68.2232,60.6637,81.8163,15.2473,18.7686,19.1055,22.2597,31.4113,14.1774,72.1327,53.1894,72.4099,68.7817,105.17
orf19.5064,8.6147,8.10742,16.8996,13.1893,26.452,23.5847,52.5437,35.3833,45.098,60.7009,71.7451,6.73161,13.0787,15.8545,17.5508,18.7332,9.77295,85.6372,76.9293,130.925,61.2523,83.7274
orf19.5065,3.41444,1.68055,3.16385,1,4.68436,5.15056,12.9213,13.0559,15.8015,20.7421,17.1989,1.83576,3.26705,2.86814,1.07401,2.42014,1,29.5922,20.8781,25.3772,19.6951,18.6813
orf19.5066,3.28881,1.50322,6.99933,3.94468,9.72874,8.47502,26.294,11.5821,17.7051,25.2586,30.5254,2.8503,4.15647,5.1608,11.5683,8.52106,6.76531,24.1754,33.3904,80.5416,25.363,33.8572
orf19.5067,1.92577,1.60771,6.47714,4.94423,6.91969,8.50346,16.6901,6.80686,23.7101,10.886,20.1208,3.07244,1.85585,4.36638,7.30911,11.3458,5.00011,10.8463,24.5621,54.6188,21.1148,4.24083
orf19.5068,4.85132,4.2991,6.44479,5.86179,10.6643,9.61729,35.3294,33.0894,20.381,18.0634,29.1314,3.21884,5.76731,5.96546,6.13794,6.66885,3.84275,29.8434,24.2955,16.2269,24.7903,24.2402
orf19.5069,1.34791,1,2.08155,3.88393,5.40291,2.28014,176.41,188.298,65.4431,62.4682,91.579,1,1.54451,1.5866,1,1,1,43.9256,63.8719,22.9683,71.9856,50.9051
orf19.5070,2.87674,3.53533,4.1476,5.94523,6.06539,5.02094,41.7969,40.3872,23.1173,28.4117,37.5296,2.149,3.6319,4.94952,5.1577,6.05191,3.07697,24.2115,22.7898,14.2327,21.4434,31.7866
orf19.5073,114.798,100.534,127.102,156.871,181.424,199.451,664.452,673.895,435.919,801.525,499.093,127.859,135.705,128.605,145.548,140.951,119.334,360.336,488.412,294.732,345.686,391.259
orf19.5074,17.655,18.4721,27.4618,20.2397,29.3715,21.8934,24.0927,24.7039,30.0755,27.9504,35.3897,13.1446,27.2726,27.6385,23.6626,26.5742,15.5374,25.0264,26.286,26.17,17.8,24.3115
orf19.5076,206.788,194.496,223.649,431.075,486.171,507.792,824.989,1101.37,831.444,1210.81,835.035,181.857,205.327,194.266,180.321,243.795,166.728,568.839,634.802,614.891,602.756,720.561
orf19.5077,56.3808,51.1752,108.993,75.0055,151.38,121.531,477.521,324.008,415.453,433.389,428.309,63.6114,123.851,100.405,66.002,77.294,55.7009,496.952,493.884,474.81,449.472,509.607
orf19.5078,154.919,193.376,131.256,86.6638,176.292,166.906,358.347,374.225,301.595,378.901,350.157,120.048,162.237,133.096,91.0541,102.394,97.5909,403.556,357.598,350.869,418.626,422.34
orf19.5079,83.2895,81.0093,85.792,23.919,26.6494,27.4125,390.868,351.867,242.788,133.882,236.657,70.1926,79.9668,83.5543,34.9114,25.6886,32.9158,260.646,226.123,183.77,344.062,331.745
orf19.5079.1,26.2641,21.4346,34.254,32.075,64.1783,58.5979,203.136,218.609,182.994,254.682,209.233,32.8706,21.4374,25.5657,26.7182,38.772,26.251,225.228,236.935,213.412,265.122,207.025
orf19.508,73.7862,66.6461,119.05,69.3749,107.091,104.658,22.6555,12.2326,26.6914,20.1807,21.2163,72.5049,105.759,106.176,76.3822,101.806,68.1578,94.6519,76.7181,163.793,59.8795,71.5513
orf19.5081,466.001,319.145,539.534,372.578,296.895,315.702,134.863,113.158,147.439,125.63,170.939,418.719,449.374,569.278,515.688,457.033,426.947,147.084,150.792,155.247,97.1967,142.765
orf19.5083,87.7451,63.7085,110.243,127.438,169.156,125.853,111.135,87.1422,113.001,150.046,152.014,76.3403,115.075,117.034,139.351,143.466,115.783,101.728,117.832,123.168,74.1536,113.177
orf19.5085,87.0139,61.7185,128.386,98.6909,84.921,87.1739,54.2408,41.5436,44.0866,36.8796,55.9833,71.1215,105.589,126.772,144.446,121.338,85.5877,42.6754,50.0751,51.9123,33.3201,52.7135
orf19.5087,12.9621,11.659,17.5458,14.7312,16.9448,15.9905,20.1506,19.5868,19.2477,17.233,24.8032,9.94664,15.6348,18.7746,16.9599,15.0116,11.4383,20.6411,21.0733,19.9591,20.847,22.1332
orf19.5089,2.02601,1.27815,2.33474,1.69835,3.15619,3.4311,17.689,24.4808,14.4698,21.8993,18.9043,1.13777,2.12786,1.84575,1.5099,1.53135,1,11.4595,12.3987,8.08659,11.0689,11.9631
orf19.5090,6.10671,5.37273,7.17665,8.03108,11.3347,9.75342,19.1489,16.8649,9.67922,11.4034,22.3986,4.73466,7.63946,6.39297,8.14811,8.33406,7.35973,13.7412,14.4426,14.1393,16.3207,19.0434
orf19.5093,28.2462,26.8332,43.7225,27.3743,40.8095,27.5789,79.7777,85.1962,63.9931,68.3732,83.9959,17.7414,43.2912,36.947,33.5076,29.5034,21.106,69.6716,80.2266,66.5333,58.1787,71.1654
orf19.5094,3.96807,3.67533,7.36468,4.19233,5.86305,6.19386,6.65258,17.0046,3.98383,7.9416,14.2138,2.14739,5.83799,5.88244,2.43208,3.51245,1.85836,6.02793,3.43672,1.41685,1.37965,5.36629
orf19.5095,30.1759,33.678,41.9762,24.3053,30.9526,38.7702,69.7514,47.6765,53.6402,28.6374,51.1768,27.2636,37.2083,43.5758,33.417,28.3397,24.739,57.1959,47.1474,46.5549,67.7594,70.0511
orf19.5098,2.98997,2.64872,5.09718,2.37391,6.06168,7.36648,29.4755,20.8856,22.1652,29.5815,32.7071,2.83333,4.03185,4.7828,3.437,4.05783,3.1732,25.4461,27.0382,31.4836,12.8251,28.7199
orf19.51,18.923,19.2299,40.5624,19.2889,46.5503,34.5911,69.4003,54.8398,61.6715,69.581,96.5614,14.5232,33.1937,41.0963,24.6853,29.0239,17.45,94.2222,75.9517,90.1592,66.3507,92.2648
orf19.5100,23.6684,13.884,43.1344,28.4731,35.0908,36.0769,31.1293,37.4715,35.5074,30.8061,35.5808,18.0345,31.6556,38.1609,36.8852,31.4627,22.6434,20.3368,23.1316,23.5029,17.5387,28.2988
orf19.5101,29.3665,32.9946,41.9555,27.4727,33.3132,30.0202,41.2199,38.6962,38.5595,33.1513,42.7558,24.822,42.0747,41.6251,32.2548,30.2056,25.8021,46.8889,42.6349,36.9768,33.8261,39.6527
orf19.5102,6.65141,6.4707,5.95989,15.6028,15.269,17.6192,136.948,185.288,93.3679,109.23,99.5324,4.23333,5.24809,5.06587,5.92228,5.19399,5.01187,43.3688,56.7743,28.9896,43.5856,61.2033
orf19.5103,23.4887,24.5443,22.1308,16.6278,19.9762,18.0029,10.6668,6.81868,8.97573,5.83778,11.968,13.9052,23.6064,19.4402,17.0235,16.3954,14.5558,15.4406,13.5306,16.3813,14.8179,13.1497
orf19.5104,39.2727,53.1274,46.7556,37.0085,61.8663,65.7521,158.16,118.287,135.08,137.475,151.34,44.9536,74.9513,53.0436,47.111,52.4638,39.3991,122.202,144.951,161.958,137.872,175.242
