,II_KO2_CTRL(raw),III_KO3_CTRL(raw),I_KO1_CTRL(raw),II_KO2_treated(raw),III_KO3_treated(raw),I_KO1_treated(raw),II_QMY2_CTRL(raw),III_QMY3_CTRL(raw),I_QMY1_CTRL(raw),II_QMY2_treated(raw),III_QMY3_treated(raw),I_QMY1_treated(raw)
C1_02290C,28.3348,31.4148,33.8041,45.0939,72.8117,48.2043,27.2013,31.901,28.2204,36.5411,42.2038,37.6554
C1_02300W,26.1365,26.899,30.0938,31.1528,36.7315,25.5963,22.3785,31.8976,32.5355,31.2822,22.3026,29.185
C1_02310C,81.9862,88.342,88.4436,83.3708,83.5068,77.2907,83.1536,84.0936,88.0996,97.7195,98.634,105.3507
C1_02320C,75.0505,79.6371,78.0236,111.763,127.3452,112.0777,67.7817,64.9363,61.9531,73.5732,71.3904,64.2962
C1_02330C,4014.64,4701.37,4378.39,1535.602,1440.923,1302.874,4071,5487.21,4026.48,2956.6,2695.29,3171.84
C1_02350W,48.2818,53.621,54.5754,82.0646,80.1254,76.575,41.2162,41.9011,47.3138,70.9341,61.4613,49.3158
C1_02360C,1.178149,1.315711,1.590731,1.946338,2.170123,1.966319,0.815583,0.836652,0.712225,1.655827,0.973092,1.070132
C1_02370C,16.14165,17.9715,15.48302,8.39199,7.04166,7.40743,14.82176,12.02464,15.54266,11.74835,14.12384,17.41793
C1_02380C,30.6549,29.5209,28.796,27.3913,26.6074,22.0691,34.215,24.9058,26.3147,35.6854,29.7502,31.7256
C1_02390W,25.3224,23.1718,23.9284,29.6039,35.6686,27.823,22.1169,20.66933,19.63349,22.545,25.6852,24.179
C1_02400C,8.55351,8.84239,7.52438,11.4056,18.28058,11.66723,5.55746,12.00847,8.18028,11.78498,10.28908,10.07723
C1_02410C,49.491,48.68,48.3087,50.7941,52.4004,46.8675,46.7231,48.4112,39.6871,54.6175,47.4108,52.3662
C1_02420C,75.6016,75.9343,92.8658,117.1473,99.9138,126.9484,60.6145,59.2662,71.5651,70.4527,82.4946,82.8165
C1_02430C,56.4058,56.7169,69.3759,91.3541,113.0918,96.5034,48.7206,55.2628,51.7575,53.7375,67.0482,59.2615
C1_02440C,26.1263,33.9321,33.8794,30.7522,38.4121,40.1302,26.9739,30.8194,31.9921,33.115,39.8145,36.0472
C1_02450C,15.68366,17.65873,17.12513,33.5377,50.6145,42.4272,5.27961,10.71426,12.24959,23.3707,22.6515,19.76913
C1_02460W,5275.46,4807.88,5169.76,2646.42,2101.56,2523.87,4645,4395.52,4430.59,3876.68,3153.1,3535.76
C1_02470W,43.0337,47.8526,48.1855,34.8504,32.5038,33.6874,34.4461,40.4046,46.9737,44.9937,38.0269,41.5933
C1_02480W,528.96,520.115,499.519,293.246,314.119,275.046,522.884,578.585,457.587,488.198,473.58,502.121
C1_02490C,15.85754,18.22579,17.50254,23.6546,27.3854,21.0465,15.60999,18.28598,18.35703,20.5652,22.3065,20.1458
C1_02500W,45.1922,50.758,47.5564,52.8526,68.2312,55.9962,36.4855,39.6031,36.1299,52.1782,43.352,41.1113
C1_02510W,28.929,35.3713,36.6116,40.4409,63.0997,50.9692,32.6731,38.5845,36.7719,33.3796,37.5467,34.7588
C1_02520W,0.816926,0.840757,1.058469,2.46067,1.909863,3.82845,0.482388,0.445366,0.324481,1.311704,0.73975,0.728846
C1_02530C,284.8,391.011,345.834,789.764,561.662,604.945,176.5289,156.8271,176.3629,359.792,315.545,186.9262
C1_02560W,6.40326,8.47293,8.01998,9.37152,6.20185,6.25773,7.44061,6.42765,5.61961,8.41986,6.78873,7.69197
C1_02570C,7.24166,6.64801,7.13512,7.96566,6.91892,6.55243,4.51389,6.61501,6.11708,4.79924,6.71378,6.78263
C1_02580W,5.8478,6.69844,8.88292,14.96415,13.68089,16.30305,4.13004,4.58495,5.12488,8.8011,9.43044,9.61664
C1_02590C,411.81,527.265,469.287,586.609,885.973,787.138,714.941,770.632,766.393,630.129,646.983,573.091
C1_02600W,48.0415,85.1109,51.2902,61.2594,78.4469,80.2271,146.6628,124.35,91.9543,40.2039,48.666,53.8011
C1_02610W,8.13982,9.62111,8.74596,10.12596,8.30707,10.18514,10.59565,10.28871,11.38293,8.10979,10.6146,10.39656
C1_02620C,281.547,347.977,302.923,326.445,378.662,366.491,303.807,365.248,315.345,351.467,420.876,396.53
C1_02630C,96.4544,109.2742,80.8012,55.2144,57.5989,75.8245,103.4565,77.0089,67.3817,79.8328,51.7893,49.6313
C1_02640C,302.057,355.877,387.95,309.514,423.747,378.124,322.438,359.176,302.144,352.371,376.825,313.081
C1_02650W,216.0076,178.2525,242.161,313.347,256.823,314.66,144.2652,133.9526,148.9765,213.638,183.3764,187.3798
C1_02660C,47.1977,43.5595,57.6031,109.5292,114.7236,135.3091,37.4908,33.4455,42.6587,73.6493,65.4129,51.7821
C1_02670C,1.979001,1.697278,1.425639,2.28063,1.902302,2.53067,1.079795,1.380353,1.340917,2.143037,2.038007,1.982868
C1_02680C,10.79526,16.16894,15.13162,15.30224,16.01934,14.66835,11.37116,13.75027,14.61405,13.23666,17.47175,17.63674
C1_02690C,2.223701,1.373143,2.22812,6.71457,6.4944,10.14143,1.142379,0.78126,0.341523,2.889617,1.52335,3.45206
C1_02700C,12509.39,12327.52,11744.21,23927,39751,26987.3,7371.11,6010.66,5853.6,12564.39,8921.2,7881.57
C1_02710W,208.062,178.7427,212.144,221.588,183.1492,227.023,212.044,183.1902,222.462,193.6353,170.7672,181.3675
C1_02720W,51.2362,48.4566,54.7182,46.8147,42.0422,50.6016,37.2438,47.5367,48.3085,39.5293,44.673,52.5961
C1_02730W,30.2663,49.4993,45.2461,77.2537,114.5627,74.7172,27.8703,23.9645,23.0471,55.8618,58.5363,51.4672
C1_02740C,19.8459,17.93405,17.6321,19.18354,14.51543,16.28067,19.53089,18.60053,18.67829,17.23203,17.82337,15.26348
C1_02750C,49.2156,45.6919,52.8522,50.9022,48.1412,55.9151,47.1105,46.0378,54.4001,36.25,38.9646,38.9368
C1_02760W,284.341,263.96,273.639,254.3,244.099,302.873,276.706,246.204,264.589,245.022,236.96,240.628
C1_02770W,728.6,970.015,739.243,539.046,676.015,471.382,890.419,1265.023,1128.765,793.578,1013.251,1090.522
C1_02780W,342.531,349.459,288.889,255.978,228.212,229.587,377.284,323.295,302.03,334.687,324.071,342.046
C1_02790W,303.731,237.596,286.805,235.094,147.0128,232.821,261.196,225.945,267.49,248.449,219.072,220.955
C1_02800W,21.1299,24.4505,18.46601,20.66157,26.7215,21.3701,19.4978,20.5785,17.48709,25.8452,27.1252,21.953
C1_02810W,93.9387,88.1985,102.5349,193.7027,185.0784,180.6369,99.9829,89.152,102.3839,125.084,150.1777,133.6065
C1_02820W,28.6432,35.989,32.8126,89.9916,71.5707,78.476,38.9434,33.8273,45.9703,62.0113,76.4919,57.6868
C1_02830W,17.70245,16.23238,18.67239,20.07177,23.5265,23.2896,16.66806,16.95335,19.03583,15.85535,20.02292,18.94149
C1_02840W,43.0154,27.3088,39.1848,67.2105,61.6105,58.853,13.42622,20.622,26.2108,36.4667,33.8508,34.6965
C1_02850W,22.4711,36.8671,34.3663,45.3483,58.0812,56.6222,17.99227,37.2032,30.7934,26.9808,47.9582,40.7771
C1_02860C,192.6875,185.6891,186.3971,263.405,230.102,266.727,183.3547,156.9351,168.4814,196.3293,187.0014,173.6411
C1_02870W,37.8475,42.9276,45.6537,56.4207,59.9664,67.7887,31.6766,33.7602,40.7796,36.73,40.5958,38.5427
C1_02880C,93.7239,158.3976,152.5255,229.019,439.505,319.292,100.5109,146.2639,137.4449,164.2037,195.2299,145.1722
C1_02890C,54.6804,82.8054,99.7942,78.3429,126.8333,115.1877,48.6016,62.8932,68.9834,54.7012,55.2964,43.1164
C1_02900C,12.43662,10.95487,12.28247,18.88018,16.82484,22.9665,9.15126,9.61804,12.01756,11.59762,11.13006,12.69573
C1_02910C,14.72631,19.43436,17.06185,31.4201,37.6289,37.0509,14.08694,13.12026,12.36365,15.75617,16.13,12.57905
C1_02920W,112.1898,110.4126,114.4811,86.4629,73.988,94.8134,112.4556,107.4524,119.1132,93.4767,92.7382,94.9699
C1_02930C,15.0818,20.14771,23.3253,42.6639,51.804,54.4497,14.85341,17.71684,23.1917,27.193,31.6825,25.662
C1_02940C,139.6742,133.1432,158.0212,264.008,331.318,317.039,113.6293,119.5003,121.3736,170.4028,164.2434,130.0689
C1_02950W,48.3462,52.1259,50.4073,59.0334,70.4383,57.6302,39.4235,45.1602,42.6259,52.0765,57.5359,45.6669
C1_02960C,34.6466,41.0719,39.1266,62.7032,53.9371,66.5107,35.8033,36.6803,39.8981,43.3926,46.6229,40.6246
C1_02970W,171.0906,179.0164,149.7976,223.559,281.705,256.637,210.737,201.117,203.9257,185.0069,173.6695,195.6167
C1_02980W,84.3564,69.5187,68.9017,214.115,240.569,225.177,77.7139,47.9805,69.5381,117.7974,101.5318,86.4333
C1_02990C,69.13,72.5464,61.9733,51.8375,54.7989,69.0804,48.0108,41.0937,46.6404,64.4663,53.2407,56.5038
C1_03000W,17.63878,22.8059,19.35969,17.61611,11.94719,14.5203,12.18178,10.59643,10.2653,12.55367,11.24119,9.79479
C1_03010W,4801.36,5244.22,5289.8,1631.522,1248.147,1336.952,4538.33,5269.23,5145.39,3109.06,2471.68,3138.37
C1_03020C,4815.79,5215.41,5507.97,1760.047,1448.588,1678.68,4671.59,5365.68,4701,3419.34,2793.98,3318.61
C1_03030W,4833.1,4993.31,5121.19,1888.241,1702.317,1719.326,4580.01,5214.6,4670.72,3301.44,3046.08,3407.63
C1_03040W,22.9608,26.8566,25.519,31.9443,32.123,35.5245,18.85418,24.1594,23.6497,23.9304,29.4366,25.5471
C1_03050W,20.8498,21.0072,20.8838,21.839,18.22936,22.6399,18.80193,19.30048,18.35416,19.93751,21.0213,21.4005
C1_03060C,22.7419,19.92616,26.0034,53.0273,47.0146,57.4648,11.92877,19.79504,14.55325,32.0594,32.3987,29.4204
C1_03070C,33.4295,34.8257,35.5911,49.3071,41.6757,45.0624,31.1749,33.0753,33.4502,37.6349,38.5909,36.0388
C1_03080C,22.5532,29.0702,26.3278,29.3984,29.919,24.2661,22.31,29.1368,27.9962,23.237,24.3752,21.5281
C1_03090W,3963.61,4443.64,4482.54,1672.872,1482.438,1516.135,4206.64,4802.85,3993.66,3017.24,2904.14,3235.18
C1_03100W,78.3892,73.4841,75.6053,86.5658,69.2495,86.4214,88.6558,68.2352,80.3379,77.089,80.7575,84.3197
C1_03110W,2849.47,3174.29,3353.05,1226.149,1028.928,1139.297,2801.63,3541.83,3125.71,2054.15,1859.714,2135.42
C1_03120W,156.0058,172.5878,177.207,240.249,225.091,233.159,153.9884,161.5491,164.7481,206.777,186.6661,191.3744
C1_03130C,180.4694,191.293,182.4461,176.0647,192.7687,188.5828,171.7794,172.0354,162.8515,144.5057,167.9693,161.6114
C1_03140W,80.2641,91.397,77.6513,111.4124,166.2619,128.339,75.6232,94.2813,81.6863,92.851,98.2666,74.6443
C1_03150C,257.862,197.8006,244.541,182.4366,153.426,198.6259,168.5981,85.5238,119.4039,152.8491,95.6607,101.3088
C1_03160C,117.1453,131.4279,131.6143,114.0323,108.8801,119.1579,139.2135,122.4297,137.2126,154.9772,126.2095,130.7318
C1_03170C,11.23085,15.23503,14.85303,16.54439,13.52633,17.22938,12.27664,13.99071,13.79143,14.30792,14.77842,13.8009
C1_03180W,26.5753,25.6581,29.7698,18.72769,23.4654,21.4799,20.38861,27.0975,28.3382,19.87395,21.0294,23.9125
C1_03190C,943.701,1123.056,1036.638,1117.596,1475.095,1263.075,960.088,1229.806,1051.471,875.244,954.549,1010.443
C1_03200C,7.73035,6.63728,7.63272,5.9768,5.30034,6.51266,4.95488,5.0323,6.95326,4.48952,4.8815,5.27026
C1_03210C,169.0971,169.3059,164.4832,247.745,233.056,241.563,185.7702,160.2348,189.6084,230.406,217.375,217.058
C1_03220C,1649.891,1840.614,1699.469,1403.658,1610.382,1509.729,1693.112,1962.025,1700.126,1699.602,1711.135,1737.966
C1_03230C,17.17723,15.62132,28.1776,65.787,50.5776,61.2177,9.1518,16.99549,17.50597,30.3952,33.2712,31.0277
C1_03240W,302.451,260.216,257.202,258.484,225.901,273.51,239.174,218.227,230.421,283.937,250.463,251.825
C1_03250C,22.4661,24.6102,26.8949,40.7922,43.8927,47.4647,25.5019,23.2456,27.9038,30.6406,34.4437,30.7698
C1_03260W,14.55015,15.02307,14.66556,24.5775,19.67055,21.3031,15.72373,13.73112,15.09658,20.26882,18.35997,16.99552
C1_03270W,104.3452,119.5509,97.5012,196.6951,176.0198,175.2267,113.3768,104.2854,99.5684,189.318,159.773,139.5797
C1_03280W,79.3154,102.1437,116.8546,193.7199,310.129,239.504,68.6752,84.56,84.3476,148.4544,193.8895,118.0025
C1_03290W,24.1028,18.64412,22.9363,30.5096,31.6265,30.6333,22.1992,23.0662,26.7965,22.3441,28.0183,21.5408
C1_03300C,59.8051,65.5912,69.2494,111.3499,112.7718,115.4083,56.4499,47.972,68.1686,80.2114,83.1733,62.1738
C1_03310W,92.486,116.8188,113.3767,99.3874,102.1305,107.977,89.9156,115.4306,110.3985,96.8855,108.7222,114.5429
C1_03320C,39.4396,48.497,49.6602,57.5665,45.5931,59.5635,24.724,28.504,25.4039,34.2816,33.6499,30.5016
C1_03330C,28.3031,32.2406,31.519,52.8763,48.9967,52.5984,30.372,25.7357,28.2212,29.5689,34.2015,32.421
C1_03340C,92.1861,94.6118,101.1892,141.5963,141.8279,159.586,101.8977,90.9788,103.1878,122.7041,115.1944,112.4666
C1_03350C,47.4229,40.9611,62.9577,68.5891,54.9544,60.8035,36.2084,52.3111,53.2613,42.5934,54.7373,56.2843
C1_03360W,34.3848,29.4899,33.005,48.5302,30.5231,50.4774,32.1047,30.3327,35.2801,39.3651,38.7218,38.756
C1_03370W,312.32,364.225,406.227,236.965,207.322,217.871,457.986,490.058,474.047,293.901,360.335,386.515
C1_03380W,339.21,328.187,304.198,337.393,267.843,291.755,433.3,336.965,384.408,423.573,417.556,446.32
C1_03390W,212.668,157.8948,154.3361,271.954,300.26,245.009,173.7781,170.7675,181.0342,210.537,198.6666,191.5947
C1_03400W,74.6581,71.4168,69.0679,68.1152,48.9407,70.8481,51.0751,45.9891,55.3377,57.3687,58.6809,54.7194
C1_03410W,8.95396,11.59094,8.93671,9.12797,13.79022,10.14506,9.8227,7.12725,8.756,9.46887,8.94531,6.42517
C1_03430W,57.8664,46.4713,51.0351,55.2201,62.6381,54.1262,49.3283,35.8193,42.4451,45.2075,46.3297,39.2717
C1_03440C,82.1762,65.7032,71.5728,130.2072,100.7795,130.4351,77.8647,63.2789,74.6807,96.846,95.1859,88.3484
C1_03450C,49.5785,49.0573,48.6016,56.4497,48.1446,64.5973,56.9228,49.4122,55.6594,47.8451,49.6418,50.487
C1_03460C,5.54212,7.01759,6.91541,6.44675,4.33552,5.08348,4.39868,4.53966,5.53503,3.91108,8.42513,7.91479
C1_03470C,0.573552,0.590284,0.897956,1.468993,2.09384,2.51765,0.276234,0.440798,0.523022,1.048092,1.105068,1.252096
C1_03480C,19.09569,31.1888,28.5632,38.9597,40.0037,45.8095,28.1154,36.4488,38.8395,33.8995,40.9352,41.6453
C1_03490W,297.684,315.46,293.251,245.706,160.1908,180.6073,278.67,266.47,290.49,312.515,254.51,287.129
C1_03500W,517.138,592.441,543.4,762.111,824.492,822.712,540.84,530.347,505.495,692.011,659.384,612.266
C1_03510C,1884.812,2092.68,1645.334,1017.266,1062.987,902.457,2012.592,2231.17,1879.878,1829.141,1900.356,1914.799
C1_03520W,272.471,294.031,283.131,447.677,607.388,576.001,258.116,244.639,242.642,275.232,297.029,250.239
C1_03530W,34.5164,39.7779,35.652,40.6209,44.8672,50.3098,36.5581,41.7429,37.2944,38.5357,46.4065,39.043
C1_03540C,92.579,108.4758,95.4486,144.8355,157.7672,151.0465,88.9433,85.7055,92.7878,126.3748,120.5901,120.0472
C1_03550C,151.0628,141.5384,137.3511,111.6274,85.3694,101.7019,195.9248,159.0668,180.3009,190.4449,165.9439,171.4138
C1_03560C,116.8541,179.2407,173.0258,202.3797,256.55,252.123,150.8147,213.106,221.152,187.8051,207.838,198.9286
C1_03580W,0,0,0,0,0,0,0,0,0,0,0,0
C1_03600W,171.3876,157.1151,167.5778,185.5766,164.4614,205.662,160.3936,146.0107,156.2548,166.9737,167.7845,156.247
C1_03610C,54.4776,64.0948,52.5267,72.317,62.9905,80.6747,49.3375,61.2207,58.0653,83.3803,81.3052,71.4521
C1_03620C,702.063,796.564,735.762,285.406,213.533,216.742,688.255,953.353,663.845,505.479,581.531,494.709
C1_03630W,9.04185,11.84471,11.84247,11.67311,9.84874,11.07488,9.6993,14.07958,11.80372,8.93804,12.72747,13.41825
C1_03640C,30.56,39.0069,40.1291,45.752,50.0393,52.7122,32.1592,35.7641,38.02,43.8159,47.3673,45.2768
C1_03650C,123.5873,171.1807,172.3934,245.774,301.943,283.072,112.8881,146.9826,137.4058,257.464,285.19,208.425
C1_03660W,290.381,264.697,304.043,361.862,372.111,450.687,160.227,161.1275,148.6586,258.547,213.6613,215.853
C1_03670C,139.4162,139.5917,132.5257,144.7871,126.6708,141.0052,110.288,99.464,96.9911,115.8214,106.138,104.441
C1_03680W,50.1444,64.0811,61.1653,27.1607,17.62886,18.48987,54.1105,94.967,78.7018,31.8165,46.548,56.2221
C1_03690W,113.5932,115.2788,119.0514,139.7247,115.6622,136.8443,104.9936,105.8683,121.2441,105.9885,123.2281,124.2419
C1_03710C,6.74509,7.39011,7.6667,8.83539,12.69574,8.68628,6.32958,8.42655,9.41016,4.06637,6.12872,7.6142
C1_03720C,46.593,47.7539,40.5132,35.6146,35.6524,38.8587,51.7933,43.9699,44.4232,42.3488,35.3185,42.403
C1_03730C,81.172,74.459,76.2417,92.096,67.9302,96.5066,84.0932,60.4782,78.7887,86.5919,78.1665,76.812
C1_03740W,7.65888,11.14277,11.6993,15.25082,13.76283,16.41443,6.6555,11.14479,12.17655,8.84188,12.1193,13.90077
C1_03750W,292.14,328.502,309.803,211.659,163.3816,184.6451,280.944,281.681,293.129,273.166,262.447,284.018
C1_03760C,89.2744,93.2814,86.7204,96.6858,77.6785,100.6487,80.569,58.8992,62.987,68.7787,62.8072,55.9294
C1_03770W,50.3395,85.1484,83.1721,54.317,39.7252,67.6018,68.9091,152.6612,136.455,40.8458,67.7676,66.9081
C1_03780C,52.3388,47.825,55.1616,42.998,34.6171,44.0401,56.0135,58.1755,63.8901,47.4448,50.3174,52.8739
C1_03790C,53.8616,69.0327,98.9022,116.906,122.4989,138.4825,38.0698,45.5445,54.3463,54.4985,50.2613,61.4171
C1_03800W,4.34361,4.34785,4.57084,9.43253,17.87412,16.71592,2.445401,4.33775,3.38121,4.89693,7.47296,5.46522
C1_03810C,10.96526,12.6558,15.97644,13.93151,23.5692,23.6881,9.54065,11.15185,10.77264,9.27817,9.57979,11.71583
C1_03820W,41.0104,59.2273,56.8726,105.9777,245.288,147.1846,43.3806,63.7712,55.6443,66.0969,88.3542,79.6425
C1_03830C,23.7896,21.03437,24.1762,46.2143,48.0227,52.318,16.74674,18.86835,22.6983,30.8185,32.1801,32.4104
C1_03840W,28.7939,27.7012,31.8825,42.527,60.0666,57.0944,16.61441,15.39424,31.2441,35.9253,27.1579,27.5322
C1_03860C,17.85421,16.03979,20.3429,14.20419,12.14489,13.99289,12.94171,15.62634,16.23742,9.06499,13.29419,17.07448
C1_03870C,19.24381,28.2291,28.7679,52.8989,135.3888,91.1519,16.82469,26.1567,24.02752,25.9621,37.1828,33.7565
C1_03880C,0,0.288572,0,0.302378,0,0.767256,0.240076,0,0,0.607266,0.320139,0.362734
C1_03890W,1.648785,1.851145,1.793904,1.400899,1.823986,1.914042,1.240595,1.755372,1.496332,1.731343,2.90932,2.0037
C1_03900W,23.48388,31.5499,25.5972,28.8132,40.9226,35.1445,28.2946,41.5004,31.6399,30.4556,33.8773,37.4751
C1_03910C,6.3051,6.03239,6.82458,11.78574,15.83235,12.09842,3.2391,5.84563,6.41983,7.18172,7.81209,7.76394
C1_03920C,8.98984,9.01997,9.25523,10.14645,12.43524,10.31591,7.42134,8.68851,8.85818,6.48998,9.71235,8.71195
C1_03930W,13.77573,21.3005,19.49355,27.8904,42.9681,26.6707,12.90075,19.08021,17.5208,23.488,28.8103,23.3475
C1_03940W,411.375,401.084,413.916,306.426,253.59,240.859,381.822,355.402,335.286,369.518,349.973,384.29
C1_03950C,17.4724,19.86083,22.3194,14.76456,19.72057,13.55829,19.0909,19.24049,16.42121,14.96707,23.6711,19.9045
C1_03960C,14.54379,18.91751,18.26862,19.59054,20.12709,19.36692,15.98389,20.57088,18.42561,17.45817,24.3667,23.4549
C1_03970W,1.169139,2.005413,2.277838,3.36216,4.47139,3.55466,1.334707,2.73838,2.992669,5.06417,5.33947,7.0582
C1_03980W,9.20132,10.16605,11.52451,19.84558,24.6993,16.90886,18.30545,19.25372,15.79422,18.0231,19.4663,13.30382
C1_03990W,37.1396,41.3106,41.4318,100.4206,194.5056,126.4736,38.7347,39.7881,38.7947,53.1476,45.7611,37.0243
C1_04000C,51.0404,35.5821,42.4725,76.7509,71.9053,54.9877,39.9676,27.1189,31.7469,59.4267,44.3341,48.5176
C1_04010C,21.06609,17.76308,18.63489,89.0719,90.9919,104.8253,11.87588,8.65611,9.57003,59.9667,59.6544,56.1237
C1_04020C,484.068,475.061,384.266,1082.014,991.675,1078.858,500.822,374.888,357.877,874.559,1143.616,952.656
C1_04030W,18.09942,22.6157,22.003,33.8257,39.2075,34.6811,14.5211,17.39896,20.81327,22.8827,27.7963,21.7927
C1_04040C,5.66039,5.3495,7.20909,33.3238,33.8622,35.9197,3.46987,6.7708,6.3932,13.61859,14.48465,14.38884
C1_04050C,0.19386,0,0.161871,0,0,0.530472,0.497957,0.170274,0.148868,0,0,0
C1_04060W,13.73064,13.90372,12.3646,16.26711,14.9845,16.37948,12.56062,10.07028,11.26528,14.3003,11.95491,13.29532
C1_04070C,19.3749,14.95507,15.49707,20.5321,35.9159,18.50336,17.86197,17.31246,14.80462,23.2139,20.9715,19.66702
C1_04080W,18.99028,26.568,19.07755,27.7324,33.9415,30.944,19.13901,25.7146,21.4946,21.42111,32.0716,26.2304
C1_04090C,10.00787,8.87873,9.20212,13.80745,17.99623,13.09293,10.12844,10.18231,8.87605,9.23081,11.27289,9.94048
C1_04100C,1657.405,1539.531,1542.049,1959.358,1782.685,2000.072,1692.789,1482.599,1434.67,1872.863,1604.629,1616.148
C1_04110W,8.56749,7.81686,7.45817,8.51847,11.91508,7.87001,7.5437,10.72728,7.8856,9.40922,11.51635,9.43272
C1_04120C,18.5807,23.7995,19.73063,38.0061,49.1887,38.455,19.92956,19.11396,18.80482,33.243,29.7466,24.2985
C1_04130W,9.99985,9.68618,11.37348,31.7769,30.3706,30.8339,6.56315,9.08996,11.36328,16.0639,19.28782,17.40712
C1_04140W,47.4508,71.428,35.7023,64.8921,69.8892,47.7516,63.085,63.2492,51.2537,275.0449,348.996,286.0823
C1_04150C,9.86751,15.35114,14.56242,25.3657,44.0414,23.3382,15.42379,14.00823,13.74508,14.41286,17.42337,20.18692
C1_04160C,10.32921,12.67664,9.87038,23.6838,30.0415,21.9018,13.90314,12.34824,10.55839,20.95431,23.3665,17.78888
C1_04170C,2304.18,2451.61,2328.73,1901.238,870.117,1242.495,1467.329,1721.575,1923.219,1570.533,1535.235,1176.718
C1_04180W,2295.63,2835.99,2543.67,1919.013,1156.409,1310.319,1528.248,2122.24,1989.187,1459.425,1696.824,1215.64
C1_04190C,30.8225,31.308,35.0614,35.2626,35.5507,36.2221,26.4672,30.7606,29.6721,28.0079,30.8566,29.241
C1_04200C,68.2603,59.6253,60.8283,55.9827,81.5196,59.5802,61.822,64.6156,59.0254,63.0478,66.8845,69.7542
C1_04210C,153.1355,141.9001,143.5747,287.557,294.667,301.506,155.1582,122.0498,156.5481,242.731,223.912,215.933
C1_04220C,76.9716,95.454,97.8028,119.999,135.1383,138.1254,76.854,79.0494,105.1822,111.8256,124.5913,146.7344
C1_04230W,213.105,240.963,235.277,351.822,531.498,445.854,213.218,221.996,213.148,270.636,268.739,242.418
C1_04240C,4251.77,4431.56,3893.48,3149.92,1643.843,2171.54,2813.56,3312.76,3443.36,3075.65,3019.91,2372.06
C1_04250C,6.59806,2.65716,3.59302,1.701508,3.59066,1.962464,4.66684,7.81104,3.744983,3.88312,3.1116,3.15448
C1_04260W,3235.51,3478.4,3258.46,2409.17,1012.237,1465.336,2119.01,2603.6,3018.9,1986.573,2099.45,1626.849
C1_04270C,3.27032,4.91912,4.37609,6.60132,4.3732,3.78601,1.687232,3.71942,3.38063,3.35977,5.36149,4.99004
C1_04280C,16.67755,16.48296,17.90432,15.32074,19.4664,14.84976,15.07286,20.15131,17.4825,18.4899,21.4597,21.518
C1_04290C,465.036,379.999,421.377,439.573,446.965,436.322,539.948,473.708,521.106,425.795,356.92,404.989
C1_04300C,427.038,397.787,536.677,429.516,435.814,679.548,197.5565,203.9278,238.525,188.1277,186.3034,197.276
C1_04310C,22.1699,26.1673,27.0554,19.64485,28.9458,20.64589,18.25207,24.579,20.17954,19.30671,18.23212,20.35707
C1_04320W,334.612,222.92,260.002,379.858,314.972,290.423,277.802,241.419,235.445,282.275,313.908,285.235
