,Sample_1,Sample_2,Sample_3,Sample_4,Sample_5,Sample_6,Sample_7,Sample_8,Sample_9,Sample_10,Sample_11,Sample_12,Sample_13,Sample_14,Sample_15,Sample_16,Sample_17,Sample_18,Sample_19,Sample_20,Sample_21,Sample_22,Sample_23,Sample_24
orf19.7360,1.456500585,1.876257148,1.495378228,1.647826515,1.464999477,1.212206997,1.954892608,1.904057759,1.761171926,1.397410965,1.733766425,1.884949887,1.475085926,1.217500987,1.413721973,2.116104394,1.812143906,2.096272764,1.631050381,1.976236917,1.6733452,1.969203006,2.067459865,2.021720891
orf19.7361,5.420088634,5.257173231,5.22583497,5.719891013,5.685093779,5.401040902,5.209995515,5.401939356,5.113032807,5.732347144,5.813399737,5.919256354,4.325226494,4.008755574,4.230438733,4.589525554,4.394985316,4.841662361,4.222910435,4.364825749,4.198317647,4.676571015,4.671569322,4.858453209
orf19.7362,1.096800307,0.975928198,1.213711299,1.523095917,1.215363312,1.403362625,2.597658511,2.533707497,2.903542396,1.63286222,1.440194843,1.851180424,1.711269007,1.639774063,1.925184727,1.772052354,1.1066422,1.732483533,2.864694341,2.88805033,2.91476958,1.378430003,1.671003614,1.965409146
orf19.7363,7.337352646,7.057434999,7.376205436,7.152257545,7.079274398,7.213258121,7.275401998,7.324779662,7.338141683,7.267972526,7.170422545,7.307794464,6.854602493,6.795084445,6.911351614,6.865725221,6.723830621,6.754441834,6.969999982,7.068948147,6.945207818,6.744777237,6.728661648,6.757668415
orf19.7364,-2.177883805,-1.379563995,-1.254418422,-0.893766618,-1.522396989,-2.0711879,-0.960977331,-1.352997122,-1.250203308,-5.708308745,-1.371269253,-1.163696376,-1.519598454,-2.205497935,-1.969753213,-0.958994434,-2.230028125,-1.570011421,-1.15173927,-1.495154418,-1.900850135,-1.877586552,-1.149603774,-1.294289262
orf19.7365,1.744177987,2.324900631,1.545666779,1.235721222,1.345574134,0.910151921,1.373484423,1.491475721,1.691189553,1.447675798,0.688225612,0.638949319,3.876649992,3.771811553,3.836310615,3.419973151,3.527505555,3.662521452,3.609876476,3.748868474,3.742498531,3.586394286,3.088770656,3.682942167
orf19.7366,5.364618794,4.486624103,5.450323677,5.558442848,5.396730878,5.586582153,4.948651407,5.164222462,5.234868258,6.093674868,5.856731243,6.203113401,3.551139845,3.278821238,3.47497348,4.11721689,3.730937031,4.008425231,3.768187186,3.760824153,3.631096046,4.05456558,3.774753644,4.142581518
orf19.7367,8.184473052,7.857525064,8.241967085,8.353896212,8.319489617,8.394852465,8.067067671,8.093983887,8.193675482,8.464554938,8.431094477,8.453033538,6.719535122,6.629250939,6.70867614,6.818573265,6.688985444,6.829702576,6.682430268,6.639482348,6.653404045,6.777752591,6.793716415,6.796517575
orf19.7368,7.43735711,7.656325476,7.4760195,7.205235006,7.148929597,7.137922965,7.424067291,7.328126585,7.333124203,6.956975822,6.994529395,7.066110545,7.480674757,7.560768651,7.525750827,7.446518205,7.448813147,7.512209536,7.454148811,7.534865885,7.50907907,7.506878461,7.541765109,7.506297819
orf19.7369,3.309020234,3.423835852,3.235724031,3.938475354,3.824289769,3.775731013,3.47219882,3.422803432,3.552868857,3.810330093,3.938144168,4.111003997,2.845823602,2.367063895,2.875861194,3.124669666,3.232225693,3.357327936,3.004069374,3.12848486,2.973041058,3.283151833,3.039131417,3.33956608
orf19.7370,4.168791988,3.858552049,4.028622823,3.901369303,3.868286363,4.066965834,4.021607325,4.234416275,4.188753581,4.335797787,4.059677119,4.496811565,2.543329474,2.456378863,2.408534209,2.841055582,2.593116302,3.226339802,2.582784046,3.243719345,2.91476958,2.956299511,3.293161121,2.932797891
orf19.7371,5.105952962,4.670274044,5.126076553,5.363041104,5.225478896,5.013356435,5.011938969,5.272419724,5.129663929,5.582933974,5.306646334,5.593873259,4.400344087,4.499588165,4.362186709,4.404293439,4.089917548,4.342489495,4.451195202,4.527621288,4.324537341,4.36911328,4.270400363,4.424280098
orf19.7372,5.172069387,5.107289756,4.987412116,4.836357364,4.600153936,4.721866044,4.994138317,5.030909584,5.026873759,4.683904895,4.7264888,4.671446518,4.948752477,5.082742079,5.060324387,5.025325659,4.838244755,4.88573667,5.053230772,5.083911708,5.117159198,4.804864022,4.998160149,4.699236743
orf19.7374,7.041567136,7.17025675,7.072870642,7.113575195,7.252163435,7.236473861,6.89020396,6.84527343,6.887423544,7.022698895,7.116689616,7.018412994,6.014173659,6.11012559,6.016359324,5.73025474,5.813080511,5.747037499,5.746956236,5.709273981,5.732542301,5.787287163,5.707234616,5.792726006
orf19.7375,3.488400152,3.456200192,3.702691595,3.876090898,3.658789686,3.565151312,3.379255165,3.72657119,3.886120606,4.032441503,4.049042132,4.096664672,3.272260344,3.239099753,3.198893741,3.624171093,3.567406582,3.375106175,3.381787062,3.570169391,3.36995352,3.555681539,3.414923393,3.574176292
orf19.7376,5.443701772,5.599024819,5.664589009,5.734030087,5.748264621,5.782846551,5.688030264,5.919489975,5.824702521,5.789495502,5.928113918,5.921291978,4.719756486,4.913269437,4.796638306,5.025325659,4.857684199,5.032987766,4.669340799,4.852106874,4.807009873,4.84097339,4.803781732,4.896597135
orf19.7377,3.488400152,3.636476631,3.475102356,3.396504164,3.321670352,2.694841667,3.173212203,3.291803923,3.305998384,2.923035927,3.258846386,3.261430057,5.402504344,5.392109863,5.419984686,5.128144523,5.176844762,5.038576354,5.039793022,5.121487567,5.343861401,5.177913931,5.175188079,5.116165594
orf19.7378,6.364283897,6.721980397,6.252212204,6.335144049,6.413207847,6.286042608,6.540702707,6.483439145,6.419005448,6.248791058,6.267832979,6.231281454,6.910030452,7.013154645,6.890251743,6.759501343,6.906810722,6.77551205,6.920267099,6.821021602,6.85434347,6.763712485,6.77867122,6.7027521
orf19.7379,3.526809598,3.250136047,3.381293214,3.03468255,2.964400034,3.203247145,2.9877662,3.397537882,3.471705047,2.733445368,2.781931115,2.864379809,3.596077271,3.578460635,3.84582068,3.351618728,3.478120348,3.145778209,3.922593305,4.026493463,3.807995244,3.275633,3.434254223,3.393912905
orf19.738,6.04288134,6.530085483,6.166427233,5.698419138,5.783157964,5.694160121,5.850185855,5.825523177,5.853021778,5.400375609,5.333187038,5.287951567,7.213004008,7.282884189,7.285274111,7.012882496,7.069173499,6.850503718,7.235239553,7.230814015,7.187188844,6.905035675,6.924207043,6.854836346
orf19.7380,1.346273392,1.495214207,0.940579324,0.532664855,0.826754687,0.413756626,1.479638725,1.904057759,1.860164816,0.684280732,1.503883,1.270036809,2.603257249,2.490612067,2.759923539,2.092363729,2.623716823,2.239026391,3.28487266,3.109910159,3.307914541,2.545576013,2.879061615,2.872830662
orf19.7381,4.959197417,4.945720005,5.036595919,4.691724192,4.766323822,4.654516766,4.882459686,4.870302563,4.728054966,4.884258544,4.977059558,5.152410537,4.403156556,4.222440235,4.315036157,4.855898288,4.585802159,5.055213388,4.8340941,5.062337111,4.993109313,5.29224615,5.092432886,5.207000824
orf19.7382,10.14700358,10.15907163,10.21070395,10.5656788,10.5747587,10.51152879,10.31544601,10.36021157,10.35965517,10.70666736,10.67836597,10.7305314,9.20543179,9.139915598,9.154202751,9.795223342,9.767941802,9.810833149,9.354154156,9.417511126,9.374502927,9.896739182,9.890941401,9.921828657
orf19.7383,7.113787583,7.119376205,7.08885704,7.140363293,7.116233822,7.099302642,7.254993076,7.116033649,7.111597745,7.075602784,7.048917842,6.995409495,6.851002136,6.797650316,6.830433957,6.700853783,6.714087406,6.754441834,6.797886819,6.833811901,6.793391322,6.6793275,6.722778155,6.695197271
orf19.7384,8.810526111,8.487917769,8.853188329,9.299627961,9.145155872,9.19814663,8.552693141,8.775393218,8.730626116,9.518425259,9.390823158,9.491694069,6.195452998,6.082334909,6.149990718,7.131198087,6.697101661,7.416731641,6.152323149,6.30277577,6.132187439,7.407611626,7.374223761,7.390113551
orf19.7385,-0.46258767,-0.671605966,0.162501519,-0.893766618,-1.522396989,-1.525404504,-0.960977331,-0.576170682,-1.250203308,-1.040619587,-2.820095471,-5.708308745,-0.177106227,-0.426690878,-0.367970308,-1.172474447,-1.296250863,-1.108184055,-0.399905151,-0.317908927,-0.273571436,-1.421424252,-2.617052194,-1.294289262
orf19.7386,7.600058426,7.401824863,7.726820115,7.64942639,7.567815016,7.584507495,7.602810932,7.797053318,7.767022907,7.816277806,7.794050205,7.911253247,5.743847733,5.419022819,5.677329636,6.198954458,5.857208277,6.350483785,5.508294933,5.831930271,5.592727365,6.322318567,6.253091002,6.270477286
orf19.7387,7.787045538,8.044749639,7.798564798,8.100573947,8.249475982,8.148434438,8.014505517,8.040919344,7.935870374,8.240521684,8.223907508,8.198642524,5.640381456,5.544499956,5.515439403,5.907368338,5.681092235,6.266057831,5.405174071,5.578593707,5.581533614,6.301181524,6.332506089,5.958769797
orf19.7388,7.819640046,7.987771179,7.838194899,8.079273057,8.093144331,8.000947634,7.879218441,7.83695364,7.810478681,8.063965715,8.138701811,8.102346869,7.430553377,7.482130748,7.460702532,7.619478519,7.656381894,7.588961505,7.427050932,7.397072602,7.43689918,7.669902146,7.678748742,7.601169774
orf19.7389,4.434267437,4.25789455,4.386881637,4.009941529,3.813077732,4.210301551,4.477375837,4.518457073,4.226352274,4.024183578,3.830480537,3.984320706,4.636161073,4.763819623,4.75938328,4.428197846,4.390543459,4.360450392,5.009781869,5.059919896,4.987466148,4.347759558,4.312794185,4.510437927
orf19.7391,5.808360018,5.599024819,5.909883167,5.616836299,5.586474684,5.533040596,5.845229782,6.032540576,6.003173173,5.732347144,5.661102015,5.896672846,5.877264594,5.799606081,5.802260613,5.756927258,5.660947542,5.879053409,5.824235155,6.000226408,5.996895241,5.859477058,5.910698516,6.054665679
orf19.7392,9.223925651,9.436844001,9.209387333,9.53207991,9.314982315,9.357516799,9.128736095,9.226284398,9.118964062,9.325470555,9.244691026,9.260002892,6.946155069,6.90784013,6.929354559,7.313587864,7.226358035,7.493002304,7.128837155,7.202055115,7.240945668,7.613610799,7.633472157,7.190408178
orf19.7393,5.423485694,5.627724898,5.564482547,5.489274106,5.366371164,5.419600311,5.59070603,5.63328586,5.590082846,5.519723967,5.514194341,5.417624756,5.71357945,5.799606081,5.752567775,5.643064722,5.575476852,5.660886214,5.760126954,5.807642911,5.774106662,5.641348819,5.788342496,5.696545019
orf19.7394,7.502247418,7.176340706,7.44074385,7.397380863,7.394360043,7.560457526,7.173310731,7.098501422,7.201656606,7.553387445,7.365188701,7.488208908,7.385754976,7.416871049,7.501512086,7.312303911,7.195497687,7.335067667,7.313821812,7.342428545,7.266217494,7.137454751,7.197422087,7.162502872
orf19.7395,-5.708308745,-5.708308745,-5.708308745,-5.708308745,-5.708308745,-5.708308745,-5.708308745,-5.708308745,-5.708308745,-5.708308745,-5.708308745,-5.708308745,-4.050902538,-5.708308745,-5.708308745,-5.708308745,-5.708308745,-5.708308745,-5.708308745,-5.708308745,-5.708308745,-3.842104684,-5.708308745,-5.708308745
orf19.7396,3.759651414,3.834131522,3.778247578,4.245311671,4.320289784,4.122398819,3.949544662,3.815104565,3.813865736,3.956361242,3.98353132,4.160098162,3.540960772,3.700478955,3.742693808,3.817571062,4.067831871,3.541787178,3.200431429,3.109910159,3.093511027,3.107947038,3.395330025,3.808294
orf19.7397,6.238783463,6.2313248,6.244620965,6.339774402,6.220874178,6.234561945,5.991464075,6.133551898,6.135870725,6.334772577,6.297339008,6.247597576,5.519876212,5.627608083,5.734762857,5.64917983,5.521653263,5.721206779,5.578748315,5.682811536,5.742627503,5.663122957,5.658754155,5.627910957
orf19.7397.1,8.22737703,8.574771669,8.214057283,8.893293288,8.935614067,8.81851992,8.284037945,8.15556453,8.140508361,8.831382009,8.803114893,8.646943392,5.673373211,5.550597661,5.661260915,6.040494253,5.845896712,6.543648165,5.347442376,5.277347127,5.524223799,6.586663361,6.690987758,6.155634926
orf19.7398.1,11.43273718,11.9313593,11.42183782,11.79355618,11.96783529,11.89660197,12.14431854,11.95885422,12.10284901,11.58122426,11.7396297,11.44396602,10.46577623,10.46433989,10.46799375,10.16004425,10.26485687,10.2694397,10.27081768,10.16363611,10.26102641,10.33448799,10.26815083,10.13676647
orf19.74,3.902822868,3.917853892,3.819709794,3.579902785,3.633517265,3.538228249,3.834216267,4.035852953,3.830238004,3.137271539,3.464912859,3.360773885,4.354582548,4.581281928,4.533802451,4.432931563,4.430036267,4.296583926,4.703831045,4.628942119,4.748157254,4.296669606,3.972823403,4.475582041
orf19.740,10.28154793,10.2884228,10.31564197,10.49427093,10.44367394,10.42139499,10.78931738,10.79498079,10.69616799,10.54074005,10.48381202,10.46575788,7.665666481,7.454213227,7.586929405,7.544911479,7.183351543,8.045147604,7.987845465,8.152903835,8.245294609,8.128775264,8.112123413,7.596542496
orf19.7400,5.269667862,5.401275718,5.166811352,4.99741007,4.991889753,5.061422712,5.370381713,5.212107312,5.228706023,4.870505598,5.026687802,4.911543492,4.562596305,4.731977807,4.789263867,4.524483421,4.608929209,4.552369575,5.118603823,5.008199732,5.162938043,4.471383538,4.461521444,4.123408876
orf19.7401,6.874153173,6.966271957,6.79868873,7.042925422,6.991239245,6.950260904,6.954899447,6.95000073,6.893279286,7.077599311,6.955199481,7.023159568,5.267032325,5.236906303,5.410402934,5.371947368,5.326189642,5.651798926,5.456644752,5.559897803,5.494691929,5.500092893,5.38841489,5.176320092
orf19.7402,6.616617302,6.522463823,6.551941205,6.346692186,6.523940133,6.475352389,6.086927659,6.256337522,6.090716888,6.460970396,6.27469582,6.39988881,7.025413966,7.051642539,7.079488785,7.086081771,7.019695832,7.081911513,6.993889573,7.041644728,7.028627601,6.952962628,7.103948044,6.951317504
orf19.7403,4.977801723,4.968337044,4.828921275,4.734548421,4.67017843,4.901611278,4.83824598,4.620254596,4.845467095,4.646734317,4.91398869,4.719029381,6.226748012,6.277557412,6.224787326,6.235991922,6.147798574,6.07533431,6.137259774,6.158852983,6.209361448,6.150039956,6.0298515,6.273379375
orf19.7404,5.80054319,6.178957559,5.931320647,6.028868722,6.171245753,5.998187005,5.995943153,5.779811572,5.930999164,5.863105666,5.901757572,5.937474389,6.47816432,6.788219728,6.610973051,6.592901885,6.879334408,6.356089534,6.468417624,6.235824239,6.202070845,6.247423555,6.079805582,6.313407326
orf19.7405,2.554210192,1.8276067,3.140766504,2.45140268,2.459993177,2.81186564,2.22286726,2.748774204,2.704779802,3.282820826,3.163466155,3.603214206,4.351673677,4.242668317,4.328665718,4.384880579,4.605100354,4.23463593,3.980007719,4.026493463,4.163708037,4.032429636,3.932609268,4.475582041
orf19.7406,5.65496732,5.44224584,5.717646411,5.952322623,5.896384964,5.890544939,5.763525743,5.600446503,5.740585755,6.147888442,6.047791387,6.116928321,4.792350364,4.835493052,4.794184346,5.151308272,4.905166827,5.176764,4.789827515,4.901543347,4.85428379,5.195950911,4.876245804,5.09990956
orf19.7409,7.223089739,7.162921973,7.256756108,6.724948591,6.816982553,6.779725403,7.209436295,7.079761086,7.231239597,6.655296105,6.623683452,6.617638872,7.45820014,7.447148611,7.497369551,7.293557024,7.389948292,7.285400302,7.500010896,7.433474688,7.540731121,7.358188614,7.332334881,7.227543361
orf19.7409.1,5.126941682,3.678233412,5.150655187,4.87515097,4.839983007,5.121606453,4.27848776,4.967937465,5.292132954,5.478007861,5.242750594,5.417624756,3.401650169,2.148628738,2.769948914,2.910582898,3.15052014,2.992970557,2.992955478,2.898910619,3.061640506,3.882100041,3.759508334,3.674185058
orf19.741,-5.708308745,-2.827641339,-5.708308745,-5.708308745,-5.708308745,-5.708308745,-5.708308745,-5.708308745,-5.708308745,-5.708308745,-5.708308745,-5.708308745,-5.708308745,-5.708308745,-5.708308745,-5.708308745,-5.708308745,-5.708308745,-3.631442613,-5.708308745,-5.708308745,-5.708308745,-5.708308745,-5.708308745
orf19.7410,7.453232276,7.200423166,7.42739467,7.519748241,7.413973926,7.372246742,7.280000399,7.313003905,7.282709377,7.503022783,7.484440323,7.568333835,6.707070981,6.672763315,6.718415759,6.896039235,6.793618884,6.971572919,7.081093709,7.096923895,7.065920749,6.91897851,6.922496944,6.900602312
orf19.7411,3.087091759,3.031299077,3.235724031,3.285682461,3.352975171,2.940811797,3.26514118,2.882266149,3.145173277,3.452430777,2.499010053,3.235487166,1.409461923,0.792759254,1.100749615,1.801634809,1.190798708,2.551990931,1.542351562,1.310523547,1.615982768,2.507567472,2.378123243,2.10227019
orf19.7412,6.047291977,6.139641763,5.982420223,6.183694134,6.313297465,6.170257671,6.190210324,6.29789639,6.104243759,6.128759471,6.228314562,6.138087141,5.977847396,6.092122658,6.047601123,6.165214556,6.191861839,6.223757697,6.240717796,6.220755014,6.29409051,6.156194904,6.277377875,6.09459309
orf19.7413,3.186410943,2.253033243,3.58739097,3.144617857,3.023962949,2.899097311,2.732602075,2.826560634,2.757096058,3.464687745,3.14360937,3.530400409,3.936115985,3.853000961,4.097431542,3.955554765,4.117057518,4.102139297,3.963022028,4.263426169,4.01631664,4.080688037,3.959542852,4.403237382
orf19.7414,4.816624385,5.023375414,4.684900697,4.662451787,4.878141036,4.739701189,5.114363285,4.755668976,4.889099713,4.740447134,4.541599528,4.458075282,4.242845302,4.395027782,4.482903698,4.314801556,4.30344084,4.442837922,4.707235149,4.61912431,4.517010262,4.307770789,4.442554929,4.167755019
orf19.7417,11.43505314,11.94896853,11.42477982,11.7825976,11.98296144,11.89763667,12.1562794,11.95716643,12.10907379,11.58973053,11.7289982,11.4500154,10.47616397,10.46454174,10.44539769,10.13257256,10.27648895,10.27950456,10.26462162,10.15134175,10.25075771,10.33058144,10.29400737,10.14560353
orf19.7419,3.843194567,4.525272009,3.799127631,4.121706588,4.022265784,4.094948549,3.73052482,3.907494935,3.763603718,4.056935403,4.171762797,3.992088683,4.425461077,4.666104958,4.45831546,4.123086993,4.481065927,4.244341247,4.007880216,3.796107978,3.845911923,4.3003795,4.281116179,3.98155364
orf19.742,1.402439453,0.88375374,1.641272178,1.153948127,1.345574134,1.403362625,1.799586594,1.286533821,1.617638629,1.63286222,0.314842307,1.917946947,4.909730084,4.65859658,4.749283956,4.537728552,4.514109747,4.169908135,5.186030506,5.173843882,5.259749569,4.431341137,4.61339929,4.577720708
orf19.7420,4.847300568,5.43820079,4.936492197,5.204527095,5.370201251,5.02794521,4.896901518,5.071414011,4.816997679,5.064183956,5.05353879,4.886755999,5.285440869,5.249456135,5.419984686,5.171275886,5.326189642,5.15891498,5.273592276,5.071965674,5.135135094,5.281024396,5.209251245,5.116165594
orf19.7421,7.676788812,8.133105891,7.686065088,7.179635285,7.29611173,7.243783025,7.907428706,7.659018648,7.767554337,6.987028476,6.995914396,6.862942833,9.025597351,9.076354191,9.026870235,8.682384099,8.834481437,8.78906458,8.913111849,8.815654044,8.934996777,8.827912503,8.710741136,8.634493641
