Gene,Mac1.BCS.R1,Mac1.BCS.R2,Mac1.R1,Mac1.R2,WT.BCS.R1,WT.BCS.R2,WT.Copper.R1,WT.Copper.R2,WT.R1,WT.R2
CR_01250C_A,7,0,1,5,0,3,5,4,2,0
CR_01260W_A,4167,3159,3758,3528,3354,4647,4976,3316,2379,3726
CR_01270C_A,3497,2117,3232,2070,2382,2652,4566,2309,1503,1473
CR_01280C_A,2934,2583,2379,2128,2622,3479,3915,2693,1674,1247
CR_01290C_A,12474,11362,9968,11925,20353,26231,14865,9963,9573,12048
CR_01300W_A,7293,3995,6427,4506,11652,10689,11328,4880,9496,5204
CR_01310W_A,43006,34212,32044,35802,53021,53833,50563,29988,45171,25436
CR_01320C_A,4878,4926,3725,3391,6574,6927,9909,5874,5776,3428
CR_01330W_A,1316,782,1031,670,1151,2146,3955,5527,887,1161
CR_01340W_A,33,20,44,20,41,37,36,28,20,11
CR_01350C_A,5317,4907,4026,5251,5895,8484,6090,5971,5205,5085
CR_01360W_A,932,647,779,827,690,1129,1131,572,698,879
CR_01370C_A,13759,8744,10696,12373,10329,11548,12463,6480,8638,5387
CR_01380W_A,3269,2359,2627,2681,2253,3419,4328,2544,2031,2479
CR_01390W_A,12549,8893,10224,12615,11969,12974,9456,7659,10209,7121
CR_01400W_A,16946,12623,13142,16652,17294,23003,19662,12547,16708,24619
CR_01410C_A,3842,1443,2923,2427,1673,2855,5298,2678,1680,1323
CR_01420W_A,4264,2979,3237,3910,1780,4989,5855,3960,1675,3518
CR_01430W_A,1933,1346,1519,1099,1187,1224,1202,1768,1173,1282
CR_01440C_A,24796,26153,14514,33297,76789,62642,53210,55151,84024,56483
CR_01450C_A,0,0,0,0,4,0,1,5,2,1
CR_01460C_A,2,8,2,1,5,9,3,13,3,7
CR_01470W_A,14611,24308,8528,14325,9149,35638,15300,16406,6696,24606
CR_01480W_A,3121,2749,2704,3130,2427,2980,2121,1311,1624,1073
CR_01490C_A,10707,8684,8104,10186,8115,15931,13440,6815,6844,9253
CR_01500W_A,7562,6218,6054,6795,7967,9486,9175,8137,7283,5801
CR_01510C_A,3,0,12,1,6,8,11,1,4,0
CR_01520W_A,25299,16436,19592,19620,18851,23747,27017,20374,13970,14520
CR_01530C_A,2,4,1,1,3,6,7,8,3,2
CR_01540W_A,3359,3105,2811,3601,3816,5693,4720,2870,3377,3612
CR_01550C_A,2124,1213,1680,1408,1243,1818,2596,1531,1144,1356
CR_01560W_A,1615,1089,1315,1305,1355,1945,1816,1126,1198,1234
CR_01570W_A,2786,1673,2114,1996,1318,2443,3000,1906,1078,1852
CR_01580C_A,4834,2373,3833,3108,2039,3745,5204,2935,1287,2098
CR_01590C_A,16761,9310,12535,12779,14008,18270,18574,9603,11975,14241
CR_01600C_A,1319,599,1267,735,567,771,2371,896,313,394
CR_01610C_A,10587,9904,7632,10404,10397,16597,11492,16490,8814,10816
CR_01620C_A,101382,47316,69947,52637,91705,53624,85520,81649,72129,67931
CR_01630C_A,137,72,141,157,159,160,101,90,109,120
CR_01640C_A,50,35,49,25,37,52,41,31,24,52
CR_01650W_A,7761,4736,6159,6273,5123,7443,7932,4403,4842,4002
CR_01660C_A,6595,4502,5169,5552,5789,7481,7016,5893,4942,5517
CR_01670W_A,2399,1616,2032,2027,1661,2504,2500,1688,1407,1734
CR_01680C_A,11292,8982,8496,10291,8890,13265,12796,9272,8258,9214
CR_01690C_A,61380,39476,47184,52079,42293,61151,63999,34011,32521,45865
CR_01700C_A,3744,2158,2629,3270,2228,3916,5618,3395,1982,2527
CR_01710W_A,1963,602,1479,1135,590,1074,3006,1152,458,615
CR_01720W_A,1411,1831,1064,1588,2219,2414,1662,1471,1695,1475
CR_01730W_A,3844,5033,3203,4357,6667,7429,4062,9357,5258,4587
CR_01740W_A,7487,4446,6497,5386,10145,11505,10825,5887,9568,6554
CR_01750C_A,15584,12863,12068,14370,11980,20826,17288,13536,10663,12536
CR_01760C_A,38294,28186,30768,35288,31134,43272,41860,27631,27549,29436
CR_01770C_A,5304,5624,4585,6403,5694,9013,6483,6124,4755,5507
CR_01780W_A,3243,1215,2600,1551,1634,2052,3895,1592,1186,841
CR_01790C_A,1045,1181,788,1061,688,1534,1397,2627,741,929
CR_01800C_A,531,554,480,499,557,848,811,1312,478,509
CR_01810C_A,207,148,187,168,198,289,279,200,133,216
CR_01820W_A,12396,9430,9346,10405,9401,15321,15055,8549,7963,10549
CR_01830C_A,5,2,1,10,13,17,9,2,16,10
CR_01840W_A,3,4,3,1,11,5,5,8,7,3
CR_01850C_A,2,5,7,2,1,4,12,4,2,6
CR_01860W_A,196,200,141,269,330,368,799,247,303,312
CR_01870C_A,13,19,10,9,18,37,5,5,15,29
CR_01900C_A,14,14,11,22,22,36,15,4,12,22
CR_01910C_A,24,21,20,28,25,56,18,4,33,13
CR_01920W_A,18,11,15,21,8,20,8,10,3,5
CR_01930C_A,371,260,315,431,285,614,414,161,267,535
CR_01950W_A,10704,5032,8718,7094,6131,8689,13412,7146,5959,4758
CR_01960C_A,1719,1119,1481,1279,1257,1619,1580,815,972,849
CR_01970C_A,18386,15371,13458,17441,16843,23523,18433,12313,13902,15693
CR_01980C_A,3666,3007,3142,2766,3663,5977,6544,2897,2411,2258
CR_01990C_A,2181,1398,1776,1902,1181,2473,2934,1461,1049,1524
CR_02000C_A,13356,10748,9500,11516,8094,16411,12232,12410,6834,7458
CR_02020C_A,3319,4014,2890,5279,5634,6345,14328,4241,4081,5519
CR_02030C_A,2273,865,1612,1465,548,1261,3337,1561,473,718
CR_02040W_A,5766,5380,4586,6124,5909,10211,6259,4969,5165,6483
CR_02050C_A,9457,6885,7103,8454,5347,9957,10835,6100,4582,6503
CR_02060W_A,2086,1074,1567,2017,1402,2341,1505,989,1346,2259
CR_02070C_A,2751,8341,2449,7268,30061,28754,4270,13063,27656,26091
CR_02080W_A,3,4,3,9,4,10,16,31,3,2
CR_02090C_A,9314,6205,7449,7299,8409,11747,10609,7624,7597,7999
CR_02100C_A,1847,1299,1289,1732,1854,2091,1460,1133,1592,1279
CR_02110W_A,8015,5650,5757,7073,5556,7884,8829,6670,5564,5079
CR_02120C_A,974,707,843,869,736,1044,899,929,420,677
CR_02130W_A,5475,7148,4132,6329,4789,8173,4398,4134,3265,6517
CR_02140W_A,6156,5429,4880,5547,5790,10358,8428,3355,4397,6413
CR_02150W_A,5946,5440,4687,5752,5467,8777,6125,5092,5027,5579
CR_02160W_A,2462,2023,1750,1964,2315,3089,3173,9061,1942,2375
CR_02170W_A,13468,5839,9939,7180,8111,5435,7759,8126,8354,9740
CR_02180W_A,935,1330,899,2274,1177,1160,977,739,992,1487
CR_02190C_A,10336,6752,6069,9535,1053,2132,3224,3615,806,1318
CR_02200C_A,5749,5496,4564,6792,5896,8601,6009,4894,5464,6438
CR_02210W_A,5721,4277,4700,4037,3130,5556,8109,2511,1574,3367
CR_02220C_A,584,973,614,881,2156,2436,5245,10405,1515,2026
CR_02230W_A,14,3,4,7,12,10,21,8,6,3
CR_02240C_A,87,200,90,142,482,403,626,977,296,362
CR_02250C_A,3397,2795,2666,3197,2549,4724,4427,3319,2280,3100
CR_02260C_A,640,794,581,783,690,1187,671,472,477,822
CR_02270C_A,769,751,717,631,478,1018,732,1961,435,524
CR_02280W_A,132,436,104,225,251,411,280,234,334,301
CR_02290W_A,2,1,3,6,6,8,4,37,3,1
CR_02300C_A,2791,2551,2637,2953,3952,4102,3688,4081,3006,3280
CR_02310C_A,2,1,4,3,7,0,1,28,0,0
CR_02320W_A,42,28,31,32,14,31,20,8,13,23
CR_02330C_A,31,29,33,50,44,59,72,31,40,29
CR_02340W_A,18,13,7,16,4,13,7,10,7,7
CR_02350C_A,1540,1724,1430,1576,5811,3865,2264,1781,4111,2537
CR_02360W_A,2466,2156,2446,1533,17028,7005,7379,2571,11802,2002
CR_02370W_A,6698,3735,5835,3218,6021,4161,8468,3219,3690,2091
CR_02380C_A,1866,1544,1666,1540,1971,2166,1726,1194,1469,1466
CR_02390W_A,4968,3931,4021,4143,7798,7384,6220,5738,5866,5297
CR_02400W_A,57,50,35,118,62,80,46,48,57,81
CR_02410W_A,1984,2160,1679,2241,2344,3428,3002,2379,2097,2282
CR_02420W_A,5684,2363,4137,3553,2929,3819,6879,3051,2615,2164
CR_02430C_A,12092,8066,9632,9269,10489,12762,12509,7200,8460,8321
CR_02440W_A,197,137,195,179,182,313,211,96,185,235
CR_02460W_A,2101,2129,1925,2370,1903,3971,2204,1894,1929,2938
CR_02470W_A,5954,4247,4155,5151,5500,12614,9209,9098,5720,8449
CR_02480W_A,0,0,0,0,0,2,0,3,1,2
CR_02490W_A,10,39,11,28,51,148,108,68,73,98
CR_02500W_A,1871,1615,1459,1880,1510,2558,2226,1253,1285,1670
CR_02510W_A,7846,6887,5882,7868,11497,9119,6582,5917,8279,7038
CR_02520W_A,6185,2337,5199,3126,3820,3441,7153,2565,3057,1485
CR_02530W_A,39060,15750,31010,20782,19697,18007,44880,22193,13395,8588
CR_02540W_A,7011,3614,5442,3242,4604,5182,8531,3148,3359,2178
CR_02550C_A,4240,1699,3193,2438,1608,2573,5153,2877,1434,1836
CR_02560C_A,7925,4714,6005,6186,7424,8028,9111,5927,6464,4960
CR_02570C_A,250,233,163,283,945,929,426,432,588,311
CR_02580W_A,4233,2786,3453,3525,3966,7245,5186,3095,3725,3258
CR_02590C_A,1089,939,1090,972,1004,1589,1918,1327,765,1107
CR_02600W_A,259,149,250,165,183,257,281,166,172,136
CR_02610C_A,10187,7244,8394,8484,8773,12386,11857,7532,7152,7465
CR_02620C_A,10341,5628,8864,6090,14305,15505,16186,7801,13172,7650
CR_02630C_A,873,759,761,759,954,1274,898,579,996,805
CR_02640W_A,9193,6310,6147,7036,4046,7412,8485,4092,3271,4752
CR_02650C_A,8877,7158,7140,6478,6602,6755,6925,7201,7616,4177
CR_02660C_A,182,163,149,155,207,197,171,89,189,137
CR_02670C_A,2375,2323,1890,2727,2729,4962,2714,1638,3022,3364
CR_02680W_A,1810,1438,1615,1682,1045,2283,2586,877,994,1295
CR_02690W_A,2939,2383,2351,2673,2912,4131,3218,2381,2728,2538
CR_02700W_A,2275,997,1776,1237,1638,1448,2537,1722,1067,591
CR_02710W_A,6115,2020,4815,2909,2365,2486,9176,4215,1803,1886
CR_02720C_A,7280,3706,5657,5055,5972,6092,8778,3669,5276,3423
CR_02740W_A,4390,2947,3509,3840,7267,5124,4320,3565,6149,3499
CR_02750C_A,15,3,13,13,2,7,15,4,3,2
CR_02760C_A,4451,3286,3400,3806,3388,6840,4339,3009,2825,3114
CR_02770C_A,3473,2951,2690,3483,2846,5131,3732,3075,3312,4330
CR_02780W_A,38,14,28,13,49,23,22,488,12,19
CR_02790C_A,1645,1164,1408,1205,2075,1994,1572,1150,1517,1154
CR_02800C_A,273,669,252,619,515,1192,285,300,633,822
CR_02810W_A,1171,2248,749,2527,1334,4823,737,885,2054,3221
CR_02820W_A,12859,20514,9935,22438,39714,46138,13493,15093,39671,29444
CR_02850C_A,6385,4825,5188,4808,2728,5284,9755,5145,2224,3416
CR_02860W_A,26863,20586,21553,21828,22495,33610,33660,18786,20068,19252
CR_02870W_A,7539,7270,6444,8004,7376,12346,8342,7244,6332,7757
CR_02880W_A,1152,831,903,739,1620,2987,3258,2803,2039,1636
CR_02890C_A,6838,3017,5623,4017,2644,4691,7834,3993,2494,2661
CR_02900W_A,18,11,24,12,40,23,15,42,21,17
CR_02910W_A,1489,1712,1255,1447,2084,2604,1871,2529,1828,1539
CR_02920C_A,2450,5146,2155,2589,1608,4001,1843,1338,1815,5055
CR_02930W_A,14443,12066,10486,14753,11923,18156,16384,9939,11198,12335
CR_02940C_A,679,385,613,423,625,773,1199,626,446,685
CR_02950C_A,7976,5066,6410,6443,7300,8546,7346,4102,6618,4555
CR_02960W_A,724,879,570,1164,1024,1717,680,661,1164,1376
CR_02970C_A,7492,5997,6365,6687,6076,9733,9222,7993,4993,6727
CR_02980C_A,8554,2829,6958,4630,4960,5963,13968,5695,3837,2320
CR_02990C_A,5615,6011,4141,7348,5905,7545,5032,7121,5498,4865
CR_03000C_A,1329,1337,948,1284,1172,2734,1310,1331,1001,1868
CR_03010C_A,1954,1840,1398,2409,1573,2810,1361,1745,1634,1205
CR_03020C_A,4534,3237,3294,4269,2973,6065,5160,2850,2506,4221
CR_03030C_A,217549,145941,163726,185582,204077,272298,261237,108654,174308,174399
CR_03040C_A,927,1707,825,1276,849,2233,1468,905,723,1566
CR_03050C_A,2072,1739,1894,1896,1922,2789,2744,1930,1409,1821
CR_03060W_A,26548,16525,20509,21329,21116,30436,31116,19775,19482,20681
CR_03070W_A,4044,2975,3118,3378,4305,6561,5153,3705,4522,5221
CR_03080C_A,1239,760,1003,1038,877,1320,1411,928,839,797
CR_03090C_A,9209,7049,6977,8818,9204,11821,10137,5189,7491,7654
CR_03100W_A,4669,3499,3571,4293,3148,5043,5908,3933,2583,3119
CR_03110W_A,3247,2371,2677,3005,2910,3026,2453,1987,2372,1140
CR_03120W_A,5460,5563,3748,8327,8264,11040,3943,9162,9056,4965
CR_03130W_A,1096,1037,1023,985,1229,1777,1295,1250,965,908
CR_03140C_A,1168,760,874,879,1484,1334,914,1528,1211,851
CR_03150W_A,6884,6007,5172,6654,8943,9305,8005,5108,7327,6626
CR_03160W_A,1322,773,1065,1026,857,1381,1631,869,835,807
CR_03170W_A,43819,35055,34611,43275,39394,59695,50560,29145,35048,39180
CR_03180W_A,3360,2251,2528,2761,3034,4214,3505,2583,2931,2972
CR_03190C_A,61,26,12,43,88,45,31,27,38,25
CR_03200C_A,3719,1739,2915,2513,1475,2928,5004,2746,1397,2043
CR_03210C_A,3303,2002,2405,2511,2658,3286,3328,3375,2334,2102
CR_03220C_A,299,378,276,393,590,609,394,695,360,452
CR_03230W_A,4395,2915,3612,3469,6149,5640,4675,6213,4701,3816
CR_03240C_A,2727,1878,2056,2203,2222,3043,3622,2345,1768,2196
CR_03250C_A,4580,2579,3160,4015,6104,5167,4709,4316,6042,4505
CR_03260W_A,2699,2377,2012,2625,5128,4362,2036,2718,4005,3360
CR_03270W_A,1342,794,1054,765,911,1448,1047,91,595,506
CR_03280W_A,11032,17570,6923,17575,13604,21332,7269,16076,13165,12074
CR_03290C_A,18,12,11,15,35,39,33,20,18,21
CR_03300C_A,25,18,16,28,20,42,32,50,11,21
CR_03310C_A,4203,2894,3079,3304,3370,4789,4569,3186,3247,3123
CR_03320C_A,8,1,4,0,0,3,3,0,0,0
CR_03330W_A,2004,1622,1357,1883,2685,3138,2090,2202,2383,2108
CR_03340C_A,1422,803,1004,1194,1338,1980,1584,980,1219,1353
CR_03350C_A,5522,3402,4485,4676,4467,4093,4129,2892,3074,1901
CR_03360W_A,5866,2082,4137,3592,2206,3619,7038,3609,2389,2204
CR_03370C_A,3062,1246,2342,2150,1194,2250,4253,1960,1308,1125
CR_03380W_A,2345,942,1667,1567,618,1205,2614,1265,538,628
CR_03390C_A,1393,1476,1186,1890,1808,2624,1487,1686,1744,1682
CR_03400W_A,5733,4372,4703,6115,4392,5957,4836,2659,3687,2982
CR_03410W_A,1308,1266,1140,1431,1302,2280,1412,1042,1346,1776
CR_03420C_A,7758,5486,6081,6238,7327,9656,9278,10882,6008,5765
CR_03430W_A,1307,886,1177,1021,1141,1723,1607,745,1019,1027
CR_03440W_A,164,64,137,99,234,77,81,42,99,42
CR_03450W_A,71,91,78,64,607,415,285,30,187,69
CR_03460W_A,3647,2858,3028,3390,3111,5096,4198,2779,2967,3802
CR_03470W_A,2312,3227,2064,2721,3165,3642,2934,1875,1985,3899
CR_03480W_A,10,165,14,39,29,90,19,39,2,22
CR_03490W_A,1089,969,809,1092,1146,1514,1260,767,964,931
CR_03500W_A,44355,22679,36345,24958,52984,49160,83519,37715,32887,7192
CR_03510W_A,12,16,9,20,55,22,39,68,16,18
CR_03520C_A,6948,6872,5625,7550,9323,11171,8036,8268,8305,8200
CR_03530W_A,22210,15666,17667,15197,24796,29638,31928,21266,21412,15160
CR_03540W_A,1922,1223,1564,1427,1023,1662,2023,1170,860,903
CR_03550W_A,3672,1420,2630,2322,1190,2481,4561,2511,1219,1433
CR_03560W_A,891,696,661,742,655,1174,1198,826,518,833
CR_03570C_A,2551,908,1885,1423,1188,1689,3221,1445,1073,808
CR_03580C_A,64,125,71,71,674,374,265,42,175,64
CR_03590C_A,127,61,145,85,236,95,108,45,109,34
CR_03600C_A,7007,5596,5352,6705,7161,9574,7344,5486,6384,6449
CR_03610C_A,8981,9739,7949,9158,11943,19341,15190,5748,9192,11454
CR_03620C_A,1004,1109,681,1122,972,1698,890,1562,671,1174
CR_03630W_A,22,30,14,35,30,91,28,20,47,58
CR_03640C_A,5200,3530,4152,4067,4854,6168,5555,5122,3674,3054
CR_03650W_A,13319,5118,9890,7811,5404,7611,16531,6958,4675,4592
CR_03660C_A,1604,947,1408,1060,668,1145,2447,1067,570,557
CR_03670W_A,8,12,9,13,117,42,16,9,72,36
CR_03680C_A,5714,4332,4203,5283,3651,6310,7854,4429,2920,4116
CR_03690W_A,1175,2122,1010,1432,1580,2812,1458,1492,1146,1639
CR_03700C_A,1862,1577,1865,1816,1576,2592,3108,1588,1293,1783
CR_03710C_A,1565,1771,1195,1490,984,1721,1670,2343,887,1066
CR_03720W_A,55467,62232,39214,67912,52823,80986,52329,71997,42438,49828
CR_03730C_A,1312,1210,1049,1307,2423,2017,825,1213,2306,1473
CR_03740C_A,4130,3171,3308,3642,5311,5392,4089,3785,4352,3457
CR_03750C_A,1770,1020,1457,1233,839,1734,2347,1685,896,1159
CR_03760W_A,5312,2721,4036,3776,2935,4922,6621,3226,2701,3652
CR_03770C_A,82613,54214,61976,68719,74444,100260,90998,39967,67184,61929
CR_03780C_A,469,551,447,526,441,659,493,279,245,327
CR_03790C_A,1133,701,818,766,405,1565,2050,1570,242,672
CR_03800C_A,1606,1295,1469,1495,1670,2326,1444,1419,1441,1347
CR_03810W_A,1081,1203,733,1152,1250,1953,928,1520,811,1177
CR_03820C_A,1303,1107,1258,1351,1710,2136,1597,945,1456,1422
CR_03830C_A,5646,3728,4227,4055,5098,4939,6707,4268,3796,3584
CR_03840C_A,1249,451,1064,564,363,880,2023,863,271,364
CR_03850W_A,520,1064,587,672,1287,1427,515,405,692,789
CR_03860C_A,4160,3377,3611,3509,4617,5442,4316,5665,3972,3230
CR_03870W_A,1985,1802,1596,2084,2071,3194,1375,2456,1982,1856
CR_03880W_A,37,44,30,60,48,81,80,33,55,78
CR_03890W_A,451,791,610,829,989,1246,1244,1536,427,279
CR_03900W_A,4421,2875,3465,3895,3491,5232,5373,4633,2988,3522
CR_03910C_A,3045,2387,2641,2725,1951,3758,3871,2617,1594,2502
CR_03920C_A,2937,1528,2385,2194,1271,3496,5332,6720,985,2397
CR_03930C_A,2603,2175,2179,2017,2120,2982,2842,2538,1362,1743
CR_03940W_A,4171,1722,3340,2506,2387,2681,5452,2897,1904,1402
CR_03950W_A,3408,1891,2768,2308,1496,2301,3530,1801,1289,1545
CR_03960C_A,871,854,873,842,979,1270,1039,931,776,755
CR_03970C_A,3062,2282,2281,2438,2980,4014,3031,2238,2512,2429
CR_03980W_A,1942,820,1728,1050,999,1176,2202,1299,670,836
CR_03990C_A,12386,8834,9921,10354,11019,14643,14929,12206,9639,9719
CR_04000W_A,20961,17436,15361,17984,20656,28764,22683,34124,17959,17490
CR_04010C_A,11719,6654,9545,10008,7973,8277,10641,5141,6136,4111
CR_04020C_A,2514,1752,1926,2214,2260,3227,2893,1811,2230,2285
CR_04030W_A,1896,2139,1593,2465,2743,3355,2545,1898,2221,2549
CR_04040C_A,1156,1002,1024,1224,1203,1992,1589,1228,1144,1446
CR_04050C_A,7954,4312,6251,5803,4070,7258,11103,6342,3376,4995
CR_04060C_A,1630,4299,1605,3830,8136,12208,2082,3679,9469,10275
CR_04070W_A,3004,3086,2624,2908,4089,5330,3327,2831,3670,3988
CR_04080C_A,12915,11619,10271,11988,10514,20706,17788,13636,7302,10110
CR_04090C_A,33906,33429,27289,32584,38382,47882,52408,45690,41898,37159
CR_04100C_A,243195,178627,186312,222918,199427,309908,281177,122190,187778,199615
CR_04110W_A,4786,1496,3507,2479,1798,2866,7520,2641,1526,1505
CR_04120C_A,2605,2472,2627,2432,3161,4523,4099,2127,2650,4035
CR_04130C_A,6864,5355,5472,6400,4979,8415,7936,4811,3741,5182
CR_04140W_A,15387,9508,12435,13830,9996,13474,16066,9193,8764,7557
CR_04150W_A,532,205,534,217,699,370,601,243,223,126
CR_04160C_A,8547,3617,6767,5326,5131,5889,10675,4842,4348,2904
CR_04170W_A,24744,11281,19692,15690,16294,18246,29153,14957,13751,8224
CR_04180C_A,8732,7444,7172,8596,8604,12193,9753,8959,6814,8040
CR_04190W_A,11998,12579,9370,13617,13582,20217,12762,14680,10908,14944
CR_04200W_A,46833,27340,36228,32468,31859,46127,61865,53615,27697,21901
CR_04210C_A,20053,20640,7803,22786,14863,34256,13969,12173,25844,28809
CR_04220C_A,21,34,15,30,91,70,14,26,64,77
CR_04230W_A,3201,2998,2617,3237,2759,4586,3067,2593,2292,2857
CR_04240C_A,27105,13482,21316,18051,16018,20642,31844,16352,14601,10003
CR_04250W_A,12,8,14,5,18,24,12,18,15,2
CR_04260W_A,2349,1643,1846,1945,1544,2661,2521,1526,1699,1874
CR_04270C_A,437,156,268,261,117,272,602,385,110,249
CR_04275W_A,368,260,205,314,234,387,334,1811,242,268
CR_04280C_A,1742,1446,1697,1194,2213,2572,2514,1474,1656,1824
CR_04290W_A,891,700,835,625,1196,1365,1329,1129,1119,785
CR_04300W_A,26837,16221,21479,20137,18170,25309,31811,16387,15830,13937
CR_04310C_A,2954,1797,2280,2165,1954,2849,2752,1495,1897,1933
CR_04330W_A,1671,1096,1348,1346,1586,1904,2189,1263,1200,1194
CR_04340W_A,22422,19948,16373,24320,20764,24610,19631,31401,17559,12432
CR_04350C_A,1684,1474,1266,1919,2519,3030,1787,1884,2388,2592
CR_04360C_A,25000,13050,19639,15978,17843,20818,24678,11542,16406,11589
CR_04370W_A,1149,646,906,837,779,1018,1176,886,633,577
CR_04380C_A,27792,26200,21913,30221,26140,42972,31243,22475,22370,27503
CR_04390C_A,2678,1845,2283,2196,2782,3216,3492,2471,2082,2272
CR_04400W_A,128,85,131,87,109,108,164,123,73,69
CR_04410W_A,498,420,466,479,548,572,689,511,385,392
CR_04420C_A,257,269,227,170,537,452,900,2126,374,336
CR_04430W_A,0,0,0,0,0,0,0,1,0,0
CR_04440C_A,6,10,5,13,31,43,67,34,9,14
CR_04450C_A,8647,6488,6935,7892,6853,10772,10947,6934,5538,7110
CR_04460C_A,726,686,636,821,1036,1469,891,772,917,911
CR_04470W_A,357,288,285,331,377,575,480,359,311,399
CR_04480C_A,325,1271,217,1001,1691,3576,563,919,1558,2710
CR_04490C_A,786,1006,598,1038,1351,1760,718,738,1164,1161
CR_04500C_A,3939,1125,2955,1547,1905,1597,3066,4816,1792,1400
CR_04510W_A,121102,191895,92285,219057,242856,404080,112262,100476,308963,308516
CR_04520W_A,2538,1983,1911,2424,2439,3654,2619,2296,2375,2916
CR_04530W_A,9183,7984,6459,8459,14180,15187,10212,5254,13011,9576
CR_04540C_A,990,558,821,551,737,906,1422,1454,554,470
CR_04550W_A,16646,12682,11945,13636,17735,23148,18291,25867,14812,13825
CR_04560C_A,3607,2353,2538,3190,2215,3999,5191,3149,1923,2535
CR_04570C_A,15241,12645,11377,14927,12041,21334,18073,9994,9920,13403
CR_04580W_A,15973,9762,12294,13977,14351,15142,14794,7824,12870,7473
CR_04590C_A,9298,16031,7470,18693,15215,31491,7004,9814,21369,26994
CR_04600W_A,6100,3650,4813,4320,4929,6318,9064,5194,6282,4187
CR_04610C_A,36,28,18,25,79,91,36,32,21,36
CR_04620C_A,0,4,4,1,4,2,0,2,3,3
CR_04630C_A,436,643,396,723,487,960,517,521,421,578
CR_04640W_A,12,4,1,0,7,13,8,3,2,8
CR_04650W_A,4807,3241,3526,4000,3803,6679,5767,5085,3303,3833
CR_04660C_A,25119,25884,19443,28844,32105,54750,35902,16446,30069,38534
CR_04670C_A,15,14,14,13,3,16,14,9,14,12
CR_04680C_A,339,269,233,238,474,843,510,241,339,411
CR_04690C_A,4,1,5,3,0,0,4,5,0,0
CR_04700C_A,13,3,2,2,0,3,1,1,0,0
CR_04710W_A,863,355,601,513,321,634,1112,435,322,413
CR_04720C_A,10076,7828,7774,8968,9368,13138,11075,8288,8156,9172
CR_04730W_A,4905,4289,3475,5029,3253,7462,5236,3564,2956,4213
CR_04740C_A,34504,20762,26578,21822,27180,27154,45117,29547,36185,16022
CR_04750W_A,3333,1344,2557,2093,1841,2193,4420,1501,1877,1114
CR_04760C_A,976,1363,764,908,2207,2793,1479,615,1559,1329
CR_04770C_A,1867,1463,1648,1153,1263,1973,2061,1058,821,981
CR_04780W_A,6401,3535,5599,4226,4348,5405,7964,3959,3411,3066
CR_04790W_A,2162,1582,1851,1842,2022,2320,2171,981,1815,1379
CR_04800W_A,606,611,600,489,518,839,977,511,343,544
CR_04810W_A,199168,131652,151099,152250,167468,202439,197159,74306,153689,134231
CR_04820W_A,2481,284,1940,313,449,2430,3169,1840,210,202
CR_04830C_A,1332,850,1473,926,1454,1354,1614,796,952,777
CR_04840C_A,2688,1867,2552,2062,2725,2881,3293,1296,1474,1687
CR_04850C_A,423,464,433,509,779,627,535,631,871,385
CR_04860C_A,506,568,499,526,889,583,665,722,674,374
CR_04870C_A,778,807,583,594,3127,1634,1255,1902,1874,563
CR_04880W_A,2785,3081,2343,3131,3050,3382,2827,2652,2395,2161
CR_04890W_A,808,744,750,758,1026,1327,794,656,983,903
CR_04900C_A,4,8,2,6,1,6,10,3,3,9
CR_04910W_A,954,633,769,773,686,1130,1398,710,554,661
CR_04920W_A,3487,2472,2999,3028,2798,3488,3217,1936,1997,1637
CR_04930W_A,5268,4610,4494,4431,7912,8716,6942,4199,6129,4616
CR_04940W_A,193,98,139,129,188,163,247,101,192,106
CR_04950W_A,3784,3131,3087,3274,2775,4555,4323,2820,2602,2861
CR_04960C_A,2007,8289,2382,6969,17808,19281,2376,8494,19303,11599
CR_04970C_A,0,1,3,5,3,5,6,6,3,4
CR_04980C_A,0,0,0,0,1,1,0,0,2,0
CR_04990C_A,0,2,0,0,0,0,0,0,3,0
CR_05000C_A,0,4,2,0,3,3,1,5,3,0
CR_05010W_A,1295,1461,982,1417,1338,1998,1936,1279,1174,1459
CR_05020W_A,333,373,344,261,1167,649,330,344,644,343
CR_05030W_A,9400,7496,7430,8572,13295,13905,10407,6266,10029,7585
CR_05040W_A,173,236,166,207,282,340,122,238,280,258
CR_05050W_A,69032,63462,57423,55788,74780,96506,107250,45704,63847,67749
CR_05070W_A,4,2,0,3,3,0,0,30,1,0
CR_05080W_A,7609,7281,6041,6782,8880,11114,8450,6615,7016,6057
CR_05090C_A,7,4,7,2,7,6,5,4,1,6
CR_05100W_A,1981,2390,1555,2211,2064,3093,2856,2056,1765,1911
CR_05120W_A,6785,6726,5491,5652,7327,9701,10253,6542,7184,5757
CR_05130C_A,2835,2301,2352,2223,2658,3718,3595,2180,1846,2186
CR_05140W_A,1075,611,948,726,872,1154,1282,708,603,630
CR_05150W_A,2863,1703,2409,2553,2189,2616,2736,1318,2141,1296
