gene_name,SC5314_count,JL01_count
CAALFM_C604150WA,0,0
SPB1,74,593
SEC5,121,324
CAALFM_C100540CA,388,429
CAALFM_C105010CA,901,730
CAALFM_C604180WA,229,752
CAALFM_C604190CA,35,48
CAALFM_C604200CA,290,169
ATM1,83,231
HBR2,731,723
CAALFM_C604230WA,36,23
CAALFM_C604240WA,27,44
CAALFM_C604250WA,18650,8364
CAALFM_C604260CA,264,171
CDC39,944,1250
ARG2,193,319
CAALFM_C604280WA,623,882
CAALFM_C604290WA,581,339
CAALFM_C604300WA,14,102
PEX11,233,409
CAALFM_C604320CA,9,10
NOP8,84,226
CAALFM_C604340WA,117,243
FLO8,948,788
GLE2,1514,1188
CAALFM_C604370WA,77,92
PSF2,158,374
ALS2,2163,327
CAALFM_C604400WA,405,86
CAALFM_C604410CA,816,133
CAALFM_C604420WA,944,2110
CST5,312,48
CAALFM_C604440CA,183,177
CAALFM_C604450WA,448,263
tL(CAA)3,0,0
CAALFM_C604470CA,778,718
CAALFM_C604480CA,930,1097
RRP6,234,675
LIP4,184,72
TSM1,564,436
CAALFM_C604510CA,592,106
ILS1,4132,1863
CAALFM_C604530CA,3195,1008
HAT2,2319,1788
CAALFM_C604550CA,803,343
CAALFM_C604560WA,7889,5551
NAG6,1782,1650
HXK1,2172,3123
REI1,355,654
NAG1,488,410
DAC1,846,1250
NAG3,1027,420
NAG4,1,2
CAALFM_C604650WA,7026,4720
CAALFM_C700010CA,561,549
RVS161,5431,4022
CAALFM_C700030WA,4820,4319
CAALFM_C700040CA,1190,451
RAD3,3317,2462
GPI7,240,161
CAALFM_C700060CA,2242,968
CAALFM_C700070CA,839,579
SAC7,1388,887
CSA1,1922,806
FRP2,330,186
SOD3,807,1254
CAALFM_C700120WA,1046,433
CAALFM_C700130WA,603,164
CAALFM_C700140CA,1687,1384
CAALFM_C700150WA,9421,5050
GPT1,58,32
CAALFM_C700160CA,2106,452
VPS70,286,186
FAR1,25,16
CAALFM_C700190WA,2643,1155
CAALFM_C700200WA,216,184
CAALFM_C700210CA,437,326
CAALFM_C700220WA,282,187
CAALFM_C700230WA,897,390
CAALFM_C700240WA,673,184
CAALFM_C700250CA,1691,1040
TRY 2.00,184,320
CAALFM_C700260CA,156,146
CAALFM_C700270WA,968,985
HGT12,49,0
HGT13,53,16
CAALFM_C700300WA,1239,858
CAALFM_C700310CA,682,790
PMR1,1798,1164
CAALFM_C700330CA,496,384
CAALFM_C700340CA,1129,1157
CAALFM_C700350CA,1997,1881
CAALFM_C105100WA,89,126
DFI1,2810,1307
DCC1,229,165
CAALFM_C700380WA,2007,1076
SPL1,4199,3656
LEU2,1759,751
CAALFM_C700410CA,268,78
CAALFM_C700420CA,265,108
CAALFM_C700430WA,249,245
GBP2,6313,4304
CAALFM_C700450CA,153,334
ARO4,4420,3872
CAALFM_C700460WA,100,63
PEL1,343,328
FGR2,40,22
CAALFM_C700490CA,412,158
CAALFM_C700500WA,0,0
MAC1,244,125
CAALFM_C700520WA,250,1021
PSF3,160,219
CAALFM_C700540WA,0,0
GLN4,1451,1524
CIS2,262,253
CAALFM_C105120WA,135,140
THG1,155,86
RPA135,3449,1871
CAALFM_C700580CA,314,245
CAALFM_C700590WA,124,145
CAALFM_C700600CA,777,560
CAALFM_C700610CA,594,525
GUS1,4212,3320
CAALFM_C700630CA,233,78
GAC1,1083,143
CAALFM_C700670CA,637,506
BRG1,2062,143
CAALFM_C700680WA,118,94
NOP15,573,717
CYB5,3979,2682
RPS28B,23140,18834
RTF1,196,625
MET28,1311,1171
RIM15,618,466
ACB1,7001,6165
CAALFM_C700760CA,63,9
CAALFM_C700770WA,65,83
CAALFM_C105150CA,11,0
CAALFM_C700780WA,163,585
CAALFM_C700790WA,115,161
YAE1,96,57
CAALFM_C700810WA,455,498
RFC2,217,308
CAALFM_C700830CA,1782,385
CAALFM_C700840CA,52,104
CAALFM_C700850WA,106,147
SSR1,8140,2671
CAALFM_C700870WA,7,1
CAALFM_C105160CA,147,312
CAALFM_C700880CA,92,70
MCM1,1072,562
CAALFM_C700910CA,336,332
CAALFM_C700920CA,173,148
GPH1,7438,2380
CAALFM_C700940WA,1027,690
YML6,696,626
RPS18,47541,43584
YOX1,236,417
PHM5,338,752
CUE5,448,855
RPP0,83777,58366
CAALFM_C701000CA,0,0
CAALFM_C701010WA,37,17
CAALFM_C701020CA,1051,780
CAALFM_C701030CA,571,884
CAALFM_C701040CA,209,312
CAALFM_C701050WA,51,32
CAALFM_C701060WA,0,0
CAALFM_C701070CA,242,165
CAALFM_C701100CA,54,11
CAALFM_C105180CA,488,571
CAALFM_C701130CA,5,5
CAALFM_C701150WA,370,348
CAALFM_C701160CA,1800,1201
CAALFM_C701170CA,145,25
CAALFM_C701180WA,73,131
CAALFM_C701190WA,335,222
DBP7,509,415
CAALFM_C701210CA,282,567
GCN3,1283,1001
CAALFM_C701230CA,1968,515
CAALFM_C105190CA,748,692
ASC1,118357,84684
CAALFM_C701260WA,21,17
CAALFM_C701270CA,165,234
CAALFM_C701280CA,145,174
MED11,129,105
PSF1,140,229
CAALFM_C701320WA,168,357
GCN2,114,208
MRE11,79,222
CAALFM_C701350CA,189,348
CAALFM_C105200CA,147,80
CAALFM_C701360CA,118,135
CAALFM_C701370WA,96,115
CAALFM_C701380WA,39,3
CAALFM_C701390WA,205,22
CAALFM_C701400CA,19,62
NBP2,22,72
GIR2,137,335
CAALFM_C701430CA,62,123
CAALFM_C701440WA,340,149
PRT1,837,1735
CAALFM_C105210CA,604,530
CAALFM_C701460CA,20,67
PRE10,670,1415
CAALFM_C701480WA,211,311
CAALFM_C701490WA,260,362
CAALFM_C701500WA,151,116
CAALFM_C701510WA,780,159
FLU1,1018,525
ALK 6.00,9,6
BEM2,495,448
NUP,896,486
CAALFM_C105220CA,39,31
CAALFM_C701570CA,204,139
SMC6,375,464
CAALFM_C701590CA,136,229
CAALFM_C701600WA,1663,1358
CAALFM_C701610WA,2099,1058
KCH1,120,156
RNH35,228,293
LAT1,20152,12520
CAALFM_C701650WA,2332,2925
CAALFM_C701660CA,573,569
RCA1,2954,2189
CNS1,687,667
CAALFM_C105230WA,700,390
CAALFM_C701670WA,87,32
CAALFM_C701680CA,206,108
CAALFM_C701690WA,111,131
CAALFM_C701700WA,357,402
CAALFM_C701710WA,974,1694
CAALFM_C701720WA,207,245
STE18,71,36
CAALFM_C701740CA,130,186
CAALFM_C701750WA,230,234
ISU1,1731,1141
RPT1,776,830
LPI9,270,520
RPL5,16595,23722
PFK2,38667,30311
RVB2,1444,1973
VMA11,3628,2542
CAALFM_C701830WA,27,112
IQG1,615,631
CRN1,238,710
MSK1,425,366
CAALFM_C701880CA,52,135
CAALFM_C105250WA,0,0
TOM7,2865,2460
NUC2,4666,3632
CAALFM_C701910CA,41,96
CDC34,3237,2566
CAALFM_C701930CA,143,428
CAALFM_C701940CA,1224,1072
CAALFM_C701950WA,617,207
CAALFM_C701960WA,147,170
TOM40,10189,6168
CAALFM_C701990CA,143,178
SDH1,1073,734
CAALFM_C702000CA,0,9
CAALFM_C702010CA,23,55
RAD14,346,274
HSP90,19035,17133
CUP 9.00,3309,4052
EXO70,180,321
LIG1,373,463
GRX1,40,31
CAALFM_C702080WA,968,956
CAALFM_C702090CA,120,68
CAALFM_C105270CA,680,1021
CAALFM_C702100WA,3554,2099
CAALFM_C702110WA,88,352
CAALFM_C702120CA,1262,1030
CAALFM_C702130WA,7,6
CAALFM_C702140WA,35,33
ECM42,636,2563
CAALFM_C702160WA,95,87
CAALFM_C702170CA,154,163
TRS33,616,474
CAALFM_C702190WA,3,8
CAALFM_C105280WA,703,445
WHI3,467,201
CAALFM_C702210WA,12,0
CAALFM_C702220CA,41,35
FMP45,35,112
CAALFM_C702250WA,0,0
CAALFM_C702260WA,0,8
LDG3,3,0
CAALFM_C702280WA,0,9
CAALFM_C702290WA,26,5
YPS7,511,330
GRS1,4921,3424
CAALFM_C702310CA,147,58
SEC1,203,429
YCF1,556,963
CAALFM_C702340CA,171,382
CAALFM_C702350CA,64,207
CAALFM_C702360WA,5,10
CAALFM_C702370WA,1368,1279
CYP 1.00,33086,25324
AHP2,738,842
CAALFM_C702420CA,32,177
PRD1,1044,2462
CAALFM_C702430CA,3,32
CAALFM_C702450WA,638,647
CAALFM_C702460CA,386,694
CAALFM_C702470CA,615,608
CAALFM_C702480WA,256,576
PEX1,60,334
DPP3,699,210
CAALFM_C702510WA,343,786
CAALFM_C702520WA,129,157
CAALFM_C702530CA,148,240
tP(UGG)1,1,0
CAALFM_C702540WA,28,79
CAALFM_C702550CA,219,404
CAALFM_C702560WA,49,181
RBP1,10642,12016
CAALFM_C702600CA,889,0
CAALFM_C702610CA,165,0
CAALFM_C702630WA,156,195
TOM70,4634,2899
TEP1,75,20
CAALFM_C702660CA,73,32
CAALFM_C105320CA,182,228
CAALFM_C702670WA,62,258
TOM22,1621,476
CAALFM_C702690CA,1170,770
FGR6-1,11,2
CHS1,1110,944
CAALFM_C702780WA,3380,2291
POL3,530,611
NIK1,921,575
PRX1,1075,840
LIP5,93,114
CAALFM_C100570CA,140,103
CAALFM_C105330CA,310,257
ERG5,1893,2221
CAALFM_C702850WA,432,272
CAALFM_C702860CA,1668,1078
TAF19,60,111
LIP9,7,11
PMT1,985,1430
ENA21,11901,4751
CAALFM_C702920WA,51,7
CAALFM_C702930CA,530,823
IFM1,192,380
ZCF2,637,637
DBF4,454,365
CAALFM_C702960CA,463,208
ECM39,838,668
SFI1,416,371
BCK1,209,224
CAALFM_C703000CA,1351,721
CAALFM_C703010WA,202,992
DUG3,765,672
CAALFM_C703030WA,1236,1222
CAALFM_C703040WA,121,114
YPT53,111,155
CAALFM_C703050WA,1154,628
CHS6,263,341
CYR1,428,431
LMO1,891,434
SSP 96.00,43,35
PGA28,65,8
TIM54,1073,918
DFR1,47,153
CAALFM_C703140WA,13,30
CAALFM_C703150WA,10,13
CAALFM_C105360CA,221,368
CAALFM_C703160WA,636,387
IFA21,130,81
HHO1,5902,4505
CAALFM_C703200CA,2542,1470
CAALFM_C703210WA,118,147
ZCF29,782,620
CAALFM_C703230CA,8,16
CAALFM_C703240WA,473,701
PDI1,986,2248
CAALFM_C703260CA,422,224
CAALFM_C105370CA,180,203
CAALFM_C703270WA,132,362
CAALFM_C703280CA,67,121
RBR3,855,454
LIP8,176,77
CAALFM_C703310WA,390,114
MED16,192,400
SHM1,4427,3435
PRR2,64,60
CAALFM_C703350CA,235,246
CPY1,2605,2481
CAALFM_C105380CA,122,284
CAALFM_C703370CA,362,889
CAALFM_C703380WA,490,693
PUP3,2167,1870
CAALFM_C703400CA,559,1006
CAALFM_C703410CA,45,106
SNG3,380,337
SNG4,577,293
HSM3,187,465
CAALFM_C703460WA,14,13
CAALFM_C703470WA,33,26
CAALFM_C105390CA,214,415
CAALFM_C703480WA,723,296
GYP7,518,909
CAALFM_C703500WA,423,109
PNC1,273,253
ISY1,29,51
ENP2,176,333
CAALFM_C703550CA,5,1
CAALFM_C703560WA,2,3
ARG4,192,76
CAALFM_C703580CA,242,9
CAALFM_C105400CA,92,128
CAALFM_C703590CA,495,310
MNN26,88,323
CAALFM_C703610CA,301,368
CAALFM_C703620CA,345,129
TIM9,936,1209
CAALFM_C703640CA,205,258
CAALFM_C703650WA,481,245
CAALFM_C703660CA,3131,1604
DED81,1704,2161
CAALFM_C703680WA,60,14
TRP99,1755,1279
CAALFM_C703690WA,76,31
ENP1,436,452
PLC1,104,126
HIS7,1007,845
CAALFM_C703730CA,76,111
CAALFM_C703760WA,370,51
YAF9,72,129
CAALFM_C703780CA,31,68
MRP7,269,927
CAALFM_C703800WA,337,86
CAALFM_C105420WA,948,804
SLA2,519,1191
CAALFM_C703820CA,83,58
CAALFM_C703830CA,1636,355
CAALFM_C703840WA,388,463
CAALFM_C703850WA,69,314
CAALFM_C703860WA,4621,5165
RAD6,848,581
CAALFM_C703880CA,57,159
CAALFM_C703890CA,364,702
OGG1,56,100
CAALFM_C100580WA,376,109
SPT20,422,320
RPP1B,27419,14988
MAM33,2766,1504
CLB4,296,426
tL(UAA)5,0,1
UME1,279,710
CAALFM_C703970CA,1759,1134
CAALFM_C703980WA,399,267
CAALFM_C703990CA,420,472
CAALFM_C704000WA,583,393
CAALFM_C704010WA,199,275
CAALFM_C105440CA,90,21
PRE5,986,1628
KAP120,635,651
NPT1,529,744
HLJ1,622,470
CAALFM_C704060WA,26,30
CAALFM_C704070CA,3,13
CAALFM_C704080CA,0,0
CAALFM_C704090CA,832,858
MED9,431,352
CAALFM_C704110WA,372,348
CAALFM_C105450WA,0,0
CAALFM_C704120WA,270,246
SUI3,5015,3587
CAALFM_C704140CA,521,683
CAALFM_C704150WA,167,199
CAALFM_C704160WA,102,131
CAALFM_C704170WA,60,49
FAA2-3,114,60
UTP18,1454,1308
CAALFM_C704200CA,499,620
CAALFM_C704210CA,10084,7100
KOG1,401,426
NRG1,4783,12880
CAALFM_C704240CA,2686,1919
TPO2,222,137
CAALFM_C704260WA,4099,2630
UFE1,977,688
CAALFM_C704280CA,2022,1054
CAALFM_C704290WA,635,316
SPT6,13310,11140
CAALFM_C704310CA,1909,1437
CAALFM_C704320WA,95,31
MTM1,345,250
SYS1,1306,1154
CAALFM_C704340CA,110,57
TLO16,299,164
CAALFM_CR00010CA,505,968
TLO1,393,156
tL(CAA)6,0,0
CAALFM_CR00040CA,1802,812
INO2,42,24
CAALFM_CR00060CA,3610,2662
BNR1,256,191
CAALFM_C105480CA,14,21
MIS12,16372,6996
CAALFM_CR00090CA,1826,1571
EPL1,1760,1247
CAALFM_CR00110WA,422,330
MKC1,1975,1333
CAALFM_CR00130CA,952,752
REP1,80,87
POT1,1542,1366
CAALFM_CR00160CA,705,660
ZCF38,603,436
CAALFM_C105490CA,1447,870
CHT1,563,211
NGS1,348,468
PCK1,23687,3239
ALK 2.00,274,253
CAALFM_CR00220WA,138,71
CAALFM_CR00230WA,2371,1720
LSM 6.00,1331,1641
ATP17,11983,9033
KIN2,2001,1260
CAALFM_CR00270CA,174,55
RSM22,126,193
CAALFM_CR00280CA,62,171
CAALFM_CR00290WA,1248,425
CDA2,19,14
CAALFM_CR00310CA,1223,358
NAP1,2456,3622
PXA1,109,284
CAALFM_CR00340CA,324,202
CAALFM_CR00350WA,2337,1611
LEU1,540,816
CAALFM_CR00370WA,157,413
RPS27A,564,610
CAALFM_CR00380WA,37,34
MMS22,103,132
SWC4,353,670
RTT109,216,147
CAALFM_CR00420WA,129,112
CAALFM_CR00430CA,1496,1394
LRG1,260,528
CAALFM_CR00450CA,0,8
CAALFM_CR00460CA,326,514
CAALFM_CR00470WA,2313,878
CAALFM_C105520WA,123,154
MRPL6,803,901
CAALFM_CR00490WA,3966,2900
CAALFM_CR00500CA,3,2
ADE1,3206,3043
CRM1,768,1059
CAALFM_CR00530WA,0,4
MDH1,1918,1675
NTH1,581,884
CAALFM_CR00570WA,513,796
YRB1,1516,2366
TUF1,39185,27678
SSH1,693,1083
PHO81,220,280
CAALFM_CR00600CA,97,181
IFF4,49,14
ARG1,86,21
CAALFM_CR00630WA,44,50
ACC1,6012,4935
CAALFM_CR00650WA,2,0
CAALFM_CR00660WA,22,32
CAALFM_CR00670CA,90,113
BUD22,272,361
CAALFM_C105540CA,615,1489
CAALFM_CR00690CA,41,129
CAALFM_CR00700WA,54,65
CAALFM_CR00710CA,10,38
CAALFM_CR00720WA,0,0
tT(AGU)3,0,0
BMT3,189,113
CAALFM_CR00750CA,132,234
HYR4,718,315
GSY1,17312,7552
PWP2,1053,758
CAALFM_C105550CA,4,1
CAALFM_CR00810WA,146,182
CAALFM_CR00820CA,384,336
CAALFM_CR00830WA,53,110
CAALFM_CR00840CA,0,0
GSL2,323,374
TMA19,88909,54216
CAALFM_CR00870CA,172,112
CAALFM_CR00880WA,146,112
CAALFM_CR00890CA,507,279
TRM1,225,366
RIB4,3353,4123
CAALFM_CR00910WA,29446,8578
CCE1,15,21
ATO10,11,2
ATO9,119,6
CAALFM_CR00980CA,174,479
CAALFM_CR00990WA,1877,1652
SLN1,134,439
TEN1,75,48
CAALFM_CR01020CA,87,142
DAL81,66,112
tN(GUU)2,0,0
ARC19,584,626
CAALFM_CR01050CA,117,390
LAG1,790,767
CAALFM_CR01070WA,61,126
CAALFM_CR01080WA,313,772
CAALFM_CR01090WA,95,166
CAALFM_CR01100CA,1008,633
SRP54,789,1038
CAALFM_CR01120CA,519,615
CAALFM_CR01130WA,254,203
tN(GUU)1,3,0
ERG27,506,321
CTF18,217,373
CAALFM_CR01170WA,521,842
CAALFM_CR01180WA,236,559
SFT1,208,314
OYE22,57,85
HSE1,324,332
CAALFM_CR01220WA,5,3
CDC27,78,200
BOI2,232,485
tT(AGU)1,0,4
CAALFM_CR01250CA,1,2
CAALFM_CR01260WA,268,425
FTH2,90,153
CAALFM_CR01280CA,365,345
CWH43,560,560
CAALFM_CR01300WA,434,523
ATP3,9215,7167
CAALFM_CR01320CA,842,995
CPA2,205,56
CAALFM_CR01340WA,22,18
GSL1,251,209
CAALFM_CR01350CA,1309,1031
CAALFM_CR01360WA,96,217
CAALFM_CR01370CA,735,947
CAALFM_CR01380WA,272,184
MGE1,4768,2491
LYS12,5941,2006
CAALFM_CR01410CA,447,240
CAALFM_CR01420WA,213,272
CAALFM_CR01430WA,542,416
CAALFM_CR01440CA,36919,45010
CAALFM_C105610WA,202,381
tL(UAA)2,2,1
CSP37,225,3021
PRS,351,314
CAALFM_CR01490CA,1752,825
PIN4,266,463
CAALFM_CR01510CA,2,2
PTC2,137,586
CAALFM_CR01530CA,0,0
SAS3,20,168
CAALFM_CR01550CA,108,213
STE3,16,23
CAALFM_CR01560WA,25,112
CAALFM_CR01570WA,81,67
DOT6,366,313
TRP2,951,937
CAALFM_CR01600CA,56,80
SHP 1.00,839,1196
MET6,25334,18299
CAALFM_CR01630CA,27,31
CAALFM_CR01640CA,24,22
URA5,1110,1020
APC1,177,293
CAALFM_C105630CA,7457,4047
SEC65,832,1092
CAALFM_CR01670WA,99,255
CDC4,972,748
CDC60,3147,2581
CAALFM_CR01700CA,159,317
CAALFM_CR01710WA,28,88
CAALFM_CR01720WA,101,221
IFU5,3310,1130
MCI4,1490,1391
SEC4,2272,2016
FAL1,85,397
FRS1,2217,2454
CAALFM_CR01770CA,430,427
CAALFM_CR01780WA,481,366
CAALFM_CR01790CA,86,73
HST2,13,82
CAALFM_CR01810CA,14,51
CAALFM_CR01820WA,169,593
PTR2,17,12
CAALFM_CR01840WA,5,4
CAALFM_CR01850CA,0,16
CAALFM_C105650WA,318,427
OPT9,303,710
HNM3,43,27
CAALFM_CR01910CA,54,2
CAALFM_CR01920WA,9,7
BIO2,120,39
CAALFM_CR01950WA,414,602
MRS2,113,192
VMA4,1263,2228
CRC 1.00,2060,1207
SPC98,96,150
CAALFM_C105660CA,1063,1576
HEM1,3170,2625
OPT1,806,1743
CAALFM_CR02030CA,172,214
PRK1,455,586
HDA1,143,394
CAALFM_CR02060WA,119,104
ADH5,14147,1947
tL(AAG)1,0,1
CET1,1395,1221
CAALFM_CR02100CA,1308,1318
CAALFM_C105670WA,969,1116
MCM6,398,551
CAALFM_CR02120CA,116,116
ECM4,870,856
RSR1,559,468
MDL 1.00,300,421
UGT51C1,532,442
MET2,4239,3855
PHO113,136,13
SEF1,195,153
RAD51,1504,1358
RIM1,3566,3066
CAALFM_CR02210WA,263,266
OPT3,135,267
OPT2,55,24
CEX1,297,395
CAALFM_CR02260CA,294,169
CAALFM_CR02270CA,37,44
PGA23,859,147
PGA22,18,16
CAALFM_CR02300CA,410,330
tV(AAC)3,1,0
CAALFM_C105690CA,2,4
CAALFM_CR02320WA,0,2
KAR4,1987,1229
CAALFM_CR02340WA,0,1
GEF2,484,313
IDP2,493,444
ERG25,1204,587
CAALFM_CR02380CA,153,195
CAALFM_CR02390WA,388,458
PHO112,13,2
CAALFM_CR02410WA,27,141
AUT7,517,617
CAALFM_CR02420WA,60,461
CAALFM_CR02430CA,498,497
CAALFM_CR02440WA,40,34
CAALFM_CR02460WA,487,399
CAALFM_CR02470WA,2653,2837
OPT4,86,62
CAALFM_CR02500WA,44,181
CAALFM_CR02510WA,124,758
RPC19,585,619
DBP2,2805,2790
UGA4,80,30
CHO2,173,303
CAALFM_CR02550CA,179,233
ASG1,226,545
CAALFM_CR02570CA,597,1480
PAN6,468,807
CAALFM_CR02590CA,66,149
CAALFM_CR02600WA,16,42
CAALFM_CR02610CA,439,1062
CAALFM_CR02620CA,531,1539
CAALFM_CR02630CA,52,214
CAALFM_C105720WA,28020,17694
RFG1,96,426
DRE2,153,317
CAALFM_CR02660CA,14,5
CAALFM_CR02670CA,247,56
CAALFM_CR02680WA,29,81
CAALFM_CR02690WA,264,311
CAALFM_CR02700WA,118,537
RRP9,182,347
RPC31,228,451
INN1,243,357
PSD1,2493,1658
CAALFM_C105730WA,16,7
PGA34,44,3
RPD3,109,583
CAALFM_CR02770CA,351,588
CAALFM_CR02780WA,56,30
ALG5,140,215
CAALFM_CR02800CA,49,62
CIRT4B,41,300
PGM2,4717,2876
GZF3,177,267
RHO1,6313,3198
CAALFM_C105740CA,37,63
APL4,324,769
CAALFM_CR02880WA,371,550
CAALFM_CR02890CA,277,406
CAALFM_CR02900WA,0,1
CAALFM_CR02910WA,334,327
AQY1,268,7566
CAALFM_CR02930WA,87,458
CAALFM_CR02940CA,170,188
CAALFM_CR02950CA,926,1499
CAALFM_CR02960WA,62,156
CAALFM_C105750CA,100,332
CAALFM_CR02970CA,215,452
SRP40,474,412
RIB1,1469,1180
CAALFM_CR03000CA,625,798
ERV1,378,382
CAALFM_CR03020CA,744,487
RPL28,62469,47695
HGT18,403,331
ZCF11,117,125
ARC1,2598,2959
PGA26,114,9
CAALFM_CR03070WA,647,741
CAALFM_CR03080CA,203,306
MLC1,4116,1760
SMC5,132,303
CAALFM_CR03110WA,448,415
CAALFM_CR03120WA,661,836
CAALFM_CR03130WA,430,332
SYN8,185,198
SYS3,150,483
CAALFM_CR03160WA,47,106
PRC3,362,463
DPS1-1,4059,4006
CAALFM_CR03180WA,171,377
CAALFM_CR03190CA,15,14
CAALFM_CR03200CA,119,233
SSU72,142,315
CAALFM_CR03220CA,57,7
CAALFM_CR03230WA,132,372
CAALFM_CR03240CA,31,115
CAALFM_CR03250CA,1952,1304
CAALFM_CR03260WA,171,229
CAALFM_C105780WA,800,1019
CAALFM_CR03270WA,142,25
IFR2,13515,7219
IME2,18,24
CAALFM_CR03300CA,6,2
CAALFM_CR03310CA,645,797
CAALFM_CR03320CA,0,0
CAALFM_CR03330WA,50,258
CAALFM_CR03340CA,227,169
CAALFM_CR03350CA,846,553
CAALFM_CR03360WA,206,564
CAALFM_C105790WA,743,730
KTI12,273,262
MTG1,233,129
YKU80,156,66
CAALFM_CR03400WA,571,529
CAALFM_CR03410WA,203,233
NOT4,710,813
CAALFM_CR03430WA,244,130
CAALFM_CR03440WA,57,33
HXT5,897,771
CAALFM_CR03460WA,136,411
CAALFM_C105800CA,119,223
CAALFM_CR03470WA,314,351
CAALFM_CR03480WA,23,20
DEM 1.00,426,271
CIT1,5380,4531
CAALFM_CR03510WA,9,5
CAALFM_CR03520CA,2051,1159
CAALFM_CR03530WA,3944,3272
CAALFM_CR03540WA,216,171
NCS2,292,360
CAALFM_CR03560WA,209,178
GIM5,374,427
YVH1,475,421
CAALFM_CR03580CA,502,436
CAALFM_CR03590CA,104,34
CAALFM_CR03600CA,1160,1357
VTC3,3308,2797
CAALFM_CR03620CA,475,373
IFF3,264,122
CAALFM_CR03640CA,377,285
SGD 1.00,204,307
CAALFM_CR03660CA,218,196
RAD10,296,246
CAALFM_CR03670WA,1,5
SMC1,202,365
CAALFM_CR03690WA,133,180
CAALFM_CR03700CA,96,137
CAALFM_CR03710CA,151,128
TAL1,25380,15996
CAALFM_CR03730CA,391,151
CAALFM_CR03740CA,372,781
PRP42,158,304
CAALFM_CR03760WA,776,686
MOB2,940,641
CAALFM_C105830WA,2,1
RPS30,12264,11191
CAALFM_CR03780CA,138,33
KRE1,258,216
PPH3,515,243
PRP13,536,354
ULP2,115,137
MCM2,314,377
CAALFM_CR03840CA,57,47
HGT3,145,101
CAALFM_CR03860CA,103,456
PRN1,202,134
CAALFM_CR03870WA,1188,568
IFF9,808,64
WOR3,625,46
HST7,218,255
CAALFM_CR03910CA,214,286
TPO4,396,300
CAALFM_CR03930CA,229,314
CAALFM_CR03940WA,340,604
CAALFM_CR03950WA,188,442
CAALFM_CR03960CA,40,78
POL32,63,167
SEC22,679,670
CAALFM_CR03980WA,328,321
GCD1,375,861
RPT4,1011,1809
MRPL40,1427,1289
CAALFM_CR04020CA,299,312
NIP100,88,169
SPT14,207,265
MEX67,832,713
DAP1,5801,5611
PRN2,149,106
NAT5,1562,1438
CAALFM_CR04080CA,703,851
ADE17,15540,13791
RPL15A,49665,36926
CAALFM_CR04110WA,243,284
CAALFM_CR04120CA,720,371
EAF7,428,538
CAALFM_CR04140WA,1987,1699
CAALFM_CR04150WA,158,90
CAALFM_CR04160CA,306,619
PRN3,323,30
CAALFM_CR04170WA,1640,1222
CAALFM_CR04180CA,490,915
SRV2,2625,2190
YDJ1,5462,3607
QDR1,3140,4548
CAALFM_CR04220CA,450,563
CAALFM_CR04230WA,1490,1031
CAALFM_CR04240CA,410,961
CAALFM_CR04250WA,26,69
SNP3,714,1053
PRN4,248,231
CAALFM_CR04270CA,30,57
SCR 1.00,298,158
CAALFM_CR04280CA,268,141
HAP31,115,204
CAALFM_CR04300WA,888,1163
CAALFM_CR04310CA,294,206
CAALFM_CR04330WA,85,83
PIM1,510,871
CAALFM_CR04350CA,232,325
NHP2,2646,3142
CAALFM_C105890WA,9,1
CAALFM_CR04370WA,278,262
SEC26,1124,1723
CAALFM_CR04390CA,369,326
CAALFM_CR04400WA,0,10
CAALFM_CR04410WA,47,106
RBR2,124,204
RBR1,11,10
CAALFM_CR04450CA,233,421
CAALFM_CR04460CA,60,124
GPI2,211,115
CAALFM_C105900WA,166,107
LAP3,220,177
CAALFM_CR04490CA,191,152
CAALFM_CR04500CA,399,410
HXK2,69154,27049
MIM1,1226,840
FUM11,3136,2489
RPR2,105,86
PRE6,4465,4279
CAALFM_CR04560CA,233,254
CDC10,2863,2604
SIP5,58,213
CAALFM_CR04580WA,2037,1706
PDX3,3743,1893
CAALFM_CR04600WA,706,703
CAALFM_CR04610CA,5,22
CAALFM_CR04620CA,1,1
DIT2,39,41
DIT1,1,14
CAALFM_CR04650WA,515,620
UGP1,3762,2355
CAALFM_CR04680CA,263,83
CAALFM_C105920WA,83,3
tS(GCU)2,0,0
tS(GCU)1,0,0
CAALFM_CR04710WA,8,2
CAALFM_CR04720CA,207,878
CAALFM_CR04730WA,2716,1810
ADE6,1568,2700
CAALFM_CR04750WA,99,623
CAALFM_CR04760CA,215,219
CAALFM_CR04770CA,202,258
RPB8,1396,1330
CAALFM_C100630WA,313,196
CAALFM_C105930CA,111,205
MVB12,122,205
MNT 4.00,35,32
RPS3,17264,16932
CAALFM_CR04820WA,13,3
CAALFM_CR04830CA,40,16
MSS11,166,23
CAALFM_CR04850CA,234,137
CAALFM_CR04860CA,5,10
CAALFM_CR04870CA,306,89
CAALFM_CR04880WA,166,393
PHO87,5410,4697
LYS5,90,42
PGA39,0,0
CDC43,70,39
CAALFM_CR04920WA,194,288
PEX14,37,92
CAALFM_CR04940WA,48,32
MED5,58,104
CRG1,911,1281
CAALFM_CR04970CA,7,0
CAALFM_CR04980CA,0,0
CAALFM_C105950CA,872,609
CAALFM_CR04990CA,1,8
CAALFM_CR05010WA,26,207
LYP1,101,115
CAALFM_CR05030WA,223,519
GLN1,18959,15646
tH(GUG)1,0,0
