,WT air-1,WT air-2,WT CO2-1,WT CO2-2,sfl2 air-1,sfl2 air-2,sfl2 CO2-1,sfl2 CO2-2
orf19.6358,152.377,198.269,169.811,131.953,587.553,588.422,701.791,874.937
orf19.6359,304.754,326.185,298.993,319.573,835.669,838.196,1022.66,1109.94
orf19.6360,495.534,480.961,479.22,411.321,760.717,881.1,866.702,828.324
SPA2,5860.93,5646.2,5622.53,5891.48,4625.47,4486.72,4554.92,4299.92
PTP1,2254.68,2005.72,1710.62,1820.54,1214.74,1173.78,1002.94,922.52
orf19.6366,0,0,0,0,0.861514,0,0,0
SSB1,83202.7,66632.6,77119.4,81444.7,50741.5,45910,37531.9,36007.4
RIO2,2959.58,2676,2438.83,2607.1,2209.78,1849.55,1538.02,1460.49
SDH2,2068.85,2063.28,3262.99,3154.02,3490.86,3110.71,3178.7,3250.57
orf19.6371,221.752,243.04,305.339,301.017,204.179,239.122,230.432,182.562
DCP2,4498.21,3994.81,4263.94,4552.37,2881.77,3068.46,3015.91,2815.14
orf19.6374,914.261,835.289,1047,1047.37,942.497,796.056,824.581,870.082
RPS20,26539.6,25482.1,35180,36738.5,28436.3,27543.2,27753.8,28991.3
PTC5,1668.71,1552.9,1549.09,1594.77,1306.92,1410.53,1338.15,1218.7
orf19.6377,644.402,618.831,683.618,683.474,613.463,581.74,573.877,552.541
TRM9,1153.15,1273.04,1220.82,1198.91,896.826,877.823,822.838,797.251
orf19.6379,249.006,232.807,293.784,340.191,311.007,349.376,338.795,296.177
FDH1,3948.17,4290.29,2106.5,2195.78,5594.67,4629.23,4936.73,4771.86
orf19.6382,2389.71,2256.43,2024.19,2016.4,1619.65,1484.85,1526.37,1524.59
ACO1,23995,20224.7,26279.1,27765.7,16331.7,14991.7,12846.4,13168.7
HSP104,26174.1,24426.8,19607.5,21331,25160.5,18841,19859,21571.4
orf19.639,166.004,186.757,191.689,186.589,171.441,202.284,198.079,159.256
orf19.639.1,554.696,637.045,785.397,708.6,1154.82,1851.36,1723.47,1619.51
orf19.6390,0,3.75E-296,7.29E-244,1.03088,1.02E-188,0,1.66E-160,7.03E-109
orf19.6391,3.71651,2.55831,3.12536,4.12352,9.47666,9.1941,5.37771,11.6529
orf19.6392,365.456,406.772,561.524,602.034,274.823,284.251,269.782,300.062
orf19.6393,2290.61,2239.8,2002.32,2193.71,1449.93,1340.81,1294.23,1176.94
orf19.6396,5367.87,5140.93,4779.72,4995.65,3946.6,3486.86,3698.07,3683.28
orf19.6398,44.5981,34.5372,50.0058,40.2044,31.876,37.5426,21.5108,34.9586
ATS1,611.985,569.225,506.309,513.379,357.528,343.246,327.144,275.785
orf19.640,453.716,491.171,515.797,515.056,783.587,876.207,833.626,767.392
orf19.6400,729.674,781.565,995.95,921.608,487.617,598.383,573.622,494.276
CYS3,15741.9,16237.6,17932.3,18357.9,7000.67,7203.58,6167.33,6010.95
orf19.6403,2504.93,2447.03,2067.95,2116.4,2346.77,2244.15,2367.09,2335.43
RPP2A,12138.1,12617.6,14106.9,13792.2,9811.79,9587.13,8656.31,8988.26
GSH2,2255.92,2275.62,2211.72,2362.78,1844.5,1824.26,1794.36,1784.83
orf19.6405,14.866,11.5124,11.4597,16.4941,12.9227,25.2838,12.548,8.73966
orf19.6406,1371.39,1473.59,1825.21,1852.49,1215.6,1473.35,1336.36,1427.48
orf19.6407,1567.13,1513.24,1291.82,1343.24,1053.63,940.863,874.773,845.805
orf19.6408,826.303,810.985,1019.91,925.731,1129.45,1189.87,1555.95,1447.87
orf19.641,364.218,401.655,418.799,391.735,615.121,617.537,674.902,616.632
orf19.6411,2933.56,2729.72,2619.06,2614.31,1957.36,1943.02,1949.42,1839.21
orf19.6413,317.142,333.86,464.638,507.193,185.226,216.828,219.59,255.392
orf19.6414,801.527,790.519,1092.84,1185.51,629.767,759.28,731.368,727.334
TPM2,106.192,96.1686,165.53,155.392,727.724,1064.5,843.657,657.504
orf19.6415.1,0.000836856,0.000947746,0.000812654,0.000743314,0.000647842,0.000560046,0.000703348,0.000730878
orf19.6416,1174.42,1181.94,941.777,991.707,603.06,657.378,474.134,481.652
TSR1,5120.11,5038.6,5274.57,5314.19,2388.98,2588.14,2126.88,1985.85
orf19.6418,1692.25,1646.27,1590.81,1571.06,1190.61,1233.54,1214.47,1142.95
orf19.6419.1,417.488,454.101,607.363,559.768,627.183,625.199,661.458,679.751
orf19.642,1470.5,1450.56,1636.65,1587.56,1527.47,1710.1,1563.12,1680.93
PGA13,1916.48,1435.21,2034.61,2188.56,6386.41,6366.92,5484.36,4376.63
SSY5,1346.61,1286.83,992.824,1029.85,902.006,853.519,761.842,787.541
orf19.6423,1720.74,1720.47,1231.39,1276.23,1300.03,1252.7,1248.52,1133.24
orf19.6424,3380.78,3405.12,5281.87,5087.4,4229.17,4469.87,4200.88,4203.78
SKI2,3409.28,3320.69,3132.66,3342.12,2192.55,2005.08,2155.47,1995.56
orf19.643,734.629,645.974,854.266,857.693,909.759,806.782,827.27,865.227
orf19.6431,396.427,396.539,433.384,428.846,311.007,326.391,346.951,356.384
orf19.6432,1585.71,1422.42,1558.52,1613.33,827.054,806.016,780.664,722.479
PEX19,2124.6,2031.3,1677.28,1771.05,1908.25,1678.69,1598.07,1602.27
orf19.6435,948.948,782.844,1149.09,1259.74,1410.3,1414.36,1421.51,1400.29
orf19.6436,830.02,734.236,881.353,839.137,898.56,826.703,913.314,882.706
CDC23,776.75,807.148,888.645,942.225,690.073,628.264,531.497,614.69
orf19.6438,2197.69,2164.33,2172.13,2179.28,1404.27,1379.88,1290.65,1315.8
HGT9,9.91068,12.7916,17.7104,8.24705,91.3205,86.5778,119.206,99.0495
orf19.6440,2861.71,2554.48,2333.61,2252.47,2755.98,2490.84,2394.87,2462.64
PRP8,6949.86,6760.34,6286.15,6717.22,3897.49,3539.73,3553.77,3366.71
orf19.6443,426.102,382.294,343.724,326.368,476.999,522.392,385.124,432.73
orf19.6444,1369.28,1422.29,1364.15,1319.77,773.797,749.825,647.634,620.253
ECI1,1039.98,1054.13,598.6,662.852,616.885,585.99,552.911,646.704
ARF1,1669.05,1811.48,1535.64,1458.88,1997.93,2016.34,1684.87,1659.26
orf19.6448,2693.23,2345.97,2173.17,2232.89,1598.97,1497.11,1456.46,1480.89
orf19.6449,106.54,129.195,64.5909,63.9146,78.3978,59.7617,76.1842,72.8305
VMA13,1131.06,1355.91,1139.72,1070.05,2108.13,2155.25,2359.92,2364.56
orf19.6450,0,0,1.04179,2.06176,1.72303,3.83088,1.79257,1.94215
RBP1,5096.76,5707.6,3751.73,3684.37,9053.66,7427.25,7243.93,8376.65
orf19.6453,535.177,487.359,666.744,547.398,743.487,806.782,905.247,798.222
orf19.6455,657.822,740.632,664.661,644.301,969.204,1027.44,1114.08,1115.76
orf19.6456,200.691,200.828,206.274,198.96,115.443,168.559,175.672,132.066
orf19.6457,440.128,567.174,477.069,430.533,478.139,579.163,638.153,519.524
orf19.6458,35.9262,30.6998,33.3372,25.772,59.4445,62.0602,82.4581,100.992
orf19.6458.1,361.74,346.651,470.888,418.538,603.06,774.603,734.953,876.879
DPP3,85.4796,88.2618,95.8445,86.594,147.319,150.17,172.983,159.256
GLN1,14836.3,15656.9,13548.5,13666.4,12592.8,11364.7,11199.1,11769.4
PEX1,853.558,744.469,736.544,731.925,782.255,812.912,844.3,920.578
orf19.6461,683.837,711.211,783.425,840.168,916.651,957.719,1010.11,1020.6
orf19.6462,631.812,597.367,638.775,630.93,682.319,803.139,826.374,834.456
orf19.6463,640.472,637.019,695.756,678.289,907.175,788.973,780.235,782.381
orf19.6464,1512.62,1540.08,1350.16,1364.89,1192.34,1238.14,1150.67,1208.99
orf19.6465,9.95206,30.5922,34.812,38.9591,0.0122064,0.000426445,8.51442,16.7855
orf19.6469,1244.83,904.911,1041.81,1073.8,643.163,610.977,693.588,581.391
orf19.647.3,2177.87,2092.7,2221.09,2129.8,2203.75,2710.73,2912.01,2602.47
AHP2,2075.2,1931.11,1882.06,1776.8,1990.47,2300.49,2213.4,2260.66
CYP1,36728,40212.1,32625.5,33011.6,47853.6,41706.8,43890.9,41619.3
orf19.6474,677.643,750.865,611.53,607.189,760.717,1084.9,960.817,1086.63
orf19.6475,4.95534,2.55831,6.25073,3.09264,6.89212,9.96028,7.17027,13.595
orf19.6476,608.268,613.995,744.879,713.37,720.226,688.791,673.109,735.103
orf19.6477,449.697,525.733,600.07,587.602,570.323,720.205,557.489,677.809
YCF1,3011.6,3020.5,2788.1,2839.46,4167.33,4130.88,4613.81,4436.04
SEC1,785.426,779.873,902.953,941.808,826.868,886.799,1060.56,1050.52
orf19.6480,84.2408,74.1911,107.304,99.9954,163.688,189.245,193.597,202.954
YPS7,427.476,457.548,565.565,527.847,572.368,622.518,622.829,691.378
orf19.6482,53.2699,48.608,29.1701,31.9573,47.3833,49.0352,76.1842,47.5826
orf19.6484,1.23884,3.83747,0,0,0.861514,0,0,0
LDG3,0,0,0,1.03088,0,1.53235,0,0
orf19.6487,0,1.27916,1.04179,0,0,0,0,0
orf19.6488,0,0,1.04179,0,0.861514,0,0,0
FMP45,204.822,203.635,92.3803,82.5989,283.748,273.203,336.52,312.609
orf19.649,1713.31,1605.34,1799.17,1903.01,1909.98,1841.88,1989.75,2085.87
orf19.6491,1.34E-07,4.84E-16,4.83E-07,0.734003,6.57E-05,0.00010045,0.000182537,1.67E-06
orf19.6492,189.542,245.598,238.57,216.485,180.057,237.514,236.619,259.277
orf19.6493,3.71651,8.9541,17.7104,10.3088,22.3994,28.3485,30.4737,38.8429
WHI3,774.272,590.97,807.386,955.627,447.126,549.348,626.503,461.26
TRS33,395.189,434.913,341.707,386.58,540.17,465.068,516.26,485.537
orf19.6498,738.346,798.194,595.903,588.633,768.471,694.921,632.777,666.155
orf19.6499,547.565,565.387,636.533,635.023,543.616,576.164,593.34,570.992
ECM42,1330.51,1386.61,927.192,956.657,1181.14,1035.1,1034.31,1050.7
orf19.6501,34.6874,62.6787,66.6744,61.8529,49.1063,64.3587,48.3993,88.3677
orf19.6502,6.19418,8.9541,7.29252,11.3397,7.75363,3.83088,2.68885,2.91322
orf19.6503,941.515,963.205,1294.94,1178.3,1174.23,1651.87,1569.39,1570.23
orf19.6506,716.998,628.144,804.77,903.22,448.52,153.81,149.661,171.841
orf19.6507,6125.09,6266.51,5522.01,5217.12,5567.45,5640.01,5395.65,5414.75
orf19.6508,330.769,321.068,284.408,264.936,275.685,304.938,276.952,232.087
orf19.6509,535.177,692.024,580.276,525.749,715.057,888.763,827.27,868.14
LYP1,139.256,125.336,114.617,123.223,128.156,113.246,71.84,124.098
GRX1,32.2097,29.4206,14.585,13.4015,37.9066,28.3485,27.7848,27.1901
LIG1,1494.04,1413.47,1509.55,1553.54,1198.37,1072.65,1114.98,1063.33
EXO70,681.36,695.861,647.992,589.664,709.026,745.488,855.951,857.458
CUP9,2656.06,2774.49,708.416,736.049,793.455,902.554,744.812,570.991
HSP90,62490.6,57329.2,77792.4,81616.9,62642.4,51123.8,58496.9,60518.3
RAD14,807.721,698.42,645.909,711.308,617.706,579.995,451.727,574.876
orf19.6518,33.4486,44.7705,21.8776,26.8029,34.4606,42.1396,40.3328,31.0744
orf19.652,346.139,379.759,395.649,382.585,440.036,420.999,474.729,442.361
orf19.6520,1.23884,5.11663,7.29252,2.06176,5.16909,3.83088,2.68885,5.82644
orf19.6522,416.249,456.659,370.877,392.766,422.142,337.117,377.336,318.512
TOM40,8239.49,8093.23,8598.92,8810.94,6197.73,5616.06,5123.16,5127.27
orf19.6525,636.761,613.995,644.867,573.17,498.817,622.134,571.829,611.776
orf19.6526,712.33,729.119,944.902,950.472,423.004,489.586,426.631,408.822
orf19.6527,3596.85,3340.72,2580.18,2551.07,1609.72,1656.53,1416.7,1256.62
orf19.6528,934.815,958.527,924.398,908.567,1087.68,1048.07,1103.65,993.355
CDC34,3301.49,2890.89,2733.65,2735.25,3244.51,3009.53,2645.51,2515.69
orf19.653,2.47767,6.39578,4.16715,11.3397,6.89212,18.3882,17.0294,11.6529
orf19.6530,179.631,180.361,119.806,113.397,107.689,124.887,131.754,113.616
NUC2,3235.84,3374.42,3597.29,3590.56,2952.41,2857.07,2794.61,2910.31
TOM7,1254.94,1336.72,1415.79,1349.42,2345.04,2214.25,2519.45,2021.78
orf19.6532,128.839,116.403,189.605,183.497,131.812,129.484,118.31,118.471
MSK1,565.381,511.972,523.369,545.106,508.475,502.554,538.841,531.108
orf19.6534,40.4099,63.6484,82.9559,65.1755,78.2163,74.3758,70.6327,64.1601
CRN1,3151.6,3075.09,2482.58,2481.33,2276.98,2068.67,2097.31,2055.76
IQG1,1383.78,1292.27,1774.41,1883.7,1096.92,1033.69,1098.11,1133.18
orf19.6537,299.802,301.561,408.136,396.605,324.574,366.883,569.879,429.276
VMA11,1102.56,1078.33,1164.72,1284.48,783.978,833.599,825.478,875.908
orf19.6539,4187.26,3928.29,4467.19,4524.54,2848.17,2784.28,2556.2,2658.8
orf19.654,6.19418,5.11663,3.12536,4.12352,12.9227,16.8559,10.7554,13.595
PFK2,35895.3,32832.1,39351.5,41638.3,25156.2,21818.4,20883.4,21326.7
RPL5,28085.6,28543.1,32885.1,35583.9,20127.6,19495.3,18258.2,17887.2
LPI9,2383.52,2239.8,1956.48,2045.27,2121.05,2221.91,2187.83,1922.73
orf19.6547,0,0,0,0,1.72303,0.766175,4.48142,0.971074
ISU1,667.732,734.236,667.786,674.196,653.028,768.474,694.62,776.859
PHO84,16453,15128.6,8112.4,8382.09,6295.09,5901.85,3632.64,2736.49
orf19.6550,127.6,117.682,132.307,149.478,142.15,140.21,138.924,167.025
orf19.6551,236.618,230.248,379.211,360.808,350.636,409.904,406.913,389.4
STE18,73.0913,104.891,226.068,184.528,129.227,197.673,128.169,171.88
orf19.6552,810.198,860.873,1277.23,1173.14,1968.56,2070.21,2144.81,2102.37
orf19.6553,1421.63,980.818,1163.82,794.788,2080.76,2414.43,2456.01,2670.53
orf19.6554,501.728,541.083,405.256,408.229,690.073,845.091,795.9,838.036
orf19.6555,61.9418,47.3288,50.0058,62.8837,97.3511,103.434,99.4549,83.5123
orf19.6556,551.282,625.508,433.384,481.421,652.166,896.425,708.065,646.735
orf19.6557,203.169,237.923,209.399,182.466,189.533,180.817,206.145,202.954
orf19.6558,1272.28,1344.39,1947.1,1985.48,1163.04,1336.29,1273.62,1302.21
orf19.6559,2293.08,2476.45,2406.53,2367.93,1835.03,1729.94,1736.1,1822.71
DPP1,286.171,235.365,223.984,203.084,296.361,278.122,253.648,239.855
LAT1,15500.3,14546.6,15911.2,16030.2,9766.13,10362.5,9245.17,9288.32
RNH35,437.309,429.797,436.509,411.321,309.284,313.366,266.196,325.31
KCH1,652.866,552.596,672.995,735.018,458.326,517.934,435.594,429.214
orf19.6563.1,1547.31,1671.86,1639.77,1492.72,2125.36,2194.33,1999.61,1835.33
orf19.6565,1617.92,1639.88,1874.18,1901.98,1835.03,1664.13,1861.58,1767.35
orf19.6566,501.728,502.709,682.371,649.455,752.102,810.613,920.484,854.545
SMC6,1995.76,1726.86,1865.84,1899.91,1616.2,1504,1564.02,1477
orf19.6569,158.571,168.849,207.316,199.991,163.688,171.623,135.339,154.401
SAM2,673.049,523.08,862.952,810.431,1170.13,1549.47,1041.67,965.604
NUP,178.392,193.153,112.513,84.5322,72.3672,78.916,57.3622,63.1198
BEM2,4335.92,4181.56,4290.08,4609.07,2860.23,2530.68,2641.35,2437.39
ALK6,18.5825,11.5124,20.8358,15.4632,33.5991,22.9853,35.8514,19.4215
orf19.6575,0,1.27916,3.12536,2.06176,3.44606,6.89558,2.68885,4.85537
FLU1,1427.86,1554.87,1388.25,1265.18,1283.96,1060.64,1137.18,862.841
orf19.6578,366.695,390.143,381.294,414.414,601.337,569.268,615.747,621.487
orf19.6579,109.018,127.916,167.728,145.354,182.641,229.853,243.789,295.206
GIN1,784.183,840.406,1086.59,1059.75,707.303,740.891,745.708,741.9
orf19.6580,678.882,702.257,878.227,900.99,659.059,706.413,675.798,650.619
orf19.6581,598.358,615.274,658.41,662.856,737.456,737.06,849.677,839.979
PRE10,2920.56,2556.45,2243.52,2219.5,4026.99,3833.89,4132.59,4065.71
orf19.6583,302.888,325.492,507.839,607.176,291.777,322.612,413.367,368.207
PRT1,5292.31,5395.48,6189.26,5935.81,5371.54,5681.19,6148.51,6100.28
orf19.6585,144.944,157.336,147.934,128.86,294.638,369.296,416.772,401.053
orf19.6586,625.612,542.362,500.058,484.514,1043.29,1126.28,955.439,906.012
GIR2,1669.38,1651.02,1491.1,1328.2,2289.13,2300.65,1978.41,2396.07
NBP2,349.508,409.277,375.571,374.941,568.3,684.979,849.788,884.813
SSF1,1418.47,1426.26,1524.14,1563.85,1251.77,1465.69,1253.9,1180.83
VMA22,23.5494,36.4201,64.7868,76.975,128.75,156.745,176.078,146.9
PCD1,245.278,255.228,277.962,255.999,412.289,415.594,450.425,470.703
orf19.6592,107.987,77.4092,94.8087,108.31,251.514,248.921,301.414,244.002
PLB3,1975.55,2029.99,1549.57,1483.29,2058.67,1986.7,1987.71,2103.45
RTA4,138.75,145.824,98.9699,92.7793,202.456,244.41,243.789,273.843
orf19.6596,1124.86,1157.64,1167.84,1133.58,1605.86,1826.56,2022.91,2122.77
orf19.6597,854.753,924.874,854.144,793.804,1265.99,1334.98,1372.64,1498.13
WAL1,1797.85,1581.13,1772.32,2064.26,1224.23,1396.39,1211.81,1253.95
orf19.6599.1,1189.28,1281.72,1214.73,1259.74,2394.15,2572.05,2806.27,2631.61
orf19.660,417.488,388.864,615.697,582.448,363.559,343.246,342.381,331.136
orf19.6600,538.893,574.341,641.742,614.405,1133.75,1324.72,1434.95,1400.29
orf19.6601,1876.84,1939.2,1413.71,1576.22,4219.7,3859.22,3921.24,3673.57
YKE2,3617.4,4645.9,4917.24,4486.39,10796.5,11667.3,12055,13066.8
orf19.6602,588.447,707.374,596.945,612.343,882.191,1091.03,1456.46,1711.03
orf19.6604,623.134,698.42,590.694,521.626,1683.4,1573.72,1958.38,2179.09
orf19.6605,118.928,180.361,158.352,158.756,216.24,249.007,314.596,302.975
orf19.6606,97.868,97.2159,77.0923,81.4396,143.873,170.091,195.39,175.764
orf19.6607,678.882,807.148,843.848,710.277,1187.17,1347.7,1440.33,1446.9
orf19.6608,299.798,300.602,458.387,521.626,413.527,484.989,541.356,516.611
KRR1,1638.98,1589.99,1700.2,1644.25,2119.33,2335.3,2055.18,1983.9
orf19.6610,647.911,635.741,808.428,872.125,730.564,740.125,706.272,796.28
orf19.6612,1050.53,1116.7,1458.5,1380.35,1791.09,2019.64,2209.34,2178.12
MHP1,1606.77,1482.54,1163.68,1338.26,1304.48,1170.53,1221.26,1209.55
orf19.6623,1885.11,2160.5,1683.19,1500.33,2111.77,2746.48,2619.74,2720.99
orf19.6624,544.248,645.974,489.983,464.524,360.772,386.41,385.504,343.72
orf19.6625,1859.49,1747.33,1747.08,1746.31,2517.35,2347.56,2514.95,2234.44
orf19.6626,415.01,356.885,431.3,409.26,442.818,492.651,482.227,431.157
orf19.6627,1365.2,1414.75,977.197,966.966,1342.24,1207.49,1140.97,1098.28
orf19.6628,348.113,409.33,508.393,512.348,389.405,385.386,426.631,465.144
ISC1,467.041,442.588,429.217,428.846,346.329,327.923,291.292,312.686
GIN4,1982.14,1712.79,2227.34,2292.68,1185.44,1136.24,1221.64,1205.1
orf19.6630,598.358,615.274,803.219,805.118,824.469,786.862,967.987,904.069
ACO2,4503.17,4173.89,5567.32,5693.56,2874.01,2807.27,2539.17,2762.7
VMA2,5822.53,5445.37,5207.9,5043.07,4840.85,4302.84,4264.52,4519.38
orf19.6635,187.064,194.432,197.94,195.867,216.24,233.683,267.989,272.872
orf19.6636,184.586,200.828,256.28,273.183,188.672,216.061,185.531,199.07
orf19.6637,1443.24,1442.89,752.171,759.759,1330.18,1226.65,1217.15,1208.02
PTC4,577.297,542.362,496.933,541.212,706.442,742.424,782.456,832.21
orf19.6639,774.272,781.565,683.413,721.617,491.063,504.909,547.63,516.611
orf19.664,11.1495,10.2333,11.4597,10.3088,37.0451,29.1147,41.2291,45.6405
TPS1,3310.17,3282.32,2714.9,2835.95,4014.66,3541.26,3645.19,3652.21
orf19.6641,76.5768,132.537,86.3589,102.007,69.9536,62.1588,89.8822,138.513
orf19.6642,742.062,791.798,840.723,826.766,783.978,784.563,769.012,936.115
MCT1,367.934,313.393,234.402,241.226,239.501,190.778,223.175,232.087
orf19.6644,63.1806,89.541,93.7609,75.2543,79.2593,91.941,115.621,101.963
HMO1,4630.77,3974.34,3421.23,3435.93,1832.44,1836.52,1797.95,1860.58
SDA1,4153.82,3974.34,2930.55,3022.54,2233.05,2093.96,1613.31,1414.85
BRF1,1403.24,1201.39,1108.4,1212.73,965.727,917.111,866.705,909.894
NEP1,1055.49,960.647,1275.15,1131.91,861.514,914.047,959.92,863.284
orf19.6650,125.122,150.941,85.4266,120.613,165.411,188.479,246.478,200.041
DBP8,1892.94,1803.61,1443.92,1441.17,1208.7,1140.83,990.394,914.751
MTG2,1044.34,1061.7,964.696,1060.78,786.563,805.25,761.842,772.975
orf19.6654,1321.84,1387.89,870.935,952.534,776.225,746.255,572.726,524.38
orf19.6656,1331.75,1513.24,1017.83,1104.07,893.39,812.146,792.315,720.537
orf19.6658,3587.67,3731.3,2396.11,2431.85,2409.66,2289.33,2132.26,2280.08
GAP6,6813.6,6892.1,3800.44,3833.85,2694.82,2987.6,2451.34,2582.08
orf19.666,475.713,493.755,477.139,473.174,470.387,435.187,439.179,438.983
orf19.6660,2407.8,2259.81,1306.11,1265.79,2101.25,1931.15,1551.16,1492.45
orf19.6661,19.4365,32.1582,23.9501,30.578,83.6345,59.5095,62.0296,62.3945
orf19.6662,151.662,105.621,170.449,183.835,0.00210809,0.00441945,0.00252686,0.00669292
RPS25B,25047.7,24122,32392.3,27160.3,15089.3,21161.3,9593.52,15389.6
orf19.6665,4954.1,4665.08,6184.05,6369.81,3650.24,3543.56,3362.86,3215.22
orf19.6667,428.637,488.638,366.709,462.866,354.082,419.098,434.698,460.289
orf19.6668,1922.67,1766.52,1888.76,1966.92,1270.73,1241.2,998.461,901.156
RPL37B,15826.1,18632.2,18127.1,18822.9,6083.15,6521.68,6358.24,7717.06
CAC2,371.651,402.934,433.384,422.661,330.822,360.868,361.203,328.223
LAP4,672.688,700.978,536.521,543.274,470.387,461.237,466.068,466.115
MDJ1,1590.66,1419.86,1798.13,1865.89,1602.42,1667.2,1858.89,1962.54
HEX1,1124.86,1089.84,791.759,869.033,723.672,697.986,645.325,627.313
BTS1,371.651,443.867,426.091,455.649,660.782,702.583,790.523,738.987
orf19.6676,110.256,88.2618,104.179,117.52,89.5975,81.2146,90.5247,68.9462
orf19.6678,40.8816,51.1663,60.4237,53.6058,48.2448,49.8014,60.051,64.0909
orf19.6679,327.053,299.323,377.127,379.364,289.469,285.017,260.819,307.83
TOS4,853.016,801.098,1078.78,1202,571.955,634.239,478.338,446.936
FGR27,877.096,899.247,909.481,864.909,883.052,807.549,987.705,832.21
orf19.6681,293.604,232.807,221.901,234.01,314.453,245.176,318.181,274.814
PNC1,350.59,322.348,442.76,389.673,595.306,650.483,622.918,679.751
ISY1,600.835,616.554,475.055,558.737,698.688,705.647,698.205,661.301
ENP2,1957.36,1936.64,1895.01,1861.77,1384.45,1469.52,1210.88,1066.24
orf19.6687,7.43301,6.39578,7.29252,3.09264,5.16909,9.1941,8.96284,9.71074
orf19.6688,147.421,173.965,16.6686,36.0808,319.622,239.047,207.042,166.054
ARG4,599.596,649.812,459.429,389.673,0.861514,0.766175,0,0
PRM1,49.5534,35.8164,39.588,36.0808,63.7521,57.4631,51.0882,50.4958
orf19.6690,305.992,318.51,315.662,279.369,419.558,395.346,421.254,391.343
orf19.6691,506.684,635.741,676.121,622.652,650.443,757.747,643.532,761.322
MNN26,1437.05,1345.67,1895.01,1746.31,2330.4,2338.37,2756.97,2771.44
orf19.6693,815.154,859.593,1068.87,996.862,1070,1024.38,1123.94,1234.23
orf19.6694,717.203,697.886,845.426,829.978,613.31,545.528,521.246,631.11
TIM9,943.731,1108.77,814.979,743.326,1812.04,1831.16,2037.96,2176.17
orf19.6698,394.293,379.42,467.968,450.315,440.91,499.536,497.121,466.212
orf19.6699,1009.65,1010.53,857.392,863.878,1119.11,1103.29,1034.31,1204.13
SMT3,6426.27,9004.62,6008.43,6411.05,5753.66,6330.64,6183.97,7981.15
orf19.670.2,123.793,137.961,47.8099,68.622,242.996,224.499,586.877,453.294
orf19.6701,5906.77,5784.35,6959.83,6793.5,4435.94,4297.48,4130.97,4293.12
DED81,5922.46,6029.6,7055.9,7132.54,4635.8,4173.11,3960.48,4315.47
orf19.6703,184.586,181.64,180.229,209.269,326.514,266.629,295.774,305.888
orf19.6704,33.4486,40.933,41.6715,30.9264,67.1981,45.9705,58.2585,87.3966
